ItemID,ItemName,SupplierID,StockQty,ReorderLevel,UnitPrice,LastRestockedDate
INV1081,Steel,SUP0002,247,41,34848.53,01-05-2024
INV1082,CHEMICALS,SUP0014,9999,266,22136.15,09/06/2022
INV1083,Rubber,SUP0009,286,91,,2024-12-07
INV1084,Chemicals,SUP0015,192,80,10733.8,30-11-2023
INV1085,Chemicals,SUP0004,102,162,30943.09,2024-06-14
INV1086,Steel,SUP0002,293,238,46099.87,2022-11-06
INV1087,Plastic,SUP0011,94,27,13290.91,07/27/2023
INV1088,Steel,SUP0001,288,124,4178.51,05/01/2023
INV1089,Steel,SUP0019,203,291,30727.47,07/22/2024
INV1090,Rubber,SUP0018,108,274,5305.77,2022-03-03
INV1091,Electronics,SUP0011,9,290,27427.48,01/10/2022
INV1092,Chemicals,SUP0006,218,21,Ten Thousand,2022-06-04
INV1093,Electronics,SUP0001,25,1,38114.8,2024-08-18
INV1094,Rubber,SUP0009,38,34,2797.18,06/26/2023
INV1095,Rubber,SUP0016,160,184,49790.83,20-07-2024
INV1096,Rubber,SUP0001,268,-1,44091.84,28-01-2024
INV1097,Electronics,SUP0019,22,23,36227.82,08-07-2022
INV1098,Plastic,SUP0013,271,289,7939.58,12/13/2024
INV1099,Chemicals,SUP0009,251,60,48751.71,02/05/2024
INV1100,Chemicals,SUP0001,85,63,27443.47,08/22/2023
INV1101,Plastic,SUP0016,127,78,,11/11/2022
INV1102,Steel,SUP0006,292,6,49936.25,04-11-2024
INV1103,Chemicals,SUP0012,97,117,21290.74,10/16/2022
INV1104,Steel,SUP0011,220,199,20128.71,29-09-2024
INV1105,Plastic,SUP9999,251,19,45718.06,2024-05-12
INV1106,Electronics,SUP0001,103,10,43750.27,12/18/2022
INV1107,Rubber,SUP0019,249,227,30406.64,2024-06-20
INV1027,Plastic,SUP0005,9999,241,33856.97,04/14/2024
INV1109,Plastic,SUP0012,72,272,36017.07,01/27/2023
INV1110,Steel,SUP0011,9999,219,Five Hundred,11/01/2023
INV1111,Rubber,SUP0013,137,294,Ten Thousand,10/17/2024
INV1112,Rubber,SUP0004,36,249,36671.51,2023-10-01
INV1113,Electronics,SUP0019,263,213,8962.36,05-09-2023
INV1114,Steel,SUP0017,169,0,40940.67,2022-06-05
INV1115,Electronics,SUP0008,282,76,48120.07,20-12-2022
INV1116,Plastic,SUP0010,203,76,30344.51,12/09/2024
INV1117,Chemicals,SUP0001,174,277,6423.9,03/04/2022
INV0603,Plastic,SUP0004,69,255,39867.23,09/08/2022
INV1119,Plastic,SUP0013,34,274,3783.97,25-03-2022
INV1120,Steel,SUP0006,135,123,9790.69,22/05/2022
INV1121,Electronics,SUP0006,146,74,48980.71,06/01/2024
INV1122,Plastic,SUP0015,149,286,19104.64,2022-07-28
INV1123,Plastic,SUP0008,123,254,13509.51,2023-09-01
INV1124,Plastic,SUP0005,241,276,40083.1,15-01-2022
INV1125,Electronics,SUP0001,260,245,22813.57,22/01/2024
INV1126,Electronics,SUP0019,0,46,31292.6,14/10/2024
INV1127,Chemicals,SUP0007,300,60,12067.03,02-03-2023
INV1128,Chemicals,SUP0012,166,260,24581.62,18-06-2022
INV1129,Rubber,SUP0012,273,293,23065.0,2023-03-18
INV1130,Plastic,SUP0013,180,3,25110.27,2023-10-27
INV1131,Plastic,SUP0013,91,81,11147.74,11-09-2024
INV1132,Chemicals,SUP0017,44,37,Ten Thousand,03-05-2022
INV1133,Plastic,SUP0018,248,20,3031.96,21/07/2022
INV1134,Steel,SUP0009,9999,256,18481.1,12/20/2023
INV1135,Electronics,SUP0015,21,212,39750.56,17/01/2022
INV1136,Rubber,SUP0016,12,292,40827.67,25-09-2022
INV1137,Steel,SUP0016,80,231,41503.8,2024-11-18
INV1138,ELECTRONICS,SUP0012,241,0,46979.78,11/09/2022
INV1139,Chemicals,SUP0014,230,9999,10366.41,18/07/2024
INV1140,Rubber,SUP0018,129,9,,29/03/2023
INV1141,Plastic,SUP0002,12,102,44260.29,2022-02-24
INV1142,Steel,SUP0018,186,282,29584.15,16/06/2023
INV1143,Steel,SUP0005,207,77,17498.18,16/07/2023
INV1144,Rubber,SUP0012,19,237,34276.82,26-03-2022
INV1145,Steel,SUP0009,179,182,44964.25,2022-12-20
INV1146,Chemicals,SUP0020,189,90,46336.17,06/07/2023
INV1147,Electronics,SUP0019,255,270,13061.26,12/08/2022
INV1148,Steel,SUP0018,79,173,17754.42,15-08-2022
INV1149,Plastic,SUP0013,210,9999,25063.35,01/11/2022
INV1150,Electronics,SUP0009,228,241,25658.85,2024-11-21
INV1151,Chemicals,SUP0019,158,5,20372.1,2023-11-15
INV1152,Steel,SUP0002,12,244,32616.62,16/06/2023
INV1153,Rubber,SUP0020,167,45,9521.21,25/12/2024
INV1154,Electronics,SUP0017,199,237,11127.35,04/07/2024
INV1155,Plastic,SUP0001,291,34,32528.9,11/06/2023
INV1156,plastic,SUP0014,147,9999,10877.32,27/06/2023
INV1157,Chemicals,SUP0014,117,208,33970.45,18/05/2022
INV1158,Rubber,SUP0020,45,58,30624.94,2023-10-30
INV1159,Steel,SUP0002,76,64,22867.63,01/12/2023
INV1160,Plastic,SUP0014,50,6,30942.52,2024-05-10
INV1161,Steel,SUP0006,97,112,4790.65,12/29/2022
INV1156,Steel,SUP0018,242,236,17566.66,05/04/2023
INV1163,Chemicals,SUP0018,136,212,44711.35,30/08/2022
INV1164,Electronics,SUP0003,173,186,Five Hundred,11/08/2022
INV1165,Rubber,SUP0007,199,291,5604.22,08/03/2024
INV1166,Plastic,SUP0001,244,172,,2024-06-25
INV1167,Electronics,SUP0018,70,296,,11/02/2022
INV1168,Steel,SUP0013,105,157,30493.48,2023-12-21
INV1169,Chemicals,SUP0013,228,11,34033.36,10/06/2022
INV1170,Plastic,SUP0009,264,259,46824.55,31/08/2024
INV1171,Rubber,SUP0012,242,44,,14-12-2022
INV1172,Steel,SUP0016,172,260,,06/17/2023
INV1173,Rubber,SUP0003,75,172,5357.98,13-07-2022
INV1174,Rubber,SUP0005,16,142,37919.84,02-02-2022
INV1175,Chemicals,SUP0012,186,107,30987.35,2023-01-30
INV1176,Rubber,SUP0006,279,155,26069.38,14/12/2024
INV1177,Plastic,SUP0003,63,109,36330.88,24-10-2022
INV1178,Electronics,SUP0018,175,89,15731.86,11/12/2023
INVALID_12,Rubber,SUP0013,170,165,9632.48,03/05/2023
INV1180,Electronics,SUP0001,187,280,33569.34,03/01/2024
INV1181,Chemicals,SUP0019,93,163,Ten Thousand,02-03-2024
INV1182,Chemicals,SUP0008,63,256,3609.38,2024-06-28
INV1183,Plastic,SUP0009,274,141,16004.77,11/21/2024
INV1184,Electronics,SUP0014,32,258,48043.49,07/08/2024
INV1185,Rubber,SUP0007,251,136,22710.11,2024-11-03
INV1186,Rubber,SUP9999,198,94,24179.42,08-11-2022
INVALID_64,Chemicals,SUP0007,105,64,31457.25,13/06/2024
INV1188,Chemicals,SUP0009,190,118,20434.69,21/11/2024
INV1189,Steel,SUP0006,134,194,36973.49,01/31/2024
INV1190,Plastic,SUP0011,27,76,24647.73,25-02-2024
INV1191,Rubber,SUP0006,174,257,6475.03,16-09-2023
INV1192,Electronics,SUP0010,125,0,11589.36,31/01/2022
INV1193,Steel,SUP0006,205,11,43549.66,14-04-2022
INV1194,Plastic,SUP0001,112,107,28744.9,13/08/2024
INV1195,Electronics,SUP0002,106,142,44233.44,08/19/2023
INV1196,Electronics,SUP0013,205,42,41008.32,10/01/2023
INV1197,Electronics,SUP0010,149,197,2324.43,2022-11-26
INV1198,Rubber,SUP0011,46,176,40008.97,03/02/2024
INV1199,Steel,SUP0015,175,216,12994.8,06/03/2023
INV1200,Chemicals,SUP0018,104,118,44856.63,20-11-2022
INVALID_82,Plastic,SUP0017,267,109,36121.07,24-11-2023
INV1202,RUBBER,SUP0002,210,48,9863.09,06/17/2022
INV1203,Plastic,SUP0015,127,76,34444.01,04/06/2023
INV1204,Steel,SUP0017,222,108,31800.29,07/21/2022
INV1205,Chemicals,SUP0015,300,202,36496.02,2022-08-12
INV1206,Steel,SUP0006,275,20,23271.24,2023-10-18
INV0788,Rubber,SUP0018,0,295,22348.7,23/10/2022
INV1208,Steel,SUP0018,151,207,-1264.58,08-01-2023
INV0527,Electronics,SUP0010,156,13,-4958.64,17/12/2024
INV1210,Electronics,SUP0012,208,19,26422.45,25-02-2024
INV1211,Electronics,SUP0008,141,220,31661.43,15/03/2024
INV1212,Plastic,SUP0011,110,203,49782.52,06/08/2022
INV1213,Electronics,SUP0010,202,278,21446.61,01/17/2024
INV1214,Electronics,SUP9999,117,109,44131.83,2023-12-24
INV1215,Rubber,SUP0008,220,51,Twenty Five Thousand,17-11-2023
INV1216,Chemicals,SUP0003,216,29,11504.21,08-05-2023
INV1217,Plastic,SUP9999,281,126,21233.13,25-12-2022
INV1218,Plastic,SUP0002,146,106,48474.23,25-04-2022
INV1219,Steel,SUP0007,135,81,22955.22,2023-09-03
INV1220,Chemicals,SUP0020,244,198,39530.21,06/08/2022
INV0082,Plastic,SUP0014,47,58,12184.21,15/03/2023
INV1222,Rubber,SUP0004,250,246,34687.64,03/27/2023
INV1223,Rubber,SUP0002,136,178,41869.73,2024-05-29
INV1224,Plastic,SUP0010,245,259,37749.79,2024-07-12
INV1225,Chemicals,SUP0005,94,237,9934.04,2024-08-03
INV1226,Chemicals,SUP0016,249,122,Twenty Five Thousand,07/26/2023
INV1227,Chemicals,SUP0009,222,121,,02/02/2022
INV1228,Chemicals,SUP0017,267,295,26728.6,12-11-2023
INV1229,Plastic,SUP0006,299,104,9369.74,25-11-2024
INV1230,Steel,SUP0016,25,106,14497.21,22/11/2022
INVALID_73,Rubber,SUP0020,134,81,31261.4,17/12/2022
INV1232,Steel,SUP0019,118,50,10853.38,2022-03-01
INV1233,Electronics,SUP0004,191,245,9381.68,11/14/2023
INV1234,Electronics,SUP0015,248,99,37499.79,2024-07-24
INV1235,Rubber,SUP0002,36,198,33052.84,09-03-2022
INV1236,Steel,SUP0004,24,297,41712.23,06/01/2022
INV1237,Chemicals,SUP0016,259,17,10380.56,04/07/2023
INV1238,Plastic,SUP0015,210,220,,2022-12-13
INV1239,Plastic,SUP0011,95,175,37538.65,25-04-2022
INV1240,Electronics,SUP0001,81,147,47075.54,15/06/2022
INV1241,Rubber,SUP0017,122,171,14389.06,29-08-2022
INV1242,Electronics,SUP0016,213,2,36769.92,18-10-2024
INV1243,Chemicals,SUP0019,50,210,29043.06,22-01-2023
INV1244,Electronics,SUP0017,149,51,23304.61,20/03/2024
INV1245,Electronics,SUP0016,39,138,18048.07,2023-05-27
INVALID_84,Steel,SUP0001,141,211,42439.37,16/03/2022
INV1247,Chemicals,SUP0001,46,195,36163.28,16-09-2024
INVALID_90,Chemicals,SUP0002,290,102,-4351.93,02-10-2024
INV1249,Chemicals,SUP0015,235,9,,2022-12-22
INV1250,Chemicals,SUP0003,150,294,4400.61,10/17/2024
INV1251,Rubber,SUP0012,82,230,31930.95,10-09-2022
INV1252,Steel,SUP0017,8,165,31390.09,11-06-2022
INV1253,Rubber,SUP0014,223,186,13339.69,31-07-2023
INV1254,plastic,SUP0008,287,56,17317.98,06-05-2023
INV1255,Steel,SUP0003,47,12,22051.47,14-02-2022
INV1256,Rubber,SUP0014,150,187,23972.21,01/14/2022
INV1257,Rubber,SUP0019,0,143,10147.14,06/27/2024
INV1258,RUBBER,SUP0011,281,-1,11395.14,01/01/2023
INV1259,Chemicals,SUP0010,10,237,,13/03/2023
INV1260,Steel,SUP0018,197,81,25504.72,30-11-2024
INV1261,steel,SUP0010,98,298,25281.61,2023-01-13
INV1262,Steel,SUP0018,0,135,16358.01,06/01/2024
INV1263,Rubber,SUP0019,284,38,26222.48,07-07-2024
INV1264,Plastic,SUP0012,270,187,43256.29,10/16/2023
INV0245,Chemicals,SUP0011,294,280,Five Hundred,11/06/2022
INV1266,Rubber,SUP0007,286,174,18734.18,04/07/2024
INV1267,Rubber,SUP0005,232,119,24846.05,2022-12-10
INV1268,Chemicals,SUP0015,134,44,0,08/09/2024
INV1269,Chemicals,SUP0004,135,135,34323.88,2022-04-01
INV1270,Electronics,SUP0016,116,151,9473.94,06/16/2024
INV1271,Steel,SUP0010,294,240,17454.36,06/20/2024
INV1272,Plastic,SUP0006,256,162,46097.96,12/27/2024
INV1273,Chemicals,SUP0008,105,80,42666.61,06-02-2024
INV1274,Rubber,SUP0006,209,159,25437.25,11/07/2024
INV1275,Chemicals,SUP0001,118,139,25842.88,09/03/2022
INV1276,Plastic,SUP0004,240,176,12722.66,22/04/2022
INV1277,Chemicals,SUP0006,68,249,43659.17,10/01/2022
INV1278,Chemicals,SUP0006,177,223,45860.76,02/15/2023
INV1279,Chemicals,SUP0002,37,210,23757.11,2024-11-04
INV1280,Plastic,SUP0018,284,192,8635.59,2024-08-20
INV1281,Rubber,SUP0020,185,68,0,12/08/2023
INV0476,Chemicals,SUP0001,293,215,27095.85,13-01-2023
INV1283,Plastic,SUP0009,170,217,24841.62,2024-11-30
INV1284,plastic,SUP0014,231,223,44024.81,2022-07-15
INV1285,Plastic,SUP0010,264,63,19994.71,2022-07-31
INV1286,Electronics,SUP0002,188,27,21228.41,17/06/2023
INV1287,Steel,SUP0018,251,49,27741.39,14-07-2024
INV1288,Steel,SUP0006,147,218,15752.93,04-01-2022
INV1289,Rubber,SUP0018,269,179,46750.23,16/07/2022
INV1290,Rubber,SUP0009,187,55,10005.93,27/11/2022
INV1291,Steel,SUP0010,188,282,44149.91,17-11-2024
INV1292,Steel,SUP0013,128,147,13134.47,07/22/2024
INV1293,Electronics,SUP0013,7,162,12612.41,2024-07-16
INV1294,Steel,SUP0011,106,176,0,28-08-2022
INV1295,Chemicals,SUP0014,300,117,12690.56,22-01-2024
INV1296,Rubber,SUP0017,123,148,4597.81,2024-06-21
INV1297,Electronics,SUP0018,207,0,Five Hundred,25-09-2023
INV1298,Chemicals,SUP0007,69,3,9087.26,12/31/2023
INV1299,Electronics,SUP0007,8,180,46007.8,06/27/2022
INV1300,Plastic,SUP0017,76,103,24212.21,18-11-2024
INVALID_55,Rubber,SUP0003,212,208,49111.14,15/09/2022
INV0656,Rubber,SUP0007,119,115,36865.66,07/06/2022
INV1303,Plastic,SUP0010,192,246,39244.35,22-03-2023
INV1304,Chemicals,SUP0015,292,160,39013.58,15/08/2024
INV1305,Chemicals,SUP0010,149,61,7615.96,2024-06-18
INV1306,Electronics,SUP0016,135,292,24432.12,2022-11-29
INV1307,Rubber,SUP0018,9999,2,2231.83,23-03-2024
INV1308,Chemicals,SUP0010,151,7,27246.24,14-09-2024
INV1309,Electronics,SUP0012,115,123,9488.66,01-11-2024
INV1310,Plastic,SUP0003,115,218,43084.48,14-06-2023
INV1311,Rubber,SUP0011,289,2,6168.47,27-03-2023
INV1312,Steel,SUP0006,12,156,14945.37,19/09/2022
INV1313,Plastic,SUP0015,206,194,,28-01-2023
INV1314,Electronics,SUP0012,146,29,35795.81,05-12-2022
INV1315,Plastic,SUP0011,213,128,43366.4,24/11/2024
INV1316,Rubber,SUP0009,33,107,Ten Thousand,06-06-2022
INV1317,Steel,SUP0012,48,3,19077.08,24-07-2024
INV1318,Steel,SUP0002,7,221,33104.35,16-12-2024
INV1319,Steel,SUP0003,270,157,43537.48,2023-09-25
INV1320,Plastic,SUP0017,245,106,35977.88,03-05-2024
INV1321,Plastic,SUP0001,192,244,12849.95,28/08/2023
INV1322,Electronics,SUP0002,139,111,40339.02,30-10-2024
INV1323,Chemicals,SUP0001,284,223,40692.98,25/03/2022
INV1324,Electronics,SUP0020,75,5,33772.33,2024-06-26
INV1325,Chemicals,SUP0019,16,168,16124.13,2024-11-18
INV1326,Rubber,SUP0013,144,50,24392.31,14/05/2024
INV1327,Rubber,SUP0017,108,69,20237.23,2023-03-29
INV1328,Rubber,SUP0013,13,112,45347.82,2024-10-14
INV1329,Plastic,SUP0004,171,265,2982.2,07-05-2024
INV1330,Plastic,SUP0020,250,141,39643.57,03/29/2022
INV1331,Steel,SUP0020,27,202,20345.95,2022-02-05
INV1332,Plastic,SUP0017,135,289,45499.91,28-04-2022
INV1333,Plastic,SUP0004,236,46,49619.87,2024-12-03
INV1334,Chemicals,SUP0020,128,50,21132.53,11/04/2024
INV1335,Rubber,SUP0005,117,140,6137.63,20/09/2023
INV1336,Plastic,SUP0011,273,0,39394.23,25/05/2023
INV1337,STEEL,SUP0015,97,247,9316.6,20-07-2024
INV1338,Steel,SUP0010,238,83,Ten Thousand,06/18/2024
INV1339,Steel,SUP0019,295,139,46480.04,07/01/2022
INV1340,Chemicals,SUP0001,9999,216,Ten Thousand,2022-03-26
INV1341,Rubber,SUP9999,67,63,6994.33,15/07/2024
INV1342,CHEMICALS,SUP0012,122,227,13970.43,19-12-2024
INV1343,Chemicals,SUP0005,98,18,16827.45,04/24/2024
INV1344,Chemicals,SUP0003,12,296,29282.79,07-03-2023
INV1345,Electronics,SUP0003,62,6,33131.56,2022-03-11
INV1346,Steel,SUP0011,74,183,,24/09/2023
INV1347,Electronics,SUP0016,103,260,38520.14,22-07-2022
INV1348,Steel,SUP0019,109,174,9902.46,10/05/2024
INV1349,Chemicals,SUP0015,286,36,13859.22,06/18/2022
INV1350,Steel,SUP0014,277,185,45312.29,06-07-2023
INV1351,Rubber,SUP0003,27,224,24514.77,15-06-2022
INV1352,Plastic,SUP0006,225,41,48530.36,2022-12-16
INV1353,Chemicals,SUP0001,216,197,11912.66,12/03/2022
INV1354,Electronics,SUP0018,275,297,2401.49,01/21/2024
INV1355,STEEL,SUP0014,206,65,3311.62,01/12/2023
INV1356,Rubber,SUP0004,191,142,49674.66,2023-09-16
INV1357,Chemicals,SUP0001,97,117,11544.3,2022-11-30
INVALID_88,Plastic,SUP0014,122,188,49326.71,23/10/2022
INV1359,Steel,SUP0012,0,108,46402.09,11/07/2022
INV1360,Plastic,SUP0004,172,162,46334.78,2023-09-15
INVALID_25,Plastic,SUP0001,174,90,36877.32,06/15/2023
INV1362,Electronics,SUP0005,173,132,19228.6,11/04/2023
INV1363,Rubber,SUP0008,69,102,,04/22/2023
INV1364,Electronics,SUP0008,97,188,28293.63,15-09-2024
INV1365,Rubber,SUP0017,262,166,37196.45,2023-07-28
INVALID_46,Chemicals,SUP0011,246,194,33903.99,13-05-2024
INV1367,Chemicals,SUP0014,112,92,11036.02,06/17/2023
INV1368,Plastic,SUP0011,116,155,43498.83,12/19/2022
INV1369,Chemicals,SUP0004,7,274,47795.31,05-01-2022
INV1370,Electronics,SUP0016,81,6,30454.97,20-07-2022
INV1371,Steel,SUP0007,233,127,41306.79,08/24/2024
INV1372,Chemicals,SUP0012,153,158,40836.02,09-10-2022
INV1373,RUBBER,SUP0011,296,218,5815.95,2023-01-16
INV1374,Steel,SUP0017,17,222,49747.0,02/05/2023
INV1375,Steel,SUP0017,42,70,39434.84,14/05/2024
INV1376,Rubber,SUP0019,241,279,23004.9,25-07-2023
INV1377,Steel,SUP0002,154,170,31736.59,09/23/2023
INV1378,Steel,SUP0017,251,219,17972.91,03/12/2023
INV1379,Plastic,SUP0004,153,191,19340.68,26-09-2022
INV1380,Steel,SUP0013,9999,42,18884.23,21-02-2022
INV1381,Electronics,SUP0007,21,229,24286.26,2022-05-01
INV1382,Steel,SUP0002,284,62,10581.13,19-10-2024
INV1383,ELECTRONICS,SUP0011,212,97,11608.09,01/07/2022
INV1384,Electronics,SUP0007,43,178,22274.23,2024-09-21
INV1385,Rubber,SUP0012,23,31,8521.3,03/12/2022
INV1386,Chemicals,SUP0003,222,55,15893.49,06-08-2022
INV1387,Steel,SUP0004,275,12,20654.7,13/04/2022
INV1388,Chemicals,SUP0014,300,17,11839.05,06-06-2024
INV1389,Plastic,SUP0005,167,124,41676.2,01/24/2022
INV1390,Rubber,SUP9999,24,27,12884.94,26/03/2022
INV1391,Steel,SUP0018,0,107,33961.1,01/02/2024
INV1392,Rubber,SUP0004,43,238,23186.59,05/17/2022
INV1393,Plastic,SUP0006,240,266,Twenty Five Thousand,08/07/2022
INV1394,Chemicals,SUP0012,132,-1,42364.58,2022-08-28
INV1395,Electronics,SUP0010,275,291,35475.23,2022-05-09
INV1396,Plastic,SUP0013,222,94,23543.45,2022-04-15
INV1397,Plastic,SUP0018,146,32,38409.65,21/05/2023
INV1398,Rubber,SUP0003,100,7,24853.85,10/07/2023
INV1399,Rubber,SUP0013,226,134,22016.66,14/02/2024
INV1400,Rubber,SUP0014,83,140,Five Hundred,10/05/2024
INV1401,Electronics,SUP0002,97,35,22481.03,19-08-2024
INV1402,Steel,SUP0004,184,106,17159.48,2022-11-14
INV1403,Rubber,SUP0020,17,4,47876.94,24/03/2023
INV1404,Rubber,SUP0001,289,145,41150.49,2024-06-14
INV1405,Steel,SUP0009,130,75,25779.63,15-11-2024
INV1406,Electronics,SUP0004,210,126,18832.37,07/01/2022
INV1407,Chemicals,SUP0006,126,186,46343.37,05-07-2022
INV1408,Rubber,SUP0015,92,48,7565.81,26/07/2024
INV1409,Plastic,SUP0001,274,288,22023.69,17-09-2023
INV1410,Rubber,SUP0006,296,22,41769.34,22/11/2023
INV1411,Steel,SUP0005,119,173,1722.44,13-06-2024
INV1412,Rubber,SUP0008,146,9999,49952.68,14/02/2023
INV1413,Electronics,SUP0018,202,175,7320.28,2023-08-06
INV1414,Steel,SUP0007,32,227,7401.85,2024-07-31
INV1415,Electronics,SUP0010,205,132,19724.7,03-12-2024
INV1416,Rubber,SUP0013,265,71,35699.3,2024-12-10
INV1417,Electronics,SUP0002,278,22,27829.2,2023-08-28
INV1418,Steel,SUP0012,123,54,48676.54,02-09-2024
INV1419,Chemicals,SUP0007,9999,142,42306.44,27/06/2024
INV1420,Chemicals,SUP0007,99,132,28513.31,09/11/2024
INV1421,Electronics,SUP0002,182,21,30129.06,22-07-2022
INV1422,rubber,SUP0004,26,283,14057.19,2023-12-06
INV1423,Chemicals,SUP0020,117,250,17997.95,24/12/2024
INV1424,Plastic,SUP0002,132,5,36195.02,2023-04-21
INV1425,Plastic,SUP0005,-1,94,48711.78,25-05-2024
INV1426,ELECTRONICS,SUP0001,70,44,6448.22,16/06/2022
INV1427,Chemicals,SUP0014,129,177,-2232.75,04-05-2023
INV1428,Rubber,SUP0015,190,208,37264.9,12-02-2022
INV1429,Plastic,SUP0018,9999,176,3012.26,19-01-2022
INV1430,Plastic,SUP0006,280,5,4959.25,08-12-2024
INV1431,Chemicals,SUP0018,63,94,,04/10/2023
INV1432,Plastic,SUP0002,16,160,12932.25,29/03/2022
INV1433,RUBBER,SUP0004,216,93,35733.9,2022-05-26
INV1434,Steel,SUP0020,262,159,21945.96,31/01/2024
INV1435,Plastic,SUP0019,216,147,46544.62,15/08/2023
INV0683,ELECTRONICS,SUP0011,262,17,43934.59,04/08/2022
INV1437,Steel,SUP0019,273,85,Twenty Five Thousand,28-09-2024
INV1438,Plastic,SUP0018,98,40,11312.53,01/01/2024
INV1439,Rubber,SUP9999,29,10,1856.13,07/31/2023
INV1440,Plastic,SUP0020,181,265,33328.78,29-03-2022
INV1441,electronics,SUP9999,202,9999,25019.97,12-11-2022
INV1442,Electronics,SUP0015,228,208,43496.29,2023-05-17
INV1443,PLASTIC,SUP0012,274,257,33898.41,12/17/2022
INV1444,Chemicals,SUP0010,61,169,4185.34,04/30/2023
INV1445,Rubber,SUP0007,266,296,0,19/10/2022
INV1446,Electronics,SUP0019,210,0,15540.49,15/04/2023
INV1447,Electronics,SUP0020,165,251,44826.12,09/08/2023
INV1448,rubber,SUP0012,9999,166,4538.71,24/06/2024
INV1449,Rubber,SUP9999,55,30,40668.51,09-07-2024
INV1450,Steel,SUP0014,24,9999,10057.09,29/07/2024
INV1451,Electronics,SUP0012,262,177,30336.57,26-12-2022
INV1452,Electronics,SUP0015,182,106,16922.51,12/10/2023
INV1453,PLASTIC,SUP0017,149,205,29174.05,10/11/2024
INV1454,Plastic,SUP0011,263,4,48976.84,17-01-2022
INV1455,Plastic,SUP0010,51,194,41516.92,09/05/2024
INV1456,Electronics,SUP0020,105,103,11356.59,2024-06-27
INV1457,Rubber,SUP0003,281,261,26002.69,09/12/2024
INV1458,Chemicals,SUP0003,139,106,25869.47,2023-01-06
INV1459,Steel,SUP9999,220,138,41953.65,2022-08-20
INV1460,Electronics,SUP0011,206,84,47596.96,19-03-2022
INV1461,Rubber,SUP0002,255,295,17356.8,18/06/2022
INV1462,Plastic,SUP0009,177,74,10786.98,01/09/2022
INV1463,Electronics,SUP0012,132,62,45042.68,16-12-2023
INV1464,Electronics,SUP0009,21,197,33370.58,04-02-2023
INV1465,Electronics,SUP0014,282,185,8214.78,01/18/2022
INV1466,Chemicals,SUP0008,129,14,28733.14,05/18/2024
INV1467,Rubber,SUP0017,72,249,6448.63,2023-10-18
INV1468,Plastic,SUP0001,60,113,33471.97,05/20/2023
INV1469,Electronics,SUP0003,167,145,14621.42,04/08/2022
INV1470,Electronics,SUP0001,187,288,3223.18,2022-01-30
INV1471,Rubber,SUP0020,266,256,42382.34,2023-11-27
INV1472,Chemicals,SUP0003,75,254,3060.91,07/03/2024
INV1473,Steel,SUP0005,279,279,37474.38,10/25/2024
INV1474,Steel,SUP0006,229,129,39776.06,21/10/2024
INV1215,Electronics,SUP0001,1,263,16207.17,10-05-2024
INV1476,Plastic,SUP0020,22,200,37985.02,04/28/2023
INV0746,Plastic,SUP0020,292,61,,2023-05-01
INV1478,Steel,SUP0008,226,135,45099.25,07/24/2023
INV1479,Plastic,SUP0004,71,105,33804.71,22/08/2024
INV1480,Chemicals,SUP0018,89,297,33642.28,04/13/2024
INV1481,Chemicals,SUP0002,93,85,39559.61,2023-05-28
INV1482,Electronics,SUP0004,55,51,25129.5,02/12/2024
INV1483,Rubber,SUP0001,98,151,37784.58,2024-11-04
INV1484,Electronics,SUP0004,182,58,2953.79,2022-12-21
INV1485,Electronics,SUP0011,240,12,30432.72,21-01-2022
INV1486,Electronics,SUP0006,281,104,48161.42,12-06-2023
INV1487,Rubber,SUP0013,219,282,17847.16,20-02-2022
INV1488,Chemicals,SUP0017,244,159,47781.01,03/22/2023
INV1489,Electronics,SUP0010,181,163,13694.45,12/01/2024
INV1490,RUBBER,SUP0017,74,155,29097.74,14/09/2022
INV1491,Steel,SUP0007,122,62,Five Hundred,02/01/2023
INV1492,Chemicals,SUP0006,186,56,,16/08/2024
INV1493,Rubber,SUP0016,89,56,11325.56,08/06/2023
INV1494,Steel,SUP0015,86,53,1011.44,05/27/2022
INV1495,Steel,SUP0017,197,187,,2024-06-12
INV1496,Chemicals,SUP0011,271,150,25315.9,22-01-2022
INV1497,Plastic,SUP0018,204,77,6200.42,2023-01-01
INV1498,Rubber,SUP0005,30,260,4787.28,27/06/2024
INV1499,Rubber,SUP0015,293,300,3091.32,09/13/2024
INV0545,Rubber,SUP0006,36,125,0,01-12-2024
INV1501,Chemicals,SUP0008,132,99,47871.26,10/05/2024
INV1502,Chemicals,SUP0008,27,171,7011.28,2022-06-05
INV1503,Plastic,SUP0018,144,128,32155.91,23-05-2023
INV1504,Chemicals,SUP0002,9999,-1,,04/02/2023
INV1505,Electronics,SUP9999,-1,247,37715.5,19-01-2022
INV1506,STEEL,SUP0012,253,196,37867.94,2022-07-01
INV1507,Electronics,SUP0007,51,241,,2023-06-25
INV1508,Electronics,SUP0006,225,188,Twenty Five Thousand,2023-12-15
INV1509,Steel,SUP0016,253,15,31792.92,06/02/2023
INV1510,Steel,SUP0006,80,136,44231.48,30-09-2024
INV1511,Rubber,SUP0010,238,113,18669.93,17/02/2024
INV1512,Chemicals,SUP0014,262,24,10316.07,2022-09-05
INV1513,Chemicals,SUP0015,298,206,49197.77,25-09-2024
INV1514,Steel,SUP0002,103,139,41465.95,09/09/2024
