ProductID,ProductName,Category,UnitCost,TargetQty,ActualQty,QualityScore,Status,ExtraColumn
PRO1083,Clayton Manning,Textiles,18189.84,255,164,1985.94,Report,EXTRA_DATA
INVALID_53,Patricia Webster,Electronics,39225.37,56,190,9432.63,Need,EXTRA_DATA
PRO1085,Jeffrey Stevenson,Automotive parts,2930.38,104,175,48042.86,Tax,EXTRA_DATA
PRO1086,Julia Morgan,Electronics,40810.72,281,186,24921.99,Early,EXTRA_DATA
PRO1087,Daniel Baker,Electronics,41231.46,197,55,32465.38,Gas,EXTRA_DATA
PRO1088,Ralph Jones,Electronics,41017.07,26,292,1863.1,Enjoy,EXTRA_DATA
PRO1089,Karen Patrick,Food,44859.45,234,191,9787.92,Little,EXTRA_DATA
PRO1090,Alan Ellis,ELECTRONICS,46533.83,120,185,42385.65,Hold,EXTRA_DATA
PRO1091,Ernest Valentine,Food,43548.51,168,129,46143.46,Size,EXTRA_DATA
PRO1092,Stephanie Caldwell,Automotive Parts,24051.56,249,0,16967.36,Information,EXTRA_DATA
PRO1093,Jeffrey Flynn,automotive parts,Twenty Five Thousand,209,75,22432.35,Stop,EXTRA_DATA
PRO1094,John Jensen,Chemicals,45912.99,171,11,38025.17,Four,EXTRA_DATA
PRO1095,Tracy Morgan,Textiles,43698.45,47,182,13224.24,So,EXTRA_DATA
PRO0567,Kenneth Patel,Food,33594.2,235,38,,Movement,EXTRA_DATA
PRO1097,James Hoffman,Chemicals,20028.02,162,241,8651.75,Lead,EXTRA_DATA
PRO1098,Scott Morton,Food,28757.96,138,268,39361.0,Read,EXTRA_DATA
PRO1099,Eduardo Fernandez,Food,,8,57,47774.29,Main,EXTRA_DATA
INVALID_19,Sarah Watkins,Textiles,31425.12,152,21,40301.4,With,EXTRA_DATA
PRO1101,Brandon Coleman,Electronics,49017.62,76,8,19476.87,Free,EXTRA_DATA
PRO1102,  Kimberly Norman  ,Chemicals,7241.67,276,115,37082.87,Book,EXTRA_DATA
PRO1103,Carl Richardson,Automotive Parts,13754.72,42,139,7162.82,Somebody,EXTRA_DATA
PRO1104,Kyle Kelly,Chemicals,4859.23,95,92,31923.92,Get,EXTRA_DATA
PRO1105,Derrick Williams,Chemicals,,94,121,41799.9,Relate,EXTRA_DATA
PRO1106,  Christopher Rodriguez  ,Textiles,1687.1,230,18,776.73,During,EXTRA_DATA
PRO1107,John Sullivan,Electronics,34947.52,221,21,2470.39,Run,EXTRA_DATA
PRO1108,Marissa Hernandez,Food,8079.1,92,96,45516.83,Eight,EXTRA_DATA
PRO1109,Angel Rodriguez,Food,20706.95,133,25,27426.9,Social,EXTRA_DATA
PRO1110,Linda Mendoza,Food,11494.24,13,9999,46666.03,Film,EXTRA_DATA
PRO1111,  Christina Vega  ,Chemicals,17876.69,139,47,3736.75,Religious,EXTRA_DATA
PRO1112,Alexander Hill,Food,14087.84,139,250,37556.02,Leg,EXTRA_DATA
PRO1113,Raymond Barr,Food,18664.07,138,37,31932.39,Guy,EXTRA_DATA
PRO1114,Nancy Richardson,Food,45189.55,165,61,7456.96,Much,EXTRA_DATA
PRO1115,Daniel Thomas,Electronics,22272.89,294,200,6391.01,Bring,EXTRA_DATA
PRO0147,Tiffany Brown,Automotive Parts,9589.44,234,287,28624.54,High,EXTRA_DATA
PRO1117,Shannon Bryant,Electronics,28464.86,291,230,28981.62,Suddenly,EXTRA_DATA
PRO1118,Brandon Powell,Chemicals,33034.56,120,137,27082.22,Power,EXTRA_DATA
PRO1119,Rebecca Galvan,Chemicals,33353.15,212,204,14629.53,Ever,EXTRA_DATA
PRO1120,Hannah Villarreal,Textiles,34591.08,59,123,21299.51,Deal,EXTRA_DATA
PRO1121,Vincent Taylor,Automotive Parts,,207,299,33178.57,Get,EXTRA_DATA
PRO1122,Sonya Wheeler,Chemicals,39359.52,136,134,2331.05,Miss,EXTRA_DATA
PRO1123,Kayla Douglas,Electronics,49685.31,3,297,14073.75,Among,EXTRA_DATA
PRO1124,Karina Hill,Automotive Parts,7072.79,62,1,29377.23,Newspaper,EXTRA_DATA
PRO1125,Andrew Mclaughlin,Food,,19,101,12186.16,Citizen,EXTRA_DATA
PRO1126,Natalie Daugherty,chemicals,8467.21,130,264,36861.41,Special,EXTRA_DATA
PRO1127,Joe Bradford,Food,37455.18,256,132,26442.95,Newspaper,EXTRA_DATA
PRO1128,Kyle Kent,Chemicals,13295.94,75,176,2041.91,Leave,EXTRA_DATA
PRO1129,Nancy Wilson,Food,32307.95,19,160,38313.28,Social,EXTRA_DATA
PRO1130,Brenda Johnson,automotive parts,48587.43,237,78,43507.08,Phone,EXTRA_DATA
PRO1131,  Michael Davidson  ,Food,33763.8,57,131,9194.14,Hear,EXTRA_DATA
INVALID_45,Kelsey Nichols,Electronics,21558.07,299,204,2499.17,Artist,EXTRA_DATA
PRO1133,Curtis Galvan,Textiles,38894.18,141,95,21988.75,Knowledge,EXTRA_DATA
PRO1134,Craig Stanley,Electronics,22946.46,120,90,17868.81,Produce,EXTRA_DATA
PRO1135,Bethany Silva,Food,42402.09,233,53,24123.83,Message,EXTRA_DATA
PRO1136,Laura Scott,FOOD,15062.68,63,78,29073.79,Couple,EXTRA_DATA
PRO1137,Jackie Moody,Chemicals,14625.51,257,300,31436.68,Animal,EXTRA_DATA
PRO1138,Anthony Schultz,Food,12637.87,251,286,,Nothing,EXTRA_DATA
PRO1139,Victoria Delgado,AUTOMOTIVE PARTS,21482.43,97,283,-2423.82,Accept,EXTRA_DATA
PRO1140,  Steven Martin  ,Automotive Parts,30587.62,8,283,35496.85,Trouble,EXTRA_DATA
PRO1141,  Cynthia Roach  ,Electronics,,135,285,4779.65,Five,EXTRA_DATA
PRO0210,John Evans,Automotive Parts,36529.61,263,124,49494.34,Might,EXTRA_DATA
PRO1143,Andre Wagner,Textiles,2891.35,159,45,9820.27,Similar,EXTRA_DATA
PRO1144,Mitchell Martin,Electronics,17564.69,78,19,15972.91,Professional,EXTRA_DATA
PRO1145,Jacqueline Hernandez,ELECTRONICS,36674.87,136,257,10242.9,Ahead,EXTRA_DATA
PRO0703,Danielle Rice,Textiles,17895.95,51,51,10447.3,Spend,EXTRA_DATA
PRO1147,Brian Moore,Electronics,33494.81,260,268,24179.99,Door,EXTRA_DATA
PRO1148,Grant Carroll,Food,45433.37,149,149,46669.34,Situation,EXTRA_DATA
PRO1149,Theodore Martin,Electronics,40234.76,145,85,37788.66,Nice,EXTRA_DATA
INVALID_79,Robert Snyder,FOOD,39766.34,150,12,31814.26,Suffer,EXTRA_DATA
PRO1151,Sabrina Byrd,Chemicals,21494.16,207,33,30655.92,Pm,EXTRA_DATA
PRO1152,Amanda Lucas,Chemicals,11221.03,149,269,27548.96,Democrat,EXTRA_DATA
PRO1153,Abigail Fuller,Food,2646.38,43,137,17585.52,Might,EXTRA_DATA
PRO1154,Jennifer Freeman,Food,13388.46,270,297,,Attorney,EXTRA_DATA
PRO1155,Sarah Mckenzie,Textiles,43093.24,262,3,47873.17,Check,EXTRA_DATA
PRO1156,  Timothy Hartman  ,Textiles,43335.8,31,177,9251.38,Four,EXTRA_DATA
PRO1157,John Jackson,Food,26171.81,144,93,8928.2,Everybody,EXTRA_DATA
PRO1158,Joseph Johnson,Textiles,36116.37,26,31,46088.41,Line,EXTRA_DATA
PRO1159,  Regina Peters  ,Food,19993.79,110,279,38911.9,Bed,EXTRA_DATA
PRO1160,Jeffery Hudson,Electronics,22865.86,82,57,24807.86,Down,EXTRA_DATA
PRO1161,Kyle Miller,Food,6888.65,126,243,0,Discuss,EXTRA_DATA
PRO0103,  Gregory Anderson  ,Electronics,5265.98,63,157,41622.85,Scientist,EXTRA_DATA
PRO1163,Jacqueline Bailey,Textiles,Five Hundred,202,181,Twenty Five Thousand,Bank,EXTRA_DATA
PRO1164,Nicholas Pace,Textiles,11669.53,24,296,46474.55,Century,EXTRA_DATA
PRO1165,Jill Fuentes,Food,46608.05,261,5,5621.95,Want,EXTRA_DATA
PRO1166,Jessica Carter,Textiles,20388.91,25,25,17960.39,Once,EXTRA_DATA
PRO1167,  Christopher Gay  ,Textiles,0,247,239,19751.49,Teacher,EXTRA_DATA
PRO1168,Emily Shelton,Automotive Parts,30726.04,236,125,9115.62,Risk,EXTRA_DATA
PRO1169,Brian Cole,Food,27622.42,119,51,-661.72,Responsibility,EXTRA_DATA
PRO1170,Tonya Miller,Automotive Parts,39641.82,50,209,38644.36,Week,EXTRA_DATA
PRO1171,Tonya Anderson,Textiles,10770.06,44,78,10334.74,Put,EXTRA_DATA
PRO1172,Tracy Hall,Textiles,29331.13,289,131,31036.47,Church,EXTRA_DATA
PRO1173,Cynthia Shepherd,Food,29097.57,131,117,4156.52,Collection,EXTRA_DATA
PRO1174,Bobby Morrison,Chemicals,24209.03,41,120,39798.42,Form,EXTRA_DATA
PRO1175,Kristine Lopez,Automotive Parts,36200.81,106,184,7880.92,Involve,EXTRA_DATA
PRO1176,Benjamin Stewart,Automotive Parts,31133.81,283,271,15228.39,Debate,EXTRA_DATA
PRO1177,Victoria Flynn,Textiles,-2400.86,280,165,45533.46,Against,EXTRA_DATA
PRO1178,Nicole Gentry,Chemicals,6325.84,123,242,42176.24,As,EXTRA_DATA
PRO1179,Angela Jimenez,Food,Five Hundred,278,188,5049.49,Could,EXTRA_DATA
PRO1180,Ashley Wallace,Automotive Parts,18600.57,12,240,37349.26,Heavy,EXTRA_DATA
PRO1181,Nathan Prince,Textiles,47373.27,294,165,12993.13,Indicate,EXTRA_DATA
PRO1182,Joshua Phillips,Chemicals,47072.23,185,152,14595.52,Structure,EXTRA_DATA
PRO1183,  Anthony Wheeler  ,Food,46222.71,248,274,3109.24,Concern,EXTRA_DATA
INVALID_86,Jennifer Hampton,Chemicals,44711.13,205,102,19865.67,Child,EXTRA_DATA
PRO1185,  Jill Davis  ,Electronics,2532.28,224,95,43907.27,Try,EXTRA_DATA
PRO1186,Jennifer Blake,Electronics,25264.2,10,270,-2971.04,Customer,EXTRA_DATA
PRO1187,  Johnny Ford  ,Textiles,28280.72,83,103,34617.83,Than,EXTRA_DATA
PRO1188,Kimberly Allen,Textiles,4004.6,263,9999,4315.05,Kind,EXTRA_DATA
PRO1189,  Kenneth Villanueva  ,Chemicals,9215.6,148,154,4027.8,Into,EXTRA_DATA
PRO1190,Matthew Powell,Food,13689.32,102,74,6946.3,Lay,EXTRA_DATA
PRO1191,Jennifer Peterson,Chemicals,17139.08,266,268,39791.2,Among,EXTRA_DATA
PRO1192,  Heather Rodriguez  ,Electronics,30515.48,233,263,43586.18,Car,EXTRA_DATA
PRO1193,  Craig Williams  ,Textiles,4436.76,279,177,18048.11,Trip,EXTRA_DATA
PRO0574,Lisa Williams,AUTOMOTIVE PARTS,18279.78,15,0,3517.74,Only,EXTRA_DATA
PRO1195,  Sara Andrews  ,Food,30109.9,163,81,13188.74,Tree,EXTRA_DATA
PRO1196,Michael Brown,Electronics,,22,64,41697.63,Keep,EXTRA_DATA
PRO1197,Mary Mcintosh,Food,1754.76,242,132,10350.35,Evening,EXTRA_DATA
PRO1198,Andrea Burke,Food,-4683.49,29,205,24759.55,Finish,EXTRA_DATA
PRO1199,Tyler Horn,Chemicals,22602.63,22,9999,18247.23,Popular,EXTRA_DATA
PRO1200,Mary Jones,Electronics,24339.63,202,179,45072.92,Something,EXTRA_DATA
PRO1201,  Justin Stewart  ,Automotive Parts,40325.53,61,19,28794.23,Author,EXTRA_DATA
PRO1202,Samuel Ruiz,Automotive Parts,44557.92,157,280,36697.19,Hit,EXTRA_DATA
PRO1203,  Katie Rodriguez  ,Automotive Parts,45419.67,172,17,28719.84,Anything,EXTRA_DATA
PRO1204,Christopher Robinson,automotive parts,19333.02,139,281,29852.74,Hear,EXTRA_DATA
PRO1205,William Douglas,Textiles,45516.24,266,164,39994.63,Present,EXTRA_DATA
PRO1206,Christina Hernandez,ELECTRONICS,45480.56,197,189,47433.49,Culture,EXTRA_DATA
PRO1207,  Mark Castillo  ,Textiles,23108.98,177,270,16397.96,Dog,EXTRA_DATA
PRO1208,Alexis Stokes,Textiles,8245.97,77,300,33529.1,Scene,EXTRA_DATA
PRO1209,Ryan Everett,Automotive Parts,17689.04,133,271,40417.5,Fill,EXTRA_DATA
PRO1210,Cynthia Pearson,Food,28345.28,181,147,38225.78,Per,EXTRA_DATA
PRO1211,Pamela Rodriguez,Automotive Parts,2390.71,248,283,0,Generation,EXTRA_DATA
PRO1212,Mary Hutchinson,FOOD,33133.64,104,300,16334.83,Agree,EXTRA_DATA
PRO1213,  Melissa Martinez  ,Food,44432.98,251,38,38539.56,Son,EXTRA_DATA
PRO1214,Donald Stephens,Automotive Parts,6225.78,70,112,36699.29,Morning,EXTRA_DATA
PRO1215,Diane Ellis,Automotive Parts,12526.43,201,54,5945.68,They,EXTRA_DATA
PRO1216,Lori Jenkins,Chemicals,41219.85,32,279,43763.24,Learn,EXTRA_DATA
PRO1217,Heather Castro,automotive parts,-466.1,153,133,49854.35,Fire,EXTRA_DATA
PRO1218,Stephen Johnson,Food,23061.74,9,141,42691.86,Peace,EXTRA_DATA
PRO1219,Adrian Mason,Electronics,5651.08,166,284,,Power,EXTRA_DATA
PRO1220,Anthony Hood,Textiles,23735.2,236,251,33185.9,Check,EXTRA_DATA
PRO1221,Rebecca Good,Chemicals,43580.58,269,231,33861.42,Red,EXTRA_DATA
PRO1222,Ashley Scott,Textiles,-3607.8,263,86,39855.69,Off,EXTRA_DATA
PRO1223,Joseph Thomas,Automotive Parts,38064.28,133,87,44762.04,Final,EXTRA_DATA
PRO1224,Ashley Cole,Textiles,23669.89,9,195,18918.32,Heart,EXTRA_DATA
PRO1225,Kristen Griffin,Electronics,,14,41,30763.86,Along,EXTRA_DATA
PRO1226,Meagan James,Food,25712.54,170,146,23712.64,Debate,EXTRA_DATA
PRO1227,Tina Mitchell,Chemicals,13701.53,293,88,27635.96,Occur,EXTRA_DATA
PRO1228,Stephanie James,Textiles,18262.21,257,85,21911.17,Concern,EXTRA_DATA
PRO1229,Michael Davis,Food,21041.13,175,282,45015.17,Manage,EXTRA_DATA
PRO1230,Brandon Stevens,Textiles,-1227.15,3,31,20390.14,Structure,EXTRA_DATA
PRO1231,Ashley Bryan,Chemicals,1102.02,112,143,8353.74,Including,EXTRA_DATA
PRO1232,Cathy Foster,Food,24676.14,39,9999,7691.36,When,EXTRA_DATA
PRO1233,David Clark,Automotive Parts,44661.32,159,104,,Memory,EXTRA_DATA
PRO1234,Samantha Kramer,Automotive Parts,45635.08,187,227,,Billion,EXTRA_DATA
PRO1235,Johnny Hunter,Textiles,17017.58,30,252,2187.05,Play,EXTRA_DATA
PRO0353,Scott Andrews,Automotive Parts,7158.32,150,182,13010.48,Necessary,EXTRA_DATA
PRO1237,Tonya Clark,Electronics,44878.32,243,246,15934.74,Course,EXTRA_DATA
PRO1238,Allen Clark,Food,45435.94,213,2,264.38,Ago,EXTRA_DATA
PRO1239,  Alexandra Frazier  ,Food,33847.47,177,94,34731.8,Though,EXTRA_DATA
PRO1240,Randy Lopez,Chemicals,2580.81,87,204,24716.5,Son,EXTRA_DATA
PRO1241,Rebecca Harris,Textiles,19685.45,282,104,355.69,Scientist,EXTRA_DATA
PRO1242,Maria Herring,Food,36560.67,22,38,,Improve,EXTRA_DATA
PRO1243,Brian Wallace,Textiles,35552.01,106,161,48794.81,Career,EXTRA_DATA
PRO1244,  Paul Farmer  ,Electronics,4439.44,18,16,37264.37,Mr,EXTRA_DATA
PRO1245,Nicole Peterson,Chemicals,35548.81,80,95,37494.91,Know,EXTRA_DATA
PRO1246,Kenneth Whitehead,Textiles,1298.12,9999,160,0,Center,EXTRA_DATA
PRO1247,Bryan Gibson,electronics,12489.66,14,71,45442.98,Act,EXTRA_DATA
PRO1248,  Travis Peterson  ,Chemicals,9481.4,129,156,12116.53,Check,EXTRA_DATA
PRO1249,  Seth Colon  ,Textiles,40228.16,30,79,0,More,EXTRA_DATA
PRO0891,Jon Sanders,Textiles,15461.59,123,237,Twenty Five Thousand,Travel,EXTRA_DATA
PRO1251,Connie Arnold,Electronics,43641.49,-1,177,46562.21,Sea,EXTRA_DATA
PRO0897,Jean Young,food,45995.64,109,238,Twenty Five Thousand,Say,EXTRA_DATA
PRO1253,Kiara Caldwell,Textiles,36528.64,251,232,29937.97,Year,EXTRA_DATA
PRO1254,Jennifer Taylor,Electronics,40684.63,142,151,41478.42,Instead,EXTRA_DATA
PRO1255,Edward Bray,Electronics,0,41,207,8247.03,Majority,EXTRA_DATA
PRO1256,Robert Wright,Textiles,18158.7,139,97,7916.13,Mind,EXTRA_DATA
PRO1257,Suzanne Roberts,Electronics,14351.33,263,143,21204.31,Break,EXTRA_DATA
PRO1258,Nicholas Robinson,Textiles,32037.86,206,181,1071.36,Language,EXTRA_DATA
PRO1259,Diana Reed,Chemicals,41090.55,203,9999,42293.55,Charge,EXTRA_DATA
PRO1260,Douglas Smith,Food,2792.7,155,242,24580.28,Wind,EXTRA_DATA
PRO0192,Nathan Sanchez,Textiles,33765.96,82,53,,Tell,EXTRA_DATA
PRO1262,Eric Rodgers,Textiles,12361.18,118,241,20503.53,Official,EXTRA_DATA
PRO1263,Lisa Shields,Food,12254.82,218,75,30849.37,Must,EXTRA_DATA
PRO1264,Deanna Williams,Automotive Parts,3018.23,136,108,25136.17,Seven,EXTRA_DATA
PRO1265,  Karen Huynh  ,Food,13160.78,299,39,11246.26,Lot,EXTRA_DATA
PRO1266,Daniel Shannon,Electronics,36382.22,298,3,12337.92,But,EXTRA_DATA
PRO1267,Jennifer Fisher,Automotive Parts,35338.02,133,65,32598.09,Rule,EXTRA_DATA
PRO1268,Brian Taylor,Automotive Parts,18504.46,58,168,18260.4,Visit,EXTRA_DATA
INVALID_33,Jake Harrison,Electronics,24833.5,145,93,24712.65,Keep,EXTRA_DATA
PRO1270,Destiny Howard,ELECTRONICS,1799.52,51,2,25439.14,Class,EXTRA_DATA
PRO1271,Michael Thompson,Chemicals,33015.07,81,284,16172.94,Exist,EXTRA_DATA
PRO1272,Brandy Nash,Automotive Parts,6309.49,174,211,,Lay,EXTRA_DATA
PRO1273,Bethany Osborn,Automotive Parts,9338.95,204,200,47058.51,Maintain,EXTRA_DATA
PRO1274,Eric Miller,AUTOMOTIVE PARTS,32367.93,89,9999,46175.91,Themselves,EXTRA_DATA
PRO1275,Jenna Henry,Textiles,40698.79,42,136,46157.1,Kind,EXTRA_DATA
PRO1276,Marcus Stewart,Food,29600.9,133,135,12212.58,Sign,EXTRA_DATA
PRO1277,Daniel Vaughn,Food,3396.96,164,225,-4806.95,Any,EXTRA_DATA
PRO1278,  Kristi Banks  ,Food,18616.12,250,271,Twenty Five Thousand,Particular,EXTRA_DATA
PRO0630,Jacob Meyer,Food,2807.09,235,110,35940.08,Order,EXTRA_DATA
PRO1280,Curtis Reid,Electronics,38913.78,124,5,23927.99,Year,EXTRA_DATA
PRO1281,Mary Short,Electronics,,-1,-1,,Town,EXTRA_DATA
PRO1282,David Dean,Chemicals,23494.9,22,104,37551.82,Big,EXTRA_DATA
PRO1283,Janice Peterson,Textiles,6197.23,188,191,41094.12,Style,EXTRA_DATA
PRO1284,Brandon Galloway,Chemicals,27031.16,210,210,15205.03,Character,EXTRA_DATA
PRO1285,Gary Howard,Electronics,12776.11,258,275,Twenty Five Thousand,Ever,EXTRA_DATA
PRO1286,Maria Mcdowell,Automotive Parts,40890.82,202,75,10158.14,Director,EXTRA_DATA
PRO1287,Annette Peterson,Electronics,25369.05,169,182,41251.88,Seven,EXTRA_DATA
PRO1288,  Wendy Brown  ,Electronics,41915.18,260,256,30453.36,Page,EXTRA_DATA
PRO1289,Amber Baker,Textiles,11490.59,105,0,12977.64,Past,EXTRA_DATA
PRO1290,Amber Jones,Chemicals,40913.5,209,187,26525.86,Blood,EXTRA_DATA
PRO1291,Timothy Chan,Electronics,35574.96,146,39,32074.69,Wish,EXTRA_DATA
PRO1292,Katelyn Long,food,27285.36,268,-1,16847.58,He,EXTRA_DATA
PRO1293,Angela Hughes,Chemicals,9075.12,204,148,32383.97,Strategy,EXTRA_DATA
PRO1294,Joseph Key,Textiles,27689.87,149,0,28009.13,Glass,EXTRA_DATA
PRO1295,Brian Wright,Food,9160.24,286,291,6773.13,Agent,EXTRA_DATA
PRO1296,  Peter Rogers  ,Textiles,22125.89,35,63,4755.04,According,EXTRA_DATA
PRO1297,Brad Carrillo,Electronics,,11,23,14361.18,Look,EXTRA_DATA
PRO1298,Benjamin Rice,Chemicals,27218.1,201,35,45440.46,On,EXTRA_DATA
PRO1299,Laura Elliott,Textiles,35190.52,52,189,,Finish,EXTRA_DATA
PRO1300,Natalie Gallagher,Food,10558.82,9999,194,22967.68,Instead,EXTRA_DATA
PRO1301,David Herrera,textiles,Five Hundred,26,90,49939.74,Understand,EXTRA_DATA
PRO1302,Ashley Cortez,chemicals,25349.2,19,91,24441.6,You,EXTRA_DATA
PRO1303,Susan Michael,Food,45203.07,297,273,0,Or,EXTRA_DATA
PRO1304,  Tiffany Burton  ,Chemicals,6431.64,201,164,49386.48,Save,EXTRA_DATA
PRO1305,Austin Vargas,Textiles,46939.92,0,81,15593.19,Past,EXTRA_DATA
PRO1306,Jamie Wheeler,Automotive Parts,14211.35,42,120,18547.52,Last,EXTRA_DATA
INVALID_82,Joshua Smith,CHEMICALS,21971.75,264,62,23679.54,Body,EXTRA_DATA
PRO1308,Kenneth Hampton,food,44696.42,33,90,2451.97,Most,EXTRA_DATA
INVALID_2,Pamela Campbell,Food,34640.52,12,146,46754.49,College,EXTRA_DATA
PRO1310,Debbie Walker,Textiles,1675.58,47,284,30801.06,Report,EXTRA_DATA
PRO1311,Luke Black,Chemicals,20353.12,121,264,18999.15,Seem,EXTRA_DATA
PRO1312,Eric Ramos,Automotive Parts,0,61,221,18574.19,Event,EXTRA_DATA
PRO1313,Andrew Davis,Automotive Parts,30933.7,96,220,7994.36,Stay,EXTRA_DATA
PRO1314,Morgan Rodriguez,Automotive Parts,44189.61,112,181,23293.62,Week,EXTRA_DATA
PRO1315,Gregory Chapman,Electronics,3379.68,237,15,6887.99,Course,EXTRA_DATA
PRO1316,Rachel Fisher,Textiles,32716.19,222,295,48517.57,She,EXTRA_DATA
PRO1317,Justin Schmitt,Electronics,43888.33,175,142,10916.64,Once,EXTRA_DATA
PRO1318,Billy Roberts,Automotive Parts,9006.05,163,64,516.06,Live,EXTRA_DATA
PRO1319,Michelle Richardson,Chemicals,20699.26,7,180,11408.44,Picture,EXTRA_DATA
PRO1320,Brandy Hays,Textiles,7113.61,33,179,30798.49,Industry,EXTRA_DATA
PRO1321,Glenn Mack,Food,9615.79,125,247,48601.01,Ground,EXTRA_DATA
PRO1322,Candace Smith,Food,-3351.81,85,283,34289.49,Yeah,EXTRA_DATA
PRO1323,Samantha Valenzuela,Food,26722.92,230,154,42859.3,Thousand,EXTRA_DATA
PRO1324,James Gutierrez,Automotive Parts,44042.04,84,44,26791.0,Peace,EXTRA_DATA
PRO1325,Jerry Clark,Electronics,34919.38,186,0,48724.66,Attack,EXTRA_DATA
PRO1326,  John Guerrero  ,Automotive Parts,2356.66,40,76,42328.24,Close,EXTRA_DATA
PRO1327,Justin Brady,Food,38658.91,19,165,,Energy,EXTRA_DATA
PRO1328,Brooke Jones,electronics,20564.95,111,107,35693.0,Drug,EXTRA_DATA
PRO1329,William Kim,Automotive Parts,7751.19,173,57,32032.31,Through,EXTRA_DATA
PRO1330,Clifford Liu,Food,30049.64,252,297,39011.59,Threat,EXTRA_DATA
PRO1331,Adam Cordova,Electronics,13708.95,0,154,22565.75,Major,EXTRA_DATA
PRO1332,Janice Love,FOOD,14868.94,204,277,42987.21,Expert,EXTRA_DATA
PRO1333,Susan Rice,Chemicals,36360.75,58,90,45409.28,General,EXTRA_DATA
PRO1334,Joseph Bryant,Textiles,45678.48,63,172,19179.02,Far,EXTRA_DATA
PRO1335,Russell Johnson,Chemicals,17075.25,39,64,19424.23,Key,EXTRA_DATA
PRO1336,David Perkins,Chemicals,30966.46,127,78,44125.34,For,EXTRA_DATA
INVALID_31,Kelly Le,Automotive Parts,33730.34,56,194,4971.75,Magazine,EXTRA_DATA
PRO1338,Lisa Ferguson,electronics,38184.44,110,127,43204.68,Threat,EXTRA_DATA
PRO1339,Nicholas Brown,Food,26000.84,9999,2,1418.74,Board,EXTRA_DATA
PRO1340,John Dean,Chemicals,40308.06,83,293,5064.46,Design,EXTRA_DATA
PRO1341,Paul Reed,TEXTILES,-1778.89,242,171,8551.4,Politics,EXTRA_DATA
PRO1342,Charles Williams,Textiles,21074.13,276,75,25116.83,Campaign,EXTRA_DATA
PRO1343,Randy Fernandez,Chemicals,7532.72,295,76,43267.35,Why,EXTRA_DATA
PRO1344,  Jennifer White  ,Automotive Parts,41061.36,50,175,17272.73,Wish,EXTRA_DATA
PRO1345,  Emily Golden  ,Food,13438.88,227,220,47911.87,Work,EXTRA_DATA
PRO1346,  Jeffrey Ball  ,Food,30124.47,201,217,27934.5,Through,EXTRA_DATA
PRO1347,Walter Rodriguez,FOOD,39439.01,192,4,38819.51,International,EXTRA_DATA
PRO1348,William Perez,Chemicals,18355.09,217,238,16666.54,Meeting,EXTRA_DATA
PRO1349,  David Vazquez  ,Automotive Parts,42516.81,159,168,23345.13,Child,EXTRA_DATA
PRO1350,Brooke Robbins,Food,9127.37,50,86,19295.79,Attack,EXTRA_DATA
PRO0434,Stacey Foster,Automotive Parts,13738.65,128,201,4100.46,Road,EXTRA_DATA
PRO1352,Sally Herman,Electronics,4177.15,17,215,788.45,Hold,EXTRA_DATA
PRO1353,Brian Green,Automotive Parts,28949.45,278,169,35787.82,Election,EXTRA_DATA
INVALID_78,Ashley Green,Electronics,45844.39,109,277,Five Hundred,Answer,EXTRA_DATA
PRO1355,Tyler Bryan,Chemicals,,125,252,36795.84,Task,EXTRA_DATA
PRO1356,Douglas Wells,Chemicals,30440.49,30,-1,31680.26,Purpose,EXTRA_DATA
PRO1357,Charles Roberson,Electronics,46987.38,21,253,42114.97,Market,EXTRA_DATA
PRO1358,Alison Wilson,Chemicals,20183.84,138,269,9726.27,Happen,EXTRA_DATA
PRO1359,Melanie Walker,Food,34628.6,287,162,16145.16,Really,EXTRA_DATA
PRO1360,Steven Callahan,Automotive Parts,16832.21,94,286,15777.35,Thought,EXTRA_DATA
PRO1361,Jennifer Wright,Automotive Parts,47254.88,20,206,Twenty Five Thousand,Now,EXTRA_DATA
PRO1362,  Brian Hall  ,Textiles,7558.79,11,67,,Development,EXTRA_DATA
PRO1363,Sarah Bridges,Chemicals,42544.27,207,100,2388.11,Go,EXTRA_DATA
PRO1364,Sherry Mason,Automotive Parts,30400.33,171,191,46838.39,When,EXTRA_DATA
PRO1365,Jennifer Castro,Food,20561.9,224,38,45355.3,Brother,EXTRA_DATA
PRO1366,  Christopher Alvarado  ,Electronics,14340.11,278,215,28881.8,Story,EXTRA_DATA
PRO1367,Hannah Jacobson,Automotive Parts,18129.37,160,216,36564.83,Hold,EXTRA_DATA
PRO1368,Barbara Williams,Automotive Parts,39301.89,9999,258,21612.99,Fine,EXTRA_DATA
PRO1369,Benjamin Nelson,Automotive Parts,49658.37,262,71,47216.3,Least,EXTRA_DATA
PRO1370,  Kevin Perez  ,Food,30567.07,102,173,2438.74,Concern,EXTRA_DATA
INVALID_35,Maureen Perez,Automotive Parts,5246.42,56,263,1003.04,Board,EXTRA_DATA
PRO1372,Joshua Clayton,Automotive Parts,35254.16,102,180,17425.92,Production,EXTRA_DATA
PRO1373,Allison Taylor,Food,1822.15,35,24,15007.99,Blood,EXTRA_DATA
PRO1374,Marvin Velez,electronics,0,35,12,46478.68,Degree,EXTRA_DATA
