MachineID,MachineName,LineID,LastMaintenanceDate,Status,OperatingHrs
MAC0002,Across,LIN0010,08-12-2024,Operational,1495.94
MAC1009,Nice,LIN0018,05/12/2022,Operational,31631.21
MAC1010,See,LIN0006,10/18/2024,Under Maintenance,1268.38
MAC1011,Soon,LIN0020,2022-01-03,Faulty,21971.28
MAC1012,Buy,LIN0002,13-09-2022,Operational,45584.91
MAC1013,Smile,LIN0018,19-01-2024,Faulty,35192.54
MAC1014,Author,LIN0014,2022-07-17,Under Maintenance,-976.62
MAC1015,Policy,LIN0007,25-03-2024,Under Maintenance,1302.0
INVALID_64,Whatever,LIN0015,25-08-2023,Under Maintenance,24899.92
MAC1017,I,LIN0004,08/24/2022,Faulty,14973.72
INVALID_34,Plan,LIN0013,2023-05-10,Faulty,1620.4
MAC1019,Ready,LIN0010,2023-04-30,Operational,25468.93
MAC1020,Close,LIN0004,01/03/2024,Operational,33822.56
MAC1021,Movie,LIN9999,2022-08-01,Faulty,14910.41
MAC1022,Something,LIN0009,2022-10-16,Under Maintenance,48737.76
MAC1023,Quickly,LIN0012,07-07-2022,Operational,8356.0
MAC1024,Space,LIN0016,14/04/2024,Under Maintenance,37355.11
MAC1025,Third,LIN0012,2024-04-24,Under Maintenance,26555.56
MAC1026,Dog,LIN0015,19-11-2024,Faulty,46577.88
MAC1027,Which,LIN0011,27-04-2024,Faulty,40712.44
MAC1028,Other,LIN0002,29/07/2024,Operational,41325.08
MAC1029,Provide,LIN0001,2024-06-05,faulty,9429.24
MAC1030,Structure,LIN0011,07/14/2023,Faulty,32799.94
INVALID_18,After,LIN0010,2023-03-26,Faulty,14865.84
MAC1032,Recently,LIN0014,2023-06-11,Under maintenance,26185.36
MAC1033,Allow,LIN0011,02/03/2022,Operational,10661.16
MAC1034,Election,LIN0003,11/07/2023,faulty,38786.7
MAC1035,Try,LIN0007,28-08-2022,Operational,9856.08
MAC1036,Wear,LIN0019,2024-09-20,Under Maintenance,46511.64
MAC1037,Yet,LIN0016,06/08/2023,Under Maintenance,29793.87
MAC1038,Strong,LIN0012,01/10/2023,Operational,23285.28
MAC1039,Shake,LIN0010,28/09/2023,under maintenance,36682.13
MAC1040,Try,LIN0003,12/20/2024,Faulty,41564.24
MAC1041,Yourself,LIN0007,19-02-2024,Faulty,28868.55
MAC1042,Poor,LIN0001,30/12/2022,Operational,47118.0
MAC1043,Country,LIN0019,10/13/2024,under maintenance,Five Hundred
MAC1044,Whatever,LIN0003,13-07-2022,Under Maintenance,830.51
MAC1045,Worry,LIN0012,10/20/2023,Under Maintenance,34639.92
MAC1046,Owner,LIN0003,2024-10-27,Operational,49021.88
MAC1047,Hair,LIN0001,01/12/2023,Under Maintenance,
MAC1048,While,LIN0003,08/10/2022,Faulty,25768.26
MAC1049,Owner,LIN0016,29/06/2024,Faulty,39883.34
MAC1050,Star,LIN0003,23-08-2024,Operational,49232.49
MAC1051,Economy,LIN0004,2023-07-29,Operational,45102.28
INVALID_16,Another,LIN0006,03/03/2024,Operational,21926.23
MAC1053,Rock,LIN0010,07-09-2024,Faulty,21162.04
INVALID_84,By,LIN0003,05-03-2024,Operational,Twenty Five Thousand
MAC1055,Foot,LIN0010,2024-06-06,Faulty,7492.71
MAC1056,Help,LIN9999,22-01-2022,Under Maintenance,-2262.17
MAC1057,Of,LIN0011,2023-03-08,Faulty,36217.22
MAC1058,Natural,LIN0012,26/10/2023,Operational,43564.73
MAC1059,Owner,LIN0010,21-08-2024,Under Maintenance,5557.0
MAC1060,Factor,LIN0017,11/23/2022,Faulty,19780.47
MAC1061,Price,LIN0013,21/06/2023,Operational,2139.8
MAC1062,Cut,LIN0010,2023-04-24,Operational,Twenty Five Thousand
MAC1063,Forward,LIN0003,12/03/2022,Under Maintenance,2118.0
MAC1064,Involve,LIN0002,2022-08-15,Under Maintenance,8017.46
MAC1065,Control,LIN0018,29/07/2023,Operational,33087.83
MAC1066,Interest,LIN0001,09-08-2023,Under Maintenance,38281.98
MAC1067,Chair,LIN0005,2023-08-18,Faulty,11707.0
INVALID_83,Already,LIN0012,2023-06-19,Under Maintenance,11130.58
INVALID_33,Describe,LIN0008,06/22/2022,Operational,6086.96
MAC1070,Money,LIN0011,08/25/2023,Operational,-3069.21
MAC1071,Education,LIN0001,16/07/2023,Faulty,18125.5
MAC1072,Story,LIN0005,03-03-2022,Under Maintenance,1099.93
MAC1073,Specific,LIN0019,06/25/2023,Faulty,
MAC1074,Fast,LIN0002,10/06/2022,Under Maintenance,740.18
MAC1075,Mention,LIN0011,25/08/2023,Faulty,5623.46
MAC1076,Case,LIN0015,2022-04-09,Under Maintenance,28998.91
MAC1077,Let,LIN0019,2024-09-26,Under Maintenance,Ten Thousand
MAC1078,Campaign,LIN0012,16-12-2023,Under Maintenance,
MAC1079,Among,LIN0004,01/17/2022,Operational,47523.89
MAC1080,Send,LIN0017,14/11/2022,Operational,22147.9
MAC1081,Development,LIN0014,29/01/2023,Faulty,3755.06
MAC1082,Front,LIN0007,2023-09-27,Faulty,7930.69
MAC1083,Operation,LIN0003,18/03/2022,Faulty,41858.8
MAC1084,Notice,LIN9999,2023-10-08,Operational,3948.28
MAC1085,South,LIN0009,02/08/2024,Faulty,
MAC1086,Feeling,LIN0009,05/07/2022,Under Maintenance,32966.34
MAC1087,Explain,LIN0009,13/11/2022,Faulty,
MAC1088,Worker,LIN0002,28/10/2022,Under Maintenance,25158.31
MAC1089,Clearly,LIN0003,09-03-2023,Operational,3826.96
MAC1090,Bring,LIN0005,08/13/2022,Operational,
MAC1091,Green,LIN0016,2023-10-09,Operational,28514.99
MAC1092,Product,LIN0009,07-09-2023,Operational,30517.52
MAC1093,This,LIN0008,10/02/2024,Faulty,19158.5
MAC1094,Make,LIN0010,08-09-2023,Faulty,48320.03
MAC0127,Lawyer,LIN0017,08/15/2023,Operational,20691.58
MAC1096,Paper,LIN0002,06/17/2023,Operational,11307.65
MAC1097,Discover,LIN0019,2022-09-07,Operational,45226.59
MAC1098,Kitchen,LIN0018,23/05/2023,Operational,
MAC1099,Case,LIN0015,01/04/2024,Faulty,7685.56
MAC1100,Room,LIN0001,07/29/2022,Under Maintenance,41334.05
MAC1101,Work,LIN0015,06/28/2024,Under Maintenance,3622.26
MAC1102,Parent,LIN0001,06-04-2024,Under Maintenance,28573.36
MAC1103,Also,LIN0007,2023-10-03,Operational,26784.88
MAC1104,Nice,LIN0005,2024-08-27,Operational,2928.44
MAC1105,Detail,LIN0017,15-09-2022,Operational,46159.89
MAC1106,For,LIN0020,01/26/2023,Under Maintenance,8815.08
MAC1107,One,LIN0011,22-01-2022,Operational,22280.88
MAC1108,Such,LIN0004,13-01-2022,Under maintenance,43909.89
MAC1109,Like,LIN0012,08-11-2022,Operational,40678.98
MAC1110,Stock,LIN0004,2022-07-18,Operational,11028.55
MAC1111,Beat,LIN0014,05/02/2023,Faulty,43363.31
MAC1112,Half,LIN0017,17-01-2022,Under Maintenance,17917.05
MAC1113,But,LIN0008,10/06/2024,Under Maintenance,-1994.94
MAC1114,Less,LIN0014,26/03/2023,Faulty,45933.45
MAC1115,Relate,LIN0004,2024-04-10,UNDER MAINTENANCE,3338.81
INVALID_74,She,LIN0017,2022-08-20,Operational,30627.82
MAC1117,Issue,LIN0004,05/20/2023,Faulty,34823.19
MAC1118,Agency,LIN0010,09/01/2022,Faulty,
MAC1119,Day,LIN0010,06/15/2024,Faulty,5279.0
MAC1120,Wait,LIN0004,11/05/2022,Faulty,45078.22
MAC0995,Accept,LIN0019,16/11/2023,Under Maintenance,
MAC1122,Lawyer,LIN0010,2023-09-20,Under Maintenance,20776.6
MAC1123,Buy,LIN0007,14-07-2024,Under Maintenance,20016.46
INVALID_58,Matter,LIN0008,06/28/2023,Under Maintenance,39060.79
MAC1125,Different,LIN0018,05/12/2022,Operational,26393.51
MAC1126,Rich,LIN0020,05-04-2022,Faulty,27877.05
MAC1127,Tree,LIN0002,22/04/2024,Under Maintenance,32132.22
MAC1128,Section,LIN0003,10/26/2022,Under Maintenance,6462.63
MAC1129,Common,LIN0019,11/29/2022,Under Maintenance,31953.72
MAC1130,To,LIN0020,10/24/2022,Operational,25125.86
MAC1131,Time,LIN0005,2024-02-13,Faulty,33479.24
MAC1132,Yes,LIN0002,07/01/2024,Operational,10734.5
INVALID_47,Development,LIN0007,2022-03-25,Under Maintenance,28010.86
MAC1134,Agree,LIN0020,12/09/2022,Operational,34928.79
MAC1135,Experience,LIN0007,04-12-2022,Operational,13328.02
INVALID_78,Name,LIN0016,17/10/2024,Faulty,9920.42
MAC1137,Rich,LIN0003,26/04/2022,OPERATIONAL,30484.56
MAC1138,Popular,LIN0003,07/20/2024,Under Maintenance,1216.01
MAC1139,Direction,LIN0004,2024-02-27,Operational,
MAC1140,Tell,LIN0003,07/10/2024,Faulty,34703.8
MAC1141,For,LIN0003,15-02-2023,Under Maintenance,10930.86
MAC1142,Position,LIN0019,08-04-2024,Faulty,11731.79
MAC1143,Do,LIN0013,27-07-2023,Faulty,16006.35
MAC1144,Black,LIN0007,2022-11-09,Operational,9438.28
MAC1145,Much,LIN0004,08/16/2022,Operational,28721.66
MAC1146,Such,LIN0004,24/04/2024,Faulty,45797.11
MAC1147,Hand,LIN0017,18/10/2022,OPERATIONAL,13522.79
MAC1148,Want,LIN0017,2024-04-22,Under Maintenance,43789.12
MAC1149,Rise,LIN0020,30-09-2023,Faulty,
MAC1150,Between,LIN0012,11-07-2022,Operational,31939.97
MAC1151,Professional,LIN0017,05-04-2022,Under Maintenance,39940.67
MAC1152,Gun,LIN0010,06/13/2023,Under Maintenance,4917.24
MAC1153,Speak,LIN0011,17-07-2024,Operational,15944.92
MAC1154,In,LIN9999,2022-04-06,Under Maintenance,0
MAC1155,Explain,LIN0010,26/07/2022,Faulty,19261.93
MAC1156,Exist,LIN0003,06/08/2023,Under Maintenance,17806.68
MAC1157,Think,LIN0018,10-11-2023,Faulty,18871.52
MAC1158,Base,LIN0011,2022-03-20,Operational,38407.79
MAC1159,Establish,LIN0009,03-07-2024,under maintenance,22950.0
MAC1160,Push,LIN0013,05-07-2022,Under Maintenance,41671.32
MAC1161,American,LIN0011,12/07/2024,Faulty,11448.74
INVALID_5,Act,LIN0013,09/20/2023,Operational,43756.04
MAC1163,Eye,LIN0013,07/22/2023,Faulty,14198.73
MAC1164,Toward,LIN0009,11/11/2024,Under Maintenance,46763.02
MAC0651,Away,LIN0012,14-11-2024,Under Maintenance,18006.85
MAC1166,Republican,LIN0005,25-12-2023,Under Maintenance,39366.31
MAC0229,Give,LIN0017,09-07-2023,Under Maintenance,2457.27
MAC1168,Huge,LIN0017,01/22/2022,Operational,5858.52
MAC1169,Woman,LIN0009,04-05-2022,Operational,47115.36
MAC1170,Simply,LIN0002,04/16/2023,Operational,47394.36
MAC1171,Section,LIN0005,24/03/2023,Operational,10335.96
MAC1172,Young,LIN0018,22/03/2024,Under Maintenance,34196.43
MAC1173,Material,LIN0017,2022-12-25,Faulty,26709.67
MAC1174,Teach,LIN0018,2023-03-16,Operational,
MAC1175,Loss,LIN0016,2024-07-01,Operational,3383.51
MAC1176,Consider,LIN0003,10-06-2022,Under Maintenance,34895.64
INVALID_71,Hold,LIN0014,06/23/2023,Under Maintenance,48467.37
MAC1178,Marriage,LIN0020,27-11-2024,Faulty,37624.86
MAC1179,Care,LIN0001,26-08-2023,Under Maintenance,18677.47
MAC1180,Final,LIN0015,10/24/2022,Operational,36252.65
MAC1181,Decision,LIN0016,06/25/2022,Operational,42635.83
MAC1182,Its,LIN0004,2022-02-18,Operational,42275.67
MAC1183,Car,LIN0011,13/01/2022,Operational,45941.64
MAC1184,Including,LIN0003,02/20/2024,Faulty,15440.94
MAC1185,Call,LIN0018,01/06/2024,faulty,
MAC1186,Special,LIN0007,18/07/2023,Faulty,45281.83
MAC1187,Chair,LIN0017,30/08/2024,Faulty,14869.62
MAC1188,Who,LIN0003,21/11/2022,Faulty,24347.22
MAC1189,Network,LIN0016,09/08/2024,Operational,35960.94
MAC1190,Short,LIN0017,2023-10-06,Operational,1916.72
MAC1191,Key,LIN0020,2022-01-01,Faulty,5167.33
MAC1192,Everybody,LIN0008,2024-10-30,Faulty,31753.3
MAC1193,Factor,LIN0008,2024-06-27,Faulty,35578.37
MAC1194,Nearly,LIN0020,02-09-2023,Faulty,
MAC1195,Least,LIN0017,05/14/2024,Operational,40007.3
MAC1196,Garden,LIN0014,01/08/2023,Faulty,10692.99
MAC1197,Treat,LIN0008,14/07/2023,Under Maintenance,43647.87
MAC0581,West,LIN0010,17-05-2022,under maintenance,29520.02
MAC1199,Word,LIN0003,01/29/2023,Under Maintenance,12178.27
MAC1200,Sort,LIN0001,08/27/2024,operational,
MAC1201,List,LIN0015,04/16/2022,Faulty,9370.32
MAC1202,Source,LIN0015,28-09-2024,Faulty,4724.62
MAC1203,Simply,LIN0009,24-05-2024,Operational,39466.07
MAC1204,Book,LIN0005,05-08-2022,Faulty,-2042.91
MAC1205,Including,LIN0008,2024-09-16,Under Maintenance,4858.0
MAC1206,Water,LIN0002,2024-08-02,Under Maintenance,41367.98
MAC1207,Tree,LIN0017,06/10/2022,Under Maintenance,Five Hundred
MAC1208,Director,LIN0001,2023-03-25,Operational,1502.08
MAC1209,Since,LIN0002,11/24/2022,FAULTY,26917.37
MAC1210,Expect,LIN0001,07-03-2024,Under Maintenance,30272.73
MAC1211,Side,LIN0013,2022-05-10,Faulty,26637.58
MAC1212,Society,LIN0018,09-03-2022,Operational,
MAC1213,Need,LIN0005,19/02/2022,Under Maintenance,106.6
MAC1214,Necessary,LIN0012,2024-02-15,Operational,Ten Thousand
MAC1215,Certainly,LIN0017,08/30/2024,Faulty,2368.53
MAC1216,Once,LIN0016,06/11/2023,Under Maintenance,47850.92
MAC0555,Remember,LIN0007,25/05/2023,Under Maintenance,2823.65
MAC1218,Ok,LIN0017,03/02/2024,Under Maintenance,30351.93
MAC1219,People,LIN0012,2023-02-16,Faulty,17845.23
MAC1220,Kind,LIN0008,16/02/2022,OPERATIONAL,43413.88
MAC1221,Shake,LIN0019,06/19/2022,Faulty,38697.12
MAC1222,Up,LIN0004,13-11-2023,Faulty,2357.53
MAC1223,Camera,LIN0020,19-05-2024,Faulty,29961.08
MAC1224,Father,LIN0016,05-11-2022,Operational,35187.89
MAC1225,Color,LIN0003,26-01-2024,under maintenance,29267.4
MAC1226,Drop,LIN0012,2022-06-18,Under Maintenance,44249.34
MAC1227,Standard,LIN9999,17-11-2023,Operational,
MAC1228,Meet,LIN0013,02-01-2022,Under Maintenance,24558.75
MAC1229,Medical,LIN0017,21-07-2024,Under Maintenance,33202.64
MAC1230,Whole,LIN0020,31-10-2023,Under Maintenance,3903.17
INVALID_36,Fact,LIN0005,2023-05-26,Operational,33154.85
MAC1232,Agency,LIN0015,27-07-2024,Faulty,44309.02
MAC1233,Miss,LIN0005,03-01-2022,Under Maintenance,Twenty Five Thousand
MAC1234,Half,LIN0012,15-06-2023,Under Maintenance,18729.33
MAC1235,Activity,LIN0019,29-08-2022,Operational,16115.16
INVALID_51,Four,LIN0018,11/06/2024,Operational,43675.63
MAC1237,Represent,LIN0003,2024-12-10,Under Maintenance,912.49
MAC1238,Hundred,LIN0008,07-05-2024,Under Maintenance,30475.12
MAC1239,Him,LIN0007,01/26/2022,Operational,18655.17
MAC1240,Win,LIN0006,07/31/2023,Operational,43987.61
MAC1241,Management,LIN0007,27/01/2024,Under Maintenance,38996.92
MAC1242,Child,LIN0018,17/02/2024,Operational,8288.01
MAC1243,How,LIN0019,16-09-2022,Under Maintenance,5657.5
MAC1244,Meet,LIN0003,05/12/2023,Operational,43353.28
MAC1245,Possible,LIN0005,02/03/2023,Faulty,5790.04
MAC0790,Morning,LIN0009,01/16/2024,Under Maintenance,26244.55
MAC1247,Herself,LIN0003,26/05/2024,Under Maintenance,7807.56
MAC1248,Hard,LIN0012,07/06/2023,Faulty,13413.09
MAC1249,Debate,LIN0002,2023-09-06,Operational,1457.96
MAC1250,Air,LIN0014,2023-05-05,Faulty,49869.45
MAC1251,Glass,LIN9999,07/10/2024,Faulty,1833.47
MAC1252,Good,LIN0001,04/01/2022,Under maintenance,23074.98
MAC1253,During,LIN0006,19-02-2024,Operational,6987.59
MAC1254,Treatment,LIN0017,02/08/2023,Operational,19112.68
MAC1255,Someone,LIN0008,03/30/2024,Faulty,27524.48
MAC1256,Run,LIN0009,07/09/2023,Under Maintenance,18497.3
MAC1257,Ground,LIN0017,12/01/2023,Faulty,26103.6
MAC1258,Alone,LIN0009,07/27/2023,Faulty,23482.41
MAC1259,From,LIN0014,05/04/2022,Operational,44496.2
MAC1260,Remain,LIN0005,02-09-2022,Under Maintenance,40590.6
INVALID_39,Professional,LIN0009,2022-05-19,Under Maintenance,18351.35
INVALID_97,Not,LIN0009,04/09/2023,Faulty,35541.37
MAC1263,Pm,LIN0008,2024-05-04,Faulty,0
MAC1264,Either,LIN0018,2024-06-08,Faulty,16337.58
MAC1265,Class,LIN0005,21-03-2024,Operational,41058.21
MAC1266,For,LIN9999,2022-05-27,UNDER MAINTENANCE,41388.13
MAC1267,Seem,LIN9999,02/17/2023,Operational,38138.59
MAC1268,Grow,LIN0007,04/15/2022,Operational,11081.94
MAC1269,Name,LIN0020,04/07/2022,Faulty,48842.65
MAC1270,Nature,LIN0004,2023-01-21,Operational,16919.21
MAC1271,South,LIN0013,08-11-2024,operational,-167.29
MAC1272,Yourself,LIN0016,11/05/2024,Operational,34460.58
MAC1273,Personal,LIN0003,2024-05-09,Operational,33733.25
MAC1274,Possible,LIN0007,11/10/2023,Under Maintenance,47879.59
MAC1275,North,LIN0013,08/03/2023,Operational,30179.37
MAC1276,Three,LIN0003,12-02-2022,Operational,-4812.58
MAC1277,Record,LIN0017,09-02-2024,Faulty,49929.31
INVALID_57,Star,LIN0008,16-05-2024,Faulty,6416.72
MAC1279,Eye,LIN0016,16/11/2023,Under Maintenance,0
MAC1280,Compare,LIN0006,11/10/2022,Operational,17271.35
MAC1281,Floor,LIN0016,21-07-2023,Under Maintenance,44229.4
MAC1282,Still,LIN0004,15/03/2024,Faulty,-324.2
MAC1283,Lawyer,LIN0002,2023-08-23,Faulty,0
MAC1284,Water,LIN0007,25/03/2022,Faulty,13574.4
MAC1189,If,LIN0014,24/06/2023,Faulty,27821.13
INVALID_30,Western,LIN0012,22/02/2024,Faulty,2077.98
MAC1287,The,LIN0010,06/29/2023,Operational,7092.05
MAC1288,Bit,LIN0007,13-12-2022,Operational,37112.4
MAC1289,Tell,LIN0015,2024-12-14,Operational,45124.02
MAC1290,Issue,LIN0020,28/10/2023,Faulty,14605.63
MAC1291,Beautiful,LIN0013,2022-05-31,Under Maintenance,33953.29
MAC1292,Prove,LIN0005,10-12-2022,Under Maintenance,48782.84
MAC1293,Stay,LIN9999,2022-02-07,Faulty,45597.15
MAC1294,Work,LIN0002,06/07/2024,Under maintenance,23951.75
MAC1295,End,LIN0012,31/07/2022,Faulty,23717.8
MAC1296,Next,LIN0004,05/17/2023,Under Maintenance,33114.03
MAC1297,Project,LIN0002,2023-08-10,Operational,29873.82
MAC1298,Positive,LIN0018,08/03/2023,Faulty,18520.77
MAC1009,Traditional,LIN0020,03/14/2023,Faulty,11243.13
MAC1300,Effect,LIN0004,03-03-2023,Under Maintenance,38065.3
MAC1301,Tree,LIN0001,05/15/2023,Operational,
MAC1302,Indeed,LIN0002,04/07/2023,Under Maintenance,26764.54
MAC1303,Blood,LIN0013,2024-06-01,OPERATIONAL,25520.45
MAC1304,Successful,LIN0007,22/01/2024,Operational,48226.19
MAC1305,Stage,LIN0015,02/02/2024,Faulty,20621.13
MAC1306,Other,LIN0018,23-06-2022,Under Maintenance,40086.92
MAC1307,Simple,LIN0003,18-12-2024,Faulty,-4310.79
MAC1308,Prepare,LIN0003,2024-10-24,Under Maintenance,-3867.9
MAC1309,Cell,LIN0019,2022-03-04,Faulty,Ten Thousand
MAC1310,Tree,LIN0019,08/28/2022,Faulty,14344.03
MAC1311,My,LIN0009,17/08/2023,Faulty,0
MAC1312,Agreement,LIN0003,26-11-2023,Operational,
MAC1313,Trip,LIN0007,2023-01-25,Faulty,Ten Thousand
MAC1314,Allow,LIN0020,03/06/2023,Under Maintenance,
MAC1315,End,LIN0007,06/12/2022,Under Maintenance,37384.37
MAC1316,Instead,LIN0018,09-03-2023,Operational,34873.71
MAC1317,Him,LIN0004,14/08/2023,Under Maintenance,45906.86
MAC1318,Effort,LIN0006,10/28/2024,Under Maintenance,0
MAC1319,Find,LIN0020,2022-06-12,Faulty,35173.22
MAC1320,Late,LIN0020,2024-03-12,Faulty,36847.45
MAC1321,Improve,LIN0013,19-03-2022,Under Maintenance,17200.85
MAC1322,Affect,LIN0008,06-07-2023,Operational,49559.59
MAC1323,Billion,LIN0013,02/20/2022,Under Maintenance,46012.57
MAC1324,Forget,LIN0004,2022-08-18,Under Maintenance,20108.68
MAC1325,Answer,LIN0007,08-10-2023,Faulty,571.94
MAC1326,Our,LIN0013,22/12/2022,Under Maintenance,20182.87
MAC1327,Billion,LIN0020,2022-09-30,Faulty,20488.18
MAC1328,Court,LIN0010,2023-08-23,Under Maintenance,Twenty Five Thousand
MAC1329,Health,LIN0009,2022-03-16,Faulty,45827.77
MAC1330,Report,LIN0019,19/06/2023,Faulty,25002.01
MAC1331,Form,LIN0007,29/10/2022,Under Maintenance,20524.21
MAC1332,Sometimes,LIN0009,2023-05-22,Operational,0
MAC1333,Head,LIN0018,2023-10-16,Under Maintenance,2428.01
MAC1334,Moment,LIN0019,18/02/2022,Operational,26461.14
MAC1335,Stock,LIN0020,12/26/2024,Faulty,32802.59
MAC1336,Memory,LIN0009,04-12-2022,Operational,0
MAC1337,Worker,LIN0010,18/07/2024,FAULTY,5818.89
MAC1338,Per,LIN0016,04/09/2023,Operational,11013.22
MAC1339,Shoulder,LIN0001,2023-07-06,Operational,32559.65
MAC1340,Describe,LIN0008,10/07/2023,Faulty,37463.85
MAC1341,Send,LIN0011,06/30/2024,Faulty,37191.66
MAC1342,Star,LIN9999,05/10/2024,Under Maintenance,49773.04
MAC1343,Get,LIN0014,22/10/2023,Faulty,22163.12
MAC1344,Present,LIN0008,2022-01-09,Operational,49760.47
MAC1345,Spring,LIN0006,2024-10-22,Under Maintenance,17397.6
MAC1346,Arrive,LIN0009,11/22/2023,Operational,26932.28
MAC1347,Everyone,LIN0010,30/06/2024,Faulty,22039.34
MAC1348,Consumer,LIN0018,15-07-2024,Under Maintenance,32225.02
MAC1349,Often,LIN0014,03/06/2022,Operational,44966.82
MAC1350,Article,LIN0015,08/26/2024,Operational,-2668.62
MAC1351,Among,LIN0012,10-02-2024,Under Maintenance,31657.32
MAC1352,Agency,LIN0010,2024-09-10,Under Maintenance,2871.09
MAC1353,Mission,LIN0007,22/10/2022,Faulty,16522.04
MAC1354,Claim,LIN0020,22/05/2024,OPERATIONAL,42283.33
MAC1355,Produce,LIN0008,14/10/2024,Operational,25318.12
MAC1356,Source,LIN0005,03/02/2023,under maintenance,567.45
MAC1357,Single,LIN0001,28-07-2022,faulty,
MAC1358,Involve,LIN0011,12/07/2024,UNDER MAINTENANCE,38736.08
MAC1359,Claim,LIN0009,06/11/2023,Faulty,22840.41
MAC1360,Manager,LIN0002,02/05/2022,Operational,38322.05
MAC1361,May,LIN0017,13/12/2024,Under Maintenance,9152.42
MAC1362,Clear,LIN0004,26-02-2022,Under Maintenance,27049.41
MAC1363,Speak,LIN0008,17/06/2022,Faulty,-4795.89
MAC1364,Safe,LIN9999,2023-07-16,Under Maintenance,48377.44
MAC1365,Sound,LIN0009,2022-07-31,Operational,39390.64
MAC1366,Newspaper,LIN0002,29/08/2023,Operational,0
INVALID_23,Whatever,LIN0009,05/29/2024,Faulty,29335.99
MAC1368,Tend,LIN0004,01/16/2023,Under Maintenance,3285.4
MAC1369,Beyond,LIN0017,01-01-2023,Operational,0
MAC1370,Toward,LIN0004,2022-05-03,Faulty,40464.96
MAC1371,Play,LIN0007,30/05/2024,Operational,9568.8
MAC1372,Writer,LIN0007,09/27/2024,Under Maintenance,1492.75
MAC1373,Defense,LIN0012,08/04/2024,Faulty,5013.76
MAC1374,Us,LIN0008,15/11/2022,Operational,25602.1
MAC0702,Suddenly,LIN0016,07/22/2022,Under Maintenance,25859.04
MAC1376,Attention,LIN0019,20/07/2023,Faulty,32631.89
MAC1377,Suggest,LIN0011,22/03/2023,Under Maintenance,
MAC1378,Seven,LIN0008,11/28/2023,FAULTY,Ten Thousand
MAC1379,Anyone,LIN0016,2024-07-17,Faulty,40795.19
MAC1380,Trip,LIN0014,09/15/2022,Faulty,40988.34
MAC1381,Sea,LIN0015,18-06-2022,Faulty,21351.21
MAC1382,Place,LIN0003,09/14/2022,Operational,9153.1
MAC1383,Happen,LIN0014,10/22/2022,Faulty,49958.94
MAC1384,Suggest,LIN0018,18-02-2022,Faulty,3025.03
MAC1385,Lead,LIN0018,24-03-2023,Faulty,4685.07
MAC1386,Pick,LIN0006,03-08-2022,Faulty,4649.16
MAC1387,Issue,LIN0009,03/23/2022,Operational,28391.51
MAC1388,Interest,LIN0006,07/28/2024,Faulty,0
MAC1389,Unit,LIN0004,04/01/2023,Faulty,10308.49
INVALID_49,Nation,LIN0012,12/08/2022,Operational,30914.68
MAC1391,Threat,LIN0013,2023-12-27,Operational,15446.44
MAC1392,Part,LIN0007,2022-03-12,Faulty,8885.25
MAC0798,Attention,LIN0018,2024-01-07,Faulty,38462.64
MAC1394,Southern,LIN0020,27/01/2023,Operational,38377.87
MAC1395,Serve,LIN0008,2023-08-06,Operational,48385.98
MAC1396,Power,LIN0015,2023-02-01,UNDER MAINTENANCE,19417.89
MAC1397,Leg,LIN9999,05/09/2024,Under Maintenance,16096.13
MAC1398,Good,LIN0007,2022-12-09,Faulty,27554.87
MAC1399,Her,LIN0005,2022-04-08,Under Maintenance,7394.57
MAC1400,Me,LIN0011,07/03/2024,Faulty,34797.46
MAC1401,Management,LIN0017,10-05-2024,FAULTY,44546.62
MAC1402,Most,LIN0013,18/09/2023,Under Maintenance,40822.68
MAC1403,Address,LIN0002,12/12/2024,Operational,38233.2
MAC1404,Full,LIN0001,10-12-2023,Operational,30113.64
MAC1405,Author,LIN0004,01-04-2024,Faulty,37988.41
MAC1314,Involve,LIN0005,06/07/2022,Faulty,23651.71
MAC1407,Treat,LIN0008,09/13/2023,Under Maintenance,42820.0
MAC1408,Improve,LIN0017,23/10/2024,Under Maintenance,49613.73
MAC1409,Than,LIN0018,07/12/2022,Faulty,28104.02
MAC1410,Pick,LIN0016,15/09/2023,Faulty,36638.24
MAC1411,Free,LIN0009,25/04/2023,Operational,33114.66
MAC1412,Remain,LIN0019,29-08-2024,Faulty,20523.27
MAC1413,None,LIN0007,29-06-2024,Faulty,32491.39
MAC1414,Speech,LIN0013,26/11/2023,Under Maintenance,46965.68
MAC1415,Medical,LIN0014,2022-06-09,Faulty,
MAC1416,Reality,LIN0007,2024-05-11,Operational,2479.41
MAC1417,Option,LIN0012,11/03/2022,Operational,36030.51
MAC1418,Hand,LIN0006,03/11/2023,Operational,12498.85
MAC1419,Ability,LIN0007,01/01/2023,Faulty,19938.27
MAC1420,Break,LIN0017,12/31/2022,Under Maintenance,24314.17
MAC1421,Service,LIN0009,06/22/2023,Under Maintenance,44237.59
MAC1422,Trade,LIN0014,17-12-2023,Faulty,215.1
MAC1423,Only,LIN9999,03/12/2023,under maintenance,1463.86
MAC1424,Republican,LIN0016,04/28/2024,Operational,4872.8
MAC1425,Expert,LIN0002,04/26/2023,Faulty,30839.42
MAC1426,Society,LIN0013,11/25/2022,Under Maintenance,27195.37
MAC1427,Step,LIN0001,07/23/2024,Operational,26237.3
MAC1428,Interest,LIN0004,10-03-2024,Operational,6652.52
