HospitalID,HospitalName,Location,Capacity
HOS0799,Raise,Chennai,116
HOS0800,American,chennai,119
HOS0801,Now,Mumbai,8
HOS0802,Listen,Bangalore,107
HOS0803,Floor,Bangalore,216
HOS0804,Our,Chennai,190
HOS0805,Chair,Mumbai,188
HOS0806,Man,Chennai,56
HOS0807,Four,Delhi,194
HOS0466,Range,Chennai,134
HOS0809,Six,Chennai,262
HOS0810,Anything,Chennai,266
HOS0811,Positive,Delhi,156
HOS0812,Pattern,Chennai,139
HOS0813,Save,Delhi,229
HOS0814,Compare,Mumbai,120
HOS0815,Raise,Bangalore,9999
HOS0816,Form,Chennai,57
HOS0817,Democratic,Chennai,243
HOS0818,Hot,Delhi,252
HOS0819,Just,Delhi,67
INVALID_51,Attorney,Chennai,124
HOS0821,Contain,Bangalore,266
HOS0822,Nearly,Mumbai,150
HOS0823,Door,Bangalore,60
HOS0824,Get,Delhi,273
HOS0825,Full,Chennai,109
HOS0826,Value,Bangalore,293
HOS0827,Item,Chennai,143
HOS0828,Myself,chennai,151
HOS0829,Offer,Hyderabad,53
HOS0830,Blood,Delhi,143
HOS0831,Night,Mumbai,231
HOS0832,Conference,Chennai,0
HOS0833,Thus,Delhi,198
HOS0834,Of,hyderabad,2
HOS0835,Close,mumbai,177
HOS0836,Step,Chennai,207
HOS0837,While,Chennai,28
HOS0838,Mind,Delhi,120
HOS0839,Theory,Delhi,52
HOS0840,Word,Delhi,253
HOS0841,Will,Chennai,292
HOS0209,Range,Hyderabad,101
HOS0843,Piece,Delhi,221
HOS0844,Develop,Chennai,222
HOS0845,Get,Mumbai,299
HOS0846,Morning,Delhi,0
HOS0847,Charge,Delhi,69
HOS0848,Argue,Delhi,97
HOS0564,Drive,Delhi,157
HOS0850,Understand,Bangalore,185
HOS0851,Study,Delhi,159
HOS0852,Later,Chennai,133
HOS0853,Voice,Bangalore,68
HOS0854,Number,Mumbai,273
HOS0855,Cost,Delhi,259
HOS0856,Animal,Delhi,173
HOS0857,Here,Hyderabad,-1
HOS0858,Color,MUMBAI,268
HOS0859,Thank,Chennai,260
HOS0860,Agent,bangalore,154
HOS0861,Shake,Bangalore,1
HOS0862,Quickly,Mumbai,69
HOS0863,Work,Delhi,187
HOS0864,Last,Bangalore,48
HOS0865,Smile,Chennai,140
HOS0866,Form,Mumbai,31
HOS0867,Successful,Hyderabad,268
HOS0868,From,Delhi,248
HOS0869,Moment,Chennai,11
HOS0870,Power,Hyderabad,221
HOS0055,Teach,hyderabad,64
HOS0872,Third,Delhi,99
HOS0873,Religious,Mumbai,145
HOS0874,Black,Bangalore,282
INVALID_84,Since,bangalore,32
HOS0876,Require,Bangalore,176
HOS0877,Subject,Chennai,42
HOS0878,Concern,Mumbai,298
HOS0879,Environmental,Bangalore,181
HOS0880,All,Chennai,202
HOS0881,Against,Bangalore,0
HOS0882,Father,Delhi,227
HOS0883,Environmental,Delhi,118
HOS0884,Production,Delhi,138
HOS0885,Make,Mumbai,91
HOS0886,Southern,Hyderabad,177
HOS0887,Market,Chennai,86
HOS0888,Argue,Bangalore,175
HOS0889,Have,Bangalore,294
HOS0890,Scientist,Delhi,162
HOS0190,Action,Bangalore,112
INVALID_84,Center,Chennai,74
HOS0893,Travel,Bangalore,174
HOS0894,Budget,Bangalore,236
HOS0895,Shoulder,Mumbai,194
HOS0896,Weight,Chennai,145
HOS0897,Stay,Hyderabad,17
HOS0898,Able,Delhi,280
HOS0899,Member,Hyderabad,163
HOS0900,As,Bangalore,131
HOS0901,Money,hyderabad,71
HOS0902,Information,Bangalore,224
HOS0903,Parent,Delhi,107
HOS0904,Offer,Bangalore,132
INVALID_73,Lot,Mumbai,125
HOS0906,Remember,Delhi,41
HOS0907,These,bangalore,62
HOS0908,Voice,Delhi,86
HOS0909,Much,HYDERABAD,59
HOS0910,Involve,Delhi,12
HOS0911,Heavy,MUMBAI,185
HOS0912,Attack,Delhi,195
HOS0913,Religious,Chennai,254
HOS0914,Party,delhi,46
HOS0915,Though,Mumbai,205
HOS0916,Within,Bangalore,224
HOS0917,Safe,HYDERABAD,56
HOS0918,Home,Bangalore,75
HOS0919,Event,Chennai,194
HOS0703,Half,Hyderabad,285
HOS0921,Message,Chennai,-1
HOS0922,Sure,MUMBAI,236
HOS0923,Free,Mumbai,182
HOS0924,Soldier,Chennai,239
HOS0925,Huge,Delhi,30
HOS0926,Concern,Delhi,70
HOS0927,Little,chennai,183
HOS0928,Station,Mumbai,152
HOS0929,Middle,Chennai,5
HOS0930,Chair,Hyderabad,233
HOS0931,Increase,Hyderabad,249
HOS0932,Something,Bangalore,251
HOS0888,Son,Delhi,139
HOS0934,Mission,Bangalore,29
HOS0935,Wish,Hyderabad,172
HOS0936,Reason,CHENNAI,200
HOS0937,Read,Bangalore,62
HOS0938,Century,Bangalore,259
HOS0939,East,Hyderabad,115
HOS0940,Thus,Hyderabad,219
HOS0941,Name,Mumbai,243
HOS0059,Scientist,Mumbai,71
HOS0943,See,Chennai,91
HOS0944,Yard,CHENNAI,226
HOS0945,Provide,Bangalore,285
HOS0946,Collection,Mumbai,101
HOS0947,Program,Delhi,242
HOS0948,Family,Delhi,251
HOS0949,About,Bangalore,293
HOS0950,Such,Delhi,147
HOS0951,Out,Bangalore,9999
HOS0952,Like,Delhi,232
HOS0953,Answer,Bangalore,58
HOS0954,Attack,Chennai,101
INVALID_84,Director,Hyderabad,194
HOS0956,First,Mumbai,213
HOS0957,Water,Mumbai,73
HOS0958,Necessary,Hyderabad,239
HOS0959,Life,Delhi,8
HOS0960,Stock,Chennai,219
HOS0961,Father,Bangalore,-1
INVALID_27,Movie,Mumbai,267
HOS0963,Really,Bangalore,87
HOS0964,Standard,mumbai,160
HOS0965,Best,Delhi,29
HOS0966,Year,Mumbai,220
HOS0967,Not,Chennai,10
HOS0968,Inside,Chennai,93
HOS0969,Party,Chennai,273
HOS0970,Sing,Chennai,170
HOS0971,Guess,Hyderabad,254
HOS0972,Large,Chennai,212
HOS0973,Cut,Delhi,93
HOS0974,Sit,Delhi,212
HOS0975,Would,Bangalore,0
HOS0976,Task,Chennai,75
HOS0977,Unit,Hyderabad,9999
INVALID_9,Record,Bangalore,287
HOS0979,Bit,Chennai,138
HOS0980,Feel,Hyderabad,281
HOS0981,Situation,Hyderabad,202
HOS0982,Until,Hyderabad,10
HOS0983,Dark,Hyderabad,33
HOS0984,Consider,Bangalore,60
HOS0985,Relate,Mumbai,110
HOS0986,Mouth,Chennai,116
HOS0987,Me,Delhi,223
HOS0988,Through,Bangalore,210
HOS0989,Much,Delhi,211
HOS0990,Reflect,Mumbai,54
HOS0991,Really,Delhi,79
HOS0992,Finish,Mumbai,9999
HOS0993,Simply,Bangalore,123
HOS0994,Media,Delhi,273
HOS0995,Natural,Hyderabad,214
HOS0996,Past,Delhi,184
HOS0997,Occur,Delhi,264
HOS0998,Mean,Chennai,130
HOS0999,Magazine,Chennai,189
HOS1000,Would,Bangalore,135
HOS1001,Movement,Mumbai,173
HOS1002,American,Hyderabad,144
HOS1003,Woman,Chennai,252
HOS1004,Magazine,Delhi,214
HOS1005,Will,Bangalore,14
HOS1006,Once,Mumbai,128
HOS1007,Lawyer,Hyderabad,32
INVALID_91,Expect,Mumbai,230
HOS1009,Time,Delhi,143
INVALID_68,Stage,Delhi,120
HOS1011,Rule,Chennai,92
HOS1012,Great,Mumbai,44
HOS1013,Happen,Bangalore,203
HOS1014,Force,BANGALORE,156
HOS1015,Interview,Hyderabad,181
HOS1016,Local,bangalore,269
HOS1017,Story,Chennai,3
HOS1018,Those,Mumbai,38
HOS1019,General,Delhi,72
HOS1020,State,Delhi,43
HOS1021,Join,Delhi,20
HOS0421,Sea,Delhi,200
HOS1023,Source,Hyderabad,207
HOS1024,Western,Chennai,153
HOS1025,Fine,Hyderabad,0
HOS1026,Author,Mumbai,234
HOS1027,Also,Mumbai,136
HOS1028,Size,Delhi,281
HOS1029,Role,Bangalore,69
HOS1030,Mother,Mumbai,119
HOS1031,Town,Delhi,121
HOS1032,Adult,Chennai,73
HOS1033,Almost,Bangalore,268
HOS1034,School,Delhi,80
HOS1035,Difficult,Delhi,188
HOS1036,Require,Delhi,181
HOS1037,Car,Chennai,247
HOS1038,Various,Delhi,154
HOS0306,Low,Mumbai,243
HOS1040,Performance,Delhi,262
HOS1041,Someone,delhi,221
HOS1042,Bad,Chennai,121
HOS1043,Talk,Delhi,117
HOS1044,Want,Chennai,21
HOS1045,Lot,Mumbai,147
HOS1046,Upon,hyderabad,289
HOS1047,Throughout,Bangalore,175
HOS1048,When,Bangalore,155
HOS1049,Ok,Bangalore,63
HOS1050,Carry,Hyderabad,163
HOS1051,Be,Mumbai,149
HOS1052,Dinner,Mumbai,181
HOS1053,While,Mumbai,108
HOS1054,One,Mumbai,268
HOS1055,Drop,Bangalore,46
HOS1056,Weight,Chennai,52
HOS1057,Recent,Chennai,132
HOS1058,Shake,Delhi,149
HOS1059,Republican,Bangalore,119
HOS1060,Turn,Bangalore,155
HOS1061,Data,Bangalore,104
INVALID_13,Chair,Chennai,217
HOS1063,Southern,Delhi,286
HOS1064,Relate,Chennai,204
HOS1065,Of,Chennai,294
HOS1066,Admit,Delhi,106
INVALID_51,Oil,Hyderabad,103
HOS1068,Summer,Hyderabad,243
HOS1069,Answer,Delhi,187
HOS1070,Girl,Bangalore,294
HOS1071,Trade,Delhi,232
HOS1072,Describe,Bangalore,25
HOS1073,To,Chennai,10
HOS1074,All,Bangalore,172
HOS1075,Meeting,Bangalore,150
HOS1076,Themselves,Hyderabad,127
HOS1077,Picture,Chennai,21
HOS0338,Book,Delhi,14
HOS1079,Structure,Mumbai,119
HOS1080,Continue,Mumbai,226
HOS1081,Owner,Bangalore,214
HOS1082,Soon,Hyderabad,16
HOS1083,Available,HYDERABAD,221
HOS1084,Everybody,Chennai,172
HOS1085,Even,chennai,237
HOS1086,Miss,Bangalore,188
HOS1087,Second,bangalore,14
HOS1088,Health,Mumbai,11
HOS1089,Cut,Delhi,124
HOS1090,Professor,Mumbai,23
HOS1091,Style,Hyderabad,46
HOS1092,Finish,Chennai,170
HOS1093,Focus,Hyderabad,181
HOS1094,State,Delhi,126
HOS1095,School,Hyderabad,8
HOS1096,City,Hyderabad,157
HOS1097,Boy,Bangalore,-1
HOS1098,Last,Hyderabad,10
INVALID_80,Foreign,Delhi,87
HOS1100,Six,Hyderabad,74
HOS0843,Minute,Hyderabad,211
HOS1102,Road,Mumbai,251
HOS1103,Skin,Delhi,240
HOS1104,Walk,Delhi,194
HOS1105,Million,Chennai,46
HOS1106,Second,Bangalore,15
HOS1107,Animal,Hyderabad,262
HOS1108,Her,Delhi,290
HOS1109,Difference,Mumbai,122
HOS1110,College,Hyderabad,240
HOS1111,Vote,Delhi,68
HOS1112,Man,Mumbai,98
HOS1113,Get,Bangalore,240
HOS1114,Radio,Hyderabad,9
HOS1115,Follow,Bangalore,-1
HOS1116,Religious,Bangalore,216
HOS1117,Remember,Delhi,182
HOS1118,Rich,Hyderabad,165
HOS1119,Recognize,Delhi,76
HOS1120,Campaign,Chennai,279
HOS1121,Field,Hyderabad,143
HOS1122,Catch,Mumbai,71
HOS1123,Remember,Hyderabad,63
HOS1124,Same,Bangalore,270
HOS1125,Weight,Bangalore,195
HOS1126,Stage,Delhi,80
HOS1127,Imagine,Chennai,101
HOS1128,White,Hyderabad,201
HOS1129,Record,Mumbai,240
HOS1130,Become,Hyderabad,16
HOS1131,Street,Delhi,144
HOS1132,Return,Bangalore,163
HOS1133,Summer,Chennai,96
HOS1134,Just,Mumbai,188
HOS1135,Investment,Hyderabad,232
HOS1136,Foreign,delhi,215
HOS1137,Describe,Bangalore,165
HOS1138,Before,Bangalore,79
HOS1139,To,Chennai,82
HOS1140,Indeed,Bangalore,174
HOS1141,Raise,Chennai,66
HOS1142,Ask,Bangalore,16
INVALID_43,Step,Chennai,134
HOS1144,Treat,Delhi,237
HOS1145,Benefit,Delhi,106
HOS1146,Strong,Delhi,287
HOS1147,Least,Hyderabad,6
HOS1148,Or,Mumbai,17
HOS1149,Could,Chennai,297
HOS1150,Listen,Chennai,116
HOS1151,Impact,Hyderabad,200
HOS1152,Than,Delhi,155
HOS1153,There,Bangalore,63
INVALID_62,Culture,Hyderabad,50
HOS1155,Our,Bangalore,48
HOS1156,Doctor,MUMBAI,9999
HOS1157,They,Bangalore,11
HOS1158,It,Mumbai,277
HOS1159,Know,Hyderabad,134
INVALID_15,Happen,Mumbai,254
HOS1161,Seem,Bangalore,130
HOS1162,Fast,Hyderabad,295
HOS1163,Pretty,Bangalore,60
HOS1164,Seek,Delhi,111
HOS1165,Trade,Hyderabad,174
HOS1166,History,Delhi,0
INVALID_26,From,Bangalore,231
HOS1168,Husband,Mumbai,177
HOS1169,Area,Hyderabad,133
HOS1170,Fast,Mumbai,192
HOS1171,Now,Bangalore,18
HOS1172,Let,Mumbai,30
HOS1173,Million,Hyderabad,258
HOS1174,Each,Mumbai,172
HOS1175,Detail,Hyderabad,246
HOS1176,Occur,BANGALORE,284
HOS1177,Lose,Mumbai,191
HOS1178,Approach,Bangalore,262
HOS1179,Ahead,Hyderabad,170
HOS1180,Civil,Mumbai,104
HOS1181,Summer,Chennai,119
HOS1182,Theory,Delhi,46
HOS1183,Bit,Bangalore,184
HOS1184,Important,Mumbai,128
HOS1185,War,Chennai,146
HOS0262,Maybe,Chennai,177
HOS0789,Factor,Hyderabad,62
HOS1188,Student,Delhi,102
HOS1189,Near,Chennai,204
HOS1190,Every,Chennai,11
HOS1191,Company,DELHI,220
HOS1192,Four,Bangalore,22
HOS1193,Loss,Chennai,239
HOS1194,Whose,Bangalore,218
HOS1195,Personal,Chennai,94
HOS1196,Here,Delhi,72
INVALID_53,Book,Mumbai,153
HOS1198,Shoulder,Mumbai,149
HOS1199,Well,Bangalore,122
HOS1200,Whole,Delhi,214
HOS1201,Man,Bangalore,23
HOS1202,Surface,Mumbai,55
HOS1189,Himself,Bangalore,88
HOS1204,Program,Delhi,53
HOS1205,Commercial,Chennai,281
HOS1206,Morning,BANGALORE,90
HOS1207,Car,Hyderabad,42
HOS1208,Free,Mumbai,72
HOS1209,Lot,Hyderabad,118
HOS1210,Energy,delhi,83
HOS1211,I,Mumbai,244
HOS1212,Firm,Chennai,103
HOS1213,One,Hyderabad,265
HOS1214,Doctor,Chennai,276
HOS1215,Answer,Delhi,4
HOS1216,Rock,Delhi,47
HOS1217,Lead,Chennai,45
HOS1218,Plan,Bangalore,106
HOS1219,Responsibility,Bangalore,14
HOS1220,Key,Delhi,210
HOS1221,Modern,Bangalore,276
HOS1222,Radio,Delhi,253
HOS1223,Leave,Chennai,223
HOS1224,Visit,Mumbai,97
HOS1225,Create,Mumbai,22
HOS1226,Water,Hyderabad,-1
HOS1227,And,Bangalore,1
HOS1228,Form,Bangalore,162
HOS1229,Recent,Delhi,132
HOS1230,Spend,Hyderabad,195
HOS1231,Rule,Hyderabad,78
HOS1232,Draw,Chennai,229
HOS1233,Why,Mumbai,120
HOS1234,Memory,Chennai,242
HOS1235,Out,Mumbai,141
HOS1236,On,Bangalore,78
HOS1237,What,chennai,90
HOS1238,Eat,Chennai,160
HOS1239,Set,Delhi,59
HOS1240,Character,Bangalore,79
INVALID_69,Draw,Hyderabad,114
HOS1242,Inside,Bangalore,110
HOS1243,Statement,Hyderabad,144
INVALID_54,Many,Hyderabad,132
HOS1245,Owner,Delhi,159
HOS1246,Anything,Chennai,31
HOS1247,Year,Chennai,259
HOS1248,Although,Mumbai,133
HOS1249,Purpose,Hyderabad,227
HOS1250,Perhaps,Bangalore,193
HOS1251,The,Hyderabad,202
HOS1252,Add,Mumbai,28
HOS1253,Environment,Bangalore,253
HOS1254,Kid,Mumbai,258
HOS1255,Source,Delhi,22
HOS1256,Staff,Bangalore,219
HOS1257,Wish,Delhi,153
HOS1258,Appear,Chennai,157
HOS1259,Before,Bangalore,39
HOS1260,Young,HYDERABAD,213
HOS1261,Way,Delhi,205
HOS1262,The,Bangalore,37
HOS1263,Reflect,Delhi,190
HOS1264,Girl,Hyderabad,89
HOS1265,Three,Mumbai,204
HOS1266,Kitchen,Hyderabad,80
HOS1267,Off,Mumbai,83
HOS1268,Enter,Bangalore,107
HOS1269,Apply,Bangalore,158
HOS1270,Special,DELHI,249
HOS1271,Tax,Bangalore,0
HOS1272,Son,Bangalore,7
HOS1273,Appear,Delhi,269
HOS1274,Hour,Mumbai,0
HOS1275,Artist,Hyderabad,5
HOS1276,Close,delhi,81
HOS1277,Speech,BANGALORE,78
HOS1278,Themselves,Bangalore,181
HOS1279,Situation,Bangalore,0
HOS1280,Hand,Chennai,300
HOS1281,Mother,Hyderabad,197
HOS1282,Million,Chennai,285
HOS1283,Hard,Hyderabad,263
HOS1284,Start,Delhi,9999
HOS1285,Only,Mumbai,168
HOS1286,Garden,Delhi,-1
HOS1287,Condition,Bangalore,254
HOS1288,World,Mumbai,206
HOS1289,Vote,Delhi,168
HOS1290,Director,Chennai,286
HOS1291,Color,Mumbai,61
HOS1292,Source,Mumbai,163
HOS1293,Garden,Delhi,120
HOS1294,However,Mumbai,53
HOS1295,Type,Hyderabad,211
HOS1296,Lead,Chennai,132
HOS1297,President,Chennai,58
INVALID_25,Station,Mumbai,181
HOS1299,Type,Bangalore,179
HOS1300,Candidate,Bangalore,102
HOS1301,History,Hyderabad,286
HOS1302,Politics,mumbai,30
HOS1303,American,Hyderabad,202
HOS0217,Dinner,Bangalore,273
HOS1305,Act,Hyderabad,157
HOS1306,Sign,mumbai,150
HOS1307,Talk,Chennai,9999
INVALID_57,Protect,Hyderabad,5
HOS1309,Skill,HYDERABAD,1
HOS1310,Leave,Delhi,163
HOS1311,Economic,Chennai,110
HOS1312,Third,Delhi,86
HOS1313,Indicate,Bangalore,74
HOS1314,Expert,Bangalore,185
HOS1315,Game,Bangalore,0
HOS1316,Follow,Bangalore,19
HOS1317,Four,Mumbai,77
HOS1318,Upon,Delhi,195
HOS1319,Eat,Chennai,150
HOS1320,Report,Bangalore,296
HOS1321,Charge,Hyderabad,243
HOS1322,Individual,Mumbai,231
HOS1323,Line,Bangalore,271
HOS1324,Perhaps,Bangalore,145
HOS1325,Be,bangalore,202
HOS1326,Hit,Chennai,93
HOS1327,Be,Mumbai,71
HOS1328,Either,Chennai,230
HOS1329,Finally,Delhi,11
HOS1330,Important,Hyderabad,-1
HOS1331,Strong,DELHI,132
HOS1332,Population,Chennai,115
HOS1333,Be,Bangalore,254
HOS1334,Add,Mumbai,52
HOS1335,First,BANGALORE,-1
HOS1336,Off,Mumbai,161
INVALID_7,West,Chennai,51
HOS1338,Maintain,Hyderabad,8
HOS1339,Soon,Mumbai,207
HOS1340,Score,Hyderabad,100
HOS1341,Wall,Mumbai,227
HOS1342,Tree,Delhi,33
HOS1343,Close,Chennai,250
HOS1344,Issue,Chennai,131
HOS1345,Sort,Delhi,277
HOS0614,Look,Delhi,95
HOS1347,Fly,Delhi,5
HOS1238,Help,delhi,209
HOS1349,Win,HYDERABAD,226
HOS1350,Win,Delhi,125
HOS1351,Commercial,Mumbai,78
HOS1352,Its,Hyderabad,135
HOS1353,Suffer,Mumbai,189
HOS1354,Yard,Bangalore,57
HOS1355,Not,Hyderabad,218
HOS1356,Both,Mumbai,253
HOS1357,Somebody,Mumbai,80
HOS1358,Executive,Mumbai,4
HOS1359,Probably,Chennai,64
HOS1360,Half,Chennai,273
HOS1361,None,Chennai,280
HOS1362,Wide,Mumbai,9999
HOS1363,Couple,Hyderabad,58
HOS1364,Break,Delhi,69
HOS1365,Mean,Mumbai,119
HOS1366,Best,Hyderabad,15
HOS1367,Forward,Bangalore,289
HOS1368,Late,Bangalore,184
HOS1369,Suddenly,Bangalore,132
HOS1370,Discover,Bangalore,183
HOS1371,Wrong,Mumbai,52
HOS1372,Knowledge,Mumbai,215
HOS1373,One,Bangalore,42
HOS1374,Save,hyderabad,45
HOS1375,It,delhi,35
HOS1376,Data,DELHI,79
HOS1377,Item,Delhi,189
HOS1378,Just,Delhi,78
HOS0244,Find,MUMBAI,56
HOS1380,Interesting,Chennai,38
HOS1381,Marriage,Mumbai,149
HOS1382,Hospital,Delhi,215
HOS1383,Draw,Chennai,209
HOS1384,Structure,Mumbai,165
HOS1385,Rest,Bangalore,96
HOS1386,Behind,Chennai,40
HOS1387,Few,Bangalore,173
HOS1388,Later,Chennai,266
HOS1389,Data,Mumbai,68
HOS1390,Together,Chennai,259
HOS1391,Notice,Delhi,294
HOS1392,Quite,Mumbai,267
INVALID_83,Agent,Mumbai,40
HOS1394,Hair,Bangalore,233
HOS1395,East,Delhi,8
HOS1396,Us,Chennai,254
HOS1218,Major,Delhi,12
HOS1398,Mouth,Bangalore,145
HOS1399,Role,Delhi,155
HOS1400,Near,Delhi,73
HOS1401,Thank,Delhi,85
HOS1402,Bit,DELHI,120
HOS1012,Build,hyderabad,19
INVALID_98,Mind,Delhi,143
HOS1405,Recognize,Hyderabad,107
HOS1406,Student,Hyderabad,168
HOS0018,Contain,Delhi,32
HOS1408,Figure,Hyderabad,-1
HOS1409,Manage,Bangalore,218
HOS1410,Become,Mumbai,97
HOS0857,Change,Hyderabad,21
HOS1412,Outside,Delhi,184
HOS1413,Cup,Mumbai,97
HOS1414,Happen,Delhi,11
HOS1415,Those,Delhi,59
HOS1416,Environmental,Hyderabad,241
HOS1417,Free,Bangalore,184
HOS1418,Well,Mumbai,193
HOS1419,Reach,Hyderabad,287
HOS1420,Heavy,Chennai,30
HOS1421,Cold,Bangalore,150
HOS1422,Wide,Hyderabad,235
HOS1423,Laugh,Hyderabad,197
HOS1424,Collection,Bangalore,260
HOS1425,Chair,Mumbai,281
HOS1426,Through,Hyderabad,296
HOS1427,Morning,Hyderabad,215
HOS1428,Firm,Bangalore,257
INVALID_46,Recently,Chennai,145
HOS1430,Nearly,Delhi,114
HOS1431,Church,Chennai,219
HOS1432,Close,chennai,154
HOS1433,Fight,Delhi,231
HOS1434,Commercial,Bangalore,138
HOS1435,Wide,Hyderabad,228
HOS1436,Foot,Mumbai,16
HOS0176,Story,Mumbai,238
HOS1438,Sometimes,Delhi,189
HOS1439,Glass,delhi,111
HOS1440,Travel,Delhi,280
HOS1441,Those,MUMBAI,240
HOS1442,By,hyderabad,44
HOS1443,Newspaper,Bangalore,196
HOS1444,Fill,Delhi,201
HOS1445,Board,Hyderabad,114
HOS1446,Sometimes,Mumbai,127
HOS1447,Foreign,Chennai,275
HOS1448,Operation,Chennai,12
INVALID_17,While,Hyderabad,113
HOS1450,Quickly,Mumbai,24
HOS1451,Garden,Bangalore,42
HOS1452,Can,BANGALORE,69
HOS1453,Clear,Chennai,9999
HOS1454,Evidence,Mumbai,210
HOS1455,Join,Delhi,295
HOS1456,Vote,Mumbai,268
HOS1457,Within,delhi,294
HOS1458,Former,Delhi,71
HOS1459,Card,Delhi,189
HOS1460,Magazine,Delhi,285
HOS1461,Effect,Chennai,97
HOS1462,Might,Delhi,253
HOS1463,Arm,Bangalore,271
HOS1464,Use,Chennai,42
HOS1465,Election,Delhi,163
HOS1466,Account,Bangalore,123
HOS1467,Such,Hyderabad,298
HOS1468,Girl,Bangalore,220
HOS1469,Memory,Hyderabad,87
HOS1470,Explain,Hyderabad,220
HOS1471,This,Bangalore,56
HOS1472,Future,Bangalore,214
HOS1473,Bit,Delhi,70
HOS1474,Build,Hyderabad,111
HOS1475,Guess,Chennai,211
HOS1476,Sport,Bangalore,179
HOS1477,Employee,Delhi,122
HOS1478,Develop,Chennai,167
HOS1479,Back,Bangalore,34
HOS1480,Watch,Delhi,168
HOS1481,Not,Bangalore,33
HOS1482,Sell,Bangalore,28
HOS1483,Adult,Bangalore,170
HOS1484,Reveal,Hyderabad,254
HOS1485,Serve,Delhi,230
HOS0996,Weight,Bangalore,263
HOS1487,Wear,Hyderabad,269
HOS1488,Price,Chennai,121
HOS1489,Find,Bangalore,220
HOS1490,Woman,Chennai,141
HOS1491,Statement,Hyderabad,32
HOS1492,Do,Mumbai,24
HOS1493,Fact,Chennai,190
HOS1494,Agent,Hyderabad,9
HOS1495,Strategy,Bangalore,226
HOS1496,Prove,Chennai,224
HOS1497,Beyond,BANGALORE,92
HOS1498,Return,Bangalore,88
INVALID_61,Skin,Bangalore,124
HOS1500,Increase,Bangalore,224
HOS1501,Generation,Delhi,258
HOS1502,Authority,BANGALORE,34
HOS1503,Light,Hyderabad,16
HOS1504,Piece,hyderabad,189
HOS1505,Voice,Delhi,33
HOS1506,Them,Bangalore,186
HOS1507,Collection,Mumbai,244
HOS1508,Have,Mumbai,205
HOS1509,Particular,Mumbai,273
HOS1510,Step,bangalore,264
HOS1511,Third,Bangalore,33
HOS1512,Matter,Mumbai,90
HOS1513,Voice,Mumbai,214
HOS1514,Everyone,Chennai,4
HOS1515,Ground,Hyderabad,54
HOS0843,Also,Mumbai,35
HOS1517,Letter,Chennai,107
HOS1518,Economy,Hyderabad,292
HOS1519,Toward,bangalore,199
HOS1520,Figure,Bangalore,280
HOS1521,Energy,Delhi,80
HOS1522,Several,Delhi,9999
HOS1523,May,hyderabad,90
HOS1524,Space,Chennai,95
HOS1525,Member,Delhi,95
HOS1526,Example,Bangalore,239
HOS1527,Season,Delhi,68
HOS1528,Statement,Hyderabad,173
HOS1529,Summer,Hyderabad,21
HOS1530,Degree,Chennai,92
HOS1531,Trial,Bangalore,249
HOS1532,Participant,Delhi,155
HOS1533,Can,Hyderabad,192
HOS0840,Short,Delhi,84
HOS1535,Fall,Delhi,113
HOS1536,Role,Mumbai,181
HOS1537,Fall,Bangalore,171
HOS1538,Soldier,Bangalore,43
HOS1539,Tonight,Chennai,69
HOS1540,Act,Mumbai,232
HOS1541,Ok,hyderabad,183
HOS1542,Crime,Bangalore,21
HOS1543,Pass,Bangalore,131
HOS1544,Clearly,Chennai,190
HOS1545,Plan,Chennai,73
HOS1546,Process,Hyderabad,192
HOS1547,Whom,Delhi,109
HOS1548,About,Bangalore,294
HOS1549,Practice,Hyderabad,120
HOS1550,Director,Mumbai,171
HOS1551,Article,Bangalore,146
INVALID_16,Easy,Chennai,18
HOS1553,Carry,Mumbai,169
HOS1554,For,Delhi,34
HOS1555,Challenge,Bangalore,65
HOS1556,Environment,Mumbai,58
HOS1557,Play,Delhi,65
HOS0937,Product,Mumbai,21
HOS1559,Political,Chennai,20
HOS1560,Whatever,Mumbai,164
HOS1561,Police,Hyderabad,183
HOS1562,Leave,Mumbai,104
HOS1563,Account,Delhi,74
HOS1564,Budget,Hyderabad,249
HOS1565,Call,Chennai,277
HOS1566,Fly,Hyderabad,124
HOS1567,Hope,Hyderabad,9999
HOS1568,Take,Chennai,284
HOS1569,Heart,Bangalore,163
HOS1570,Add,Bangalore,78
HOS1571,Professor,Mumbai,11
HOS1572,Stock,Mumbai,237
HOS1573,News,Delhi,87
HOS1574,Attorney,Delhi,25
HOS1575,Especially,delhi,237
HOS1576,Model,Mumbai,203
HOS1577,Red,HYDERABAD,199
HOS1578,Question,Bangalore,141
HOS1579,Matter,Hyderabad,0
HOS1580,Coach,Bangalore,28
HOS1581,Less,Mumbai,26
HOS1582,Set,Delhi,58
HOS1583,There,delhi,27
HOS1584,Study,DELHI,152
HOS1585,Place,Bangalore,78
HOS1586,Some,Chennai,18
HOS1587,Yeah,mumbai,0
HOS1588,Amount,Chennai,219
HOS1589,Hold,Delhi,291
HOS1590,Prove,Chennai,68
HOS1591,Score,Mumbai,82
HOS1592,Light,Delhi,172
HOS1593,Create,Hyderabad,151
HOS1594,Let,Hyderabad,148
HOS1595,President,hyderabad,164
HOS0864,Reflect,Delhi,10
HOS1597,Hospital,Mumbai,211
HOS1598,Number,Bangalore,179
HOS1599,Fast,Bangalore,60
HOS1600,Middle,Mumbai,213
HOS1601,Score,Mumbai,126
