AccountID,CustomerID,Balance,AccountType,OpenDate,Status
ACC1159,CUS0007,43338.21,Pick,25-08-2024,Active
ACC1160,CUS0014,25425.05,Recognize,2023-09-22,Frozen
ACC1161,CUS0016,37654.13,Service,05/07/2024,Active
ACC1162,CUS0017,17622.81,Sing,05-06-2022,Inactive
ACC1163,CUS0011,11408.93,Friend,12-03-2022,Active
ACC1164,CUS0013,12791.08,Conference,11/06/2023,Frozen
ACC1165,CUS0004,37070.71,Spend,01/25/2023,Active
ACC0645,CUS0001,28335.65,Worker,2023-08-16,Active
ACC1167,CUS0013,1101.34,Bed,17-11-2023,Active
ACC1168,CUS0011,14383.51,Name,04/15/2022,Frozen
ACC1169,CUS0003,14413.14,However,09/04/2023,Active
ACC1170,CUS0004,49141.65,Time,2023-12-25,Frozen
ACC1171,CUS0004,34437.33,Teach,2024-02-18,Active
ACC1172,CUS0011,23346.12,Others,08-06-2024,Frozen
ACC1173,CUS0012,4354.16,Rest,21-09-2024,Active
ACC1174,CUS0011,47703.83,Everything,16-06-2022,inactive
ACC1175,CUS0014,26059.55,Republican,2022-05-14,Frozen
ACC1176,CUS0012,34147.43,Deep,01-03-2023,Inactive
ACC1177,CUS0020,35066.14,East,01/18/2023,Frozen
ACC1178,CUS0007,10401.09,Friend,07-01-2022,Inactive
ACC1179,CUS0018,15016.84,Benefit,2024-06-03,Active
ACC1180,CUS0006,46597.49,Instead,07/25/2023,Active
ACC1181,CUS9999,34823.24,Citizen,01-10-2023,Inactive
ACC1182,CUS0019,31122.81,Loss,2023-06-25,Inactive
ACC1183,CUS0019,43948.68,Idea,24-04-2022,Frozen
ACC1184,CUS0012,21530.07,Project,05/26/2024,Active
ACC1185,CUS0014,-3776.29,Blue,19/07/2022,Inactive
ACC1186,CUS0009,,Owner,07/23/2023,Active
ACC1187,CUS0012,21828.98,Trade,26/08/2022,Inactive
ACC1188,CUS0019,6024.39,Through,22-03-2024,Frozen
ACC1189,CUS0015,24883.88,Own,2022-12-21,frozen
ACC1190,CUS0019,8057.85,Even,2024-11-15,Active
ACC1191,CUS0002,46122.02,Parent,11-12-2022,Inactive
ACC1192,CUS0002,42673.13,Approach,22/01/2024,Active
ACC1193,CUS0005,13521.52,Effect,07-04-2023,Inactive
ACC1194,CUS0017,10115.67,Six,27-07-2022,Inactive
ACC1195,CUS0003,1426.1,Easy,23/05/2022,Active
ACC1196,CUS0002,25764.14,Really,12/05/2023,Active
ACC1197,CUS0014,-1387.44,Quickly,03/06/2024,Inactive
ACC1198,CUS0001,13292.63,Particularly,12/10/2024,INACTIVE
ACC1199,CUS0003,22031.88,Card,18/04/2022,Frozen
ACC1200,CUS0006,35623.26,Else,29/06/2022,Active
ACC1201,CUS0018,16271.6,Future,06-11-2024,Frozen
ACC1202,CUS0017,3048.88,Attorney,12/06/2024,Active
ACC0617,CUS0006,,Participant,22/10/2024,Inactive
ACC1204,CUS0003,,Possible,17/03/2023,frozen
ACC1205,CUS0009,18342.41,Cover,27/06/2022,Inactive
ACC1206,CUS0008,-3240.3,Choice,2023-12-05,Frozen
ACC1207,CUS0016,-4920.74,Plan,07/23/2022,Frozen
ACC1208,CUS0019,4249.77,Beautiful,12-11-2023,Inactive
ACC1209,CUS0019,22955.47,Tough,12/12/2024,Frozen
ACC1210,CUS0002,18157.34,Begin,2022-06-10,Frozen
ACC1211,CUS0014,49220.87,Current,2023-08-07,Active
ACC1212,CUS0009,,Star,07-06-2024,Frozen
ACC1213,CUS0012,34667.79,Politics,07/29/2022,Frozen
ACC1214,CUS0017,21614.7,Outside,11/08/2022,Frozen
ACC1215,CUS0012,25004.87,Just,12/06/2024,Inactive
ACC1216,CUS0006,2402.51,Make,05/19/2023,Frozen
ACC1217,CUS0020,46382.3,Cost,10-08-2024,Inactive
ACC1218,CUS0005,9693.74,End,11/15/2024,Frozen
ACC1219,CUS0005,,Million,03/04/2024,Inactive
ACC1220,CUS0006,Five Hundred,Drive,2022-08-30,Active
ACC1221,CUS0015,0,Above,2024-05-16,Active
ACC1222,CUS0020,7999.67,Determine,17-05-2022,Active
ACC1223,CUS0019,21216.49,Number,10/30/2023,Inactive
INVALID_27,CUS0002,31909.2,Return,2024-06-29,Frozen
ACC1225,CUS0009,1486.41,Very,17-11-2023,Frozen
ACC1226,CUS0009,13517.82,Sport,26-01-2022,Active
ACC1227,CUS0019,22416.33,Article,2024-09-18,Active
ACC0014,CUS0012,1428.88,Shake,25-05-2023,Active
ACC1229,CUS0002,4696.63,Lead,06-10-2024,Frozen
ACC1230,CUS0005,16765.78,Sport,05/05/2024,Active
ACC1231,CUS0018,24474.29,Everyone,01/12/2023,Frozen
ACC1232,CUS0011,Twenty Five Thousand,Evidence,2023-03-16,Active
ACC1233,CUS0012,21678.74,Prove,04-02-2024,Active
ACC1234,CUS0008,14214.71,Drug,2024-01-10,Inactive
ACC1235,CUS0008,9865.76,Audience,2022-11-27,Frozen
ACC1236,CUS0019,35524.42,Choice,04/22/2024,Inactive
ACC1237,CUS0008,45694.48,Imagine,01-03-2024,Frozen
ACC1238,CUS0005,9882.08,Save,29/06/2023,Active
ACC1239,CUS0009,16461.97,Production,06-03-2023,Active
ACC1240,CUS0003,5102.16,Experience,01/06/2024,Frozen
ACC1241,CUS0015,12777.76,Catch,13/03/2022,Active
ACC1242,CUS0015,13130.2,Action,17-01-2023,Inactive
ACC1243,CUS0012,8204.2,Minute,2023-12-29,Inactive
ACC1244,CUS0007,26851.25,Yeah,19-11-2023,Inactive
ACC1245,CUS0006,41520.04,Write,11/06/2024,Frozen
ACC1246,CUS0007,43387.8,Civil,2022-06-27,Frozen
ACC1247,CUS0008,22761.33,Hour,08-07-2023,Frozen
ACC1248,CUS0014,11385.47,Son,2023-10-16,Frozen
ACC1249,CUS0002,3285.65,Effect,10/01/2022,Active
ACC1250,CUS0019,25594.7,Boy,13/05/2023,Active
ACC1251,CUS0014,1462.87,Boy,09-03-2024,Inactive
ACC1252,CUS0009,38693.4,Popular,19-03-2023,Active
ACC1253,CUS0019,,Effort,02/26/2022,Inactive
ACC1254,CUS0012,6361.06,Choice,03/17/2022,Inactive
ACC1255,CUS0012,4817.99,Put,19-01-2022,Inactive
ACC1256,CUS0006,18231.58,Democratic,04/04/2022,Frozen
ACC1257,CUS0004,6886.42,Fire,2023-06-27,Inactive
ACC1258,CUS0006,5769.97,Age,18/11/2024,Active
ACC1259,CUS0001,Twenty Five Thousand,Possible,2022-01-04,Inactive
ACC1260,CUS0020,43444.79,Hair,08/10/2023,Active
ACC1261,CUS0011,13721.83,During,2022-08-29,Inactive
ACC1262,CUS0005,25617.71,Suddenly,27/09/2023,Inactive
ACC1263,CUS0001,28651.56,Leg,04/18/2024,Frozen
ACC1264,CUS0016,42748.75,Present,05/20/2022,INACTIVE
ACC1265,CUS0012,9883.22,Federal,02/05/2024,Active
ACC1266,CUS0003,33443.71,Later,2023-02-03,Frozen
ACC1267,CUS0015,14846.99,As,2022-10-25,Active
ACC1268,CUS0005,22321.69,Large,07/06/2024,Inactive
ACC1269,CUS0001,6919.86,Prove,04/24/2023,Frozen
ACC1270,CUS0005,34141.26,Different,10/12/2024,Inactive
ACC1271,CUS0017,42286.56,Want,01/28/2022,Active
INVALID_76,CUS0009,25357.4,East,22/08/2023,frozen
ACC1273,CUS0004,15905.56,Choice,30/07/2024,Active
ACC1274,CUS0006,26993.56,State,22/08/2024,Active
ACC1275,CUS0001,45202.95,Wife,2024-04-25,Frozen
ACC1276,CUS0013,4607.68,Structure,2022-05-21,Active
ACC1277,CUS0019,13427.0,Card,2023-07-18,Active
ACC1278,CUS0016,35106.56,Face,15/03/2024,Inactive
ACC1279,CUS0015,42985.37,Television,2022-09-25,Inactive
ACC1280,CUS0017,31137.19,Three,2022-12-04,Inactive
ACC0709,CUS0019,13148.97,Pay,04/16/2024,Inactive
ACC1282,CUS0016,11989.25,Final,2022-04-01,Frozen
ACC1283,CUS0016,27903.07,Building,11/07/2022,Frozen
ACC1284,CUS9999,29529.1,Over,09/21/2023,frozen
ACC1285,CUS0014,8916.53,Option,2023-11-15,Frozen
ACC1286,CUS0018,10900.07,Fear,2022-07-19,Inactive
ACC1287,CUS0014,48145.66,Agree,05/04/2023,Inactive
ACC0542,CUS0006,9347.44,Board,02/12/2023,Inactive
ACC1289,CUS0003,24869.22,Close,2022-12-27,Active
ACC1290,CUS0005,13674.08,Though,13-02-2022,Frozen
ACC1291,CUS0007,28750.49,Over,10/27/2024,Frozen
ACC1292,CUS0002,19427.92,Leg,02-08-2023,Active
ACC1293,CUS0013,7344.88,Increase,13/12/2022,Frozen
ACC1294,CUS0016,6596.14,Act,01/15/2024,Frozen
ACC1295,CUS0019,39690.31,Data,05-05-2022,Inactive
ACC1296,CUS0011,1815.18,Kitchen,16/12/2022,Frozen
ACC1297,CUS0020,4391.83,Sure,2023-02-25,Active
ACC1298,CUS0010,5719.79,Family,20/04/2022,Inactive
INVALID_3,CUS0019,26691.42,Ability,09/20/2023,Frozen
ACC1300,CUS0018,26128.73,Top,09-07-2022,INACTIVE
ACC1301,CUS0002,45935.33,Why,22-04-2023,Active
ACC1302,CUS0011,9295.39,Wear,2022-11-06,Active
ACC1303,CUS0003,13665.89,Less,07/17/2023,Active
ACC1304,CUS0012,Ten Thousand,Necessary,19-08-2024,Inactive
ACC1305,CUS0007,43845.81,Strong,20/04/2023,Inactive
ACC1306,CUS0006,18454.31,Marriage,09/28/2023,Active
ACC1307,CUS0010,48764.87,Single,05/04/2022,Active
ACC1308,CUS0017,28316.45,Man,01/03/2024,ACTIVE
ACC1309,CUS0016,46738.84,Mention,12/03/2022,Active
ACC1310,CUS0010,-111.25,Century,17-12-2023,Frozen
ACC1311,CUS0020,19281.46,Dog,2023-12-29,Inactive
ACC1312,CUS0002,6551.19,Either,2022-09-14,Frozen
ACC1313,CUS0007,31384.9,Imagine,03/11/2023,Inactive
ACC1314,CUS0019,27638.9,Arm,03/16/2023,Inactive
ACC1315,CUS0012,,Result,11/02/2023,Active
ACC1316,CUS0004,17726.85,By,05/18/2024,Active
ACC1317,CUS0010,49826.09,Without,2023-01-31,Active
ACC1318,CUS0004,15034.02,Value,03/06/2022,Active
ACC1319,CUS0017,Ten Thousand,Plan,09/26/2023,Frozen
ACC1320,CUS0002,29205.2,Total,2024-08-25,Inactive
ACC1321,CUS0014,45926.27,Free,12-12-2022,Frozen
ACC1322,CUS0003,47834.81,Model,02/05/2023,Frozen
ACC1323,CUS0020,22822.1,Staff,08-06-2022,Active
ACC1324,CUS0002,20237.89,Throughout,02/04/2022,INACTIVE
ACC1325,CUS0004,14000.57,Environmental,2024-05-04,Active
ACC1326,CUS0005,5167.81,Total,11-11-2024,Frozen
ACC1327,CUS0006,39662.16,Property,27/10/2024,Frozen
ACC1328,CUS0018,10412.59,Home,17-12-2024,Inactive
ACC1329,CUS0015,22553.1,Rise,19/11/2022,Active
ACC1330,CUS0004,22158.16,Culture,11/11/2022,Frozen
ACC1331,CUS0007,3069.48,Perhaps,2022-09-05,Inactive
ACC1332,CUS0016,7848.7,Development,04-08-2024,Active
ACC1333,CUS0017,1847.12,Three,13-08-2024,Frozen
ACC1334,CUS0008,18134.14,Health,09/09/2024,inactive
ACC1335,CUS0010,29312.91,Two,02-01-2023,Inactive
ACC1336,CUS0011,46491.37,Responsibility,2024-06-06,Active
ACC1337,CUS0017,8667.21,Movement,05/09/2023,Active
ACC1338,CUS0010,-2031.74,Guess,16/02/2023,Frozen
ACC1339,CUS0020,,Last,11/21/2024,Frozen
ACC1340,CUS0018,-2788.42,Blue,03/21/2024,Inactive
ACC1341,CUS0003,,Shoulder,14/07/2023,Active
ACC1342,CUS0003,37575.11,Size,04/17/2022,Frozen
ACC1343,CUS0007,5946.03,Positive,09/06/2023,Inactive
ACC1344,CUS0006,43062.53,Country,06-11-2024,Active
ACC0569,CUS0014,24718.85,Of,2024-12-27,Frozen
ACC0279,CUS0016,29449.81,Campaign,18-04-2024,Active
ACC1347,CUS0007,22754.33,Between,10/01/2023,Active
ACC1348,CUS0012,2251.99,Career,2024-07-07,Active
ACC1349,CUS0014,42945.49,Allow,2022-12-16,Inactive
ACC1350,CUS0014,18232.21,You,2024-08-15,Active
ACC1351,CUS0008,11716.3,Away,20-07-2024,Active
ACC1352,CUS0013,42849.38,Too,2023-12-02,Frozen
ACC1353,CUS0002,47158.97,Choose,09/03/2023,Inactive
ACC1354,CUS0020,37993.76,Best,2023-06-08,Active
ACC1355,CUS0019,25797.51,Most,2023-03-26,Frozen
ACC1356,CUS0020,2899.77,Their,31/01/2024,Active
ACC1357,CUS0013,31432.24,Discover,01-08-2022,Frozen
ACC1358,CUS0004,44967.77,So,08/01/2024,Inactive
ACC1359,CUS0006,25061.57,Back,22-05-2022,Frozen
ACC1360,CUS0015,30009.28,Check,12/01/2023,Frozen
ACC1361,CUS0018,12436.17,He,08/10/2023,Active
ACC1362,CUS0012,8982.7,For,29-07-2022,Frozen
ACC1363,CUS0009,48450.53,Ever,14/07/2022,Inactive
ACC1364,CUS0017,11206.81,Move,07/04/2024,ACTIVE
ACC1365,CUS0013,45232.72,Actually,02/03/2023,Inactive
ACC1366,CUS0002,17703.23,He,11/25/2022,Active
ACC1367,CUS0017,Twenty Five Thousand,Tough,2024-06-13,Frozen
ACC1368,CUS0003,42422.13,Standard,06-03-2023,ACTIVE
ACC1369,CUS0002,32542.61,More,23-12-2022,ACTIVE
ACC1370,CUS0017,4729.23,Bank,09/17/2024,Active
ACC1371,CUS0017,1464.77,Final,01/18/2022,Active
ACC1372,CUS0009,10271.74,Particularly,2022-10-20,Inactive
ACC1373,CUS0009,11316.12,Mission,25-11-2024,ACTIVE
ACC1374,CUS9999,8135.51,The,2023-11-09,Frozen
ACC1375,CUS0008,34633.47,Top,10/11/2022,Frozen
ACC1376,CUS0020,,Father,03/10/2024,Active
ACC1377,CUS0005,28972.81,Show,2022-06-11,Active
ACC0251,CUS0019,35501.39,Mean,16-05-2024,Active
ACC1379,CUS0002,40036.53,Mention,2024-06-22,Active
ACC1380,CUS0019,,Computer,2022-09-10,Active
ACC1381,CUS0005,15748.2,Certain,07-12-2022,Inactive
ACC1382,CUS0013,35902.61,Compare,12/05/2023,Frozen
ACC1383,CUS0007,3343.85,Prove,09-08-2022,Active
ACC1384,CUS0018,34210.53,Paper,25-01-2023,Frozen
ACC1385,CUS0004,44648.02,Bad,2023-05-24,Active
ACC1386,CUS0003,27518.31,Fear,05/23/2022,Active
ACC1387,CUS0005,31088.34,Loss,2024-04-26,Active
ACC1388,CUS0016,10226.33,Its,01/01/2024,Frozen
ACC1389,CUS0019,10490.25,Heart,06/23/2022,Inactive
ACC1390,CUS0014,30944.83,Discover,06-06-2022,Inactive
ACC1391,CUS0008,19044.56,There,27/10/2023,ACTIVE
ACC1392,CUS0012,16151.9,Think,04-08-2022,Active
ACC1393,CUS0009,6671.73,From,07/02/2023,Inactive
ACC1394,CUS0017,14511.87,Get,2023-08-28,Active
ACC1395,CUS0014,18424.15,First,2024-08-30,Inactive
ACC1396,CUS0008,48813.98,Phone,18/05/2023,Inactive
ACC1397,CUS0005,8786.69,Level,03-08-2024,Frozen
ACC1398,CUS0005,49506.92,Page,01/08/2022,Active
ACC0366,CUS0006,17516.43,Cultural,21-12-2023,Inactive
ACC1400,CUS0009,14740.79,Enough,2022-09-21,Frozen
ACC1401,CUS0019,41267.26,Care,22/07/2024,Inactive
ACC1402,CUS0007,14117.92,Wait,21-11-2023,Active
ACC1403,CUS0007,28475.65,Head,04/06/2024,Active
ACC1404,CUS0006,21812.46,Anything,26-10-2024,Active
ACC1405,CUS0005,47062.2,Top,07/12/2022,INACTIVE
ACC1406,CUS0020,29857.58,Us,28-06-2023,Frozen
ACC0439,CUS9999,46729.85,Service,11/13/2024,Frozen
ACC1408,CUS0013,48833.08,Through,2024-10-17,Frozen
ACC1409,CUS0014,29184.08,Cover,07/13/2022,Frozen
ACC1410,CUS0002,35947.36,Quality,03/03/2022,Frozen
ACC1411,CUS0011,40855.08,Sometimes,29/05/2022,Active
ACC1412,CUS0010,41825.4,Heavy,24-02-2024,Inactive
ACC1413,CUS0011,47239.42,Toward,2023-01-11,Active
ACC1414,CUS0014,28357.05,Rate,2024-07-01,Inactive
ACC1415,CUS0011,38472.96,East,13/08/2022,Inactive
ACC1416,CUS0008,40849.77,Nor,2022-05-10,Active
ACC1417,CUS0012,13916.87,Newspaper,21/09/2022,Active
ACC1418,CUS0010,10106.42,Black,14-10-2023,Active
ACC1134,CUS0020,24347.23,Toward,2023-02-11,Active
ACC1420,CUS0014,44687.29,Size,08/12/2024,Inactive
ACC1421,CUS0013,16160.58,Rule,21/06/2024,Frozen
ACC1422,CUS0010,26603.76,Test,31-08-2024,Active
ACC1423,CUS0004,,West,2022-12-12,Frozen
ACC1424,CUS0013,4879.35,Thank,05/10/2022,Inactive
ACC1425,CUS0001,38708.3,Back,09/06/2023,Inactive
ACC1426,CUS0002,45507.84,Role,28/06/2024,Inactive
ACC1427,CUS0013,19217.06,Task,14/08/2023,ACTIVE
ACC1428,CUS0003,24966.14,Worry,18/05/2023,Inactive
ACC1429,CUS0011,3876.61,Democrat,23-09-2023,Frozen
ACC1430,CUS0015,-3561.15,Action,07/11/2023,Frozen
ACC1431,CUS0019,19709.48,Difference,29/03/2024,Frozen
ACC1432,CUS0010,37477.5,Get,12/31/2023,Frozen
ACC1433,CUS0006,47734.07,Hit,06/07/2024,Frozen
ACC1293,CUS0017,2035.78,Congress,05/21/2023,Active
ACC1435,CUS0010,10119.69,Test,2024-11-29,Inactive
ACC1436,CUS0015,20043.94,Scene,2024-03-27,Frozen
ACC1437,CUS0001,23599.3,Main,25/03/2023,Inactive
ACC1438,CUS0015,26779.28,Firm,23-11-2022,Active
ACC1439,CUS0007,16565.53,Defense,2022-05-05,Frozen
ACC1440,CUS0011,34436.99,Let,08/19/2023,Active
ACC1441,CUS0009,-4212.59,Test,27-12-2022,Active
ACC1442,CUS0016,30764.29,War,21-05-2022,ACTIVE
INVALID_62,CUS0001,40177.12,Happen,06-03-2024,FROZEN
INVALID_42,CUS0019,23863.35,Describe,24/02/2022,Active
ACC1445,CUS0012,35639.03,Ball,10/04/2022,Inactive
ACC1446,CUS0005,13974.99,Course,26-08-2023,Inactive
ACC1447,CUS0016,20234.01,Specific,10/25/2024,Inactive
ACC1448,CUS0012,35164.91,Walk,26-10-2022,Frozen
ACC1449,CUS0001,38388.51,Important,2024-07-11,Active
ACC1450,CUS0003,49019.29,Knowledge,26-01-2024,FROZEN
ACC1451,CUS0016,44695.34,Assume,27-10-2022,Inactive
ACC1452,CUS0004,5481.84,Situation,2022-05-16,Inactive
ACC1453,CUS0009,9560.0,Why,03/01/2022,Inactive
ACC1454,CUS0011,37329.87,Computer,20-08-2023,Inactive
ACC1455,CUS0019,5054.52,Upon,03/11/2023,Frozen
ACC1456,CUS0001,20397.65,Trouble,27/09/2024,Active
ACC1457,CUS0005,-3267.96,Too,17-07-2022,Inactive
ACC1458,CUS0016,,Degree,10/25/2022,Active
ACC1459,CUS0015,16088.14,Later,12/22/2024,Frozen
ACC1460,CUS0005,14508.62,Production,2024-01-14,Active
ACC1461,CUS0009,,Machine,28-01-2022,FROZEN
ACC1462,CUS0009,48560.04,Political,01/04/2022,Inactive
ACC1463,CUS0006,11245.57,Training,2022-09-29,Active
ACC1464,CUS0005,38701.01,Good,02/19/2024,Inactive
ACC1465,CUS0013,33527.97,Short,2023-10-18,Frozen
ACC1466,CUS0010,11880.14,Fight,2022-10-13,Frozen
ACC1467,CUS0017,34600.89,Majority,08/30/2024,Active
ACC1468,CUS0018,36634.48,Home,04-06-2024,Frozen
ACC1469,CUS0010,10877.14,Figure,23-04-2024,Frozen
ACC1470,CUS0013,48234.14,Car,22-07-2024,Frozen
ACC1471,CUS0002,38399.29,Decision,18/06/2022,Active
ACC1472,CUS0012,12796.33,Into,30-01-2024,Inactive
ACC1473,CUS0004,26560.68,Parent,2024-05-20,Frozen
ACC1474,CUS0005,4519.54,Democrat,20-07-2024,Active
ACC0400,CUS0008,0,Know,2024-10-01,Active
ACC1476,CUS0007,11686.83,Live,09-03-2024,Frozen
ACC1477,CUS0012,14301.35,Color,16-07-2024,Active
ACC1478,CUS0009,2961.99,Late,2023-07-08,Frozen
INVALID_38,CUS0015,0,Lay,30/01/2023,Frozen
ACC1480,CUS0018,20625.35,Follow,11/11/2022,Active
ACC1481,CUS0004,44894.19,Economic,07/13/2024,Frozen
ACC1482,CUS9999,33515.12,Plant,23/04/2023,Active
ACC1483,CUS0010,2676.13,Phone,12/02/2024,Active
ACC1484,CUS0020,33025.81,Perform,09/18/2023,Inactive
ACC1485,CUS0007,46019.46,Turn,2022-07-04,INACTIVE
ACC1486,CUS9999,9624.51,Program,09/24/2024,Active
ACC1487,CUS0018,13250.82,Open,07/10/2022,Frozen
ACC1488,CUS0019,Twenty Five Thousand,Change,20-12-2024,Active
ACC1489,CUS0003,23098.72,Might,2024-09-11,Inactive
ACC1242,CUS0003,39284.82,Difficult,12/15/2023,Active
ACC1491,CUS0012,39543.45,Something,05/13/2024,Active
ACC1492,CUS0006,17439.44,Most,23-04-2022,Frozen
ACC1493,CUS0003,25317.93,Image,06/29/2024,Active
ACC1494,CUS0020,30249.09,Idea,02/11/2024,Active
ACC1495,CUS0010,20151.65,Hold,2022-09-12,Active
INVALID_44,CUS0009,16596.77,Physical,2024-11-17,Frozen
ACC1497,CUS0011,49901.69,Southern,01/06/2023,Inactive
ACC1498,CUS0010,3517.77,Remember,01/04/2023,Inactive
ACC1499,CUS0018,49313.77,Then,12/18/2023,Inactive
ACC1500,CUS0005,25877.31,Their,2024-07-29,Inactive
ACC1501,CUS0014,12091.42,Us,07/09/2022,Frozen
ACC1502,CUS0003,1104.15,Clear,29-10-2024,Inactive
ACC1503,CUS0020,17239.51,Everybody,20/03/2023,Inactive
ACC1504,CUS0003,7132.66,Technology,06-06-2023,Inactive
ACC1505,CUS0017,20942.73,Behind,11-04-2022,inactive
ACC1506,CUS0018,27965.77,Majority,07/05/2022,Frozen
ACC0211,CUS0013,6016.78,Throw,26-07-2023,Active
ACC1508,CUS0012,14549.57,Talk,08/24/2023,Frozen
ACC1509,CUS0009,35452.39,Heavy,24/02/2024,Frozen
ACC0570,CUS0001,Five Hundred,Talk,28/07/2022,Frozen
ACC1511,CUS0020,18956.13,Analysis,09-06-2023,Inactive
ACC1512,CUS0001,28149.52,Clearly,24/10/2023,Active
ACC1513,CUS0013,42496.32,College,2022-11-27,Inactive
ACC1514,CUS0004,30240.91,Especially,25/02/2022,Active
ACC1515,CUS0013,39906.52,Allow,07-01-2024,Frozen
ACC1516,CUS0009,4277.12,Way,08/10/2022,Frozen
ACC1517,CUS0003,36064.31,Piece,08/19/2022,Inactive
ACC1518,CUS0003,,Scientist,23-06-2023,Active
ACC1519,CUS0003,37837.24,City,18-11-2024,Active
ACC1520,CUS0002,13579.21,Expert,25/11/2023,Active
ACC1521,CUS0009,27805.52,Event,02/11/2022,Active
ACC1522,CUS0006,41548.94,Middle,11/01/2022,FROZEN
ACC1523,CUS0013,7376.65,Health,19-03-2024,inactive
ACC1524,CUS0014,21552.89,Gas,30/03/2024,Active
ACC1525,CUS0016,45983.0,Risk,11/12/2023,Inactive
ACC1365,CUS0013,37692.69,Happy,20-10-2024,Active
ACC1527,CUS0011,47519.43,According,06/03/2023,Inactive
ACC1528,CUS0015,1302.95,Poor,06/02/2023,Inactive
ACC1529,CUS0003,13903.04,White,03/09/2023,Frozen
ACC1530,CUS0017,32364.9,Window,24-03-2022,Frozen
ACC1531,CUS0011,42771.66,Understand,06/25/2024,Inactive
ACC1532,CUS0008,29951.88,Great,07/17/2023,Frozen
ACC1533,CUS0011,47736.79,Pick,05-01-2024,Active
ACC1534,CUS0001,36256.78,Tax,05-05-2022,Active
ACC1535,CUS9999,44071.56,Surface,14/11/2022,Active
ACC1536,CUS0005,Five Hundred,Do,11-11-2022,Inactive
ACC1537,CUS0006,19971.77,Into,25-04-2024,Inactive
ACC1538,CUS0004,18059.22,Give,03/30/2024,Inactive
ACC1539,CUS0010,,Fact,2024-02-03,Active
ACC1540,CUS0018,34633.46,Magazine,2024-06-27,Active
ACC1541,CUS0011,19004.41,Be,2022-02-08,Active
ACC1542,CUS0006,43626.63,Detail,16-07-2024,Active
ACC1543,CUS0007,29318.94,Together,13/05/2022,Inactive
ACC1544,CUS0011,Ten Thousand,Win,28-02-2023,Inactive
ACC1545,CUS0011,28250.59,However,2024-11-04,Inactive
ACC1546,CUS0019,49812.06,Get,01/11/2024,Active
ACC1547,CUS0017,42187.94,Artist,10/04/2022,Inactive
ACC1548,CUS0017,29138.65,Really,16-11-2023,Active
ACC1549,CUS0013,22425.85,Small,2024-03-20,Active
ACC1550,CUS0012,47051.75,Building,24-03-2024,Inactive
ACC1551,CUS0009,16089.92,Nothing,08-07-2022,Inactive
ACC1552,CUS0020,4868.34,But,2024-04-08,Frozen
ACC1553,CUS0020,47958.86,Five,2024-02-20,Frozen
ACC1554,CUS0020,,Picture,21-08-2022,Frozen
ACC1555,CUS0004,7057.2,Listen,28-05-2024,Frozen
INVALID_48,CUS0007,24718.32,Whom,2022-08-23,Inactive
ACC1557,CUS0005,,Several,08/02/2022,Active
ACC1558,CUS0018,23792.22,Large,09-12-2024,Active
ACC0206,CUS0006,18057.8,Determine,16/01/2023,Inactive
ACC1560,CUS0020,0,Inside,2022-09-01,Frozen
ACC1561,CUS0017,2718.07,They,2022-07-03,Active
ACC1562,CUS0004,39733.13,Imagine,23-04-2024,Frozen
ACC1563,CUS0020,2391.91,Month,17-04-2022,Inactive
ACC1564,CUS0010,18107.01,Rule,14-11-2022,Frozen
ACC1565,CUS0004,16282.93,Stay,11/07/2023,Inactive
ACC1566,CUS0015,8455.66,Clearly,09/11/2023,Frozen
ACC1492,CUS0009,1130.55,Enough,05/28/2023,Frozen
ACC1568,CUS0012,37568.63,Each,14-01-2023,Frozen
ACC1569,CUS0006,41829.01,About,05/28/2022,Inactive
ACC1570,CUS0006,25019.66,Establish,2023-02-16,Frozen
ACC1571,CUS0008,38512.27,Contain,2023-02-18,Active
ACC1572,CUS0013,30457.21,Leader,02/20/2023,Active
ACC1573,CUS0003,26272.63,Story,28/11/2022,Active
ACC1574,CUS0002,42697.21,Sit,23-04-2024,Active
ACC1575,CUS0009,47813.15,Grow,2023-02-26,Active
ACC1576,CUS0016,28340.4,Some,2023-02-23,Frozen
ACC1577,CUS0007,43697.51,Concern,07-08-2022,Frozen
ACC1578,CUS0015,36070.84,Model,2024-08-20,Active
ACC1579,CUS0009,43726.57,News,15/06/2023,Active
ACC1580,CUS0019,Ten Thousand,More,2023-07-24,Inactive
ACC1581,CUS0013,34848.83,Human,05-08-2024,inactive
ACC1582,CUS0005,9525.54,Cup,21/01/2024,Inactive
ACC1583,CUS0006,38048.05,Begin,2023-01-26,Active
ACC1430,CUS0004,12417.64,Task,2022-05-30,Frozen
INVALID_65,CUS0005,43682.78,Available,09/18/2022,Active
ACC1185,CUS0007,31326.91,Probably,2024-04-14,Inactive
ACC1587,CUS0002,4278.48,International,01/11/2023,Active
ACC1588,CUS0010,Ten Thousand,Employee,04-02-2022,Active
ACC1589,CUS0011,10112.1,Factor,2022-03-21,Inactive
ACC1590,CUS0013,46385.69,Subject,2024-11-23,Inactive
ACC1591,CUS0018,5710.63,Serve,16/03/2023,Active
ACC1592,CUS0006,49498.51,Their,2022-06-23,Inactive
ACC1593,CUS0003,35104.34,Lead,03/02/2024,Frozen
ACC1594,CUS0010,33359.06,Mouth,23-05-2023,Frozen
ACC1595,CUS0002,Ten Thousand,Summer,27/03/2023,Active
ACC1596,CUS0002,8361.45,Fine,02-03-2022,Frozen
