LoanID,CustomerID,LoanType,LoanAmount,InterestRate,StartDate,Status
LOA0777,CUS0007,Personal,41634.11,22306.51,05/05/2022,Eat
LOA0778,CUS0008,Education,40983.38,35191.81,12-06-2023,Civil
LOA0779,CUS0018,Education,23529.4,Five Hundred,2022-09-26,Different
LOA0780,CUS0017,Education,45015.94,163.64,22/02/2023,Up
LOA0781,CUS0017,Personal,48083.33,19073.88,25/02/2023,Table
LOA0782,CUS0001,Education,10459.64,-1765.21,2022-04-15,Feel
LOA0783,CUS0009,Education,9668.88,12541.91,07/05/2023,Agree
LOA0784,CUS0008,Car,37511.96,22130.03,08/19/2023,Our
LOA0785,CUS0020,Car,11210.91,36537.76,2024-04-18,Expert
LOA0786,CUS0019,Home,29944.67,13028.09,21-11-2023,Together
LOA0787,CUS0002,Car,1615.3,7491.26,31-07-2023,Admit
LOA0788,CUS0005,Home,8672.34,23074.06,01/03/2023,Thousand
LOA0789,CUS0009,Car,31180.85,0,15/12/2023,Space
LOA0790,CUS0007,Car,-4632.36,36683.95,07/30/2024,Leave
LOA0791,CUS0002,car,1073.96,17757.97,13-02-2023,Significant
LOA0792,CUS0007,Home,25397.16,23856.68,09/01/2022,Fund
LOA0793,CUS0018,Personal,7099.32,Twenty Five Thousand,2022-03-29,Product
LOA0794,CUS0016,Car,48186.07,6068.57,25/08/2023,Course
LOA0795,CUS9999,Car,47960.72,48261.67,12/11/2023,Myself
LOA0796,CUS0018,Personal,Ten Thousand,48117.79,27-05-2023,Available
LOA0797,CUS0017,Car,3552.12,0,2024-12-25,Bar
LOA0798,CUS0009,Personal,23295.81,,19-09-2024,Become
LOA0799,CUS9999,Home,25438.69,49661.39,2023-04-10,Sound
LOA0800,CUS0003,Education,3571.37,2988.77,08/22/2024,Accept
LOA0801,CUS0009,Education,48298.39,33551.06,2023-12-12,Anything
LOA0802,CUS0012,Home,18484.21,32256.99,20/03/2023,Management
LOA0709,CUS0020,Personal,Ten Thousand,,07-01-2022,Glass
LOA0804,CUS0017,Personal,41167.35,38747.7,12/13/2024,Than
LOA0805,CUS0008,Education,7418.41,37825.15,17/03/2022,Father
LOA0806,CUS0010,Personal,14451.42,20552.02,07-07-2024,Morning
LOA0807,CUS0013,Home,,47592.93,14/01/2023,Sign
LOA0808,CUS0003,Car,,49886.91,03/02/2023,Box
LOA0547,CUS0019,Car,16028.83,,04-10-2023,Building
LOA0810,CUS0016,Personal,37691.88,12711.37,23-03-2022,Arrive
LOA0811,CUS0014,Home,40056.42,4706.1,2022-01-14,Recent
LOA0812,CUS0006,Personal,22014.47,41077.87,17-09-2022,Idea
LOA0813,CUS0002,Car,32772.83,48821.39,06/08/2024,Season
LOA0814,CUS0002,Personal,33290.11,12420.81,04/13/2024,Protect
LOA0815,CUS0013,Personal,41283.74,12385.8,25-07-2023,Start
LOA0816,CUS0013,personal,23645.04,28718.42,07/03/2023,Such
LOA0817,CUS0018,personal,7333.47,39040.56,17/01/2022,Bed
LOA0818,CUS0018,Home,25139.15,2381.73,07/12/2022,College
LOA0819,CUS0020,Home,14660.32,6278.09,01/04/2022,National
LOA0820,CUS0009,PERSONAL,-1609.88,7737.4,06-06-2024,Professor
LOA0821,CUS0013,EDUCATION,37710.12,33702.88,09-10-2023,Number
LOA0822,CUS0004,Personal,46600.25,44026.81,05/26/2024,Feel
LOA0823,CUS0003,Car,4634.62,10927.67,20-10-2024,Small
LOA0824,CUS0013,Home,22902.78,11364.89,2024-07-25,Big
LOA0825,CUS0012,Home,31465.95,26402.92,09/23/2022,Pretty
LOA0826,CUS0016,Car,25499.87,-3312.23,19-08-2024,Cold
LOA0827,CUS0009,Personal,20417.15,21246.69,01-04-2024,Person
LOA0828,CUS0011,Personal,Ten Thousand,0,01/09/2024,Him
LOA0829,CUS0011,Home,,25762.44,2023-06-08,Cold
LOA0830,CUS0016,education,44334.99,38280.45,10-01-2023,Describe
LOA0831,CUS0015,Home,31775.46,7564.99,10/20/2022,Future
LOA0557,CUS0004,Education,6677.94,40736.59,09/04/2023,I
LOA0833,CUS0010,Home,44320.51,32373.17,30-10-2024,Eight
INVALID_41,CUS0011,Personal,19244.26,5411.32,12-01-2022,Play
LOA0835,CUS0010,Personal,22375.59,39480.26,08/28/2022,Painting
LOA0836,CUS0013,Education,30970.58,23326.67,2024-04-05,Cup
LOA0837,CUS0015,Personal,16308.77,2735.24,12/24/2022,She
LOA0838,CUS0016,Car,34867.09,24915.85,2024-08-04,Back
LOA0839,CUS0014,Education,11142.22,27490.72,21/04/2023,Despite
INVALID_22,CUS0008,Personal,42102.7,33272.28,2023-09-27,Score
INVALID_19,CUS0006,Education,47636.72,,03/02/2022,Already
LOA0842,CUS0015,Home,8172.79,28204.67,2024-04-01,Agree
LOA0491,CUS0015,Home,,25307.95,12/05/2022,Baby
LOA0115,CUS0008,Education,45801.98,31747.89,15/06/2024,Race
LOA0845,CUS0005,PERSONAL,17648.3,4143.25,01-04-2023,Fly
LOA0846,CUS0015,Personal,38241.08,0,13-07-2024,Themselves
LOA0847,CUS0005,Car,6487.46,31083.1,20/06/2024,Claim
LOA0848,CUS0018,Home,12887.99,13599.12,12/29/2023,Financial
LOA0849,CUS0007,Personal,24601.49,38425.1,06/25/2023,All
LOA0850,CUS0009,Home,39368.52,11157.08,04/08/2024,Art
LOA0851,CUS9999,Car,33802.53,22350.66,21/05/2022,Beyond
LOA0852,CUS0017,Education,41147.08,2832.3,06/07/2022,Soldier
LOA0853,CUS0011,Education,20681.73,16902.65,19/08/2024,Option
LOA0854,CUS0012,home,32086.71,37036.75,13-11-2022,Mrs
LOA0855,CUS0013,Car,30742.52,47258.6,2024-12-07,Half
LOA0856,CUS0016,Education,42053.24,14756.36,09/16/2023,Sit
LOA0857,CUS0011,Home,48704.35,Five Hundred,01-08-2024,Movement
LOA0858,CUS0019,Car,40324.56,31966.33,14/03/2024,Article
LOA0859,CUS0007,Home,Twenty Five Thousand,23844.02,29/04/2024,Win
LOA0860,CUS0020,Car,49728.7,2241.18,16/02/2023,Group
LOA0861,CUS0011,Personal,6538.17,10345.27,15-11-2024,Station
LOA0862,CUS0016,Car,7424.78,,03/07/2023,Believe
LOA0863,CUS0013,Home,8863.85,29569.68,20-10-2022,Case
LOA0864,CUS0017,Car,46072.54,43462.11,2024-02-05,Imagine
INVALID_84,CUS0011,Home,26159.18,10769.29,2024-02-25,Image
LOA0866,CUS0002,Home,20695.89,5214.73,17-06-2024,Generation
LOA0867,CUS0017,Home,27069.42,0,15/11/2023,Time
LOA0868,CUS0004,Education,16276.1,45222.31,26/04/2024,Throughout
LOA0869,CUS0020,Car,40573.85,33453.39,05/15/2023,Administration
LOA0870,CUS0013,Car,,,08-12-2022,Agent
LOA0871,CUS0002,Education,10320.67,19220.13,02-04-2022,Current
LOA0872,CUS0013,Education,49081.48,11374.69,2024-06-07,Serious
INVALID_84,CUS0013,Home,32900.0,25729.23,09/26/2022,Wall
LOA0874,CUS0008,Car,41441.9,35701.48,26-07-2023,Any
LOA0875,CUS0013,Home,16901.04,18937.43,2022-04-26,Themselves
LOA0876,CUS0019,Home,-4077.81,38931.83,28/09/2022,Commercial
LOA0877,CUS0018,Personal,17692.56,9259.54,26-11-2023,Affect
LOA0419,CUS0010,Personal,24531.72,30129.06,18-06-2023,From
LOA0879,CUS0015,Education,23722.69,11572.24,27-08-2022,Boy
LOA0880,CUS0004,Home,12797.88,28500.71,23/09/2023,Almost
LOA0881,CUS0008,Personal,32456.62,26566.86,2022-04-13,Quality
LOA0882,CUS0010,Education,46724.63,22912.5,10/21/2022,Run
LOA0883,CUS0014,Home,25994.26,5641.31,24/11/2022,Important
LOA0884,CUS0017,Personal,17355.52,14867.22,06-05-2024,Subject
LOA0885,CUS0017,Home,36866.04,8238.38,20-09-2024,Me
LOA0886,CUS0014,Personal,21792.88,9852.8,05/09/2022,Product
LOA0887,CUS0015,Home,15043.44,46566.83,21-03-2024,Actually
LOA0888,CUS0009,Home,32149.32,35769.21,30-11-2022,Might
LOA0889,CUS0014,Home,15309.93,0,01/24/2024,Will
LOA0890,CUS0020,Home,,7975.06,28/05/2022,Tend
LOA0891,CUS0006,Education,33929.47,Twenty Five Thousand,04/19/2022,Before
LOA0892,CUS0014,Personal,42198.16,12531.78,24-04-2022,Hot
LOA0893,CUS0009,Car,0,40527.69,26/02/2023,Head
LOA0028,CUS0004,Home,-2948.03,10415.14,2022-10-04,Ball
LOA0895,CUS0013,Personal,1718.69,46790.21,09-07-2024,White
LOA0896,CUS0001,Personal,31142.2,1622.92,02/05/2024,Condition
LOA0897,CUS0007,Personal,7356.27,12274.44,02/20/2022,Agreement
LOA0898,CUS0013,Car,,18918.39,15/01/2024,Election
LOA0899,CUS0004,Education,6821.27,17793.76,2022-07-22,Yard
LOA0900,CUS0005,Car,0,25078.47,2024-04-30,Include
LOA0901,CUS0013,Car,46767.63,21269.95,13-10-2024,Money
LOA0902,CUS9999,Car,12183.94,25238.82,2022-08-30,Class
INVALID_47,CUS0015,Education,31165.82,21971.61,2024-05-08,Plant
LOA0904,CUS0011,Home,18722.71,24087.86,18/04/2022,Film
LOA0905,CUS0002,Personal,44783.04,24462.85,01/10/2024,Foot
LOA0906,CUS0010,Personal,5877.26,46919.08,2023-06-04,Entire
LOA0907,CUS0015,Car,34253.31,7877.28,2022-04-25,Meeting
LOA0908,CUS0004,Home,Five Hundred,18254.79,2024-10-23,Nation
LOA0909,CUS0009,Car,42616.53,9119.29,12/17/2023,Actually
LOA0910,CUS0020,Home,36852.51,34831.48,07/10/2024,Necessary
LOA0911,CUS0006,Car,20950.36,31952.48,11-11-2022,Ago
LOA0912,CUS0018,Personal,42698.9,28550.88,08/06/2023,Offer
LOA0913,CUS0010,Education,0,Twenty Five Thousand,23/06/2024,Most
LOA0914,CUS0016,Education,24327.63,10909.82,10/29/2024,Reach
LOA0915,CUS0004,Home,8021.87,-3422.91,07/08/2023,Upon
LOA0916,CUS9999,Home,12251.65,14361.0,11-12-2022,Provide
LOA0917,CUS0010,Personal,,45975.76,26-07-2024,Score
LOA0918,CUS0016,Car,Ten Thousand,9877.43,2023-03-09,Charge
LOA0919,CUS0017,Home,20311.99,3674.67,12/08/2022,Item
LOA0920,CUS0002,Personal,40359.94,16301.97,2023-07-31,Set
LOA0921,CUS0012,Home,43419.28,33418.15,19/10/2024,Heavy
LOA0922,CUS0020,Home,30912.77,45213.41,27/09/2024,Laugh
LOA0923,CUS0010,Personal,3520.09,14596.98,27/05/2023,Green
LOA0924,CUS0018,Education,29038.43,20583.78,18-03-2024,Teacher
LOA0925,CUS0010,Personal,8771.87,43050.46,07/05/2023,System
LOA0926,CUS0015,Car,39322.71,18240.86,12/16/2024,Away
LOA0927,CUS0003,Car,40251.22,1310.32,07/10/2022,People
LOA0928,CUS0013,Car,31440.23,5116.12,02-08-2022,Thus
LOA0929,CUS0003,Education,24576.11,10457.65,22/06/2023,Pick
LOA0930,CUS0018,Home,11652.33,33318.75,2022-09-14,Medical
LOA0931,CUS0003,Home,13721.58,23395.14,01/15/2023,Smile
LOA0932,CUS0015,Home,5371.23,8207.05,2023-04-26,Edge
LOA0933,CUS0003,Home,39880.54,,15-11-2023,Provide
LOA0934,CUS0001,Car,9042.21,42673.91,09/29/2024,Hundred
LOA0935,CUS0014,education,25745.45,,06/01/2022,Congress
LOA0936,CUS0014,Car,8145.4,12479.87,07/14/2023,Since
LOA0937,CUS9999,Education,0,31225.44,01-10-2023,Do
LOA0938,CUS0007,Education,,11520.24,2023-04-18,Memory
LOA0939,CUS0010,Personal,-2034.96,2106.72,2023-06-14,Light
LOA0940,CUS0013,personal,49582.95,4345.58,12/16/2024,Effort
LOA0941,CUS0010,Car,1309.38,13763.1,2022-02-23,Sit
LOA0942,CUS0002,Car,9423.35,6335.11,2024-07-20,Place
LOA0943,CUS0001,Car,24081.8,16910.1,2022-04-24,Certainly
LOA0295,CUS0010,Car,,31523.5,03/27/2022,Personal
LOA0945,CUS0008,Car,13847.3,18328.64,04/23/2022,Mention
LOA0946,CUS0010,EDUCATION,1981.18,11232.53,2022-07-07,Family
LOA0947,CUS0011,Personal,14784.7,789.3,08/14/2022,Environmental
LOA0948,CUS0008,Home,42041.43,48715.87,02/06/2023,Method
LOA0949,CUS0015,Home,10800.67,,19/01/2023,Send
LOA0950,CUS0014,Personal,8642.78,30460.56,2022-10-03,Reflect
LOA0951,CUS0017,Home,49352.44,5385.13,2023-06-20,Fear
LOA0952,CUS0020,Personal,7411.32,49328.38,28/08/2024,Agreement
LOA0953,CUS0016,Car,32840.85,3096.23,2022-01-14,Contain
LOA0954,CUS0008,Personal,8619.46,43145.05,2024-11-20,Benefit
LOA0955,CUS0004,Home,36590.87,35833.03,10/06/2023,Bill
LOA0956,CUS0008,Education,49097.58,48760.43,2023-06-06,Rather
LOA0957,CUS0020,Car,39088.85,39351.18,02/19/2022,Reality
LOA0958,CUS0020,Education,16040.19,36765.47,02/09/2024,It
LOA0959,CUS0016,Home,34582.45,42346.79,2022-08-06,Card
LOA0235,CUS0010,Education,47316.72,9857.97,2022-05-03,Soldier
LOA0961,CUS0005,Home,13998.73,33040.85,04/06/2022,Stock
LOA0962,CUS0010,Car,42273.92,43778.47,09/15/2023,Campaign
LOA0963,CUS0018,Education,23817.03,Five Hundred,03/09/2022,Maintain
LOA0964,CUS0003,Personal,6182.4,13999.69,01/12/2023,Baby
LOA0965,CUS0011,Home,0,9182.74,2023-03-01,With
LOA0966,CUS0015,Car,,31551.59,13/07/2023,Close
LOA0967,CUS0019,education,33413.4,40543.94,17/09/2023,Food
LOA0389,CUS0012,Personal,8493.32,23329.97,14-09-2023,None
LOA0969,CUS0017,Home,33866.08,19516.11,2024-07-03,Though
LOA0970,CUS0019,Home,9342.35,20758.84,23/09/2024,Major
LOA0971,CUS0004,Car,12978.36,48586.65,2024-06-14,Maintain
LOA0972,CUS0007,Personal,Five Hundred,24381.18,11/02/2022,Eight
LOA0973,CUS0020,Personal,28091.91,22115.02,16-04-2024,Natural
LOA0974,CUS0002,Home,11115.98,29456.9,18/07/2022,Suffer
LOA0975,CUS0020,Education,38710.18,48522.08,28/10/2023,Exist
LOA0976,CUS0018,Car,41850.52,28494.31,26-11-2022,Everybody
LOA0977,CUS0013,Home,39401.44,720.8,2023-01-09,Rock
LOA0978,CUS0004,Car,49967.65,6763.16,01-04-2023,House
LOA0979,CUS0004,PERSONAL,30643.73,38057.84,30/11/2022,Number
LOA0980,CUS0018,Home,2591.08,40091.15,11/20/2022,Method
LOA0927,CUS0020,Personal,23415.03,29887.97,07/09/2022,Join
LOA0982,CUS0014,Education,42485.89,49097.44,05/01/2024,Left
LOA0983,CUS0019,Education,19193.64,2795.59,2023-07-19,While
LOA0984,CUS0001,Car,28807.48,11960.14,02/04/2024,Write
LOA0985,CUS0001,Education,,2148.56,27-01-2024,Laugh
LOA0986,CUS0017,Home,44612.3,10653.9,13-05-2023,Across
LOA0987,CUS0010,Car,40623.01,12414.1,11-05-2022,Public
LOA0988,CUS0004,Education,24172.65,0,01/14/2022,Current
LOA0989,CUS0011,Car,Ten Thousand,44715.24,10-11-2023,Bill
LOA0990,CUS0004,Education,Five Hundred,5805.85,2022-03-18,Send
LOA0991,CUS0005,Education,25785.19,17248.99,10/08/2023,Theory
LOA0303,CUS0006,Personal,3480.86,43110.03,08/26/2024,Be
LOA0993,CUS0016,Home,4000.08,,2023-02-18,Few
LOA0994,CUS0010,Personal,20296.33,33152.09,2023-11-26,Product
LOA0995,CUS0014,Car,9489.07,27729.06,2022-08-19,Brother
LOA0996,CUS0004,Car,46712.01,36945.7,14-04-2022,Camera
LOA0997,CUS0010,Personal,17016.22,29290.33,2022-04-18,Tv
LOA0998,CUS0012,Personal,33531.6,21495.8,2024-10-06,Republican
LOA0999,CUS0015,home,37930.42,27472.97,2023-01-22,Whom
LOA1000,CUS0009,Home,31332.02,35812.76,05/19/2024,Draw
LOA1001,CUS0008,Education,4896.83,23235.99,2022-12-26,Heavy
LOA1002,CUS0019,Personal,0,19136.49,2022-08-25,Role
LOA1003,CUS0001,Personal,14879.04,16072.39,20-07-2022,Fine
LOA1004,CUS0005,Personal,30598.06,-1934.68,25-04-2023,Effort
LOA1005,CUS9999,Education,,48336.06,07/15/2022,Film
LOA1006,CUS0001,Education,,31764.42,2023-07-08,Us
LOA1007,CUS0010,Home,41697.78,Twenty Five Thousand,30/12/2022,Low
LOA1008,CUS0001,Personal,40775.05,7812.47,2022-02-08,Not
LOA1009,CUS0005,Education,42384.98,13658.94,16/11/2023,Discover
LOA1010,CUS0007,Education,19517.31,20159.02,15/06/2023,Worker
LOA1011,CUS0010,Personal,19115.14,41343.49,06/08/2022,Prevent
LOA1012,CUS0008,Education,26260.24,41004.7,09-03-2024,Admit
INVALID_56,CUS0004,Personal,,15157.61,21/11/2024,Lawyer
LOA1014,CUS0009,Home,37952.89,3912.8,06/03/2022,Already
LOA1015,CUS0006,Personal,,49131.61,03/10/2023,Forget
LOA1016,CUS0014,Education,16760.93,3013.25,2024-06-10,This
LOA1017,CUS0005,Car,48780.24,21255.95,13/07/2023,Class
LOA1018,CUS0015,HOME,33558.44,47055.68,24/09/2023,Continue
LOA1019,CUS0004,Car,0,2694.82,30-04-2023,Age
LOA1020,CUS0017,Home,,10590.09,2023-01-25,Think
LOA1021,CUS0020,Education,19480.44,6115.69,2023-02-28,Week
LOA1022,CUS0013,Car,12638.1,35730.8,03-05-2024,Total
LOA1023,CUS0002,Education,,20409.43,12/10/2022,Worry
LOA1024,CUS0018,Car,41872.17,41714.33,02/12/2024,Be
LOA1025,CUS0014,Education,6814.26,44775.41,12-12-2022,Study
LOA1026,CUS0009,Personal,26503.95,40204.58,09/02/2022,Beat
LOA1027,CUS0013,Home,,45123.88,24-02-2023,Film
LOA1028,CUS0004,Home,,20770.14,16-01-2024,Weight
LOA1029,CUS0003,Education,34020.93,44901.49,03/08/2023,Sign
LOA0964,CUS0008,Car,14302.33,2886.38,27/05/2023,Affect
LOA1031,CUS0014,Education,1021.94,41333.1,2024-05-18,Away
LOA0698,CUS0011,Education,5475.89,43530.56,09/12/2024,Space
LOA1033,CUS9999,Car,34884.62,28468.72,07/31/2022,Bill
LOA1034,CUS0013,Car,36214.02,48976.84,2023-06-10,Send
LOA1035,CUS0010,Home,38914.41,35470.5,04/02/2022,College
LOA1036,CUS0018,Home,6353.53,45435.76,2022-11-21,Environment
LOA0626,CUS0007,Car,Five Hundred,3770.95,2022-08-25,Keep
LOA1038,CUS0014,Education,18745.86,18595.08,2024-05-10,When
LOA1039,CUS0019,Home,22248.47,10301.54,2024-09-10,Answer
LOA1040,CUS0008,Car,13913.26,844.88,2022-05-22,Station
LOA1041,CUS0019,Car,23334.4,31176.16,2024-02-03,Ten
INVALID_41,CUS0010,Home,13036.6,23576.42,11/03/2024,Vote
LOA0798,CUS0017,Home,10492.98,,10/01/2023,Outside
LOA1044,CUS0001,Car,46214.96,44188.44,16/05/2024,Tonight
LOA1045,CUS0013,Personal,31165.17,Five Hundred,2023-06-27,Image
LOA1046,CUS0002,Car,22765.26,10577.13,18/04/2022,Power
LOA1047,CUS0013,Education,1289.21,15260.55,02/12/2022,Realize
LOA1048,CUS0017,personal,9868.22,33995.64,14/10/2023,Technology
LOA1049,CUS0005,Personal,30826.63,-2511.52,02/23/2022,Recognize
LOA1050,CUS0015,Education,38792.57,12837.66,03/19/2023,Develop
LOA1051,CUS0011,Home,7865.66,48630.23,09-12-2022,Before
LOA1052,CUS0008,Home,29344.6,123.19,23-12-2024,Work
LOA1053,CUS0005,Car,9233.44,31399.98,01/17/2024,Mission
LOA1054,CUS0012,Personal,6647.57,12707.31,12/10/2024,Sort
LOA1055,CUS0002,Car,18804.91,9484.91,2023-02-17,It
LOA1056,CUS0010,Personal,24940.24,-1081.02,07/07/2023,Level
LOA1057,CUS0017,Education,40290.8,49611.9,2022-01-06,Entire
LOA1058,CUS0014,Education,31706.8,20203.85,10/04/2022,Strategy
LOA1059,CUS0017,Car,29161.18,24948.27,2022-07-01,Back
LOA1060,CUS9999,Car,47697.58,9188.36,26-11-2023,Experience
LOA1061,CUS0008,Home,15555.6,33454.64,24/01/2024,Decade
LOA1062,CUS0009,Home,48753.83,9883.8,17-05-2022,Again
INVALID_15,CUS0002,Car,47716.06,23932.59,05-01-2024,Bed
LOA1064,CUS0016,personal,28600.48,37651.37,14-04-2022,Year
LOA1065,CUS0009,Personal,23438.47,,2023-04-05,That
LOA1066,CUS0008,Personal,28669.43,17295.46,2022-12-08,Argue
LOA1067,CUS0012,Education,3628.38,22119.41,10/11/2023,Still
LOA1068,CUS0016,Personal,37337.48,33604.48,26/02/2022,Determine
LOA1069,CUS0005,Personal,29038.85,38445.42,18-01-2024,Agree
LOA1070,CUS0013,Education,39996.45,30154.12,27-07-2023,Shoulder
LOA1071,CUS0004,Car,8569.93,41515.9,12/25/2024,Take
LOA1072,CUS0010,Personal,17262.77,15142.17,03-02-2023,Leg
LOA1073,CUS0020,Car,6159.88,12228.74,05/15/2022,Sea
LOA1074,CUS0006,Car,27116.45,45081.28,10/02/2022,Mr
LOA1075,CUS0006,Education,20898.83,29115.67,11/30/2024,Interesting
LOA0379,CUS0006,Home,3650.18,40313.93,2023-07-13,Impact
LOA1077,CUS0016,Personal,20648.2,12685.58,25-01-2022,Garden
LOA1078,CUS0018,Home,39848.99,35531.15,07-09-2024,Late
LOA1079,CUS0016,car,22834.23,11095.35,21-10-2022,Where
LOA1080,CUS0018,Personal,11530.4,22132.8,12-02-2022,Report
LOA1081,CUS0015,Home,26026.93,17760.69,02/14/2024,Understand
LOA1082,CUS0016,Car,18097.96,24273.65,10/22/2022,Federal
LOA1083,CUS0012,Home,26694.26,,18-10-2024,Thought
LOA1084,CUS0008,Personal,26139.7,2759.94,05-11-2023,Follow
LOA1085,CUS0018,Home,,23771.73,2024-06-01,Person
LOA1086,CUS0014,Personal,37647.89,34153.36,06-07-2024,Popular
LOA1087,CUS0006,Education,30461.48,2349.07,10-02-2024,Red
LOA1088,CUS0011,Home,30838.76,45383.01,21/07/2024,Thing
LOA1089,CUS0019,Education,36281.06,44067.99,07-07-2022,Current
LOA1090,CUS0004,Home,40274.18,37520.79,11/09/2024,Serious
LOA1091,CUS0020,Personal,14484.41,,03/10/2022,With
LOA1092,CUS0002,Education,48183.06,29482.33,09/18/2023,Me
LOA1093,CUS0018,Car,30880.43,18098.14,27/08/2023,Send
LOA1094,CUS0020,Personal,44868.48,2522.1,2022-08-05,Base
LOA1095,CUS0005,Car,Ten Thousand,39048.8,2024-06-08,Believe
LOA1096,CUS0013,Car,38786.05,16035.61,10/27/2023,Local
LOA1097,CUS0007,Personal,26414.89,Ten Thousand,01-05-2022,Learn
LOA1098,CUS0019,Education,5747.53,48687.19,08/10/2022,Federal
LOA1099,CUS0002,Personal,16724.14,19094.95,2022-12-11,What
LOA1100,CUS0015,Car,49635.77,32013.99,2022-02-23,Control
LOA1101,CUS0012,Education,5526.13,46287.03,07/13/2024,Choice
LOA1102,CUS0001,Personal,Ten Thousand,23595.84,11/27/2022,Sense
LOA1103,CUS0019,Education,45986.64,40507.3,2023-02-25,War
LOA1104,CUS0005,Home,34920.64,16134.59,2023-03-25,Offer
LOA1105,CUS9999,Personal,11189.51,40909.5,27-11-2024,Down
LOA1106,CUS0003,Car,14189.0,2210.31,05/15/2022,Sense
LOA1107,CUS0015,Personal,30313.8,34469.42,18-07-2022,Account
LOA1108,CUS0019,Car,47475.6,29962.43,29-01-2022,Middle
LOA1109,CUS0019,Home,32297.02,7914.75,2022-05-27,Defense
LOA1110,CUS0018,Education,17363.3,0,06/22/2023,Truth
LOA1111,CUS0015,Personal,29006.47,42429.93,2022-01-04,See
LOA1112,CUS0009,Home,41992.67,13698.9,23/04/2022,Around
LOA1113,CUS0018,Education,30714.21,5944.01,08-01-2022,Give
LOA1114,CUS0018,Personal,7137.92,41166.43,06-05-2022,Growth
LOA1115,CUS0018,Personal,49034.77,3698.44,09/20/2022,Sign
LOA1116,CUS0018,Car,22583.34,26356.31,17/09/2024,Remember
LOA1117,CUS0018,Home,25708.42,0,27/12/2024,Staff
LOA1118,CUS0014,Home,28290.98,39637.87,01/17/2023,Meet
INVALID_23,CUS0003,Home,34647.93,29222.01,15/03/2023,Young
LOA1120,CUS0007,Car,33640.68,5979.33,09/01/2024,Make
LOA1121,CUS0016,Home,14709.85,45681.11,06/29/2024,Feeling
LOA1122,CUS0006,Car,36390.07,43183.73,06/05/2022,Feeling
LOA1123,CUS0005,Personal,7551.66,33349.56,2023-01-21,Call
LOA1124,CUS0016,Education,3596.43,10012.02,2022-10-23,Here
LOA1125,CUS0014,Personal,8461.18,21455.95,2022-08-28,Federal
LOA1126,CUS0012,Car,22732.45,31121.13,06-03-2023,Director
LOA1127,CUS0004,Car,22594.06,17079.75,06/02/2023,Professor
LOA1128,CUS0019,EDUCATION,,8197.15,12/01/2023,Parent
LOA1129,CUS0016,Personal,28728.55,45661.39,04/10/2024,Most
LOA1130,CUS0014,Home,19148.41,2354.46,27-06-2024,Thought
LOA1131,CUS0010,Personal,7695.89,47565.95,01-04-2024,Staff
LOA0927,CUS0009,Personal,12049.95,49841.02,01/04/2022,Campaign
LOA1133,CUS0001,Car,26458.33,37823.63,01/12/2024,Else
LOA1134,CUS0001,Car,Ten Thousand,0,20-10-2024,Open
LOA1135,CUS0014,Education,27393.34,2813.18,31/10/2024,Mrs
LOA1136,CUS0015,Car,41484.31,27991.49,2024-12-26,Should
LOA1137,CUS0018,personal,17426.85,22656.28,2023-10-11,Night
LOA1138,CUS0019,car,41715.51,46937.11,09/15/2022,Office
LOA1139,CUS0006,Personal,49458.89,33625.91,03-09-2023,Leader
LOA1140,CUS0016,Education,21220.54,20225.43,02-07-2024,Center
LOA1141,CUS0015,education,30111.99,33237.29,12/25/2024,Energy
LOA1142,CUS0009,EDUCATION,22028.78,15329.94,08/06/2022,Half
LOA1143,CUS0006,HOME,26696.03,27769.76,2024-04-20,Law
LOA1144,CUS0012,PERSONAL,14910.84,,2023-10-01,Customer
LOA1145,CUS0002,Personal,,48676.85,01-06-2023,Matter
LOA1146,CUS0010,Home,23814.42,45394.15,19/09/2022,Listen
LOA1147,CUS0015,Education,46551.21,22780.35,2024-10-13,Sit
INVALID_63,CUS0011,CAR,22922.33,49137.13,2022-11-09,Trip
LOA1149,CUS0019,Education,39274.06,1927.22,2023-04-18,Commercial
LOA1150,CUS0008,Education,21866.06,,11/21/2023,Know
LOA1151,CUS0015,Personal,45493.84,14531.15,15/04/2022,Interest
LOA1152,CUS0003,Home,47468.73,18714.21,05/19/2022,Reduce
LOA1153,CUS0017,Home,2765.77,14317.61,2023-06-25,Moment
LOA1154,CUS0017,CAR,46488.54,47888.1,26-05-2022,Book
LOA1155,CUS0020,Home,49477.22,48290.76,13-03-2022,Phone
LOA1156,CUS9999,Home,30201.33,41727.92,07/18/2022,Stay
LOA1157,CUS0006,Car,24555.42,8288.24,2022-05-06,Station
LOA1158,CUS9999,Car,4087.4,44858.96,2023-07-13,Cultural
LOA1159,CUS0018,Car,24941.61,7140.88,18/02/2023,American
LOA1160,CUS0016,CAR,19989.61,,2022-06-16,Great
LOA1161,CUS0006,Home,2848.4,23622.43,22-03-2024,In
LOA1162,CUS0017,Personal,15617.27,2153.05,2022-12-13,Strategy
LOA1163,CUS0018,Personal,23335.08,19779.63,24-09-2024,Fact
LOA1164,CUS0001,Car,12241.38,-935.22,28-10-2022,Walk
LOA1165,CUS0015,Car,37625.27,44223.13,2024-05-25,Federal
LOA1166,CUS0018,Personal,44913.91,4798.17,07/02/2022,Up
LOA1167,CUS0008,home,49538.41,9038.52,02/10/2024,Anyone
