TxnID|AccountID|TxnDate|Amount|TxnType|Channel|Status
TRA1118|ACC0019|2024-08-24||Withdrawal|Must|My
TRA1119|ACC0009|12/26/2024|14930.25|Transfer|People|Senior
TRA1120|ACC0014|18/09/2024|41541.08|debit|Heavy|Indeed
TRA1121|ACC0006|05/29/2024|23743.01|Debit|Over|Side
TRA1122|ACC0015|06/05/2022|33808.46|Debit|Under|Continue
TRA1123|ACC0019|2022-11-10|28211.08|Credit|Mr|Budget
TRA1124|ACC0009|30/11/2024|23947.06|Debit|With|Community
TRA1125|ACC0001|28-03-2024|0|Transfer|Medical|Sing
TRA1126|ACC0010|08/08/2023|7684.34|Transfer|What|Pretty
TRA0111|ACC0017|2022-04-29|14155.35|debit|Industry|Dinner
TRA0018|ACC0003|18-06-2023|19023.84|Transfer|Nothing|Instead
TRA1129|ACC0012|02/05/2024|-2508.62|CREDIT|Exist|Free
TRA0607|ACC0012|01/24/2022|35758.91|Withdrawal|Fine|Performance
TRA1131|ACC0014|07-04-2022|43372.04|Debit|Suffer|Interesting
TRA1132|ACC9999|08-05-2024|27274.88|Debit|Tax|Quite
TRA1068|ACC0018|18/03/2022|38076.78|Debit|Until|Particular
TRA1134|ACC0012|03/07/2023|40158.76|Credit|Both|Relate
TRA1135|ACC0017|06/08/2024|45836.14|Withdrawal|Lay|Tv
TRA0820|ACC0019|01/04/2024|22965.44|Credit|Their|Race
TRA1137|ACC0013|07/04/2022|28396.77|Debit|Across|Personal
TRA1138|ACC0008|21-11-2024|23282.61|Credit|Consumer|Join
TRA1139|ACC9999|12/20/2022|28860.93|Withdrawal|He|Choice
TRA1140|ACC0004|21/01/2024|44787.4|Credit|Grow|Face
TRA1141|ACC0012|30-09-2023|37602.41|Transfer|South|Reflect
TRA1142|ACC0020|18/02/2022|21202.68|Transfer|Leg|Quickly
TRA1143|ACC0010|10-12-2022|48741.32|Withdrawal|That|Year
TRA1144|ACC0006|02/22/2024|0|Credit|Land|Firm
TRA1145|ACC0020|20-04-2022|25924.71|Withdrawal|Interest|Than
TRA1146|ACC0019|2022-05-13|32788.45|Withdrawal|Tax|Thus
TRA1147|ACC0012|2023-10-17|18570.39|Transfer|Expert|Need
TRA1148|ACC0004|2023-10-04|15970.21|Credit|These|Responsibility
TRA1149|ACC0002|08-09-2024|25023.05|Debit|Loss|Deal
TRA1150|ACC0007|30-10-2024|20826.41|Withdrawal|Note|These
TRA0919|ACC9999|12-11-2023|10012.71|Credit|Daughter|Power
TRA1152|ACC0016|05/16/2023|22974.23|Debit|Wide|With
TRA1153|ACC0002|13/03/2023|11758.75|Withdrawal|Agency|Arm
INVALID_94|ACC0006|09-04-2023|42253.46|withdrawal|Simply|Test
TRA1155|ACC0016|26-10-2024|42707.04|Withdrawal|Close|Me
TRA1156|ACC0010|06-02-2022|38761.57|Transfer|Look|Yet
TRA1157|ACC0018|29-07-2024|21577.46|Debit|A|Investment
TRA1158|ACC0017|28/06/2023|39316.61|Debit|Audience|Oil
TRA1159|ACC0012|18/09/2024|44186.75|Withdrawal|Important|None
TRA1160|ACC0014|07-07-2024|30055.3|withdrawal|Increase|Look
TRA1161|ACC0013|04-12-2024|4278.7|Credit|Before|End
TRA1162|ACC0012|23/09/2024|6724.47|Credit|Particularly|Our
TRA1163|ACC0018|26/09/2024|37373.46|Withdrawal|Executive|Beyond
TRA1164|ACC0008|12/15/2024|3580.75|Withdrawal|Subject|Admit
TRA1165|ACC0017|06-07-2022|16519.51|Credit|Economy|Yes
TRA1166|ACC0004|2022-04-17|3444.79|Debit|Home|Toward
TRA1167|ACC0006|08/04/2022|46377.87|Debit|Produce|Have
TRA1168|ACC9999|2022-10-10|32253.74|DEBIT|Create|Evidence
TRA1169|ACC0003|2023-11-24|33102.15|Withdrawal|Yes|Investment
TRA1170|ACC0001|05/16/2022|33444.52|Withdrawal|Wait|Community
TRA1171|ACC0004|02/13/2023|5392.76|Withdrawal|High|Want
TRA1172|ACC0019|2023-09-20|22438.23|Withdrawal|Natural|Team
TRA1173|ACC0001|02/07/2023|14913.43|Transfer|Too|But
TRA1174|ACC0003|15/05/2023|15366.76|Transfer|Move|Both
TRA1175|ACC0017|03-05-2022|43066.98|Debit|Study|Information
TRA1176|ACC0004|31/01/2022|5492.16|Withdrawal|Up|Bank
TRA1177|ACC0011|07/06/2024|43461.76|Credit|Each|Room
TRA1178|ACC0015|20/01/2023|8475.94|Withdrawal|Popular|Site
TRA1179|ACC0011|10/03/2023|28254.24|Transfer|Wind|Blue
TRA1180|ACC0014|2024-04-25||Transfer|Might|Resource
TRA1181|ACC0011|08-01-2023|5245.45|WITHDRAWAL|Like|Yeah
TRA1182|ACC0016|11/10/2022|38619.33|Withdrawal|Choice|Environmental
TRA1183|ACC0018|09/13/2023|18843.91|Credit|Beyond|General
TRA1184|ACC0018|03/06/2023|30723.9|Transfer|Group|Off
TRA1185|ACC0018|2024-08-11|43990.78|Debit|Third|Population
INVALID_79|ACC0006|2023-10-19|26511.22|Transfer|Statement|Large
TRA1187|ACC0002|2022-09-25|40622.1|Withdrawal|Anything|After
TRA1188|ACC0002|04/16/2023|11432.04|Debit|Physical|Reflect
TRA1189|ACC0019|19-08-2024|28503.15|Transfer|Wife|Two
TRA1190|ACC0020|26/03/2024|27356.76|Debit|Manage|Offer
TRA1191|ACC0019|2022-11-24||Withdrawal|Develop|With
TRA1192|ACC0017|2024-12-19|35771.59|Debit|Local|Later
TRA1193|ACC0010|16/09/2023|29996.08|Debit|Ask|Question
TRA1194|ACC0013|2023-02-07||Withdrawal|Number|Choice
TRA1195|ACC0009|10/10/2023|7924.99|Withdrawal|Say|Particularly
TRA1196|ACC0011|05/18/2023|6466.7|Transfer|Eat|Nearly
TRA1197|ACC0009|11-05-2023|49860.45|Transfer|Politics|Many
TRA1198|ACC0001|28-07-2024|18655.74|Transfer|Message|Rather
TRA1199|ACC0013|08/16/2022|Five Hundred|Debit|Way|Catch
TRA1200|ACC0002|25-11-2022|5930.97|Withdrawal|Sometimes|Right
TRA1201|ACC0007|03/25/2022|Twenty Five Thousand|Transfer|Newspaper|Box
TRA1202|ACC0019|29-06-2022|-2814.96|Transfer|Election|Allow
TRA1203|ACC0006|02/10/2022|5109.64|Transfer|Pull|Recently
TRA1204|ACC0002|25-04-2024|34506.14|Transfer|Suddenly|Region
TRA1205|ACC0016|2023-12-14|14975.4|Transfer|Little|Yourself
TRA0770|ACC0001|05-07-2022|20227.34|Transfer|Democratic|Cup
TRA1207|ACC0017|11/10/2022|46313.95|Debit|System|Itself
TRA1208|ACC0020|2022-04-18||Withdrawal|Force|Policy
TRA1209|ACC0018|22/12/2022|35791.99|Debit|Hundred|Cell
TRA1210|ACC0018|2024-01-14|30958.09|Transfer|Theory|Must
TRA1211|ACC0006|02/01/2022|33907.81|Debit|It|Clearly
TRA1212|ACC0004|03/08/2024|38884.44|Debit|Serve|Society
TRA1213|ACC0013|07/08/2023|42349.46|Debit|May|Success
TRA1182|ACC9999|07-10-2023|17033.53|Debit|Point|Pressure
TRA1215|ACC0010|25-11-2024|36477.75|Debit|Consumer|Every
TRA1216|ACC0011|05/08/2024|49817.14|Credit|Ground|Particularly
TRA1217|ACC0018|2024-04-17|30907.82|Withdrawal|Within|And
TRA1218|ACC0001|18/07/2023|41013.16|Credit|Always|Perhaps
TRA1219|ACC0007|10/06/2022|43506.51|Credit|Movie|Court
INVALID_53|ACC0010|2024-04-01|48678.32|Transfer|Reach|Measure
TRA1221|ACC0013|10/08/2023|Five Hundred|Credit|Culture|Apply
TRA1222|ACC0006|07-05-2022|44669.58|Transfer|Through|Congress
TRA1223|ACC0015|02/13/2024|25892.53|Withdrawal|Miss|Matter
TRA1224|ACC0013|2023-05-08|29547.29|Debit|Air|Former
TRA1225|ACC0020|24-06-2024|27304.04|Transfer|State|Catch
TRA1025|ACC0009|03/08/2023|27058.25|Credit|Order|Ok
TRA1227|ACC0018|06/02/2023|22639.75|Credit|Edge|How
TRA1228|ACC0005|29/09/2024|41755.31|Withdrawal|Here|Star
TRA1229|ACC0007|06/27/2023|41292.05|Withdrawal|Section|Fact
TRA1230|ACC0001|2023-04-06|17872.88|CREDIT|Per|Behind
TRA1231|ACC0008|03/09/2022|40141.81|Withdrawal|Personal|Miss
TRA1232|ACC0020|12-02-2022|28015.75|Transfer|When|Difference
TRA1233|ACC0002|2023-02-14|5517.67|Credit|Sister|Nation
TRA1234|ACC0016|15-08-2023|23420.04|Transfer|By|Win
TRA1235|ACC0005|2023-12-05|14980.59|Credit|Democratic|Again
TRA1236|ACC0006|03/05/2024|45369.16|Withdrawal|Police|Student
TRA1237|ACC0013|04/05/2024|46291.76|Transfer|Interesting|Would
TRA1238|ACC0005|17-02-2023|18394.8|Withdrawal|Community|Close
TRA1239|ACC0018|02/13/2023|0|Transfer|Spring|Range
TRA1240|ACC0012|13-10-2024|41029.1|Debit|Season|Ability
TRA1241|ACC0008|2024-10-31|46906.09|Transfer|When|No
TRA1242|ACC0019|17-11-2023|32828.98|Debit|Meet|Tend
TRA1243|ACC0012|02/11/2023|39175.33|Credit|Drive|Treat
TRA1244|ACC0004|08/27/2023|29806.26|Credit|Summer|Rate
TRA1245|ACC0016|02-04-2023|13505.96|Credit|Us|Water
TRA1246|ACC0010|19-03-2023|27345.29|Credit|Power|Example
INVALID_38|ACC0011|2022-06-06|37783.44|Withdrawal|Artist|Could
TRA1248|ACC0005|2024-03-29|41701.85|Withdrawal|Woman|Yes
TRA1249|ACC9999|07/15/2023|9021.56|Debit|Art|Watch
TRA1250|ACC0015|10/02/2023|49965.57|Transfer|Expert|Current
TRA1251|ACC0003|20/07/2022|40596.78|Transfer|Left|Throw
TRA1252|ACC0019|2022-06-17||credit|Analysis|Situation
TRA1253|ACC0020|2023-10-19|39467.03|Withdrawal|Part|Course
TRA1254|ACC0006|2023-07-24||Credit|Peace|Which
TRA1255|ACC0007|19-09-2022|20858.76|Debit|Military|Political
TRA1256|ACC0010|2024-06-04|19369.58|Transfer|Usually|Well
TRA1257|ACC0017|2022-06-06|39520.41|Withdrawal|Imagine|Common
TRA1258|ACC0020|18-03-2024|5306.1|Credit|Manager|One
TRA1259|ACC0002|09-12-2024|33026.71|Debit|High|Item
TRA1260|ACC0002|21/01/2022|28352.05|credit|Brother|Movement
TRA1261|ACC0011|2022-04-08|48783.91|Withdrawal|Car|By
INVALID_64|ACC0018|06/06/2022|11628.33|CREDIT|Rate|Research
TRA1263|ACC0005|27-09-2023|40545.05|Credit|Present|Imagine
TRA1264|ACC0003|07/11/2022|4149.16|Credit|For|Material
TRA1265|ACC0018|03/29/2024|Ten Thousand|Transfer|Sea|Goal
TRA1266|ACC0001|12/09/2023|37435.04|Credit|Reveal|Best
TRA1267|ACC0009|2023-03-05|9231.37|Transfer|Dog|Pull
TRA1268|ACC0013|03/16/2023|33205.67|Credit|About|We
TRA1269|ACC0015|08/16/2024|28917.36|Transfer|Summer|Memory
TRA1270|ACC0017|07/02/2023|23329.4|WITHDRAWAL|I|Relationship
TRA1271|ACC0003|05/12/2022|8769.23|Debit|Expect|Energy
TRA1272|ACC0010|23-03-2024|44626.6|CREDIT|Century|Account
TRA1273|ACC0020|11/18/2022|19907.37|Debit|Result|Less
TRA1274|ACC0008|2022-07-16|18787.35|Transfer|Evidence|Federal
TRA1275|ACC0017|22-08-2022|49065.68|Transfer|There|Minute
TRA1276|ACC0017|2022-08-06|28581.53|Withdrawal|Compare|Than
TRA1277|ACC0010|21-08-2022|13950.98|debit|Prepare|Majority
TRA1278|ACC0018|28/03/2022|31431.06|Debit|Study|Scene
TRA1279|ACC0017|2024-04-30|38055.49|CREDIT|Grow|Public
INVALID_24|ACC0016|20-03-2022|35143.28|Withdrawal|Way|History
TRA1281|ACC0017|2022-10-01|28815.53|Withdrawal|Vote|If
TRA1282|ACC0009|07-09-2023|38456.93|Withdrawal|Along|Discuss
TRA1283|ACC0015|09/06/2024|26095.21|Transfer|Mouth|Rise
TRA1284|ACC0019|09/22/2022|21137.04|Credit|Pick|Record
TRA1285|ACC0011|28/02/2023|34670.3|Transfer|Candidate|Even
TRA1286|ACC0019|17-04-2024|33006.56|Credit|Much|Stay
TRA1287|ACC0020|26-03-2024|47618.03|WITHDRAWAL|Mean|Body
TRA1288|ACC0012|02-10-2024|7519.1|TRANSFER|Drop|Fight
TRA1289|ACC0016|2024-02-13|23201.88|Transfer|Form|Measure
TRA1290|ACC0017|2023-12-23|49971.03|Credit|Protect|Source
TRA1291|ACC0006|10/06/2023|19741.31|Credit|Always|Hotel
TRA1292|ACC0020|2023-04-14|31010.25|Debit|Administration|Better
TRA1293|ACC0002|25/10/2023|39649.64|Transfer|View|Pretty
TRA1294|ACC0013|15/08/2024|28500.75|Transfer|Couple|Must
TRA1295|ACC0004|27-03-2023|25731.45|Debit|Town|Lose
TRA1296|ACC0008|27-07-2023|4407.54|CREDIT|Approach|Program
TRA1297|ACC0001|10/15/2024|8642.33|Credit|Question|Who
TRA1298|ACC0011|16/10/2024|44454.33|Debit|Value|Boy
TRA1299|ACC0003|12-07-2022|26282.75|Withdrawal|Improve|Name
TRA1300|ACC0010|2022-03-23|9149.43|Withdrawal|According|Same
TRA1301|ACC0014|2024-05-12|5804.24|Withdrawal|Every|Then
INVALID_74|ACC0017|10/09/2024|41994.15|Debit|Claim|Also
TRA1303|ACC0009|11/12/2022|41232.7|Debit|Choose|Stand
TRA1304|ACC0007|04/03/2022|42682.73|Withdrawal|Book|Way
TRA1305|ACC0003|01/28/2023|2816.95|Credit|Bring|Indicate
TRA1306|ACC0011|10/15/2024||Withdrawal|Perform|Care
TRA1307|ACC0010|29-08-2024|2755.02|Withdrawal|Agency|Situation
TRA0804|ACC9999|26/06/2023|32553.21|Withdrawal|Religious|Trial
TRA1309|ACC0012|08/25/2023|48753.0|Debit|Discover|Note
TRA1310|ACC0012|24-07-2023|27887.01|Debit|Court|Call
TRA1311|ACC0019|2023-03-19|48885.05|WITHDRAWAL|Should|Drug
TRA1312|ACC0007|2022-08-20|3113.07|Transfer|Trade|Type
TRA1313|ACC0017|2022-12-20|46601.94|Debit|Community|Partner
TRA1314|ACC0013|2024-09-28|30545.78|Debit|Parent|Control
TRA1315|ACC0006|2022-06-01|31629.01|Transfer|Age|Final
TRA1316|ACC0011|12/06/2022|46268.56|Credit|Live|Newspaper
TRA1317|ACC0008|09/10/2023|26904.57|Transfer|Myself|Structure
TRA1318|ACC0014|2023-09-01|Ten Thousand|Credit|Music|Everyone
TRA1319|ACC0011|2024-02-25|19486.73|Credit|Price|Than
TRA1320|ACC0006|30-11-2024|Five Hundred|Withdrawal|Mission|Black
TRA1321|ACC0012|12/11/2022|20067.92|Debit|Culture|Maybe
TRA1168|ACC0004|29-10-2022|35834.39|Debit|State|Statement
TRA1323|ACC0006|03/29/2024|13365.33|Credit|Perform|Laugh
TRA1324|ACC0005|08-06-2023|20524.46|Withdrawal|Technology|Say
TRA1325|ACC0012|02-07-2022|44339.81|Transfer|Company|After
TRA1326|ACC0011|03/12/2022|9713.75|Debit|Cell|Specific
TRA1327|ACC0005|10/16/2022|24223.6|Debit|Mr|Situation
TRA1328|ACC0019|05/17/2023|44861.41|Withdrawal|Ago|My
TRA1329|ACC0007|11-04-2024|36036.46|Withdrawal|Pull|Data
TRA1330|ACC0005|12/01/2022|27457.49|Transfer|Science|Heart
TRA1331|ACC9999|2022-12-28|31660.0|Debit|Produce|Explain
TRA1332|ACC0018|07/04/2023|2205.68|Transfer|Free|He
INVALID_9|ACC0007|2022-06-16|22775.22|Debit|Represent|Edge
TRA1334|ACC0019|18/03/2022|15097.16|Transfer|Away|Expert
TRA1335|ACC0016|09/18/2022|48286.07|Debit|Him|Fight
TRA1336|ACC0013|11/10/2024|10826.88|Transfer|Everyone|Pass
TRA1337|ACC0018|2022-03-25|33192.05|Withdrawal|Development|Security
TRA1338|ACC0016|08/04/2024|34669.54|Withdrawal|Quite|Mother
INVALID_65|ACC0002|06/07/2024||Withdrawal|Across|Network
TRA1340|ACC0019|2023-07-09|12417.23|Credit|See|Myself
TRA1341|ACC0009|09-03-2023|19212.17|Debit|Need|North
TRA1342|ACC0007|26/12/2024|15567.49|Credit|Out|Authority
TRA0347|ACC0018|2024-05-03|39863.82|Debit|Cultural|Find
TRA1344|ACC0006|11/11/2022|26651.4|Withdrawal|Phone|Western
TRA1345|ACC0013|02/21/2023|2926.06|Credit|Unit|Cost
TRA1346|ACC0015|08/01/2024|48490.47|Credit|Probably|Cultural
TRA1347|ACC0007|2023-11-02|25004.62|Debit|After|Art
TRA1348|ACC0015|23-06-2022|36909.55|Debit|Civil|Science
TRA1349|ACC0007|19-09-2023|15918.14|Transfer|Late|Article
TRA1350|ACC0003|2023-05-12|17213.06|Withdrawal|Just|History
TRA1351|ACC0001|09/21/2024|16257.65|Debit|Since|Important
TRA1352|ACC0017|06-01-2023|3459.69|Credit|Population|Fall
TRA1353|ACC0002|04-03-2023|25638.69|Credit|Material|Rock
TRA1354|ACC0005|14/12/2022|26264.81|Withdrawal|Into|Green
TRA1355|ACC0003|16-10-2023|4143.7|Withdrawal|Nice|Arm
TRA1356|ACC0006|2022-12-30|32919.62|Debit|Group|Those
TRA1357|ACC0009|07/08/2023|8237.76|Withdrawal|Heavy|Game
TRA1358|ACC0005|2024-10-24|44586.09|Withdrawal|Difference|Night
TRA1359|ACC0009|2023-03-29|38069.64|Debit|Common|Big
TRA1360|ACC0006|29/11/2022|19854.22|Transfer|List|International
TRA1361|ACC0018|19/05/2024|6265.85|Withdrawal|Around|Recognize
TRA1362|ACC0020|2022-07-28|12820.43|Transfer|Everyone|Girl
TRA1363|ACC0010|18/04/2022|19472.19|Transfer|Condition|Stage
TRA1364|ACC0006|2024-04-16|3670.72|Withdrawal|Standard|Staff
TRA1365|ACC0008|2024-12-23|34267.48|Transfer|Above|Million
TRA1366|ACC0011|06/06/2022|25795.62|TRANSFER|Short|Site
TRA1367|ACC0015|01/24/2023|19728.83|Withdrawal|Every|Bill
INVALID_95|ACC0006|10/28/2023|23145.49|Credit|Answer|Early
TRA1369|ACC0019|16-03-2023|0|Withdrawal|News|Trial
INVALID_65|ACC0019|06/05/2024|5433.65|Transfer|Significant|Across
TRA1371|ACC0013|08/24/2024|18402.78|Credit|Matter|Fast
TRA1372|ACC0002|13-10-2023|8757.42|Credit|Three|Group
TRA1373|ACC0018|09-11-2024|23973.73|Credit|Question|Huge
TRA1374|ACC0013|2023-10-27|6153.69|Transfer|Professional|Newspaper
TRA1375|ACC0017|18/11/2024|9970.0|Debit|Skin|Him
TRA1376|ACC0004|05/16/2023|49772.08|Debit|Morning|Option
TRA1377|ACC0006|11/23/2022|30204.15|Transfer|Edge|Task
TRA1378|ACC0008|18/05/2024|24422.45|Transfer|Federal|Industry
TRA1379|ACC0007|2023-01-21|16608.3|Withdrawal|East|Every
TRA1380|ACC0016|14-09-2022|26648.16|Withdrawal|Ask|While
TRA1381|ACC0004|26-06-2022|31758.13|Transfer|Wait|At
TRA1382|ACC0020|2023-08-23|30516.57|Debit|Music|Right
TRA1383|ACC0005|01/25/2023|13524.19|Withdrawal|Magazine|Assume
TRA1384|ACC0004|07/07/2024||Debit|Attorney|Officer
TRA1385|ACC0019|21/02/2023|46261.72|debit|Raise|Identify
TRA1386|ACC0001|26-07-2022|24803.08|Debit|Military|Appear
TRA1387|ACC0010|23-02-2023|6526.83|Transfer|How|Investment
TRA1388|ACC0008|2024-06-05|20103.37|Credit|Image|Manage
TRA1389|ACC0009|2023-09-10|31120.12|transfer|Foreign|Mention
INVALID_5|ACC0017|05/26/2023|26035.76|Debit|Worker|Stage
TRA1391|ACC0004|2023-03-31|21635.3|Credit|Best|Involve
TRA1392|ACC0005|06/04/2024|15078.76|Credit|Market|Way
TRA1285|ACC0017|11/23/2024|9995.97|Transfer|Soon|Believe
TRA1394|ACC0010|2024-01-01|31364.92|Credit|Without|Join
TRA1395|ACC0007|2024-06-05|30316.38|Withdrawal|Meeting|Any
TRA1396|ACC0016|05-03-2024|34527.41|Withdrawal|Worker|Land
TRA1397|ACC0003|2024-01-01|14119.18|Transfer|Simple|Responsibility
TRA1398|ACC0007|2024-03-04|27982.82|Debit|Fire|Cell
TRA1399|ACC0016|02/09/2023|1191.14|Credit|Chair|Section
TRA1400|ACC0005|21-09-2023||Withdrawal|Fill|Population
TRA1401|ACC0019|04-07-2022|6441.2|withdrawal|West|Chance
TRA1402|ACC0016|09/02/2022|3305.86|Credit|Another|International
TRA1403|ACC0018|13-02-2023|39287.32|Transfer|Write|Week
TRA1404|ACC0002|01/02/2024|25171.59|Credit|Wind|Investment
TRA1405|ACC0012|05/30/2024|44350.24|Credit|Wall|Necessary
TRA1406|ACC0012|2024-12-17|32960.75|Debit|Argue|Customer
TRA1407|ACC0009|2022-06-23|47067.46|Debit|Stage|Scene
TRA1408|ACC0019|2022-10-17|49266.03|Debit|Environmental|Defense
TRA1409|ACC0003|20/05/2022|7606.77|Credit|Window|Learn
TRA1410|ACC0005|12-08-2023|5237.32|Transfer|Cost|Drop
TRA1411|ACC0002|19-09-2024|45544.88|Transfer|Any|Among
TRA1412|ACC0011|04/12/2024|13072.0|Transfer|Various|Foreign
TRA1413|ACC0003|04/12/2022|48048.09|Debit|Great|Discover
TRA1414|ACC0014|2024-02-15|9658.01|Transfer|South|National
TRA1415|ACC0002|23-03-2023|34141.79|Credit|Somebody|Support
TRA1416|ACC0001|2024-04-26|33117.24|Transfer|Free|Leave
TRA1417|ACC0016|28/09/2022|44136.49|Debit|Up|Defense
TRA1418|ACC0014|06/08/2023|Five Hundred|Withdrawal|Deal|Election
TRA1419|ACC0002|24-12-2023|2313.53|Withdrawal|Fear|Debate
TRA1420|ACC0015|24/01/2024||transfer|Dinner|Half
TRA1421|ACC0017|2023-01-24|12264.06|Withdrawal|Yourself|Onto
TRA1422|ACC0013|08/11/2023|4398.86|Debit|Court|Season
TRA1423|ACC0002|12/03/2024|44321.88|withdrawal|Trip|More
TRA1424|ACC0015|29/04/2022|33107.0|Debit|Way|How
TRA1425|ACC0001|2022-08-26|38239.25|Transfer|Nearly|Indeed
TRA1426|ACC0020|07/29/2022|39150.93|Transfer|Book|Night
TRA1427|ACC0014|11-08-2024|14487.96|Credit|Account|Beautiful
TRA1428|ACC0018|09/21/2023|15562.41|Transfer|Day|Morning
TRA1429|ACC0020|2022-06-21|5751.83|Credit|Level|Pull
TRA1430|ACC0013|2023-11-25|27327.21|Withdrawal|Interview|Forget
TRA1431|ACC0005|19/08/2023|22711.97|TRANSFER|Shoulder|Idea
TRA1432|ACC0014|29-09-2023|12663.87|Withdrawal|Product|Enjoy
TRA1433|ACC0008|12/05/2024|40534.67|Transfer|East|Event
TRA1434|ACC0001|03-10-2023|-3648.07|Debit|Child|Discussion
INVALID_47|ACC0014|31/12/2023|36786.23|Transfer|Per|By
TRA1436|ACC0016|2023-07-13|26721.5|Debit|Visit|Whether
TRA1437|ACC0005|12/05/2022|35797.49|Withdrawal|Science|Six
TRA1438|ACC0015|12/12/2023|15982.97|Debit|Present|Together
TRA1439|ACC0007|2024-11-14||Credit|Site|Fund
TRA1440|ACC0020|19-11-2022|6557.42|Withdrawal|Believe|For
TRA1441|ACC0016|13/12/2023|14237.48|Credit|Attack|Join
TRA1442|ACC0004|01-10-2024|39514.23|Withdrawal|Drug|Population
TRA1443|ACC0010|25/10/2022|14295.66|Withdrawal|Sing|Tv
TRA1444|ACC0006|01/03/2022|32811.44|Transfer|Nearly|Operation
TRA1276|ACC0018|10/07/2022|20664.14|Debit|Save|Career
TRA1446|ACC0020|12/15/2024|38447.54|Withdrawal|Particular|Analysis
TRA1447|ACC0009|24/05/2023|49003.53|Transfer|Across|Window
TRA1448|ACC0008|26-09-2024|Five Hundred|Withdrawal|Everybody|Still
TRA1449|ACC0015|24-10-2023|39016.25|withdrawal|Left|Determine
TRA1450|ACC0017|2024-01-18|10323.0|Debit|Most|Stuff
TRA1451|ACC0008|2022-05-08|38866.16|Debit|Everybody|Head
TRA1452|ACC0016|07/07/2024|19719.57|Transfer|List|Girl
TRA1453|ACC0011|02-08-2023|15060.83|Credit|Yet|Each
TRA1454|ACC0009|2022-04-19|27207.92|Withdrawal|Admit|Represent
TRA1455|ACC0015|09/06/2023||Credit|Democrat|Its
TRA1456|ACC0003|10/20/2023|11987.49|Debit|Week|Condition
TRA1457|ACC0017|12-05-2024|39258.72|Withdrawal|Field|Be
TRA1458|ACC0011|13-10-2023|25198.9|Transfer|Run|City
TRA1459|ACC0014|2022-10-27|22840.89|Transfer|Civil|Full
TRA1460|ACC0009|09/10/2024|26858.05|Transfer|Do|Weight
TRA1461|ACC0013|2024-07-28|18063.55|WITHDRAWAL|Defense|Official
TRA1462|ACC0019|2023-04-06|23093.03|Debit|Whose|Cost
TRA1463|ACC0006|31-07-2022|10961.98|Withdrawal|Job|Store
TRA1464|ACC0013|06-03-2022|36349.69|Debit|Congress|Player
TRA1465|ACC0020|27-04-2023|42240.08|Withdrawal|Them|Hand
TRA1466|ACC0009|02/12/2022|45044.37|Debit|These|Least
TRA1143|ACC0006|15/03/2023|0|Credit|Country|Evening
TRA1468|ACC0009|11/30/2022|23510.06|Transfer|Meet|Military
TRA1469|ACC0007|08/03/2022|29533.91|Debit|Defense|Pretty
TRA1470|ACC0002|11/11/2024|45182.9|Debit|Partner|Home
TRA1471|ACC0019|05-08-2024|39814.55|Debit|Serious|Try
TRA1472|ACC0020|02/03/2023|16484.25|Transfer|It|Beyond
TRA1473|ACC0001|17-01-2022|28720.09|Credit|Set|Determine
TRA1474|ACC0006|24-02-2022||Credit|Thousand|Your
TRA1475|ACC0013|03/09/2022|5493.19|Transfer|Church|Both
TRA1476|ACC0004|10-08-2024|38173.36|Withdrawal|Suddenly|How
TRA1477|ACC0016|2022-12-14|18254.91|Credit|Out|Company
TRA1478|ACC0009|19/02/2024|45199.74|Withdrawal|He|Process
TRA1479|ACC0011|19/07/2022|0|Transfer|Might|Hair
TRA1480|ACC9999|2022-08-31|9122.38|Credit|Training|Or
TRA1481|ACC0014|14/09/2023|33771.25|Transfer|Dinner|At
TRA0015|ACC0010|05/21/2024|23313.22|Credit|Relationship|Member
TRA1483|ACC0001|01/18/2024|48046.17|withdrawal|Today|Detail
TRA1484|ACC0019|09-04-2022|28234.22|Transfer|Explain|Goal
TRA1485|ACC0020|19/06/2022|32691.37|Credit|Movement|Would
TRA1486|ACC0020|2022-11-09|42801.91|Transfer|Beautiful|Success
TRA1487|ACC0007|2022-06-06|19772.81|Debit|Right|Staff
TRA1488|ACC0003|15/04/2022|5906.75|Transfer|Two|Down
TRA1489|ACC0011|25/01/2022|34336.46|Withdrawal|Meeting|Half
TRA1490|ACC0018|08/11/2022|12539.82|Debit|However|Strategy
TRA1491|ACC0014|04/28/2024|49300.1|Withdrawal|Hair|Job
TRA1492|ACC0007|2022-07-25|22816.92|Withdrawal|Yes|Tonight
TRA1493|ACC0005|18/11/2023|22132.97|Transfer|Set|Lot
TRA1494|ACC0010|2024-11-14|23729.37|Debit|Go|Interview
TRA1495|ACC0020|16-05-2024|4728.78|Withdrawal|Building|Matter
TRA1496|ACC0020|11/24/2024|Ten Thousand|Transfer|Democratic|Spend
TRA1497|ACC0008|16-09-2024|35436.01|Withdrawal|Ball|Purpose
TRA1498|ACC9999|22/12/2022|16578.57|Transfer|Three|Billion
TRA1499|ACC0003|2022-11-28|27117.19|Debit|Control|Theory
TRA1500|ACC0003|03/28/2022|8572.74|Credit|Almost|Sometimes
TRA1501|ACC0016|2024-04-24|43085.37|Transfer|Former|Fund
TRA1502|ACC0017|03/07/2022|49047.83|Withdrawal|Themselves|War
TRA1503|ACC0012|06/23/2023|36074.34|Credit|Thus|Risk
