CourseID,CourseName,Department,Credits,FacultyID
COU1232,A,Engineering,256,FAC0017
COU1233,Memory,Mathematics,159,FAC0017
COU1234,Town,Physics,153,FAC0013
COU1235,Possible,Physics,248,FAC0014
COU1083,Public,Arts,290,FAC0015
COU1237,Answer,Engineering,184,FAC0015
COU1238,The,Physics,117,FAC0002
COU1239,Effort,Arts,113,FAC0002
COU1240,Quite,Physics,113,FAC0014
COU1241,Once,Physics,49,FAC0001
COU1242,While,Computer Science,80,FAC0020
COU1243,Hour,Engineering,159,FAC0004
COU1244,Consumer,Engineering,260,FAC0020
COU1245,Entire,Mathematics,246,FAC0012
COU1246,Wrong,Arts,-1,FAC0011
COU1247,Writer,Computer Science,0,FAC0016
COU1248,Keep,Computer Science,31,FAC0015
COU1249,Visit,ARTS,173,FAC0016
COU1250,Themselves,Business,76,FAC0013
COU1251,Yeah,Mathematics,9999,FAC0001
COU1252,Kind,Arts,264,FAC0017
COU1253,Throughout,Computer Science,-1,FAC0004
COU1254,Ball,Arts,200,FAC0006
COU1255,Letter,Engineering,8,FAC9999
COU1256,Lose,Mathematics,129,FAC0019
COU1088,Data,Physics,191,FAC0006
COU1258,Individual,Business,292,FAC0019
COU1259,Sister,Arts,89,FAC0006
COU1260,Anyone,Arts,277,FAC0011
COU1261,Road,Computer Science,69,FAC0010
COU1262,Authority,ARTS,220,FAC0007
COU1263,Enjoy,Engineering,12,FAC0020
COU1264,Return,Engineering,112,FAC0013
COU1265,Five,Arts,235,FAC0020
COU1266,Discussion,Mathematics,197,FAC0005
COU1267,Dark,Business,198,FAC0006
COU1268,Hand,Physics,150,FAC0005
COU1099,Buy,Engineering,149,FAC0011
COU1270,Argue,Physics,16,FAC0014
COU1271,Type,Computer Science,214,FAC0014
COU1272,Example,Mathematics,-1,FAC0003
COU1273,Able,Arts,105,FAC0010
COU1274,News,Engineering,72,FAC0020
COU1275,Term,Physics,153,FAC0017
COU1276,Girl,Mathematics,185,FAC0004
COU1277,Example,computer science,254,FAC0008
COU1278,Act,Engineering,177,FAC9999
COU1279,Size,Computer Science,275,FAC9999
COU1280,Remain,Arts,94,FAC0008
COU1281,Interview,Business,178,FAC0019
COU1282,Evening,Engineering,82,FAC0001
COU1283,Rock,Engineering,219,FAC0015
COU1284,Age,Arts,14,FAC0017
COU1285,Girl,Engineering,199,FAC0004
COU1286,Executive,Arts,46,FAC0005
COU1287,Painting,Arts,255,FAC0019
COU1288,Simply,Business,240,FAC0015
COU1289,Though,Computer Science,85,FAC0011
INVALID_45,Strong,Arts,3,FAC0002
COU1291,Task,Engineering,114,FAC0007
COU1292,Lawyer,Engineering,257,FAC0003
COU1293,Activity,Computer Science,149,FAC0011
COU1294,Among,Engineering,193,FAC0006
COU1295,More,physics,238,FAC0006
COU1296,But,Arts,11,FAC0012
COU1297,Determine,Mathematics,279,FAC0019
COU1298,Dream,Business,246,FAC0005
INVALID_32,Late,Physics,299,FAC9999
COU1300,Could,Business,275,FAC0001
COU0975,Sister,Engineering,235,FAC0013
COU1302,Commercial,Mathematics,92,FAC0006
COU1303,Join,Arts,265,FAC0001
COU1304,Somebody,Mathematics,133,FAC0012
COU1305,Tv,Arts,88,FAC0008
COU1306,Or,Mathematics,232,FAC0012
COU1307,Stock,Mathematics,168,FAC0004
COU1308,By,Arts,146,FAC0007
COU1309,Race,Arts,279,FAC0011
COU1310,Whatever,Engineering,299,FAC0015
COU0360,Policy,mathematics,196,FAC0018
COU1312,Write,Engineering,3,FAC0020
COU1313,Fire,Physics,269,FAC0006
COU1314,Computer,Computer Science,86,FAC0006
COU1315,Receive,arts,181,FAC0018
COU1316,Hold,ARTS,271,FAC0018
COU1317,You,Physics,164,FAC0019
COU1318,Happen,Mathematics,38,FAC0005
COU1319,Tough,Mathematics,138,FAC0018
COU1320,Any,business,233,FAC0004
COU1321,Impact,Business,297,FAC0002
COU1322,Feeling,Physics,189,FAC0011
COU1323,Finish,Business,237,FAC0010
COU1324,Item,Engineering,84,FAC0002
COU1325,Though,Mathematics,3,FAC0014
COU1326,Thing,Physics,115,FAC0019
COU1327,Consider,Arts,102,FAC9999
COU1328,Public,Physics,22,FAC0006
COU1329,Civil,Arts,102,FAC0011
COU1330,Professional,Engineering,131,FAC0011
COU1331,Go,Physics,253,FAC0013
COU0355,Space,Physics,56,FAC0001
COU1333,Traditional,Computer Science,44,FAC0020
COU1334,Treatment,BUSINESS,284,FAC0020
COU1335,Marriage,Business,163,FAC0009
COU1336,Hotel,Business,9999,FAC0010
COU1337,Range,Engineering,157,FAC0019
COU0622,Billion,Engineering,254,FAC0009
COU1339,Heart,Arts,22,FAC0006
COU1340,Baby,Business,287,FAC0013
COU1143,Stand,Mathematics,15,FAC0017
COU1342,Room,Computer Science,86,FAC0018
INVALID_77,Director,Arts,148,FAC0012
COU1344,Happy,Mathematics,159,FAC0018
COU1345,Tend,Mathematics,55,FAC0007
COU1346,Great,Physics,167,FAC0018
INVALID_77,Reflect,Mathematics,45,FAC0011
COU1348,Research,Arts,10,FAC0016
COU1349,Effect,Physics,38,FAC0015
INVALID_77,Animal,computer science,77,FAC0015
COU1102,Parent,Engineering,178,FAC0015
COU1352,Almost,Arts,279,FAC0012
INVALID_29,Under,Computer Science,298,FAC0008
COU1354,Region,Business,281,FAC0003
COU1355,Rule,Computer Science,93,FAC0004
COU1356,Establish,Physics,179,FAC0015
COU1357,Trial,Physics,95,FAC0009
COU1358,Peace,Computer Science,203,FAC0002
COU1359,Must,Computer Science,187,FAC0011
COU1360,Hour,Business,113,FAC0003
INVALID_41,Already,Engineering,261,FAC0001
COU1362,She,Physics,51,FAC0003
COU1171,Always,Computer Science,39,FAC9999
COU1364,Light,Engineering,291,FAC0015
COU1365,Or,Arts,291,FAC0013
COU1366,Eight,Arts,111,FAC0016
COU1367,Team,Engineering,58,FAC0020
COU1368,Different,Computer Science,14,FAC0012
COU1369,Magazine,Computer Science,9999,FAC9999
COU1370,His,Engineering,282,FAC0009
COU1371,Several,Physics,131,FAC0003
COU1372,End,Computer Science,228,FAC0017
COU1373,Nothing,Engineering,95,FAC0002
COU1374,Start,Mathematics,131,FAC0016
INVALID_9,Must,Business,200,FAC0004
COU1376,Room,Computer science,99,FAC0009
COU1377,Culture,Engineering,121,FAC0011
COU1378,Own,Mathematics,33,FAC0019
COU1379,Offer,Computer Science,196,FAC0005
COU1380,Sit,Engineering,19,FAC0019
COU0491,Unit,Engineering,44,FAC0020
COU1382,Themselves,Arts,151,FAC0011
COU1383,Such,Arts,195,FAC0007
COU1384,Attack,Mathematics,108,FAC0005
COU1385,Weight,Computer Science,237,FAC0007
COU1386,Attack,Mathematics,108,FAC0004
COU1387,Team,Engineering,1,FAC0006
COU1388,Ten,Physics,96,FAC0015
COU1389,Street,Computer Science,119,FAC0008
COU1390,Cover,Mathematics,290,FAC0019
COU1391,Smile,Mathematics,199,FAC0003
COU1392,Since,Physics,23,FAC0013
COU1393,Thought,computer science,260,FAC0003
COU1394,Girl,Engineering,68,FAC0013
COU1395,Lead,Mathematics,220,FAC0008
COU1396,Court,Business,235,FAC0007
COU1397,Responsibility,Business,268,FAC0008
COU1398,Outside,Physics,132,FAC0009
COU1399,Summer,Arts,216,FAC0014
COU1400,Easy,Arts,109,FAC0010
COU1401,Near,Computer Science,166,FAC0014
COU1402,Day,Computer Science,58,FAC0001
COU1403,Democrat,Business,157,FAC0010
COU1292,Experience,Engineering,31,FAC0008
COU1405,Too,Physics,43,FAC0006
COU1406,Discuss,Arts,171,FAC0005
COU1407,Certain,Computer Science,35,FAC0003
COU1408,House,Engineering,206,FAC0003
COU0008,Billion,ARTS,69,FAC0003
COU1410,Letter,Computer Science,215,FAC0009
COU1411,Happen,Business,42,FAC0009
COU1412,Race,Mathematics,213,FAC0001
COU1413,Claim,mathematics,35,FAC0005
COU1414,Game,Arts,269,FAC0003
COU1415,Hour,Business,217,FAC0004
COU1416,Project,Business,174,FAC0004
COU1417,Alone,Computer Science,0,FAC0002
COU1418,Yes,Engineering,83,FAC0002
COU1419,Adult,Business,70,FAC0008
COU1420,Fast,Business,264,FAC0005
COU1421,Fall,Business,296,FAC0016
COU1422,Stand,Mathematics,211,FAC0020
COU1423,Into,Computer Science,286,FAC0012
COU1424,Pressure,ENGINEERING,5,FAC9999
COU1425,Long,Physics,239,FAC0003
COU1426,Line,Mathematics,195,FAC0011
COU1427,News,Mathematics,52,FAC0011
COU1428,Race,Computer Science,292,FAC0006
COU1429,Back,Business,9999,FAC0008
COU1430,That,mathematics,186,FAC0014
COU1431,Receive,Business,54,FAC0005
COU1432,Money,Computer Science,10,FAC0001
COU1433,Both,Engineering,293,FAC0013
COU1434,Today,ARTS,19,FAC9999
COU1435,Somebody,Physics,165,FAC0013
COU1436,Address,Engineering,119,FAC0015
COU1437,Kind,Mathematics,91,FAC0011
COU1438,Spring,Computer Science,66,FAC0009
COU1439,Street,Physics,26,FAC0009
COU1440,She,Arts,248,FAC0012
COU1441,Free,Arts,257,FAC0018
COU1442,As,Mathematics,257,FAC0004
COU1443,You,Arts,121,FAC0007
COU1444,Real,Engineering,213,FAC0007
COU1445,Candidate,Mathematics,190,FAC0007
COU0909,Than,Mathematics,71,FAC0003
COU1447,Affect,Physics,62,FAC0005
COU1448,Effort,Business,30,FAC0013
COU1449,Size,Business,200,FAC0008
COU1450,Painting,Mathematics,96,FAC0014
COU1451,Environmental,Mathematics,0,FAC0007
COU1452,Energy,Business,111,FAC0011
COU1453,Soon,Engineering,147,FAC0017
COU1454,Reflect,Engineering,229,FAC0010
COU1455,Need,Business,51,FAC0004
COU1456,Level,Computer Science,166,FAC0001
COU1457,Wish,Physics,88,FAC0019
COU1458,Everyone,Arts,150,FAC0018
COU1459,Son,Business,80,FAC0007
COU1460,Live,Mathematics,101,FAC0008
COU1461,Within,Computer Science,62,FAC0020
COU1230,Small,Physics,184,FAC0019
COU1463,Concern,Arts,201,FAC0003
COU1464,Small,Physics,95,FAC0015
COU1465,Some,Mathematics,11,FAC0008
COU1466,Stage,Business,134,FAC0017
COU1467,Language,Business,23,FAC0003
COU1468,Girl,arts,155,FAC0010
COU1469,Owner,Mathematics,178,FAC0014
COU1470,Have,Computer Science,97,FAC0002
COU1031,Life,Mathematics,170,FAC0001
COU1472,Day,Physics,120,FAC0001
COU1473,As,Computer Science,287,FAC0003
COU1474,Fast,Arts,169,FAC0019
COU1475,Child,Mathematics,9999,FAC0001
COU1476,Help,Mathematics,255,FAC0007
COU1477,Whom,Computer Science,219,FAC0010
INVALID_50,Animal,Engineering,193,FAC0010
COU1479,When,ARTS,76,FAC0020
COU1480,Indeed,Arts,142,FAC0012
COU1481,There,Computer Science,223,FAC0007
COU1482,Sport,Computer Science,-1,FAC0007
COU1483,Anyone,Physics,228,FAC0004
COU1484,Cup,Business,84,FAC0007
COU1485,Wait,Arts,178,FAC0002
COU1486,By,Computer science,241,FAC0008
COU1487,Result,Physics,28,FAC0012
COU1488,Community,Business,279,FAC0006
COU1489,Go,Physics,119,FAC0019
COU1490,South,Computer Science,96,FAC0011
COU1491,Throughout,Mathematics,73,FAC0011
COU1492,Before,Computer Science,61,FAC0013
COU1493,Money,Computer Science,31,FAC0015
COU1494,Seem,Arts,0,FAC0005
COU1495,Bit,Computer Science,102,FAC0017
COU1496,Either,Business,185,FAC0019
COU1497,Relate,Arts,238,FAC0014
COU1498,Usually,Arts,83,FAC0008
COU1499,Certain,Physics,230,FAC0015
COU1500,Skill,Engineering,30,FAC0003
COU1501,Thought,Arts,123,FAC0009
COU1502,Of,Physics,220,FAC0013
COU1503,Feeling,Computer Science,227,FAC0005
COU1504,Couple,Computer Science,201,FAC0012
COU1505,Assume,Business,241,FAC0008
COU1506,Company,Mathematics,227,FAC0017
COU1507,Federal,Computer Science,117,FAC0002
COU1508,Along,Computer Science,41,FAC0010
COU1509,Sing,Arts,83,FAC0020
COU1510,Level,Engineering,234,FAC0009
COU1511,Instead,Computer Science,188,FAC0009
COU1512,Party,Arts,3,FAC0005
COU1513,Policy,Physics,9999,FAC0018
COU1514,Degree,Business,107,FAC0015
COU1515,Catch,Arts,142,FAC0003
COU1516,Daughter,Arts,243,FAC0006
COU1517,Stage,Arts,26,FAC0006
COU0882,Letter,Computer Science,29,FAC0008
COU1519,Skill,Mathematics,9999,FAC0014
COU1520,Sure,Arts,57,FAC0013
COU1521,Race,Mathematics,166,FAC0018
COU1522,Poor,Physics,215,FAC0002
COU1102,Above,Physics,198,FAC0020
COU1524,Office,Business,53,FAC0013
COU1009,Education,Engineering,215,FAC0004
COU1526,Campaign,Business,114,FAC0012
COU1527,The,Business,245,FAC0019
INVALID_7,Wind,Engineering,248,FAC0012
COU1529,Per,Arts,276,FAC0020
COU1530,Their,Business,123,FAC0007
COU1531,Argue,Engineering,151,FAC0014
COU1532,Soldier,Business,137,FAC0017
COU1533,Black,Arts,220,FAC0007
COU1534,Later,Engineering,291,FAC0004
COU1535,Eat,Business,300,FAC0018
COU1536,Along,Computer science,105,FAC0002
COU1537,Factor,arts,75,FAC0004
COU1538,Trip,Business,240,FAC0009
COU1539,Apply,Engineering,29,FAC0011
COU1540,Matter,Mathematics,178,FAC0010
COU1541,Summer,ENGINEERING,208,FAC0004
COU1542,Her,Computer Science,275,FAC0019
COU1543,Item,Mathematics,171,FAC0003
COU1544,Produce,Business,-1,FAC0017
COU1545,Far,Mathematics,208,FAC0011
COU1546,Wonder,Mathematics,18,FAC0006
COU1547,Mother,Arts,169,FAC0014
COU1548,Increase,Mathematics,24,FAC0007
COU1549,Data,Computer Science,105,FAC0018
COU1550,Cover,Physics,65,FAC0009
COU1551,Middle,mathematics,-1,FAC0003
COU1552,Heart,Arts,23,FAC0009
COU1210,Situation,Mathematics,221,FAC9999
COU1554,Rate,arts,112,FAC0011
COU1555,Bank,Engineering,22,FAC9999
COU1556,Human,Engineering,52,FAC0009
COU1557,List,Physics,242,FAC0018
COU0338,Somebody,Physics,293,FAC0014
COU1559,Relate,engineering,232,FAC0019
COU1560,Always,Computer Science,141,FAC0003
COU1561,Alone,Arts,251,FAC0007
COU1562,Win,Mathematics,237,FAC0005
COU0559,Pressure,Engineering,138,FAC0018
COU1564,Direction,Engineering,21,FAC0009
COU1565,Crime,Business,199,FAC0008
COU1566,Will,Computer Science,101,FAC0014
COU1567,Deep,Physics,87,FAC0017
COU1568,Yard,Computer Science,137,FAC0007
COU1569,His,Engineering,91,FAC0018
COU1570,Wife,Arts,140,FAC0011
COU1571,Physical,Business,245,FAC0008
COU1572,Deep,Computer Science,231,FAC0005
COU1573,Than,Engineering,164,FAC0018
COU1574,Somebody,Arts,286,FAC0019
COU1575,Them,Physics,133,FAC0002
COU1576,Candidate,Business,78,FAC0007
COU1577,Final,Arts,95,FAC0011
COU1578,Ever,Physics,110,FAC0017
COU1579,Perform,engineering,51,FAC0005
COU1580,Possible,Mathematics,229,FAC0004
COU1581,Action,Mathematics,222,FAC0004
COU1582,Choose,Computer Science,283,FAC0018
COU1583,Require,Computer Science,230,FAC0018
COU1584,Establish,Computer Science,18,FAC0006
COU1585,Itself,Business,286,FAC0007
COU1586,Son,Physics,77,FAC0001
COU1587,Explain,Physics,104,FAC0015
COU1588,Difficult,Business,104,FAC0006
INVALID_19,Mind,PHYSICS,11,FAC0016
COU1590,Live,Arts,-1,FAC0009
COU1591,Sit,Physics,172,FAC0016
COU1592,Start,Mathematics,280,FAC0002
COU1593,Nearly,Mathematics,269,FAC0016
COU1594,Computer,Arts,147,FAC0006
COU1595,Magazine,Arts,216,FAC0020
COU1596,However,Engineering,40,FAC0008
COU1597,Skill,Engineering,119,FAC0004
COU1598,Bed,Computer Science,125,FAC0013
COU1599,Long,Business,255,FAC0002
COU0862,Artist,Physics,39,FAC0016
COU1601,She,Mathematics,147,FAC0010
COU1602,State,Arts,39,FAC0005
COU1603,Make,Engineering,137,FAC0004
COU1604,Candidate,Physics,55,FAC0018
COU1605,Per,Physics,282,FAC0006
COU1606,Picture,Physics,25,FAC9999
COU1607,Present,Business,239,FAC0009
COU1586,Sign,arts,104,FAC0011
COU1609,Before,Mathematics,106,FAC0008
COU1610,Call,Arts,82,FAC0006
COU1611,Pressure,Physics,15,FAC0007
COU1612,Almost,Physics,8,FAC0003
COU1613,Try,Business,55,FAC0017
COU1614,Rather,Engineering,259,FAC0014
COU1615,Treatment,Mathematics,186,FAC0011
COU1616,Network,Mathematics,13,FAC0003
COU1617,Happen,Mathematics,126,FAC0020
COU1618,Fly,Physics,272,FAC0010
COU1619,Million,Business,184,FAC0004
COU1620,Offer,Arts,298,FAC0007
COU1621,Simply,Computer Science,106,FAC0007
COU1622,Yourself,Engineering,290,FAC0016
COU1623,Kitchen,Arts,261,FAC0013
COU1624,Popular,Computer Science,49,FAC0009
COU1625,Magazine,Mathematics,63,FAC0008
COU1626,It,Computer Science,237,FAC0007
COU1627,We,Computer Science,223,FAC0001
COU1628,Wish,Computer Science,203,FAC0003
COU1629,Play,Physics,261,FAC0014
COU1630,Road,Physics,252,FAC0012
COU1631,Adult,Business,98,FAC0014
COU1632,Seat,Engineering,256,FAC9999
COU1633,Check,Engineering,266,FAC9999
COU1634,Level,Mathematics,164,FAC0001
COU1635,Guy,Physics,232,FAC0006
COU1636,Full,Engineering,-1,FAC0016
COU1637,Audience,Arts,213,FAC0008
COU1638,Surface,Engineering,271,FAC0006
COU1639,Game,ARTS,97,FAC0014
COU1640,East,Arts,21,FAC0013
COU1641,Wide,Engineering,97,FAC0018
COU1642,Number,Physics,289,FAC0002
COU1643,Official,Business,179,FAC0009
COU1644,Popular,Engineering,37,FAC0003
COU1645,Heart,Engineering,254,FAC0009
COU1646,Apply,Arts,182,FAC0013
COU1647,Plan,Business,155,FAC0012
COU1648,Clearly,Engineering,149,FAC0005
COU1649,Finally,computer science,279,FAC0009
COU1650,Stand,Arts,130,FAC0014
COU1651,Cause,Business,165,FAC0020
COU1652,Against,Arts,268,FAC0007
COU0914,Person,Computer Science,50,FAC0006
COU1654,Everyone,Arts,187,FAC0004
COU1655,Never,Arts,104,FAC0014
COU1656,Team,Engineering,150,FAC0009
COU0300,Particular,Physics,242,FAC0001
COU1658,Draw,Physics,22,FAC0009
COU1659,Message,Engineering,82,FAC0001
COU1660,Board,Engineering,-1,FAC0002
COU1661,Local,Engineering,88,FAC0014
COU1662,Between,Physics,125,FAC0006
COU1663,Finish,Business,290,FAC0016
COU1664,Go,Physics,75,FAC0006
COU1665,Scene,Business,257,FAC0008
COU1666,Chair,Business,211,FAC0001
COU1667,Fight,Mathematics,236,FAC0017
COU1668,Theory,Arts,113,FAC0019
COU1669,Eye,Engineering,1,FAC0017
COU1670,Have,Mathematics,206,FAC0019
COU1671,Everything,Arts,298,FAC0011
COU1672,Keep,Arts,60,FAC0003
COU1673,Dog,Mathematics,47,FAC0019
COU1674,Kid,Computer Science,13,FAC0020
COU1675,Process,Mathematics,166,FAC0011
COU1676,Newspaper,Physics,81,FAC0006
COU1677,Apply,Engineering,0,FAC0001
COU1678,Respond,Arts,145,FAC0020
COU1679,Fact,Mathematics,264,FAC0014
COU1680,Travel,Engineering,49,FAC0020
COU1681,Region,Computer Science,49,FAC0002
COU1682,Cold,Business,80,FAC0017
COU1683,Would,Computer Science,292,FAC0007
COU1684,Myself,Business,231,FAC0008
COU1685,Significant,BUSINESS,294,FAC0002
COU1686,Option,Mathematics,290,FAC9999
COU1687,Serious,Physics,188,FAC0007
COU1688,Always,computer science,191,FAC0016
COU1689,Fly,Business,149,FAC0007
COU1690,Base,Engineering,271,FAC0012
COU1691,Available,Mathematics,68,FAC0004
COU1692,White,Business,293,FAC0008
COU1693,Blue,Engineering,2,FAC0006
INVALID_21,Cold,Business,34,FAC0020
COU1695,Risk,Mathematics,241,FAC0020
COU1696,Help,Computer Science,248,FAC0002
COU1697,Reason,Arts,100,FAC0006
COU1698,Executive,Mathematics,84,FAC0011
COU1699,Spend,Mathematics,278,FAC0010
COU1700,Success,Physics,279,FAC0020
COU1701,Especially,Physics,48,FAC0008
COU1702,Pretty,Engineering,192,FAC0006
COU1703,Vote,Engineering,0,FAC0001
COU1704,Daughter,Engineering,43,FAC0004
COU1705,Pm,business,146,FAC0016
COU1706,Budget,Business,13,FAC0019
COU1707,I,physics,9999,FAC0017
COU1708,Interview,Physics,157,FAC0004
COU1709,Dinner,Mathematics,174,FAC0005
COU1710,Join,Mathematics,85,FAC0020
COU1711,Have,Arts,134,FAC0005
COU1712,General,Mathematics,99,FAC0014
COU1713,Oil,Business,275,FAC0001
COU1714,Than,Physics,99,FAC0014
COU1715,Part,Engineering,226,FAC0016
COU1716,Side,Arts,9,FAC0001
COU1365,Huge,Mathematics,48,FAC0013
COU1718,Join,Business,227,FAC0011
COU1719,Yes,Arts,235,FAC0002
COU1720,Generation,Computer Science,295,FAC0011
INVALID_17,Stock,Arts,60,FAC0006
COU1722,Baby,Physics,36,FAC0013
COU1723,Behavior,Physics,9999,FAC0016
COU1724,Perhaps,Mathematics,263,FAC0005
COU1725,Another,Mathematics,128,FAC0020
COU1726,Early,Engineering,260,FAC0008
COU1727,Discuss,Business,115,FAC0001
COU1728,None,Business,51,FAC0018
COU1729,Game,Computer Science,75,FAC0007
COU1730,Lay,Mathematics,260,FAC0004
COU1731,Positive,Computer Science,96,FAC0004
COU1732,Start,ARTS,241,FAC0008
COU1733,Compare,Arts,239,FAC9999
COU1734,Senior,Computer Science,64,FAC0020
COU1735,Attack,Engineering,232,FAC0016
COU1736,Add,Arts,-1,FAC0002
COU1737,Group,Engineering,14,FAC0011
COU1738,Consider,Arts,160,FAC0015
COU1739,Study,COMPUTER SCIENCE,178,FAC9999
COU1740,Ask,Physics,228,FAC0019
COU1741,Require,Business,158,FAC0013
COU1742,Fish,Business,115,FAC0020
COU1743,Dark,Physics,239,FAC0013
COU1744,Push,Computer Science,30,FAC0006
COU1745,Free,Business,175,FAC0001
COU1746,Brother,Physics,132,FAC0020
COU1162,Represent,Arts,29,FAC0015
COU1748,Land,Computer Science,146,FAC0008
COU1749,Customer,Mathematics,180,FAC0006
COU1750,Difference,ENGINEERING,191,FAC0005
COU1751,Who,Mathematics,158,FAC0009
COU1752,Suddenly,Physics,39,FAC0004
COU1753,Garden,Engineering,203,FAC0011
COU1754,Article,Arts,8,FAC0010
COU1755,From,Engineering,143,FAC0008
COU1756,Us,Business,79,FAC0007
COU1757,Base,Arts,75,FAC0016
COU1758,Hour,Business,230,FAC9999
COU1759,Rule,Mathematics,145,FAC0011
COU0395,State,Arts,221,FAC0012
COU1761,Society,Arts,168,FAC0004
COU1762,At,Business,35,FAC0017
COU1763,Keep,Business,286,FAC0017
COU1764,Allow,Business,149,FAC0006
COU1765,Focus,Physics,211,FAC0011
COU1766,Example,Mathematics,230,FAC0013
COU1767,Our,Business,199,FAC0004
COU1768,Western,Mathematics,116,FAC9999
COU1769,Mind,Business,238,FAC0005
COU1770,Middle,MATHEMATICS,254,FAC0017
COU1771,Many,Business,193,FAC0009
COU1772,Including,Physics,235,FAC0003
COU1773,Interview,Arts,103,FAC0010
COU1774,Happy,Arts,291,FAC0018
COU1775,Man,Computer Science,34,FAC0009
COU1776,Grow,Engineering,299,FAC0005
COU1777,Before,Mathematics,83,FAC0010
COU1778,You,Business,184,FAC0012
COU1779,Every,Arts,164,FAC0012
COU1780,Left,Engineering,300,FAC0009
COU1781,Walk,Arts,142,FAC0005
COU1782,Price,Engineering,47,FAC0004
COU1783,Catch,Engineering,128,FAC0016
COU1784,Court,Physics,257,FAC0013
COU1785,Tend,Physics,169,FAC0010
COU1786,Generation,Computer Science,102,FAC0018
INVALID_23,Among,Arts,210,FAC0001
COU1788,Cold,Physics,194,FAC0005
COU1789,Appear,Arts,288,FAC0016
COU1790,His,Arts,0,FAC0011
COU1791,Drive,arts,72,FAC0012
COU1792,Media,Physics,1,FAC0003
COU1793,Enter,Computer science,191,FAC0013
COU1794,Add,Arts,227,FAC0015
COU1795,Dark,Computer Science,202,FAC0016
COU1796,Quite,Physics,14,FAC9999
COU1797,Must,Business,115,FAC0015
COU1798,Budget,Mathematics,152,FAC0009
COU1799,Camera,Mathematics,184,FAC0013
COU1800,Their,Arts,184,FAC0008
COU1801,Friend,Mathematics,42,FAC0018
COU1802,Share,Arts,252,FAC0010
COU1803,Meet,Mathematics,19,FAC0020
COU1804,Nation,Engineering,2,FAC0008
COU1805,Professor,Business,181,FAC0006
COU1806,Meet,Physics,33,FAC0016
COU1807,Scientist,Mathematics,142,FAC0002
COU1808,It,Arts,271,FAC0020
COU1809,Some,Engineering,178,FAC0006
COU1607,Feeling,Physics,83,FAC0017
COU1811,Blue,Computer Science,278,FAC0001
COU1812,Seem,engineering,163,FAC0007
COU1813,Interview,Physics,173,FAC0016
COU1814,Community,Mathematics,0,FAC0018
INVALID_96,Knowledge,Computer science,10,FAC0018
COU1816,Player,Engineering,191,FAC0018
COU1817,Training,Mathematics,179,FAC0004
COU1818,Second,Business,121,FAC0003
COU1819,Take,Business,83,FAC9999
COU1820,Song,Mathematics,43,FAC0015
COU1821,Anything,Engineering,296,FAC0011
INVALID_54,Authority,Physics,15,FAC0019
COU1823,Career,Mathematics,214,FAC0009
COU1824,Design,Business,169,FAC0015
COU1825,Role,Physics,49,FAC0012
COU1826,Soon,Engineering,28,FAC0016
COU1827,Skin,Physics,55,FAC0010
COU1828,Police,Engineering,10,FAC0013
COU1829,Continue,Mathematics,105,FAC0009
COU1830,Blood,Computer Science,163,FAC0001
COU1831,Form,Physics,72,FAC0014
COU1832,Republican,Computer Science,173,FAC0016
COU1833,Subject,Mathematics,143,FAC0013
COU1834,Science,Computer Science,211,FAC0005
COU1835,Bar,Computer Science,160,FAC0013
COU1836,Society,Physics,9,FAC0013
COU1837,Particular,Physics,81,FAC0017
COU1838,Him,Mathematics,43,FAC0005
COU1839,Clear,Arts,267,FAC0016
COU1840,Tonight,Computer Science,7,FAC0005
COU1841,Shake,Physics,87,FAC9999
COU1842,Room,Computer Science,129,FAC0014
COU1843,Have,Physics,187,FAC0015
COU1844,Option,Engineering,25,FAC0016
COU1845,Minute,Physics,25,FAC0006
COU1846,Phone,Arts,100,FAC0018
COU1847,News,Mathematics,126,FAC0009
COU1848,Class,Computer Science,178,FAC0008
COU1849,Energy,Computer science,-1,FAC0020
COU1850,Them,Arts,81,FAC0008
COU1602,Population,Engineering,190,FAC0002
COU1852,But,Engineering,240,FAC0010
COU1853,Very,Arts,113,FAC0005
COU1854,Want,Engineering,214,FAC0014
COU1855,Soldier,Mathematics,270,FAC0016
COU1856,Bit,Arts,236,FAC0019
COU1857,Describe,Arts,1,FAC9999
COU1858,Suffer,COMPUTER SCIENCE,184,FAC0010
COU1859,Professional,Physics,175,FAC0012
COU1860,Your,Physics,235,FAC0013
COU1861,Official,Arts,10,FAC0012
COU1862,Right,Business,19,FAC0001
COU1863,Tax,Business,299,FAC0005
COU1864,Build,Engineering,234,FAC0007
COU1865,Over,Business,274,FAC0002
COU1866,Day,Arts,156,FAC0003
COU1867,Involve,Arts,82,FAC0008
COU1868,Tonight,Business,157,FAC0020
COU1869,Significant,Physics,146,FAC0008
COU0401,Task,Physics,113,FAC0007
COU1871,According,Business,271,FAC0014
COU1872,Situation,Engineering,86,FAC0017
COU1873,Method,Engineering,68,FAC0017
COU1778,Stuff,Physics,182,FAC9999
COU1875,Also,Computer Science,80,FAC0010
COU1876,Network,Business,112,FAC0018
COU1877,Peace,Business,54,FAC0008
COU1878,Walk,Physics,131,FAC0014
COU1879,Mind,Physics,141,FAC0004
COU1880,Result,Arts,183,FAC9999
COU1881,Another,Engineering,272,FAC0001
INVALID_18,Guy,Engineering,286,FAC0009
COU1883,Ten,Business,289,FAC0019
COU1884,Early,Arts,158,FAC0003
