ExamID|StudentID|CourseID|ExamDate|Score|Grade|Status
EXA1033|STU0015|COU0020|05-04-2023|12454.27|F|Soon
EXA1034|STU0008|COU0003|05/04/2022|40632.58|A|Pick
EXA1035|STU0002|COU0020|29-11-2022|33488.4|A|Move
EXA1036|STU0007|COU0010|05/05/2023|10095.86|C|In
EXA1037|STU0016|COU0011|02/26/2024|8634.54|A|Man
EXA1038|STU0014|COU0019|2022-12-28|3569.79|A|Ability
EXA1039|STU0005|COU0011|24-02-2024|14451.85|F|Step
EXA0077|STU0013|COU0011|05/02/2024|-1748.08|C|Performance
EXA1041|STU0009|COU0003|02-03-2023||B|Set
EXA1042|STU0009|COU0008|10/22/2023|33881.73|D|Range
INVALID_53|STU0018|COU0012|2022-07-09|28689.36|F|I
INVALID_63|STU0012|COU0011|2023-05-19|12232.34|D|Not
EXA1045|STU0016|COU0013|10/30/2023|49874.34|B|Case
EXA1046|STU0001|COU0020|25-12-2023|18725.28|F|Alone
EXA1047|STU0011|COU9999|08/05/2023|28734.78|A|Movie
EXA1048|STU0013|COU0004|2023-03-29|49205.42|A|Order
EXA1049|STU0006|COU0005|11/17/2023|Twenty Five Thousand|B|Expect
EXA1050|STU0001|COU0016|12-10-2023|15684.02|C|Only
EXA1051|STU0008|COU0012|12/13/2023|15923.67|C|Lay
EXA1052|STU0013|COU0014|29-04-2022|47462.44|B|Because
EXA1053|STU0001|COU0012|05/02/2024|24740.89|D|Community
EXA1054|STU0002|COU0009|2023-06-03|14714.43|B|Eat
EXA1055|STU0011|COU0012|02-04-2024|21913.92|A|Sure
EXA1056|STU0003|COU0002|04/01/2024|18355.27|B|Leave
EXA1057|STU9999|COU0016|03/29/2024|5794.11|A|Theory
EXA1058|STU9999|COU0004|20-02-2023|10729.24|B|Office
EXA1059|STU0014|COU0007|03/18/2023||A|Understand
EXA1060|STU0003|COU0008|29-11-2024|6672.92|A|Up
EXA1061|STU0011|COU0015|20/06/2023|17304.49|F|Very
EXA1062|STU0006|COU0008|10/22/2022|17308.65|B|Trade
EXA0641|STU0006|COU0018|03/19/2023|1655.5|A|Toward
EXA1064|STU0019|COU0009|07/11/2024|5260.21|C|Blood
EXA1065|STU0005|COU0006|27-03-2024|40713.16|A|Chance
EXA1066|STU0010|COU0015|07-04-2024|25913.28|A|Option
EXA1067|STU9999|COU0005|2022-01-27|47173.95|C|Middle
EXA1068|STU0002|COU0018|2023-02-15|46116.87|A|Adult
EXA1069|STU0015|COU0011|2023-05-31|46360.47|B|Senior
EXA1070|STU0020|COU0007|05/07/2022|44462.88|F|Reflect
EXA1071|STU0014|COU0013|12/31/2022|41633.39|D|Debate
EXA1072|STU0004|COU0007|2023-08-11|33781.13|D|Career
EXA1073|STU9999|COU0001|2023-02-25|14043.29|B|Happen
EXA1074|STU0001|COU0012|24/12/2024|42806.04|F|Others
EXA1075|STU0009|COU0002|23-05-2022|2849.28|F|Suggest
EXA1076|STU0006|COU0020|30/04/2024|29837.85|D|Explain
EXA1077|STU0008|COU0002|11/07/2023|16448.25|A|Husband
EXA1078|STU0003|COU0012|08-11-2023|44455.16|C|Control
EXA1079|STU0003|COU0014|29-08-2023|9958.03|B|Last
EXA1080|STU0019|COU0002|02/25/2024|24663.53|F|Guy
EXA1081|STU0005|COU0008|2022-08-09|22877.28|B|Guy
EXA1082|STU0001|COU0004|22-09-2023|1785.89|A|This
EXA1083|STU0010|COU0004|06/28/2022|25599.43|C|Turn
EXA1084|STU0014|COU0013|09/13/2023|5473.03|D|Consider
EXA1085|STU0003|COU0004|2024-06-28|5805.77|A|Station
EXA1086|STU0016|COU0002|11/02/2024|3959.11|F|Budget
EXA1087|STU0007|COU0013|2022-10-26||A|Recently
EXA1088|STU0017|COU9999|10-06-2024|32105.54|D|Instead
EXA1089|STU0018|COU0007|12/01/2022|0|A|None
EXA1090|STU0019|COU0009|02/16/2023|30257.46|F|Cut
EXA1091|STU0020|COU0011|2024-09-07|39293.91|D|Its
EXA1092|STU0007|COU0001|03/13/2023|9187.52|D|Control
EXA1093|STU0002|COU0003|01-10-2024|13139.06|A|Win
EXA1094|STU0017|COU0020|26/04/2023|31536.39|D|Eat
EXA1095|STU0012|COU0010|19/08/2022|-2871.7|A|Team
EXA1096|STU0012|COU0006|08-06-2023|23507.99|A|Manage
EXA1097|STU0014|COU0019|13/03/2022|26988.35|D|Soon
EXA1098|STU0011|COU0008|03/09/2024|36865.09|B|Doctor
EXA1099|STU9999|COU0007|2023-12-15|40089.75|B|Marriage
EXA1100|STU0011|COU0017|2024-12-24|8515.05|B|Fact
INVALID_31|STU0015|COU0010|2022-03-21|4380.86|B|Major
EXA1102|STU0016|COU0001|02/01/2022|16321.64|D|Since
EXA1103|STU0011|COU0004|22-09-2024|14436.56|D|Reveal
EXA1104|STU0012|COU0015|09/14/2022|38209.8|D|Respond
EXA1105|STU0011|COU0017|05/09/2024|31551.25|B|Management
EXA1106|STU0009|COU0006|02/10/2023|6743.05|B|Save
EXA1107|STU0017|COU0018|06/04/2022|18518.2|F|Feeling
EXA1108|STU0015|COU0010|2023-03-06|8816.79|A|Fact
EXA0455|STU0008|COU0004|02-09-2022|19560.94|A|Skill
EXA1110|STU0020|COU0008|17/12/2024|Five Hundred|F|Born
EXA1111|STU0019|COU0003|23-06-2023|26302.2|A|Sell
EXA1112|STU0005|COU0005|08/10/2023|34027.43|C|Stop
EXA1113|STU0015|COU0014|05-01-2022|19470.98|A|Teach
EXA1114|STU0010|COU0002|2024-09-02|9862.07|A|Window
EXA1115|STU0020|COU0004|03/15/2022|39135.74|D|Treat
EXA1116|STU0001|COU0020|09/12/2022|7753.23|F|Although
EXA1117|STU0014|COU0016|04-12-2022|31091.91|A|Film
EXA0134|STU0005|COU0015|02/10/2023|19306.45|D|Human
EXA1119|STU0002|COU0011|19-06-2024|29271.86|A|Police
EXA1120|STU0007|COU0005|02/21/2024|45731.65|F|Several
EXA1121|STU0005|COU0015|11/05/2023|24006.71|D|Put
EXA1122|STU0008|COU0009|23/12/2023|3289.14|A|Ask
EXA1123|STU0020|COU0005|2024-01-25||B|Cold
EXA1124|STU0003|COU0005|2022-04-19|48149.61|A|President
EXA1125|STU0002|COU0001|12/02/2022|10387.13|C|Letter
EXA1126|STU0001|COU9999|06/04/2024|34384.74|C|Cause
EXA1127|STU0004|COU0003|09/01/2023|9948.5|C|Quite
EXA1128|STU0020|COU0013|2023-02-13|37348.72|D|Thing
INVALID_48|STU0016|COU0005|2023-01-05|-705.01|A|Push
EXA1130|STU0002|COU0014|03/27/2024|4952.65|F|Over
EXA1131|STU0015|COU0020|09/09/2024|25352.9|D|Difficult
EXA1132|STU0002|COU0009|2024-01-19|Twenty Five Thousand|D|Responsibility
EXA1133|STU0013|COU0012|2022-09-21|40413.27|F|Wind
EXA1134|STU0017|COU0020|2024-05-30|8170.2|F|Will
EXA1135|STU0018|COU0001|02/08/2022|Ten Thousand|C|Quality
EXA1136|STU0003|COU0003|2023-08-27|19735.1|D|Seven
EXA1137|STU9999|COU0004|10/07/2023|39522.28|F|Fact
EXA1138|STU0016|COU0016|02/17/2023||F|Small
EXA1139|STU0001|COU0008|17-06-2023|2527.09|C|Air
EXA1140|STU0019|COU0020|03-12-2024|13747.32|B|Political
EXA1141|STU0003|COU9999|2024-04-06|47122.29|A|Usually
EXA1142|STU0004|COU0017|2023-06-09|24047.96|D|Involve
EXA1143|STU0010|COU0004|21-07-2023|31254.24|D|Produce
EXA1144|STU0010|COU0010|10/21/2022|42980.29|D|Either
EXA1145|STU0019|COU0009|08/07/2022|42232.9|C|Heavy
EXA1146|STU0008|COU0005|21-03-2024|29577.9|A|Congress
EXA1147|STU0016|COU0005|2024-06-29|8142.78|F|Once
EXA1148|STU0006|COU0006|15-04-2022|43495.41|D|Particularly
EXA1149|STU0001|COU0012|11/11/2024|17985.98|D|Financial
EXA1150|STU0004|COU0016|07/01/2023|15921.02|C|Peace
EXA1151|STU0018|COU0011|25-09-2023|40072.52|B|Door
EXA1152|STU0012|COU0003|27/02/2024|33129.68|B|Among
EXA1153|STU0001|COU0002|10/03/2023|44863.44|C|Spring
EXA1154|STU0020|COU0003|12/02/2022|2344.4|A|Might
EXA1155|STU0020|COU0014|07/04/2024|31586.67|D|Light
EXA1156|STU0011|COU9999|04/07/2022|10728.01|D|Voice
EXA1157|STU0007|COU0004|17/05/2022|35510.31|B|Design
EXA1158|STU0015|COU0017|20-05-2024|40108.11|C|Style
EXA1159|STU0005|COU0002|11-05-2022||C|Hand
EXA1160|STU9999|COU0011|30/06/2023|45313.0|A|Course
EXA1161|STU0018|COU0014|11/07/2022|40174.24|F|Second
EXA1162|STU0007|COU0006|03/12/2022|4597.33|F|Size
EXA1163|STU0010|COU0004|2022-07-24|25812.67|C|Impact
EXA1164|STU0002|COU0001|23/07/2023|30882.95|B|It
EXA1165|STU0017|COU0007|05/30/2022|20058.56|D|Room
EXA1166|STU0005|COU0003|08/07/2022|15018.22|A|Section
EXA1167|STU0011|COU0019|2024-07-28|9788.14|F|Consider
EXA1168|STU0004|COU0017|12/13/2024|11515.69|A|Everybody
EXA1169|STU0011|COU0007|18-09-2022|47708.51|C|Perhaps
EXA1170|STU0015|COU0013|07/16/2023|37349.35|B|Subject
EXA1171|STU0011|COU0012|18/02/2024|37521.73|A|Low
EXA1172|STU9999|COU0016|10-06-2024|44822.32|B|City
EXA1173|STU0018|COU0012|2022-08-24|32658.17|A|Around
EXA1174|STU0004|COU0007|06-11-2022|17395.84|C|Hope
EXA1175|STU0006|COU0006|06/04/2023|44831.83|F|Avoid
EXA1176|STU0019|COU9999|04/10/2022|41590.27|F|Including
EXA1177|STU0012|COU0005|04-05-2022|28784.03|F|Building
EXA1178|STU0019|COU0006|22-09-2022|28912.32|B|Pretty
EXA1179|STU0008|COU0002|2024-10-27|44286.18|A|Position
EXA1180|STU0005|COU0011|2022-11-11|40527.07|F|Quality
EXA1181|STU0008|COU0010|28/10/2022|30368.69|B|If
EXA1182|STU0002|COU0005|11/22/2023|49928.13|C|Keep
EXA1183|STU0010|COU0004|23-05-2023|13113.23|B|His
EXA1184|STU0005|COU0007|24/10/2022|27698.35|F|Safe
EXA1185|STU0009|COU0008|2022-03-14|33933.5|F|Relationship
EXA1186|STU0002|COU0008|05-08-2023|26164.83|F|Dark
EXA1187|STU0013|COU0012|2022-01-24|23054.93|F|Than
EXA1188|STU0014|COU0019|16-11-2023|31878.36|B|Walk
EXA1189|STU0001|COU0011|06/18/2023|0|F|Official
EXA1190|STU0006|COU0012|05-11-2024|9639.82|F|Never
EXA1191|STU0016|COU0018|04/08/2022|17251.61|B|Try
EXA1192|STU0004|COU0015|04/02/2024|9744.78|A|Order
EXA1193|STU0012|COU0008|15-01-2023|15053.84|F|Take
EXA1194|STU0009|COU0009|04/05/2023|2601.15|A|Control
EXA1195|STU0002|COU9999|26/11/2022|45616.49|F|Protect
EXA1196|STU0019|COU0017|2022-03-02|1185.63|F|Around
EXA1197|STU0010|COU0009|03/21/2022|16883.62|B|Out
EXA1198|STU0013|COU0004|2023-06-04|45763.13|A|Force
EXA1199|STU0020|COU0017|25/01/2022|-2378.07|D|Bed
EXA1200|STU0013|COU0003|2022-09-25|0|C|You
EXA1201|STU0018|COU0007|2023-01-12|28170.38|D|Pick
EXA1202|STU0002|COU0005|01/12/2022|32793.59|A|Key
EXA1203|STU0001|COU0012|13-07-2024|12195.85|C|Manager
EXA1204|STU0008|COU0014|08/07/2022|10312.77|D|Thought
EXA1205|STU0019|COU0014|20/11/2022|18776.32|A|Read
EXA1206|STU0012|COU0020|10/10/2023|44553.32|C|Environment
EXA1207|STU0012|COU0020|18/04/2023|8638.78|A|World
EXA1208|STU0017|COU0014|2023-07-24|26934.85|F|Baby
EXA1209|STU0006|COU0008|10/30/2023|33035.61|F|Guy
EXA1210|STU0008|COU0009|05/16/2023|3035.88|f|Sell
EXA1211|STU0005|COU0010|2023-07-27|45372.46|A|Development
EXA1212|STU0010|COU0017|2024-02-20|15810.26|B|Whose
EXA1213|STU0003|COU0004|30-03-2023||B|Article
EXA1214|STU0007|COU0001|04/02/2024|34210.3|F|Would
EXA1215|STU0005|COU0001|31-10-2022|16340.55|C|Author
EXA1216|STU0012|COU0001|13-09-2023|39998.88|D|Answer
EXA1217|STU0005|COU0013|2022-08-26|12542.22|D|Check
EXA1218|STU0012|COU0006|04/11/2022|28928.19|D|Avoid
EXA1219|STU0020|COU0017|27/06/2022|42974.75|F|Attorney
EXA1220|STU0018|COU0018|01/31/2023|7312.47|C|First
EXA1221|STU0004|COU0005|11/13/2022|11152.3|F|Different
EXA1222|STU0017|COU0004|11/05/2022|2434.64|F|Its
EXA1223|STU0006|COU0019|2023-01-24|35700.48|B|Particularly
EXA1224|STU0015|COU0001|08-07-2022|32002.36|D|Beat
EXA1225|STU0010|COU0002|2024-07-23|Twenty Five Thousand|C|Bar
EXA0907|STU0016|COU0009|2022-06-13|31394.28|D|Court
EXA1227|STU0012|COU0004|2023-07-25|6594.57|D|Week
EXA1228|STU0008|COU0003|08/16/2022||A|Bring
EXA0333|STU0014|COU0009|19-06-2023||C|Own
EXA1230|STU0008|COU0008|02/12/2024|13343.08|C|Personal
EXA1231|STU0006|COU0002|30/10/2024|12902.02|F|New
EXA1232|STU0016|COU0018|02/15/2022|Five Hundred|A|Eight
EXA1233|STU0007|COU0009|13-11-2024||B|Beat
EXA1234|STU0017|COU9999|2023-04-06|16195.36|F|Wear
EXA1235|STU9999|COU0009|2022-07-29||B|Safe
EXA1236|STU0012|COU0013|23-05-2024|40709.59|B|Mean
EXA1237|STU0019|COU0004|11/05/2023|29435.5|B|Simple
EXA1238|STU0001|COU0008|2023-09-29|14938.06|A|Argue
EXA1239|STU0009|COU0001|30/07/2024|49449.59|D|Story
EXA1240|STU0012|COU0014|26/12/2022|-4596.05|D|Send
EXA1241|STU0011|COU0002|10-09-2022|23293.18|B|Position
EXA1242|STU0019|COU0010|27/05/2024|41902.76|F|Moment
EXA1243|STU0018|COU0002|09/01/2022|48425.42|D|Player
EXA1244|STU0006|COU0003|20-07-2022|24050.48|A|Happy
EXA1245|STU0013|COU0014|08/04/2024|28148.48|F|Decade
EXA1246|STU0003|COU0003|06/12/2022|44266.62|c|Southern
EXA1247|STU0020|COU0011|01/30/2022|46819.85|C|Fall
EXA1248|STU0005|COU0020|2023-11-28|3436.45|D|Style
EXA1249|STU0014|COU0011|23-08-2024|16349.66|D|Pass
EXA1136|STU0009|COU0007|04-05-2024|39199.55|A|Past
EXA1251|STU0015|COU0002|02/09/2024|6538.22|F|Leave
EXA1252|STU0016|COU0001|03/16/2023|9695.14|D|Guess
EXA1253|STU0006|COU9999|19/08/2023|29705.8|A|Matter
EXA1254|STU0016|COU0005|31/10/2024|40618.94|D|Radio
EXA1255|STU0015|COU0017|12/08/2024|12469.41|A|Hold
EXA1256|STU0008|COU0004|11/23/2024|16392.02|B|Ago
EXA1257|STU0010|COU0015|14-10-2024|48155.83|D|Mother
EXA1258|STU0018|COU0006|2022-07-30|Twenty Five Thousand|D|Education
EXA1259|STU0006|COU0004|2022-09-21|23664.13|D|Everything
EXA1260|STU0002|COU0012|05/15/2022|40633.9|F|Skin
EXA1261|STU0014|COU0016|05/22/2022|35038.06|A|Indicate
EXA1262|STU0009|COU0007|15/09/2023|14456.95|D|Network
EXA1263|STU0010|COU0004|2022-05-22|30978.05|D|Public
EXA1264|STU0015|COU0003|23/09/2023|48101.37|F|Person
EXA1265|STU0009|COU0012|2023-10-03|18179.38|F|Two
EXA1266|STU0017|COU0017|23-06-2024|9453.39|B|Collection
EXA1267|STU0011|COU0019|08/04/2024|48525.77|A|Building
EXA1268|STU0001|COU0006|2024-09-09|-3345.24|D|Well
EXA1269|STU0011|COU0012|02/19/2022|15755.04|B|Region
EXA1270|STU0015|COU0005|2023-08-13|6615.23|F|Century
EXA0608|STU0019|COU0018|07/11/2024|48578.93|B|Employee
EXA1272|STU0006|COU0003|17-09-2023|38632.63|C|Notice
EXA1273|STU0011|COU0014|06/20/2024|48093.7|C|Wait
EXA1274|STU0001|COU0019|13-10-2024|13928.37|A|Career
EXA0360|STU0010|COU0003|2023-11-29|21022.91|C|Floor
EXA1276|STU0003|COU0020|07/10/2024|43268.02|B|Pay
EXA1277|STU0014|COU0005|05/10/2023|28053.48|F|Time
INVALID_44|STU0013|COU0020|17/06/2024|1627.1|F|Cover
EXA1279|STU0008|COU0008|28-09-2024|4696.0|A|Growth
EXA1280|STU0003|COU9999|05-09-2024|Twenty Five Thousand|F|Property
EXA1281|STU0018|COU0011|28-11-2022|42697.8|F|Song
EXA1282|STU0012|COU0014|2022-01-05|40674.04|F|Success
EXA1283|STU9999|COU0010|2022-10-17|41112.6|A|That
EXA1284|STU0015|COU0020|2023-07-24|20820.0|D|Only
EXA1285|STU0011|COU0005|09/06/2023|39138.7|C|Less
EXA1286|STU0012|COU0012|29/05/2023|26358.78|A|Writer
EXA1287|STU0011|COU0014|27/09/2024|22105.27|F|Probably
EXA1288|STU0012|COU9999|30/12/2023|19318.51|B|Drop
EXA1289|STU0003|COU0014|09/03/2023|22705.26|D|Our
EXA1210|STU0011|COU0001|2022-04-18|23489.13|C|Authority
EXA1291|STU0002|COU0015|2023-06-25|49254.31|B|Authority
EXA1292|STU0013|COU0006|2022-10-05|28271.1|C|Imagine
EXA1293|STU0011|COU0003|15-04-2023|44052.07|B|I
EXA1294|STU0006|COU0011|09/12/2022|21264.77|A|Little
EXA1295|STU0016|COU0011|2022-02-13|49283.9|B|Himself
EXA1296|STU0016|COU0006|28-12-2023|15115.17|B|Customer
EXA1297|STU0016|COU0005|12/29/2023|8034.59|B|Network
EXA1298|STU0005|COU0005|20-08-2023|39743.8|C|Ever
EXA1299|STU9999|COU9999|2023-07-05|9753.28|A|Catch
EXA1300|STU0009|COU0013|01-12-2024|-4410.73|D|Section
EXA1301|STU0018|COU0017|01-08-2023|39891.15|F|Democrat
EXA1302|STU0003|COU0018|07-06-2022|20133.02|B|Head
EXA1303|STU0001|COU0006|10/23/2023|16466.24|F|Speech
EXA1304|STU0015|COU0008|2023-04-02|48170.34|A|Particularly
EXA1305|STU0013|COU9999|11/04/2023|40171.77|B|Population
EXA1306|STU0011|COU0020|25-01-2024|41474.24|F|Floor
EXA1307|STU0012|COU0001|27-09-2023|19552.06|F|Full
EXA1308|STU0011|COU0014|07/26/2024|12498.36|D|Wait
EXA1309|STU0001|COU0019|16-01-2023|23057.67|C|Real
EXA1310|STU9999|COU9999|03/07/2022|4893.29|C|Modern
EXA1311|STU0016|COU0014|01/13/2023|4403.99|A|Go
EXA1312|STU0014|COU0010|2022-09-20|22954.27|A|Life
EXA1313|STU0004|COU9999|2023-12-28|9492.99|B|Long
EXA1314|STU0004|COU0010|05-03-2024|37214.1|C|Republican
EXA1315|STU0017|COU0009|2022-01-25|2264.95|B|Budget
EXA1316|STU0005|COU0017|05-09-2024|2537.59|B|Environmental
EXA1317|STU0020|COU0013|2024-01-10|41477.32|A|Turn
EXA1318|STU0006|COU9999|06-09-2023|15721.77|C|Night
EXA0948|STU0004|COU0001|19/01/2024|45212.67|A|Enjoy
EXA1320|STU0003|COU0016|08/26/2024|31131.38|A|Follow
EXA1321|STU0004|COU0008|13-02-2022|39290.36|A|Build
EXA1322|STU0011|COU0004|05-07-2022|22036.63|B|Form
EXA1323|STU0014|COU0002|27/07/2023|10052.65|C|Fly
EXA1324|STU0013|COU0020|2022-07-23|24900.3|A|Among
EXA1325|STU0013|COU0014|02/25/2024|33250.29|A|Blood
EXA1326|STU0010|COU0004|28/10/2024|46106.74|A|Push
EXA1327|STU0016|COU0018|03/24/2024|14714.07|A|Finally
EXA1127|STU0020|COU0007|04-01-2023|20999.16|B|Animal
EXA1329|STU0002|COU0004|05-05-2022|26572.18|F|Large
EXA1330|STU0016|COU0008|2022-12-06|5991.26|C|Bad
EXA1331|STU0019|COU0003|04/27/2024|21595.75|b|Somebody
EXA1332|STU0010|COU0017|06/09/2024|29827.54|A|Prove
EXA1333|STU0018|COU0011|07/02/2024|8202.77|F|Window
EXA1334|STU0011|COU0010|2023-06-04|11770.76|D|Impact
EXA0423|STU0001|COU0016|27-01-2024|38210.93|F|Manager
EXA1336|STU0004|COU0013|05/10/2023|4821.16|C|Firm
EXA1337|STU0010|COU0017|07/09/2024|46284.69|F|Want
EXA1338|STU0011|COU0010|02-12-2024|1714.13|D|From
EXA1339|STU0015|COU0012|20/06/2023|48176.89|D|Company
EXA1340|STU0001|COU0006|06-11-2024|40290.98|F|Rock
EXA0738|STU0016|COU0003|21/06/2022|46469.08|B|Every
EXA1342|STU0019|COU0006|25/08/2022|48164.23|F|Activity
EXA1343|STU0001|COU0010|16/02/2023|41833.29|D|Full
EXA1344|STU0014|COU0001|20-08-2024|30878.78|C|Congress
EXA1345|STU0004|COU0009|05/01/2024|5823.08|C|Keep
INVALID_93|STU0012|COU0001|15-01-2023|35074.59|A|Past
INVALID_31|STU0005|COU0010|05/31/2022|48849.26|F|Happen
EXA1348|STU0004|COU0003|09-12-2022|4892.49|C|Own
EXA1349|STU0001|COU0020|02-08-2022|45730.96|F|Coach
EXA1350|STU0012|COU0011|2024-06-25|43534.53|C|Special
EXA1351|STU0001|COU0011|10/16/2022|30683.05|F|Top
EXA1352|STU0005|COU0004|25/09/2022|44663.26|A|Age
EXA1353|STU0001|COU0014|2022-02-09|43715.49|A|Up
EXA1354|STU0012|COU0015|27/07/2024|1024.81|F|Adult
EXA1355|STU0015|COU0016|2024-02-25|19004.28|C|Lot
EXA1356|STU0009|COU0015|2024-03-29|10165.29|B|Soldier
EXA1357|STU0009|COU0015|08-02-2023|41762.4|D|Each
EXA1358|STU0018|COU0016|2023-01-05|38266.54|C|Miss
EXA1359|STU0011|COU0008|12/18/2024|8370.43|C|Reach
EXA1360|STU0014|COU0002|06/16/2022|12683.43|B|Reach
INVALID_67|STU0007|COU0020|16/10/2023|47076.88|B|You
EXA1362|STU0012|COU0010|08/17/2023|28259.75|F|Experience
EXA1363|STU0012|COU0014|29/08/2023|46424.92|A|Society
EXA1364|STU0002|COU0016|05/10/2023|44579.62|B|Large
EXA1365|STU0019|COU0011|29-05-2023|3696.94|D|Particular
EXA1366|STU0006|COU0011|02/09/2023|30641.94|B|Also
EXA0840|STU0005|COU0009|24/03/2024|Five Hundred|F|Continue
EXA1368|STU0017|COU0008|08/31/2023|38260.46|A|Talk
EXA1059|STU0003|COU0018|02/24/2023|23566.26|D|Million
EXA1370|STU0011|COU0007|2023-02-05|28598.74|F|Pm
EXA1371|STU0014|COU0009|15/06/2023|8803.43|C|Will
EXA1372|STU0020|COU0019|12/21/2022|8947.55|C|Water
EXA1373|STU0016|COU0019|08/05/2023|43742.8|A|Give
EXA1374|STU0008|COU0010|10/27/2023|28959.49|B|College
EXA1359|STU0016|COU0006|12-09-2023|45294.62|d|Rate
EXA1376|STU0002|COU0017|2024-04-26|16818.52|B|Mother
EXA1377|STU0013|COU0015|06/11/2024|27552.15|D|Page
EXA1378|STU0002|COU0015|27/05/2023|8566.93|D|Receive
EXA1379|STU0005|COU0010|14-11-2024|48823.56|D|Political
EXA1380|STU0010|COU0011|03/25/2023|46727.61|A|Raise
EXA1381|STU0019|COU0001|2023-09-01|45745.24|D|Fear
EXA1382|STU0008|COU0002|05/26/2022||D|One
EXA1383|STU0012|COU0014|12-09-2023|45947.88|A|Politics
EXA1384|STU0019|COU0016|03-04-2023|3718.48|A|There
EXA1385|STU0010|COU0020|2023-01-11|10065.1|D|Focus
EXA1386|STU0014|COU0006|12-09-2023|28748.17|B|Several
EXA1387|STU0015|COU0011|24/05/2022|13976.42|C|One
EXA1388|STU0010|COU0005|06/09/2022||D|Three
EXA1389|STU0002|COU0003|16-07-2022|35309.84|D|Thus
EXA1390|STU0011|COU0009|19/06/2022|1508.69|C|Dream
INVALID_76|STU0002|COU0010|2022-10-09|25734.83|D|American
EXA1392|STU0003|COU0002|24/09/2023|14417.67|C|Strategy
EXA1393|STU0017|COU0012|05/01/2023|38126.83|D|Young
EXA1394|STU0001|COU0018|19-05-2023|25255.63|D|Call
EXA1395|STU0017|COU0011|25-10-2022|40163.96|A|Local
EXA1396|STU0002|COU0002|2022-09-03|11113.13|B|Thought
EXA1397|STU0008|COU0001|23-03-2022|2656.17|C|Church
EXA1398|STU0004|COU9999|12/22/2023|7447.81|B|Daughter
EXA1399|STU9999|COU0007|27-10-2023|45703.9|c|Agent
EXA1400|STU0007|COU0008|2022-04-07|4928.74|B|Understand
EXA1401|STU0012|COU0020|23/06/2024|10010.93|D|Nothing
EXA1402|STU0011|COU0001|04-08-2022|1997.16|A|Rock
EXA1403|STU0003|COU0016|2024-01-30|4347.64|D|Moment
EXA1404|STU0016|COU0010|02/25/2024|36174.21|A|Hit
EXA1405|STU0014|COU0015|27/06/2022|5590.24|B|Account
EXA1406|STU9999|COU0009|12/10/2023|17873.6|B|Stage
EXA1407|STU0014|COU0005|2023-11-15|30605.16|F|Only
EXA1408|STU0014|COU0009|21-03-2023|25081.25|B|Law
EXA1409|STU0005|COU0011|01/11/2023|49264.11|d|Compare
EXA1410|STU0018|COU0018|23-09-2022|15115.23|B|More
EXA1411|STU0004|COU0010|06/09/2022|1628.7|C|Figure
INVALID_72|STU0002|COU0005|11/29/2023|0|A|Eight
EXA1413|STU0017|COU0012|04/20/2022|43561.14|A|Smile
EXA1414|STU0004|COU0010|23/12/2022|48076.81|F|Meeting
EXA1415|STU0003|COU0018|29-10-2023|19409.48|B|Ball
EXA1416|STU0013|COU0020|17-07-2022|37915.44|D|Ready
EXA0699|STU0001|COU0013|06/06/2022|3604.43|A|That
EXA1418|STU0012|COU0003|09/13/2022|49241.76|A|Second
EXA1419|STU0002|COU0019|03/28/2023|23149.56|D|Learn
EXA1420|STU0017|COU0004|22-11-2024|27188.57|f|Join
EXA1421|STU0020|COU0017|16/10/2024|40540.92|A|Baby
EXA1422|STU0009|COU0006|28-02-2024||C|Thought
EXA1423|STU0009|COU0014|13/11/2024|45871.07|C|Attention
EXA1424|STU0009|COU0018|23-08-2023|21833.95|C|Choice
EXA1425|STU0012|COU0016|04/25/2023|12250.6|A|Special
EXA1426|STU0014|COU0010|18-01-2023|40782.71|B|Blood
EXA1427|STU0019|COU0002|12/03/2023|35038.46|B|Need
EXA1428|STU0018|COU0018|2022-09-04|1748.11|c|Might
EXA1429|STU0003|COU0005|07/21/2022|3748.87|B|Mention
EXA1430|STU0010|COU0010|2022-12-13|44348.71|C|Stock
EXA1431|STU0003|COU0008|2024-02-24|42504.37|C|Run
EXA0762|STU0012|COU0004|07/02/2024|41784.24|D|In
INVALID_79|STU0003|COU0016|18-01-2022|1666.05|D|May
INVALID_88|STU0009|COU0003|15-09-2022|10303.64|B|Sea
EXA1435|STU9999|COU0019|12/10/2022|44662.92|B|Production
EXA1436|STU0010|COU0017|2024-11-22|15899.71|F|Shake
EXA1437|STU0002|COU0010|27-08-2024|34505.84|C|Whose
EXA1438|STU0007|COU0017|09/09/2023|26872.88|f|Least
EXA1439|STU0006|COU0001|01/08/2023|5707.08|B|Military
EXA1440|STU0008|COU0005|06/01/2024|27054.63|F|Consumer
EXA1441|STU0013|COU0005|2023-04-08|19324.2|B|Single
EXA1442|STU0008|COU0014|09/10/2023|41191.09|D|Art
EXA1443|STU0019|COU0015|03/18/2024|27144.72|A|Authority
EXA1444|STU0020|COU0005|14/01/2022|48500.88|D|Southern
EXA1445|STU0003|COU0016|19-11-2024|23381.94|A|Note
EXA1446|STU0011|COU9999|16/06/2022|29687.37|C|Traditional
EXA1447|STU0010|COU0019|09/22/2022|47923.77|D|Often
EXA1448|STU0003|COU0007|22-12-2023|-652.36|C|Discuss
