OrderID|CustomerID|ProductID|OrderDate|Quantity|TotalAmount|Status
ORD0901|CUS0016|PRO0020|2023-09-03|21|16626.59|Pending
ORD0902|CUS0020|PRO0003|26/06/2023|148|10655.43|Cancelled
ORD0903|CUS0002|PRO0007|2023-07-04|230|41899.19|Returned
ORD0904|CUS0003|PRO0012|15/08/2023|72|3683.08|Returned
ORD0905|CUS0018|PRO0014|15-03-2022|254|30619.02|Returned
ORD0906|CUS0003|PRO0009|2023-04-03|277|21078.99|Delivered
ORD0907|CUS0001|PRO0002|04/03/2022|154|1576.95|Returned
ORD0908|CUS0019|PRO0003|04/12/2022|27|46702.45|Returned
ORD0909|CUS0012|PRO0020|10-11-2022|108||Pending
ORD0910|CUS0007|PRO0007|08/17/2022|26|5117.03|Returned
ORD0911|CUS0001|PRO0008|10/05/2024|228|6162.3|Cancelled
ORD0912|CUS0003|PRO0017|10/02/2023|160|3045.02|Pending
ORD0913|CUS0015|PRO0002|13/12/2023|110|37821.63|Cancelled
ORD0914|CUS0015|PRO0010|2022-08-21|102|44458.87|PENDING
ORD0915|CUS0014|PRO0004|2024-05-15|249|35551.49|Delivered
ORD0916|CUS0011|PRO0014|08/05/2024|191|5639.56|Cancelled
ORD0917|CUS0018|PRO0005|17-12-2023|161|28842.37|Cancelled
ORD0918|CUS0001|PRO0006|21/04/2023|157|Five Hundred|Returned
ORD0919|CUS0009|PRO0001|20/09/2024|177|15478.99|Returned
ORD0920|CUS0003|PRO0010|15-09-2022|157|47728.5|Delivered
ORD0169|CUS0016|PRO9999|2022-06-14|252|1183.33|Delivered
ORD0922|CUS0009|PRO0019|12/31/2022|176|42938.86|Cancelled
ORD0923|CUS0014|PRO0017|21/09/2024|27|11620.85|Cancelled
INVALID_31|CUS0010|PRO0003|04-08-2022|35|Ten Thousand|Delivered
ORD0925|CUS0002|PRO0010|01/06/2023|60|42886.7|Cancelled
ORD0926|CUS0001|PRO0014|13/10/2024|85|21829.69|Cancelled
ORD0927|CUS0013|PRO0014|12/25/2023|218|45190.5|CANCELLED
ORD0928|CUS0012|PRO0007|12/12/2024|111|27203.74|Delivered
ORD0929|CUS0011|PRO0009|08/08/2022|15|46372.79|Returned
ORD0930|CUS0018|PRO0012|21-07-2023|157|23524.31|Pending
ORD0931|CUS0013|PRO0002|2022-12-07|5|26008.38|Pending
ORD0932|CUS0001|PRO0016|11/05/2024|166|-1059.09|Returned
INVALID_17|CUS0008|PRO0002|2023-03-15|38|0|Cancelled
ORD0934|CUS0010|PRO0009|2022-11-30|151|-1504.78|Pending
ORD0935|CUS0008|PRO0002|27/03/2024|215|17219.47|Pending
ORD0936|CUS0002|PRO0013|11/09/2023|228|37278.0|Returned
ORD0937|CUS0016|PRO0015|28-07-2023|120|0|Cancelled
ORD0938|CUS0012|PRO0001|15/07/2023|81|4392.14|Delivered
ORD0939|CUS0018|PRO0006|24-04-2023|64|8516.35|Cancelled
ORD0521|CUS0013|PRO0007|14/06/2024|5|34229.82|Cancelled
ORD0941|CUS0011|PRO0016|2024-08-13|248|33256.65|Cancelled
ORD0942|CUS0015|PRO0016|19-07-2022|4|15894.84|Cancelled
ORD0943|CUS0014|PRO0002|28/02/2022|131|36204.49|Delivered
ORD0944|CUS0017|PRO0009|27/04/2024|111|Twenty Five Thousand|Returned
ORD0945|CUS0012|PRO0001|01-11-2023|40|11687.37|pending
ORD0946|CUS0018|PRO0018|07/04/2022|227|1717.63|Cancelled
ORD0947|CUS9999|PRO0018|06-10-2022|255|26803.33|Delivered
ORD0948|CUS0007|PRO0008|12/16/2023|223|32212.88|Returned
ORD0949|CUS0019|PRO0019|25-11-2022|171|49615.99|Pending
ORD0950|CUS0011|PRO0007|17/07/2023|294|22189.06|Delivered
ORD0951|CUS0009|PRO0001|2023-05-27|115|9954.62|Cancelled
ORD0952|CUS0003|PRO0015|18/09/2023|194|2805.43|Returned
ORD0953|CUS0015|PRO0019|19-02-2022|289||Delivered
ORD0954|CUS0008|PRO0018|17/04/2023|205|16242.02|Cancelled
ORD0955|CUS0016|PRO0005|02-12-2023|184|41981.19|Pending
ORD0956|CUS0018|PRO0013|01/27/2023|237|48205.76|Delivered
ORD0957|CUS0009|PRO0005|30/06/2022|120|7090.44|Pending
ORD0958|CUS0012|PRO0017|12/03/2023|89|33005.64|Pending
ORD0959|CUS0005|PRO0020|20-08-2023|96|10996.45|Cancelled
ORD0960|CUS0001|PRO0006|2024-02-18|22|41054.64|Cancelled
ORD0961|CUS0016|PRO0007|08-09-2024|195|6622.89|Delivered
ORD0962|CUS0008|PRO0002|15/11/2023|24|25309.07|Pending
INVALID_36|CUS0009|PRO0002|12-11-2022|296|5504.99|Delivered
ORD0964|CUS0017|PRO0002|04/27/2024|9999|15843.88|Cancelled
ORD0965|CUS0001|PRO0005|14-09-2023|260|15502.36|Returned
ORD0966|CUS0003|PRO0017|07/05/2024|75|24974.23|Returned
ORD0967|CUS0018|PRO0019|23/01/2023|266|Twenty Five Thousand|Returned
ORD0968|CUS0004|PRO0002|10/27/2024|298|26736.28|Returned
ORD0969|CUS0006|PRO0004|09/04/2023|147|27770.67|Cancelled
ORD0970|CUS0005|PRO0006|05/22/2024|20|11786.75|Pending
ORD0971|CUS0006|PRO0004|2022-07-17|276|0|Pending
ORD0972|CUS0006|PRO0010|02/27/2023|19|22543.18|Delivered
ORD0151|CUS0014|PRO0019|10-06-2022|170|14420.01|Returned
ORD0974|CUS0001|PRO0015|2022-08-05|48|12053.79|Pending
ORD0975|CUS0007|PRO0006|06-12-2022|87|9212.56|Pending
ORD0976|CUS0012|PRO0020|10-03-2023|61|32788.42|Pending
ORD0977|CUS0018|PRO0007|12/01/2022|281|34551.53|Returned
ORD0978|CUS0016|PRO0004|05-08-2022|27|1767.46|Returned
ORD0979|CUS0012|PRO0002|04-05-2022|54|7701.12|Pending
ORD0980|CUS0010|PRO0010|04/03/2023|166|17554.37|Delivered
ORD0981|CUS0001|PRO0017|23-01-2024|203|0|Delivered
ORD0982|CUS0016|PRO0003|18-01-2022|12|5722.57|Delivered
ORD0983|CUS0003|PRO0005|11-02-2024|161|40932.61|Returned
ORD0984|CUS0010|PRO0005|02/09/2022|164|29694.61|Cancelled
ORD0985|CUS0004|PRO0019|25/05/2022|218|27552.52|Returned
ORD0986|CUS0006|PRO0015|2023-06-10|7|19682.69|Cancelled
ORD0987|CUS0020|PRO9999|17-11-2024|144|25072.6|CANCELLED
ORD0988|CUS0009|PRO0017|12/08/2023|171|35516.47|Cancelled
ORD0989|CUS0003|PRO0014|2024-11-16|9999|40712.22|Cancelled
ORD0990|CUS0007|PRO0016|27/08/2023|117|48035.47|Pending
ORD0991|CUS0009|PRO0012|17-12-2023|171|27762.37|Pending
ORD0992|CUS9999|PRO0008|28/12/2024|110|1639.22|delivered
ORD0993|CUS0017|PRO0011|03/20/2024|269|27574.24|Returned
ORD0994|CUS0002|PRO0005|08/11/2023|155|43267.1|RETURNED
ORD0995|CUS0003|PRO9999|01/11/2022|235||Delivered
ORD0996|CUS0002|PRO0001|02/14/2023|252|6022.83|Returned
ORD0997|CUS0008|PRO0019|2022-12-14|96|21155.85|Delivered
ORD0998|CUS0011|PRO0016|06/11/2023|199|13800.1|Cancelled
ORD0999|CUS0013|PRO0006|31/03/2022|157|1538.38|Pending
ORD1000|CUS0012|PRO0020|28-04-2024|58|6505.71|Delivered
ORD1001|CUS0011|PRO0017|2022-02-01|246|11146.18|Pending
ORD1002|CUS0018|PRO0014|03-01-2022|180|36766.14|Returned
INVALID_57|CUS0012|PRO0007|27/08/2024|91|35709.31|Cancelled
ORD1004|CUS0003|PRO0005|08/13/2024|54|Twenty Five Thousand|Returned
ORD1005|CUS0018|PRO0018|10/01/2023|300||Returned
ORD1006|CUS0007|PRO0004|2022-06-07|129|47036.26|Delivered
ORD1007|CUS0001|PRO0015|2023-10-22|273|32500.29|PENDING
INVALID_77|CUS0009|PRO0004|2023-10-24|161|27198.87|Pending
ORD1009|CUS0019|PRO0012|10-11-2024|268|-695.19|Delivered
ORD1010|CUS0006|PRO0005|18/03/2023|122|5951.2|Returned
ORD1011|CUS0001|PRO0001|03/02/2023|102|20645.68|Delivered
ORD0271|CUS0005|PRO0020|30/08/2022|5|32768.72|Returned
ORD1013|CUS0020|PRO0010|07/12/2023|155|39764.47|Returned
ORD1014|CUS0012|PRO0009|23-01-2022|156|41236.46|Cancelled
ORD1015|CUS0014|PRO0016|08/30/2024|237|19681.35|delivered
ORD1016|CUS0006|PRO0007|21/10/2023|185|15907.72|Delivered
ORD1017|CUS0005|PRO0007|2023-11-16|116|42422.15|Returned
ORD1018|CUS0010|PRO0009|18/03/2022|9999|40498.7|Delivered
ORD1019|CUS0019|PRO0016|22-12-2022|178|11071.85|Pending
ORD1020|CUS0008|PRO0001|21-05-2022|298|29318.27|Pending
ORD1021|CUS0012|PRO0003|29-05-2023|52|-3044.72|Delivered
ORD1022|CUS0001|PRO0013|15/04/2022|65|-2697.1|Delivered
ORD1023|CUS0011|PRO0013|12/10/2024|245|-4823.01|Delivered
ORD1024|CUS0004|PRO0019|02/09/2023|82|46475.85|Delivered
ORD1025|CUS0019|PRO0020|24/06/2023|171||Returned
ORD1026|CUS0019|PRO0010|04-06-2024|55|23367.04|cancelled
ORD1027|CUS0014|PRO0012|12/12/2022|-1|31609.02|Returned
ORD1028|CUS0001|PRO0002|28-08-2024|136|24345.66|Cancelled
ORD1029|CUS0010|PRO0006|16-08-2024|79||Cancelled
ORD1030|CUS0009|PRO0014|11/16/2022|24|17663.57|PENDING
ORD1031|CUS0006|PRO0001|2022-04-23|214|Ten Thousand|Returned
ORD1032|CUS0007|PRO0007|27-02-2022|-1|40691.42|Delivered
ORD1033|CUS0018|PRO0019|04/07/2022|192|46707.91|Returned
ORD1034|CUS9999|PRO0018|10-05-2024|4|31651.0|Pending
INVALID_65|CUS0018|PRO0010|06/27/2022|241|18069.22|DELIVERED
ORD1036|CUS0002|PRO0002|2024-05-19|176|30066.3|Returned
ORD1037|CUS0001|PRO0019|09/08/2023|180|2406.57|Returned
ORD1038|CUS0007|PRO9999|30-11-2022|179|18441.14|Returned
ORD1039|CUS0007|PRO0018|2022-08-08|219|34519.41|Pending
ORD1040|CUS0005|PRO0010|2024-06-24|260|4262.68|Pending
ORD1041|CUS0019|PRO0020|03/03/2023|223|8984.38|Cancelled
ORD1042|CUS0013|PRO0005|25-11-2024|134|44233.37|Pending
ORD1043|CUS0011|PRO0008|14/11/2022|109|46721.85|Pending
ORD1044|CUS0004|PRO0002|2022-04-07|148|38942.19|Pending
ORD1045|CUS0003|PRO0006|01/06/2024|242|Ten Thousand|Pending
ORD1046|CUS0016|PRO0007|11/07/2022|48|29037.99|Pending
ORD1047|CUS0013|PRO0014|01/06/2022|93|17331.32|Returned
ORD1048|CUS0014|PRO0005|17/09/2023|20|25027.54|Returned
ORD1049|CUS0010|PRO0018|07/04/2022|278|15338.85|Cancelled
ORD1050|CUS0004|PRO0005|2024-02-18|30|5038.15|Pending
ORD1051|CUS0007|PRO0018|03/29/2024|28|34467.1|Cancelled
ORD1052|CUS0008|PRO0001|12/09/2022|273|32447.19|Returned
ORD1053|CUS0017|PRO0009|2023-12-29|218||Cancelled
ORD1054|CUS0006|PRO0008|02-02-2024|57|25823.97|Delivered
ORD1055|CUS0016|PRO0020|07-02-2022|250|5842.17|Cancelled
ORD1056|CUS0001|PRO0020|04/09/2023|69|30695.15|Delivered
ORD1057|CUS0015|PRO0003|04/24/2023|169|17881.09|Returned
ORD1058|CUS0002|PRO0019|09/10/2022|31|25402.56|Returned
ORD1059|CUS0010|PRO0004|14-07-2024|35|28822.15|returned
ORD1060|CUS0011|PRO0019|19-04-2024|279|24469.02|Returned
ORD1061|CUS0004|PRO0019|04/04/2024|42|-2779.04|Returned
ORD1062|CUS0012|PRO0017|02-07-2022|290|37639.14|Cancelled
ORD1063|CUS0005|PRO0001|08/24/2024|60|2141.97|Returned
ORD1064|CUS0016|PRO0014|12/10/2024|62|Twenty Five Thousand|CANCELLED
ORD1065|CUS0010|PRO0016|04/04/2024|185|15104.83|delivered
ORD1066|CUS0007|PRO0009|09-03-2023|1|3300.34|Cancelled
ORD1067|CUS0005|PRO0007|02/26/2022|227|12882.8|Cancelled
ORD1068|CUS0001|PRO0018|03-07-2022|141|39649.97|Delivered
ORD1069|CUS0001|PRO0015|09/02/2024|9999|7674.39|Cancelled
INVALID_93|CUS0010|PRO0007|11/08/2024|159|46339.49|Returned
ORD1071|CUS0005|PRO0001|24-06-2024|117|45647.93|Cancelled
ORD1072|CUS0006|PRO0013|12-03-2024|183|30150.27|Returned
ORD1073|CUS0009|PRO0016|12-03-2022|33|14480.54|Delivered
ORD1074|CUS0001|PRO0015|22/05/2024|184|40506.84|Cancelled
ORD1075|CUS0013|PRO0003|27/01/2023|75|10309.6|Returned
ORD1076|CUS0012|PRO0014|14/07/2023|262|48722.16|Delivered
ORD1077|CUS0018|PRO0011|09/20/2022|265|38136.8|Returned
ORD1078|CUS0002|PRO0004|2024-09-23|19|43312.23|Delivered
ORD1079|CUS0002|PRO0012|06-12-2022|208|34586.02|Pending
ORD1080|CUS0019|PRO0006|08/10/2023|-1|49864.65|Pending
ORD1081|CUS0002|PRO0018|01/24/2022|0|5951.21|Returned
ORD1082|CUS0017|PRO0017|22-06-2022|259|27915.85|Pending
ORD1083|CUS0002|PRO0012|04/30/2024|133|42411.1|Pending
ORD1084|CUS0020|PRO0004|11/05/2023|12|-2413.29|Cancelled
ORD1085|CUS0006|PRO0003|06/09/2024|238|47214.79|Pending
ORD1086|CUS0011|PRO0015|15-07-2024|230|9471.36|Returned
ORD1087|CUS0003|PRO0014|08/30/2022|266|7729.37|Pending
ORD1088|CUS0015|PRO0017|27/08/2023|265|42517.95|Returned
ORD1089|CUS0008|PRO0001|03/22/2024|68|6249.94|pending
ORD1090|CUS0006|PRO0007|02/08/2024|37|31245.39|Delivered
ORD1091|CUS0005|PRO0005|2024-01-21|217|13400.19|Cancelled
INVALID_10|CUS0006|PRO0009|2022-04-12|240|14765.21|Delivered
ORD1093|CUS0009|PRO0002|10/17/2023|268|48481.07|Cancelled
ORD1094|CUS0001|PRO0015|01/25/2024|135|45175.83|Pending
ORD1095|CUS0004|PRO0007|2023-03-11|0|8282.47|Pending
ORD1096|CUS0010|PRO0005|16/05/2024|226|1785.23|Delivered
ORD1097|CUS0003|PRO9999|28/05/2022|210|21961.41|Cancelled
ORD1098|CUS0003|PRO0017|06/09/2024|81|14539.46|Pending
ORD1099|CUS0010|PRO0013|2022-01-31|223|5506.09|Delivered
ORD0095|CUS0010|PRO0010|06/09/2022|279|47339.51|Delivered
ORD1101|CUS0003|PRO0008|13-11-2024|232|6185.45|Pending
ORD1102|CUS0015|PRO0010|09-09-2022|208|8961.35|Returned
ORD1103|CUS0018|PRO0015|2023-12-15|288|35062.06|Delivered
ORD1104|CUS0007|PRO0012|08/01/2022|226|17394.84|Returned
ORD1105|CUS0012|PRO0001|2022-04-12|37|25911.67|Delivered
ORD1106|CUS0018|PRO0018|21-11-2022|137|3648.99|Delivered
ORD1107|CUS0015|PRO0001|2023-04-14|250|48033.86|Returned
ORD1108|CUS0008|PRO0009|01/02/2023|126|46109.39|Returned
ORD0252|CUS0009|PRO0007|06-03-2023|282|26366.69|Returned
ORD1110|CUS0003|PRO0017|30-06-2022|16|0|Cancelled
ORD1111|CUS0016|PRO0018|2022-02-05|298|41608.45|Pending
ORD1112|CUS0001|PRO0013|10/08/2022|112|4777.75|Delivered
ORD0460|CUS0014|PRO0002|09/17/2023|116|22080.57|Cancelled
ORD1114|CUS0018|PRO0009|19/05/2022|3|47948.32|Returned
ORD1115|CUS0004|PRO0017|06/03/2022|152|Ten Thousand|Delivered
ORD1116|CUS0020|PRO0011|04/25/2024|203||Cancelled
ORD1117|CUS0017|PRO0020|06/02/2023|277|31182.16|Delivered
ORD1118|CUS0009|PRO0016|06/24/2022|37|43041.07|Returned
ORD1119|CUS0016|PRO0016|07/16/2024|97|44304.74|Cancelled
ORD1120|CUS0020|PRO0020|2022-01-08|34|45561.78|Cancelled
ORD1121|CUS0018|PRO0005|01/21/2022|289|12625.52|returned
INVALID_29|CUS0006|PRO0006|25/09/2023|166|30281.1|Delivered
ORD1123|CUS0015|PRO0019|2024-02-01|55|13857.62|Delivered
ORD1124|CUS0002|PRO0013|29/03/2024|170|-4199.07|Pending
ORD1125|CUS0007|PRO9999|14-08-2023|267|Twenty Five Thousand|Returned
ORD1126|CUS0001|PRO0006|2022-07-29|289|33735.27|Pending
ORD1127|CUS0017|PRO0020|25/01/2024|221|15558.86|Delivered
ORD1128|CUS0016|PRO0005|25-07-2024|150|4143.99|Returned
ORD1129|CUS0019|PRO0017|21/07/2023|262|44643.97|Delivered
ORD1130|CUS0020|PRO0001|03/15/2024|182|20213.33|Delivered
ORD1131|CUS0006|PRO0007|12-04-2023|0|0|Delivered
ORD1132|CUS0010|PRO0007|20/11/2023|110|19034.0|Delivered
ORD1133|CUS0018|PRO0009|2023-02-17|9999|14446.6|Cancelled
ORD1134|CUS0007|PRO0011|02/24/2022|178|27653.17|Pending
ORD1135|CUS0019|PRO0020|16-09-2024|9999|15852.42|Delivered
ORD1136|CUS0003|PRO0007|02/09/2023|278|33017.52|Delivered
ORD1137|CUS0005|PRO0007|2024-10-25|289|16306.46|Returned
ORD1138|CUS0008|PRO0003|06/11/2024|218|40088.24|Returned
ORD1139|CUS0005|PRO0009|10/14/2024|52|-3923.09|Cancelled
ORD1140|CUS0009|PRO0001|05-09-2022|175|19888.27|Delivered
ORD1141|CUS0008|PRO0012|2024-08-22|259||Cancelled
ORD1142|CUS0017|PRO0002|05/01/2022|86|34327.98|Returned
ORD1143|CUS0009|PRO0003|09/06/2024|149|42343.32|Delivered
ORD1144|CUS0016|PRO0005|10/09/2023|31||Pending
ORD1145|CUS0018|PRO0018|09/28/2023|80|41591.64|Delivered
ORD1146|CUS0019|PRO0018|09/17/2022|10|4393.95|Cancelled
ORD1147|CUS0016|PRO0016|2023-06-17|89|25037.98|Cancelled
ORD1148|CUS0008|PRO0007|21/10/2022|54|42284.61|cancelled
ORD1149|CUS0011|PRO0013|2023-09-14|115|7929.19|Pending
ORD1150|CUS0008|PRO0011|10/29/2024|116|31013.99|returned
ORD1151|CUS0012|PRO0018|12/04/2023|121|40018.91|Pending
INVALID_59|CUS0009|PRO0017|06/03/2023|175|32620.65|Cancelled
ORD1153|CUS0007|PRO0002|02/06/2023|9999|Five Hundred|Delivered
ORD1154|CUS0020|PRO0018|14-11-2023|100|3213.84|Pending
ORD1155|CUS0002|PRO0011|2023-04-10|130|33810.06|returned
ORD1156|CUS0002|PRO0016|29/05/2022|231|15155.59|CANCELLED
ORD1157|CUS0013|PRO0014|07/28/2024|298|41759.25|Delivered
ORD1158|CUS0010|PRO0006|2022-09-04|259|25053.21|Delivered
ORD1159|CUS0003|PRO0017|2024-04-19|227|35397.9|Returned
ORD1160|CUS0002|PRO0020|05/02/2024|153|5572.62|Returned
ORD1161|CUS0016|PRO0003|08/27/2024|150||Pending
ORD1162|CUS0007|PRO0004|2024-06-18|192|49588.91|Cancelled
ORD1163|CUS0002|PRO0008|2022-08-18|49|7680.49|Delivered
ORD1164|CUS0019|PRO0009|07/06/2022|24|46407.34|Pending
ORD1165|CUS0005|PRO0004|02/06/2023|134|47700.72|Cancelled
ORD1166|CUS0006|PRO0008|05/25/2024|0|3973.62|Cancelled
ORD1167|CUS0017|PRO0004|05-03-2024|226|39307.94|Pending
ORD1168|CUS0008|PRO0010|30-10-2024|89|11396.63|Delivered
ORD1169|CUS0011|PRO0016|05/20/2022|235|33565.64|Pending
ORD1170|CUS0018|PRO9999|05-09-2024|52|5422.51|Cancelled
ORD1171|CUS0005|PRO0019|08/04/2023|81|-2025.14|Delivered
ORD1172|CUS0001|PRO0017|15/03/2022|275|30981.15|Delivered
ORD1173|CUS0004|PRO0014|21/08/2024|63|5536.89|Delivered
ORD1174|CUS0017|PRO0020|08/30/2023|55|30430.22|PENDING
ORD1175|CUS0014|PRO0015|15/09/2022|112|34885.52|Delivered
ORD1176|CUS0001|PRO0017|12/12/2023|194|38149.55|Cancelled
ORD1177|CUS0004|PRO0014|24/03/2022|154|39474.25|Cancelled
INVALID_29|CUS0014|PRO0009|2024-06-01|53|7082.97|Pending
ORD1179|CUS0006|PRO0003|15-12-2022|135|19972.32|Pending
ORD1180|CUS0009|PRO0008|2022-01-14|234|42753.16|Delivered
ORD1181|CUS0001|PRO0020|23-01-2023|90|11402.02|Cancelled
INVALID_94|CUS0003|PRO0014|19/06/2022|-1|20495.98|Pending
ORD1183|CUS9999|PRO9999|2024-12-18|259|18795.1|Returned
ORD1184|CUS0005|PRO0007|2024-05-19|70|29735.81|Delivered
ORD1185|CUS0017|PRO0001|09-07-2022|241|18990.23|Delivered
INVALID_79|CUS0007|PRO0019|2022-06-10|184|37362.04|Cancelled
ORD1187|CUS0011|PRO0018|2024-05-31|135|47560.39|Pending
ORD1188|CUS0014|PRO0014|28/07/2022|286||Returned
INVALID_19|CUS0004|PRO0003|13-05-2023|67|10150.48|Pending
ORD1190|CUS0008|PRO0003|03/31/2023|213|38467.62|Returned
ORD1191|CUS0020|PRO0005|2023-02-02|104|39874.21|Cancelled
ORD1192|CUS9999|PRO0004|19-12-2022|167|41581.35|Returned
ORD1193|CUS0020|PRO0017|07-02-2022|9999|12411.32|Cancelled
ORD1194|CUS0007|PRO0001|21-01-2023|280||Cancelled
INVALID_52|CUS0013|PRO0015|2024-04-30|86|46945.7|Returned
ORD1196|CUS0017|PRO0009|11-02-2022|107|44926.49|Cancelled
ORD1197|CUS9999|PRO0017|08/30/2022|5|1997.91|Pending
ORD1198|CUS0019|PRO0007|2022-11-16|294|4084.67|Delivered
ORD1199|CUS0015|PRO0014|03/12/2023|107|18585.54|Pending
ORD1200|CUS0010|PRO0019|2023-07-09|247|42258.06|Delivered
ORD1201|CUS0019|PRO0008|02-07-2022|142|Twenty Five Thousand|Cancelled
ORD0969|CUS0020|PRO0008|2024-04-19|238|42052.68|Returned
ORD0349|CUS0006|PRO0009|01-01-2024|224|25477.39|Cancelled
ORD1204|CUS0009|PRO0009|02-08-2024|35|13017.09|Cancelled
ORD1205|CUS0013|PRO0016|08/27/2023|0|48861.19|Returned
ORD1206|CUS0005|PRO0007|05/14/2022|247|1547.43|Delivered
INVALID_10|CUS0017|PRO0012|23-03-2022|226|17662.01|Pending
ORD0527|CUS0011|PRO0012|06/01/2022|147|23420.59|Cancelled
ORD1209|CUS0002|PRO0019|12/28/2022|81|41651.95|Delivered
ORD1210|CUS0002|PRO0005|03-11-2023|217||Returned
ORD1211|CUS0004|PRO0013|10/06/2022|108|34174.36|Delivered
ORD1212|CUS0006|PRO0009|2022-04-20|102|9739.84|Returned
ORD1213|CUS0001|PRO0003|07-10-2023|144|1501.42|Cancelled
ORD1214|CUS0008|PRO0019|02/13/2024|34|21486.25|Pending
ORD1215|CUS0004|PRO0012|2023-09-27|291|16267.44|Returned
ORD1216|CUS0014|PRO0017|2024-04-03|13|9165.72|Returned
ORD1217|CUS0008|PRO0017|14-04-2022|82|42050.28|Delivered
ORD1218|CUS0012|PRO0002|2022-08-17|54|28359.32|Delivered
ORD1219|CUS0008|PRO0019|12/25/2022|0|41728.48|Pending
ORD1220|CUS0006|PRO0008|22-07-2024|27|44691.81|Pending
ORD1221|CUS0002|PRO0010|2023-11-12|9|34433.96|Pending
ORD1222|CUS0006|PRO0017|2023-10-01|53||Returned
ORD1223|CUS0013|PRO0015|03/04/2023|224|33977.49|Cancelled
ORD0547|CUS0011|PRO0011|07/28/2024|4|37821.94|Returned
ORD1225|CUS0016|PRO0011|20/10/2022|121|48918.54|Delivered
ORD1226|CUS0018|PRO0011|19-03-2022|120|Five Hundred|Returned
ORD1227|CUS0014|PRO0018|2022-07-30|37|43446.09|Returned
ORD1228|CUS0003|PRO0017|2024-08-07|252|45408.31|Returned
ORD1229|CUS0012|PRO0010|02/28/2024|84|33225.94|Pending
ORD1230|CUS0006|PRO0012|2022-06-23|270|42831.1|Pending
ORD1231|CUS0010|PRO0013|03-02-2023|141|47926.89|Cancelled
ORD1232|CUS0013|PRO0010|11-04-2022|59|24308.11|Pending
ORD1233|CUS0011|PRO0011|03/05/2024|98|5575.43|Pending
ORD1234|CUS0013|PRO0016|10/12/2022|38|27848.71|Pending
ORD1235|CUS0018|PRO0002|04/29/2024|39|33491.42|Pending
ORD1236|CUS0003|PRO0005|2022-02-22|113|19261.23|Cancelled
ORD1237|CUS0006|PRO0011|05/03/2022|200|25586.39|Pending
ORD1238|CUS9999|PRO0011|02/07/2024|46|Five Hundred|Cancelled
ORD1239|CUS0007|PRO0011|06/15/2022|147|22102.47|Returned
ORD1240|CUS0006|PRO0009|31/01/2023|275|6626.84|Delivered
ORD1241|CUS0018|PRO0017|2024-04-24|79|48322.68|Delivered
ORD1242|CUS0011|PRO0007|02/10/2024|122|44814.8|Delivered
ORD0559|CUS0019|PRO0013|10/20/2023|165|29363.2|Cancelled
ORD1244|CUS0016|PRO0011|11/03/2024|295|47353.55|Pending
ORD1245|CUS0001|PRO0003|2024-07-02|46|49628.61|Delivered
ORD1246|CUS0009|PRO0007|2023-03-29|252|36898.01|Returned
ORD1247|CUS0018|PRO0010|13/08/2022|38|14324.51|Returned
ORD1248|CUS0004|PRO0016|03/03/2024|130|33114.33|Pending
ORD1249|CUS0008|PRO0016|09/24/2024|57|17534.31|Pending
ORD1250|CUS0013|PRO0011|15-05-2024|68|14985.72|Returned
ORD1251|CUS0018|PRO0017|2023-09-02|95|25606.36|Delivered
ORD1252|CUS0014|PRO0003|30-01-2023|180|29118.75|Delivered
ORD1253|CUS0010|PRO0005|27-10-2022|206|Twenty Five Thousand|Pending
ORD1254|CUS0015|PRO0020|11/05/2022|219|5042.53|returned
ORD1255|CUS0012|PRO0007|11/21/2022|300|19588.26|Returned
ORD1256|CUS0001|PRO0006|09/22/2024|24|40434.96|Pending
ORD0506|CUS0016|PRO0006|2023-11-22|243|14078.26|PENDING
ORD1258|CUS0019|PRO0005|2023-11-01|124|15275.29|Returned
ORD1259|CUS0011|PRO0009|24-05-2022|70|35718.03|Cancelled
ORD1260|CUS0011|PRO0005|2024-10-05|128|-3676.3|Pending
ORD1261|CUS0019|PRO0005|21/01/2024|263|25558.89|Pending
ORD1262|CUS0006|PRO0010|21-03-2023|220|35411.97|Pending
ORD1263|CUS0002|PRO0020|04/02/2022|111|34314.79|Pending
INVALID_58|CUS0013|PRO0016|13/05/2022|162|6813.01|Delivered
ORD1265|CUS0014|PRO0008|2022-09-14|209|42648.31|Pending
ORD1266|CUS0002|PRO0008|05-10-2023|175|32312.56|Pending
ORD1267|CUS0002|PRO0002|20-03-2024|196|45706.25|Delivered
ORD1268|CUS0005|PRO0018|07/13/2024|46|41582.91|Delivered
ORD0763|CUS0002|PRO0011|2023-12-08|260|37148.42|Delivered
ORD1270|CUS0003|PRO0005|2024-08-10|208|4429.56|Cancelled
ORD1271|CUS0008|PRO0004|20-07-2022|167|Twenty Five Thousand|Returned
ORD1272|CUS0007|PRO0013|15-03-2022|120|41682.17|Cancelled
ORD1273|CUS0014|PRO0005|13-10-2023|243|39244.56|Cancelled
ORD1274|CUS0004|PRO0019|08/27/2022|177|36548.13|Returned
ORD1275|CUS0016|PRO0010|2022-02-10|-1|43516.98|Delivered
ORD1276|CUS0010|PRO0003|2023-08-25|26|20087.27|Cancelled
ORD1277|CUS0006|PRO0012|03/30/2023|2|43669.77|Pending
ORD1278|CUS0019|PRO0015|15-05-2024|0|31684.53|Delivered
ORD0060|CUS9999|PRO0007|08/09/2023|239|8382.02|Cancelled
