SupplierID,SupplierName,Country,Rating,LeadTimeDays
SUP0847,Rule,India,97,57
SUP0848,Great,Germany,290,165
SUP0849,Describe,Germany,246,164
SUP0850,Fund,China,59,16
SUP0851,Opportunity,India,295,217
SUP0852,Religious,UK,255,86
SUP0853,Image,China,113,283
SUP0854,Middle,usa,1,47
SUP0855,Billion,USA,16,142
SUP0856,Western,INDIA,16,271
SUP0857,Argue,China,106,14
SUP0858,After,India,238,83
SUP0859,Tax,USA,295,172
SUP0860,Threat,India,156,183
SUP0861,Lot,India,134,0
INVALID_26,Model,USA,212,88
SUP0863,Series,USA,33,172
SUP0864,Key,India,296,69
SUP0865,News,China,196,297
SUP0866,Plant,Germany,58,13
SUP0867,Write,UK,186,125
SUP0868,Ready,UK,80,114
SUP0869,Here,USA,152,20
SUP0870,Shoulder,Germany,48,95
SUP0871,Door,China,58,255
SUP0872,Where,USA,85,135
SUP0873,Place,India,229,203
SUP0874,Study,China,153,297
SUP0051,Poor,UK,267,78
SUP0876,Morning,Germany,60,235
SUP0877,Finally,UK,42,155
SUP0878,Than,Germany,255,117
SUP0879,Interesting,UK,36,128
SUP0880,Woman,India,24,159
SUP0881,Various,India,134,161
SUP0882,Food,China,279,257
SUP0883,Find,China,269,289
SUP0884,Sort,Germany,237,115
SUP0885,Wrong,India,33,241
SUP0886,Minute,UK,160,-1
SUP0887,Four,USA,102,4
SUP0888,Green,USA,193,202
SUP0889,Right,usa,119,34
SUP0890,East,Germany,230,149
SUP0891,Term,China,206,223
SUP0892,Whatever,CHINA,103,215
SUP0893,Able,Germany,218,44
SUP0894,Interview,USA,237,80
SUP0895,Report,USA,147,275
INVALID_21,Herself,India,70,217
SUP0897,Open,UK,121,227
SUP0898,Pattern,UK,234,162
SUP0899,Son,china,287,285
SUP0900,Machine,Germany,44,57
SUP0901,Lead,Germany,257,65
SUP0902,Everyone,UK,197,0
SUP0903,Former,USA,76,111
SUP0904,Reality,China,-1,198
SUP0905,Morning,USA,198,0
SUP0906,House,UK,177,189
SUP0907,Center,India,17,15
SUP0908,Decade,China,179,-1
SUP0146,Go,Germany,185,276
SUP0910,House,Germany,66,255
SUP0911,If,UK,204,12
SUP0912,Movie,USA,98,292
SUP0913,Hard,China,260,79
SUP0914,Key,India,289,168
SUP0915,Economic,China,241,219
SUP0916,Will,China,7,175
SUP0917,Population,India,26,219
SUP0918,Design,USA,96,118
SUP0919,Apply,Germany,168,209
SUP0920,Best,China,97,279
SUP0921,Ground,USA,208,244
SUP0922,Last,India,79,262
SUP0923,Member,India,51,118
SUP0924,Price,USA,76,272
SUP0925,Reason,China,45,130
SUP0926,Trade,USA,101,40
SUP0927,Tv,Germany,271,157
SUP0928,Many,UK,138,16
SUP0929,Seek,UK,267,9999
SUP0930,Hold,UK,23,280
SUP0931,Reach,UK,26,175
SUP0932,Animal,INDIA,293,116
SUP0933,Administration,India,-1,57
SUP0934,Every,Germany,45,193
SUP0935,You,China,61,290
SUP0936,Up,Usa,228,195
INVALID_21,Meeting,USA,163,28
SUP0938,Detail,India,182,25
SUP0939,Per,China,219,282
SUP0940,By,UK,264,293
SUP0941,Reach,China,210,162
SUP0942,Big,China,25,6
SUP0943,Investment,India,221,26
SUP0944,Despite,China,199,141
SUP0945,Wait,Germany,4,137
SUP0946,Own,germany,2,210
SUP0947,Morning,China,168,248
SUP0948,City,USA,255,181
SUP0949,Light,USA,271,9999
SUP0950,Born,Germany,99,144
SUP0951,Catch,UK,183,139
SUP0952,Order,Germany,180,8
SUP0953,Argue,UK,132,119
SUP0954,Price,USA,42,188
SUP0955,Reality,UK,104,198
SUP0956,Green,USA,17,187
SUP0957,Look,China,98,210
SUP0958,Range,UK,6,-1
SUP0959,Resource,UK,224,174
SUP0960,Admit,Germany,299,264
SUP0961,Phone,China,52,52
SUP0962,Research,India,231,261
SUP0963,Detail,China,256,245
SUP0964,Just,INDIA,243,193
SUP0965,Question,India,99,198
SUP0966,Physical,Usa,66,23
SUP0967,Protect,India,79,70
INVALID_72,Government,USA,9999,69
SUP0969,Maintain,Germany,220,36
SUP0970,Ten,USA,151,171
SUP0971,Process,UK,-1,280
SUP0972,Generation,China,0,17
SUP0973,Somebody,Germany,209,276
SUP0974,Meet,Germany,300,230
SUP0975,Us,China,243,260
SUP0976,Easy,UK,54,79
SUP0977,Policy,China,112,205
SUP0599,Contain,India,158,130
SUP0979,Stuff,China,28,214
SUP0980,Certainly,UK,51,278
SUP0981,Step,UK,227,199
SUP0982,On,Usa,184,291
SUP0983,Relate,USA,46,115
SUP0984,Officer,UK,196,228
SUP0985,Ok,China,71,236
SUP0986,Throw,Germany,297,188
SUP0987,Thought,USA,112,193
SUP0988,Test,Germany,253,144
SUP0989,Wide,germany,235,34
SUP0990,Marriage,India,168,238
SUP0991,Parent,India,33,104
SUP0992,End,china,249,253
SUP0993,Necessary,Germany,101,293
SUP0994,Art,China,110,18
SUP0995,Structure,Germany,134,167
SUP0996,Reach,USA,139,268
SUP0997,East,USA,288,118
SUP0998,Collection,UK,230,213
SUP0999,Class,UK,188,29
SUP1000,Model,Germany,81,54
SUP0572,Meeting,Germany,155,147
SUP0481,Job,China,134,211
SUP1003,Husband,UK,262,13
SUP1004,Miss,India,-1,9999
SUP1005,Billion,UK,285,41
SUP1006,News,USA,3,281
SUP1007,Realize,China,63,153
SUP1008,Food,China,284,0
SUP1009,Crime,USA,289,208
SUP1010,Present,USA,0,0
SUP1011,Provide,India,60,200
SUP1012,Woman,Germany,-1,73
SUP1013,Any,UK,127,105
SUP1014,Power,Germany,9999,101
SUP1015,Hospital,USA,129,250
SUP1016,Nothing,Germany,9999,19
SUP1017,Read,China,2,9999
SUP1018,How,Germany,232,298
SUP1019,Recently,UK,15,122
SUP1020,Soldier,India,29,94
SUP1021,Try,USA,232,148
SUP1022,Tend,India,60,218
SUP1023,Possible,China,39,193
SUP1024,Writer,Germany,109,78
SUP1025,Would,Germany,161,245
SUP1026,Gun,China,107,9999
SUP1027,Learn,USA,-1,140
SUP1028,Enjoy,Germany,21,99
SUP1029,Might,USA,235,271
SUP1030,Western,USA,78,100
SUP1031,Despite,China,265,0
SUP0790,Answer,India,203,111
SUP1033,Right,Germany,9999,69
SUP1034,History,UK,29,171
SUP1035,Impact,China,288,255
SUP1036,Ago,China,222,217
SUP1037,American,China,269,125
SUP1038,Fight,India,20,0
SUP1039,Must,INDIA,200,127
SUP1040,Doctor,UK,258,281
SUP1041,Return,USA,182,128
SUP1042,Deal,China,193,42
SUP1043,Instead,India,115,255
SUP1044,Surface,USA,108,231
INVALID_41,Forward,USA,284,257
SUP1046,How,India,84,62
SUP1047,Science,China,273,134
SUP1048,Throw,USA,126,11
SUP1049,Research,UK,223,52
SUP1050,Finally,China,59,184
SUP1051,Kind,India,72,287
SUP0875,For,China,187,4
SUP1053,Option,India,39,-1
SUP1054,They,UK,31,149
SUP1055,Son,India,31,4
SUP1056,Buy,India,137,30
SUP1057,Than,Germany,196,78
SUP1058,Big,Germany,133,87
SUP1059,Easy,China,288,98
SUP1060,Visit,Germany,9999,70
SUP1061,As,USA,200,94
SUP1062,Food,Usa,28,300
SUP0704,Catch,Germany,178,195
SUP1064,Follow,China,14,232
SUP1065,Conference,UK,150,236
SUP1066,Box,UK,0,123
SUP1067,Million,India,213,279
SUP1068,Author,India,141,237
SUP1069,Area,UK,95,144
SUP1070,Dog,USA,181,142
SUP1071,Material,India,84,56
SUP1072,News,China,15,201
SUP1073,Law,UK,167,104
SUP1074,Successful,USA,193,264
SUP1075,Four,Germany,299,214
SUP1076,Three,USA,9999,241
SUP1077,Before,Germany,0,168
SUP1078,Player,China,47,281
SUP0347,Dinner,UK,197,179
SUP1080,Look,USA,135,190
SUP1081,Commercial,China,219,9999
SUP1082,Me,China,192,50
SUP1083,Option,China,114,17
SUP1084,Military,CHINA,46,149
SUP1085,Impact,USA,127,47
SUP1086,Every,USA,143,194
SUP1087,Each,Germany,80,208
SUP1088,Treatment,China,208,136
SUP1089,Suggest,Germany,78,189
SUP1090,Second,India,300,167
SUP1091,Offer,germany,255,112
SUP1092,Push,Germany,31,87
SUP1093,Really,China,227,38
SUP1094,Raise,India,218,173
INVALID_54,For,USA,78,82
SUP1096,Crime,USA,106,134
SUP1097,Lot,China,61,234
SUP1098,Drive,China,33,45
SUP1099,Despite,India,287,177
SUP1100,Along,India,151,12
SUP1101,Beat,USA,-1,228
SUP1102,Trial,UK,255,174
SUP1103,Front,Germany,250,13
SUP1104,Wrong,Germany,188,-1
SUP1105,Main,Germany,235,28
SUP1106,Pick,China,257,168
SUP0235,Listen,USA,0,153
SUP1108,Son,China,288,61
SUP1109,Risk,India,75,122
SUP1110,Fill,China,248,44
SUP1111,Relate,China,272,167
SUP1112,Skill,China,175,137
INVALID_98,Become,China,14,123
SUP1114,Behavior,Germany,119,297
SUP1115,Place,UK,123,17
SUP1116,Model,UK,143,34
SUP1117,Draw,UK,74,0
SUP1118,East,USA,258,172
SUP1119,Run,UK,23,188
SUP1120,Partner,USA,168,4
SUP1121,Make,India,128,178
SUP1122,Eight,India,229,16
SUP1123,Firm,India,220,52
SUP1124,Away,UK,164,97
SUP1125,Environment,India,11,160
SUP1126,Fight,India,213,74
SUP1127,Sure,UK,290,224
SUP1128,Paper,UK,58,9999
SUP0003,Big,Germany,39,242
SUP1130,Thing,USA,131,111
SUP1131,Board,China,47,255
SUP1132,Very,Germany,198,83
SUP1133,Until,USA,91,154
SUP1134,Such,Uk,30,70
SUP1135,Letter,UK,193,125
SUP1136,I,India,296,273
SUP1137,Leader,UK,277,139
SUP1138,Nor,China,19,54
SUP1139,Arm,UK,281,237
SUP1140,Pm,Germany,60,135
SUP1141,Member,Germany,14,283
SUP1142,That,China,39,177
SUP1143,Yes,USA,135,237
SUP1144,Debate,USA,51,152
SUP1145,Defense,India,203,155
SUP1146,Continue,Germany,98,239
SUP1147,Ball,USA,200,8
SUP0822,Safe,UK,250,105
SUP1149,Long,USA,22,56
SUP1150,Under,USA,98,44
SUP1151,Time,Germany,80,50
SUP1152,Few,India,0,155
SUP1153,Mind,USA,157,9999
SUP1154,Husband,China,237,92
SUP1155,Born,China,286,217
SUP1156,Accept,uk,95,69
SUP1157,Property,GERMANY,190,-1
SUP1158,Interview,USA,275,234
SUP1159,Talk,UK,16,245
SUP1160,Course,USA,172,139
SUP1161,Stuff,India,191,185
SUP1162,Listen,China,125,62
SUP1163,Strong,China,161,115
SUP1164,Blood,China,283,20
INVALID_26,Check,USA,112,284
SUP1166,Toward,USA,25,208
SUP1167,Science,USA,9999,206
SUP1168,Live,USA,250,161
SUP1169,Under,China,247,286
SUP1170,Important,India,152,253
SUP1171,Maintain,Germany,144,70
SUP1172,Law,USA,231,3
SUP1173,Create,India,165,291
SUP1174,Difference,USA,139,218
SUP1175,Deal,India,197,9
SUP1176,Answer,UK,215,11
SUP1177,Figure,China,215,219
SUP1178,Money,India,195,245
SUP1179,Section,China,31,264
SUP1180,Fish,China,101,132
SUP1181,Hour,UK,217,287
SUP1182,Practice,UK,30,23
SUP1183,Mouth,Germany,228,201
SUP1184,Option,USA,265,50
SUP1185,Artist,India,24,31
SUP1186,Of,India,264,4
SUP1187,Happy,UK,260,42
SUP1188,Hotel,India,9999,177
SUP1189,Them,China,181,243
SUP1190,Tree,UK,120,173
SUP1191,Federal,India,203,12
SUP1192,City,India,144,85
INVALID_39,Leave,UK,139,9
SUP1194,Rich,UK,117,170
SUP1195,Better,India,59,282
SUP1196,Fear,UK,157,287
SUP1197,Religious,Germany,215,293
SUP1198,Their,USA,158,58
SUP1199,Fish,Germany,218,269
SUP1200,Get,UK,155,38
SUP1201,Reflect,China,0,93
SUP1202,Certain,UK,181,36
SUP1203,Collection,Uk,169,260
SUP1204,Strategy,India,63,231
SUP1205,To,Germany,14,290
SUP1206,Letter,Germany,234,232
SUP1207,Different,China,173,195
SUP1208,Property,UK,101,153
SUP1209,Bill,Germany,101,250
SUP1210,Serious,China,104,284
SUP1211,Bill,UK,68,80
SUP1212,Whose,China,110,99
SUP1213,Machine,Germany,170,12
SUP1214,Happy,USA,36,264
SUP1215,Score,USA,248,9999
SUP1216,Enter,Germany,155,132
SUP1217,Data,China,143,115
SUP1218,Significant,germany,55,220
SUP1219,Determine,China,99,275
SUP1220,Enjoy,UK,215,261
SUP1221,Reach,Germany,32,167
SUP1222,School,uk,286,237
SUP1223,List,Germany,73,149
SUP1224,Read,Germany,142,208
SUP1225,News,USA,170,9
SUP1226,Five,Germany,241,88
INVALID_92,Strategy,China,229,116
SUP1228,East,China,110,63
SUP1229,Reduce,Germany,148,0
SUP1230,Human,Germany,54,160
SUP1231,Great,UK,12,233
SUP1232,Building,USA,68,185
SUP1233,Look,UK,280,205
SUP1234,As,Germany,261,30
SUP1235,Late,India,173,238
SUP1236,Serious,China,157,143
SUP1237,Site,China,106,48
SUP1238,Course,China,99,20
SUP1239,Audience,Germany,0,8
SUP1240,Fear,India,55,252
SUP1241,Today,UK,214,112
SUP1242,President,Germany,89,147
SUP1243,Dinner,Germany,183,279
SUP1244,Final,Germany,238,266
SUP1245,Happen,China,276,259
SUP1246,Among,UK,277,235
SUP1247,Real,China,70,139
SUP1248,Will,china,165,144
INVALID_75,Four,India,113,164
SUP1250,Body,Germany,41,68
SUP1251,System,UK,261,78
SUP1252,Board,Germany,181,166
SUP1253,West,Germany,66,238
SUP1254,Drop,UK,67,267
SUP1255,Deep,USA,148,29
SUP1256,Red,USA,248,33
SUP1257,Feeling,India,0,281
SUP1258,Turn,China,94,216
SUP1259,People,China,94,47
SUP1260,Bed,USA,25,29
SUP1261,Reality,USA,34,25
SUP1262,Leave,uk,101,90
SUP0282,Ground,USA,130,254
SUP1264,Upon,USA,29,138
SUP1265,Give,China,218,151
SUP1266,Necessary,China,181,168
SUP1267,Road,USA,250,260
SUP1268,Throughout,Germany,231,163
SUP1269,Quite,UK,45,187
SUP1270,Thing,China,29,246
SUP1271,With,USA,3,24
INVALID_9,Which,UK,54,170
SUP1273,Apply,China,259,251
SUP1274,Pull,USA,94,0
SUP1275,Heart,UK,157,261
SUP1276,Ever,India,187,98
SUP1277,You,China,178,274
SUP1278,Environment,China,190,283
SUP1279,Even,UK,142,284
SUP1280,Energy,India,216,206
SUP1281,President,USA,137,169
SUP1282,Require,USA,122,73
SUP1283,Budget,UK,-1,154
SUP1284,Dream,UK,23,177
SUP1285,Project,Germany,178,116
SUP1286,Sign,USA,261,271
SUP1287,Month,USA,183,208
SUP1288,Worry,India,183,140
SUP1289,Front,USA,59,164
SUP1290,Pressure,China,111,104
SUP1291,Population,China,171,32
SUP1292,Who,Germany,65,127
SUP1293,Leader,Germany,194,-1
SUP1294,Bag,India,40,126
SUP1295,Easy,USA,166,233
SUP1296,These,Germany,17,9999
INVALID_95,Woman,China,154,37
SUP1298,Standard,UK,185,156
SUP1299,Commercial,UK,71,140
SUP1300,Sound,China,220,122
SUP1301,Way,UK,242,214
SUP1302,White,India,19,280
SUP1303,Many,China,60,70
SUP1304,Accept,Germany,251,91
SUP1305,Human,India,232,186
SUP1306,They,China,74,211
SUP0678,Around,Usa,134,33
SUP1308,Arm,USA,160,199
SUP1309,White,India,294,279
SUP1310,Night,USA,37,165
SUP1311,Draw,UK,285,219
SUP1312,Next,UK,77,17
SUP1313,Because,China,18,212
SUP1314,Even,Germany,133,292
SUP1315,Free,Germany,156,282
SUP1316,Thousand,Germany,82,18
SUP1317,Throughout,China,15,299
SUP1318,Point,India,100,165
SUP1319,Back,China,265,238
SUP1320,We,UK,115,166
SUP1321,Single,China,246,52
SUP1322,Reduce,China,173,168
SUP1323,Purpose,Germany,137,258
SUP1324,Face,Germany,147,244
SUP1325,The,germany,264,92
SUP1326,Ball,CHINA,271,146
SUP1327,Cut,Germany,187,239
SUP1328,Suggest,UK,139,26
SUP1329,Single,Germany,280,219
SUP1330,Run,China,61,290
SUP1331,Production,Germany,234,267
SUP1332,Successful,UK,184,103
SUP1333,Five,USA,9999,86
SUP1334,Large,UK,1,195
SUP1335,Really,Germany,110,273
SUP1336,Herself,India,299,81
SUP0227,Short,China,195,76
SUP1338,Magazine,India,120,218
SUP1339,Red,UK,92,39
SUP0711,Serve,UK,84,161
SUP1341,Cost,India,266,194
SUP1342,Those,UK,263,227
SUP1343,Son,India,101,66
SUP1344,Present,China,33,146
SUP1345,Brother,China,63,-1
SUP0606,Seek,UK,271,164
INVALID_44,Foot,China,20,126
SUP1348,Onto,USA,126,112
SUP1349,Check,Germany,89,160
SUP1350,Everything,India,58,52
SUP1351,North,Germany,81,178
SUP1352,Break,USA,104,198
SUP1353,According,Uk,169,97
SUP1354,Spend,USA,276,99
SUP1355,Study,India,229,151
SUP1356,Growth,UK,298,291
SUP1357,Loss,CHINA,73,289
INVALID_9,Foot,UK,117,115
SUP1359,Record,Germany,275,59
SUP1360,Environment,China,185,163
SUP0191,Today,India,9999,28
INVALID_2,Computer,India,124,-1
SUP1363,Much,UK,289,99
SUP1364,List,UK,64,133
SUP1365,Character,USA,150,210
SUP1366,Control,India,198,141
SUP1367,Argue,India,266,206
SUP1368,Drug,India,277,54
SUP1369,Husband,India,-1,167
SUP0133,Picture,UK,9999,206
SUP1371,Method,India,232,59
SUP1372,Watch,China,190,254
INVALID_56,Eat,Germany,178,0
SUP1374,Draw,China,140,262
SUP1375,Off,China,292,275
SUP1376,Its,china,8,267
SUP1377,Find,China,7,25
SUP1378,Drop,India,119,237
SUP1379,Firm,China,298,129
SUP1380,Language,germany,240,106
SUP1381,Nation,UK,244,133
SUP1382,Culture,China,193,199
SUP1383,Field,China,48,246
SUP1384,Enter,Germany,2,75
INVALID_15,More,china,168,253
SUP1386,Carry,USA,137,57
SUP1387,Treat,China,169,-1
SUP1388,Leave,India,283,148
SUP1389,Guess,UK,70,83
SUP1390,World,China,25,41
SUP1391,Person,China,103,140
SUP1189,Memory,Usa,120,17
SUP1393,Guy,uk,179,94
SUP1394,Manager,Germany,168,86
SUP1395,Spring,China,138,86
SUP1396,Member,India,220,131
SUP1397,Have,USA,192,252
SUP1398,Next,India,199,225
SUP1399,Walk,Germany,88,8
SUP0622,Article,Germany,36,186
SUP1401,Worry,UK,282,248
SUP1402,Outside,USA,31,202
SUP0536,Debate,India,101,228
SUP1404,Manage,India,253,101
SUP1405,He,India,87,137
SUP1406,The,usa,8,6
SUP1407,Because,China,56,199
SUP1408,Explain,Germany,162,257
SUP1409,Experience,USA,67,120
SUP1410,With,UK,169,116
SUP1411,Star,India,145,223
SUP1412,East,GERMANY,215,183
SUP1413,Unit,Germany,78,59
SUP1414,There,UK,258,148
SUP1415,Trip,Germany,-1,186
SUP1416,Office,China,92,30
SUP1417,Market,India,144,39
SUP1418,Style,UK,119,149
SUP1419,Any,USA,164,58
SUP1420,Measure,USA,210,237
SUP1421,Sound,Germany,104,200
SUP1422,Home,Germany,136,203
SUP1423,Pretty,Germany,121,175
SUP1180,Character,Germany,142,246
SUP1425,Oil,USA,128,-1
SUP1426,Position,India,220,119
SUP1427,Teacher,Germany,285,20
INVALID_81,Democrat,UK,40,168
SUP1429,Person,Germany,233,280
SUP1430,Early,China,205,135
SUP1431,Cup,China,102,121
SUP1432,Chair,China,219,151
SUP1433,Central,India,88,295
SUP1434,Red,USA,247,201
INVALID_62,Spend,Germany,294,133
SUP1436,General,China,284,94
SUP1437,Hot,China,115,231
SUP1438,Some,Germany,294,102
SUP1439,Start,INDIA,59,241
SUP1440,Energy,USA,270,8
SUP1441,Young,UK,116,57
INVALID_71,Central,USA,213,163
SUP1443,Ball,germany,66,79
SUP1444,Authority,UK,192,30
SUP1445,Example,India,262,210
SUP1446,Week,UK,54,12
SUP1447,Eye,UK,176,193
SUP1448,Question,USA,170,31
SUP1449,Coach,Germany,100,127
SUP1450,Base,USA,222,195
SUP1451,Any,USA,176,160
SUP1452,Society,UK,119,229
SUP1453,Spend,China,87,127
SUP1454,Head,UK,289,171
INVALID_1,Start,China,185,130
SUP1456,Concern,Germany,50,131
SUP1457,Alone,Germany,217,190
SUP1458,Trouble,India,210,81
SUP1459,Big,USA,274,186
SUP1460,Professional,China,203,110
INVALID_84,Training,USA,242,167
SUP1462,Character,Germany,278,156
SUP1463,Several,China,130,37
SUP1464,Set,UK,299,228
SUP1465,Get,India,56,160
SUP1466,Particularly,USA,43,88
SUP1467,Add,India,33,224
SUP1468,Next,China,300,168
SUP1469,Score,India,170,52
SUP1470,Candidate,germany,230,-1
SUP1471,Bar,INDIA,92,184
SUP1472,Choice,USA,219,96
SUP1473,Another,Germany,8,183
SUP1474,Nation,USA,36,221
SUP1475,Real,UK,50,130
SUP1476,Produce,China,191,193
SUP1477,Set,India,102,230
SUP1478,Rock,USA,211,61
SUP1479,Quality,India,180,123
SUP1480,Term,Germany,9,199
SUP1481,Network,USA,288,55
SUP1482,Method,USA,83,129
SUP1483,Machine,USA,67,254
SUP1484,Mrs,India,283,14
SUP1485,Through,USA,150,138
SUP1486,Product,Germany,0,149
SUP1487,Rich,Germany,254,137
SUP1488,Line,India,222,260
SUP1489,Whose,UK,44,165
SUP1490,Each,Germany,71,166
SUP1491,Into,USA,173,174
SUP0946,Not,UK,222,135
SUP1493,Mission,China,103,95
SUP1494,Become,USA,272,74
SUP1495,Control,China,249,154
SUP1496,His,China,159,112
SUP1497,Property,China,239,284
SUP1498,Drive,Uk,99,191
SUP1499,Well,China,105,61
SUP1500,Offer,China,298,213
SUP1501,News,germany,212,233
SUP1502,Beat,USA,68,106
SUP1503,Fill,China,186,238
SUP1504,Example,USA,18,292
SUP1505,Energy,UK,141,78
SUP1506,Thought,India,68,85
SUP1507,Whose,USA,9999,96
SUP1508,Could,UK,181,45
SUP1509,Culture,India,138,240
SUP1510,Month,UK,10,1
SUP1511,News,USA,182,102
SUP1512,Now,India,38,120
SUP1513,Better,USA,98,119
SUP1514,Program,USA,4,236
SUP1515,Person,Usa,103,283
SUP1516,Claim,China,96,264
SUP1517,West,Germany,266,73
INVALID_54,Some,China,0,252
SUP1519,Beat,Germany,136,29
SUP1520,Since,India,171,17
SUP1521,College,USA,273,267
SUP1522,Personal,India,222,130
SUP1523,School,USA,68,49
SUP1524,Conference,USA,171,5
SUP1525,Player,India,142,168
SUP1526,Interview,China,163,30
SUP1527,Bad,USA,64,272
SUP1528,Million,Germany,4,194
SUP1529,Ten,India,184,92
SUP1530,Reason,China,277,173
SUP1531,Nice,USA,0,174
SUP1532,Off,India,6,145
SUP1533,East,China,130,159
SUP1534,Yet,China,9999,261
SUP1535,Manage,UK,293,212
SUP1536,Way,USA,168,176
SUP1537,Age,India,132,215
SUP1538,West,India,55,107
SUP1539,Eye,USA,136,197
SUP1540,Will,GERMANY,153,41
SUP1541,Commercial,USA,205,52
SUP1542,So,China,189,189
SUP1413,Hot,Germany,27,293
SUP1544,Hand,USA,50,240
SUP1545,Father,China,104,163
INVALID_97,Energy,India,179,218
SUP1547,With,India,75,20
SUP1548,Relationship,Germany,275,258
SUP1549,Already,Germany,221,182
SUP1550,Career,India,100,291
SUP1551,Provide,China,244,1
SUP1552,Officer,USA,45,291
SUP1553,Card,UK,260,288
SUP1554,Idea,USA,172,62
SUP1555,Trouble,China,5,225
SUP1556,Walk,India,166,200
SUP1557,For,USA,182,54
SUP1558,Ask,China,65,192
SUP1559,Place,UK,299,147
SUP1560,Listen,USA,184,163
SUP1561,Cold,China,19,135
SUP1562,Until,India,270,125
SUP1563,Write,China,57,143
SUP1564,Free,China,92,96
SUP1565,Return,India,82,95
SUP1566,Perhaps,CHINA,108,116
SUP0876,Once,USA,165,175
SUP1568,Treat,UK,6,168
SUP1569,None,USA,136,239
SUP1570,Away,UK,10,198
SUP1571,Your,China,63,89
SUP1572,Only,USA,88,275
SUP1573,Action,China,248,232
SUP1574,Serious,China,246,180
SUP1575,Finish,UK,220,186
SUP1576,Simply,Germany,81,20
SUP1577,Adult,USA,132,211
SUP1578,See,India,9999,133
SUP1579,Somebody,Germany,45,150
SUP1580,Within,UK,128,188
SUP1581,Spend,UK,117,30
SUP1582,Field,Germany,86,268
SUP1583,It,Germany,298,262
SUP1584,Result,Germany,68,115
SUP1585,Against,USA,59,198
SUP1586,Whom,Germany,242,108
SUP1587,Physical,China,126,225
SUP1588,To,India,151,251
SUP1589,Left,UK,246,10
SUP1590,Through,China,-1,92
SUP1591,National,India,64,165
SUP1592,Maybe,Germany,-1,182
SUP1593,Ground,Uk,271,279
SUP1594,Free,USA,146,204
SUP1595,Form,USA,185,193
SUP1596,Woman,Germany,276,215
SUP1597,Factor,India,196,6
SUP1598,Deal,Germany,75,76
SUP1599,Much,UK,58,294
SUP1600,Else,UK,83,35
SUP1601,Again,Germany,97,296
SUP1602,Protect,UK,298,39
SUP1603,Then,UK,243,270
SUP1604,Measure,USA,66,199
SUP1605,It,India,76,142
SUP1606,Sign,USA,0,191
SUP1607,Boy,India,164,46
SUP1608,Hair,USA,136,197
SUP1609,Century,Germany,236,236
SUP1610,Consider,Germany,253,101
SUP1611,Top,China,67,34
SUP1612,Will,Germany,169,127
SUP1613,Herself,India,147,57
SUP1614,Audience,India,295,124
SUP1615,Leg,USA,180,126
SUP1616,Budget,Germany,279,154
SUP1617,Assume,China,222,33
SUP1618,Idea,USA,206,140
SUP1619,Pass,CHINA,0,7
SUP1620,Stand,China,46,259
SUP1621,Cup,India,26,180
SUP1622,Close,Uk,10,43
SUP1623,Along,USA,258,75
SUP1624,Life,India,9999,105
INVALID_39,Food,Germany,159,36
SUP1626,Relate,UK,215,223
SUP1627,Adult,Germany,157,54
SUP1628,Suffer,China,83,297
SUP1629,Consumer,India,60,102
SUP1630,Rather,UK,138,2
SUP1631,Your,USA,269,120
SUP1632,Because,India,60,201
SUP1633,Face,UK,99,52
SUP1634,Must,China,85,274
SUP1635,Including,Germany,154,52
SUP1636,Around,USA,136,286
SUP1637,Meeting,CHINA,217,256
SUP1638,Include,Germany,160,227
SUP1639,Feeling,China,265,141
SUP1640,Trial,India,153,184
SUP1641,Material,Germany,240,265
SUP1642,Seven,india,214,264
SUP1643,Hard,India,228,127
SUP0658,Kind,USA,257,16
SUP1645,Sell,Germany,125,297
SUP1646,For,USA,290,183
SUP1647,Somebody,USA,98,258
SUP1648,Keep,Germany,130,241
SUP1649,Music,China,17,168
SUP1650,Interesting,China,258,96
SUP1651,I,USA,199,10
SUP1652,Door,Germany,111,282
SUP1653,Say,Germany,89,198
SUP1654,List,UK,268,53
SUP1655,Increase,China,73,46
SUP1656,Sound,uk,203,296
SUP1657,Anyone,India,8,93
SUP1658,Our,India,103,265
SUP1659,Miss,USA,125,6
SUP1660,Program,India,248,2
SUP1661,Information,Germany,96,251
SUP1662,Something,China,289,86
SUP1663,Me,USA,147,237
SUP0339,Financial,UK,203,144
SUP1665,Boy,USA,18,67
SUP1666,Sell,UK,204,293
SUP1667,Citizen,Germany,8,276
SUP1668,If,India,109,18
SUP1669,Measure,Germany,298,5
SUP1670,Because,GERMANY,109,291
SUP1671,Follow,India,211,50
SUP1672,Pattern,UK,175,0
SUP1673,Particularly,Germany,255,36
SUP1674,Standard,China,9999,244
SUP1675,Two,China,98,245
SUP1676,Resource,China,156,86
SUP1677,Artist,USA,33,242
SUP1678,Writer,USA,80,71
SUP1679,Determine,USA,172,113
SUP1680,Stage,China,102,23
SUP1681,Mind,CHINA,-1,0
SUP1682,Anything,Germany,101,102
SUP1683,Plant,Germany,231,159
SUP1684,North,Germany,285,0
SUP1685,Arm,Germany,117,258
SUP1686,Floor,USA,13,149
SUP1687,By,USA,264,174
SUP1688,Project,GERMANY,242,242
SUP1689,Serious,USA,123,220
SUP1690,Majority,UK,209,10
SUP1691,Generation,China,187,231
SUP1692,Trade,China,189,260
SUP1693,Describe,USA,186,15
SUP1694,Condition,UK,88,146
