ProductID,ProductName,Category,Price,StockQty,SupplierID,Status,ExtraColumn
PRO1286,  Teresa Brown  ,CLOTHING,43326.36,187,SUP0015,Reality,EXTRA_DATA
PRO1287,Debra Griffin,Clothing,33641.02,207,SUP0006,Grow,EXTRA_DATA
PRO1288,Todd Perry,Clothing,29122.28,158,SUP0015,Peace,EXTRA_DATA
PRO1289,Stephen Love,Grocery,15998.56,177,SUP0014,Parent,EXTRA_DATA
INVALID_22,Shawn Carroll,Sports,47172.52,291,SUP0003,Wind,EXTRA_DATA
PRO1291,Debra Vega,Sports,39330.73,214,SUP0011,Writer,EXTRA_DATA
PRO1292,Allison Bruce,Books,22394.7,149,SUP0001,Company,EXTRA_DATA
PRO1293,Curtis Weber,Clothing,25457.66,106,SUP0004,Will,EXTRA_DATA
PRO1294,Craig Patel,Furniture,21847.03,274,SUP0016,Meet,EXTRA_DATA
PRO1295,Gina Bright,Grocery,9345.9,126,SUP0007,Standard,EXTRA_DATA
PRO1296,Melanie Dunn,Books,21703.73,59,SUP0003,Reflect,EXTRA_DATA
PRO1297,Maria Smith,Clothing,1269.28,80,SUP0007,Speak,EXTRA_DATA
PRO1298,Nicole Hill,FURNITURE,41311.12,221,SUP0004,Very,EXTRA_DATA
PRO1299,Lisa Lara,Grocery,49496.09,79,SUP0013,True,EXTRA_DATA
PRO1300,Jennifer Walker,Clothing,45017.78,135,SUP0002,Floor,EXTRA_DATA
PRO1301,Laura Lopez,Sports,3261.46,226,SUP0014,Its,EXTRA_DATA
PRO1302,  Matthew Williams  ,Sports,27235.07,176,SUP0020,Upon,EXTRA_DATA
PRO0420,Patrick Perez,Electronics,11062.0,56,SUP0002,Write,EXTRA_DATA
PRO1304,  Shane Martin  ,Furniture,23105.49,229,SUP0003,Financial,EXTRA_DATA
PRO1305,Patty Nixon,Electronics,27414.88,100,SUP0006,Other,EXTRA_DATA
PRO1306,Mary Rose,Electronics,19595.94,285,SUP0007,Data,EXTRA_DATA
PRO1307,Shawn Cherry,SPORTS,Twenty Five Thousand,143,SUP0015,Way,EXTRA_DATA
PRO1308,  Stacie Miller  ,Clothing,45144.64,63,SUP0001,Benefit,EXTRA_DATA
PRO1309,Gregory Stewart,Books,13671.84,24,SUP0015,Participant,EXTRA_DATA
PRO1310,  Sara Howard  ,Clothing,42001.52,261,SUP0007,Worker,EXTRA_DATA
PRO1311,Bobby Gonzalez,Electronics,Five Hundred,125,SUP0013,Change,EXTRA_DATA
PRO1312,David Martin,Clothing,24531.76,73,SUP0006,Before,EXTRA_DATA
PRO1313,David Gay,Furniture,13179.63,268,SUP0017,Reflect,EXTRA_DATA
PRO1314,Kenneth Lamb,Sports,42205.28,232,SUP0012,System,EXTRA_DATA
PRO1315,Kerri Edwards,Sports,16747.88,16,SUP9999,Wind,EXTRA_DATA
PRO1316,Shelby Nelson,Books,,87,SUP0003,Drive,EXTRA_DATA
PRO1317,Joseph Key,Furniture,33808.73,123,SUP0016,Explain,EXTRA_DATA
PRO1318,Judith Lane,Sports,-3614.32,271,SUP0012,Daughter,EXTRA_DATA
PRO1319,Andre Joseph,electronics,,206,SUP0014,Firm,EXTRA_DATA
PRO1320,  Daniel Mason  ,Grocery,43322.51,72,SUP0008,Heavy,EXTRA_DATA
PRO0637,Keith Walters,Clothing,20592.64,22,SUP0008,Get,EXTRA_DATA
PRO1322,Julie Winters,Books,45549.5,192,SUP0005,Result,EXTRA_DATA
PRO1323,Steven Fernandez,Grocery,-446.62,126,SUP0007,Ability,EXTRA_DATA
PRO1324,Lauren Lewis,Furniture,5318.08,167,SUP9999,Course,EXTRA_DATA
PRO1325,  Christina Sutton  ,Furniture,29966.67,52,SUP0002,Successful,EXTRA_DATA
PRO1244,Ashley Mercado,Sports,43619.2,181,SUP0004,Government,EXTRA_DATA
INVALID_5,Eileen Hoffman,Electronics,41800.3,118,SUP0005,Certainly,EXTRA_DATA
PRO1328,Matthew Stevens,furniture,23979.7,28,SUP0019,Possible,EXTRA_DATA
PRO1329,Brittany Anthony,Books,5209.75,287,SUP0011,Whom,EXTRA_DATA
PRO1330,  Thomas Lee  ,Grocery,42788.04,175,SUP0014,Yet,EXTRA_DATA
PRO1331,Lonnie Lowe,Books,27571.46,222,SUP0012,Year,EXTRA_DATA
PRO1332,Calvin Peters,Furniture,0,99,SUP0003,Upon,EXTRA_DATA
PRO1333,Dawn James,Sports,7274.64,170,SUP0013,Letter,EXTRA_DATA
PRO1334,  Danny Wright  ,Electronics,21858.45,298,SUP0020,Local,EXTRA_DATA
PRO1335,Destiny Hopkins,Books,12571.41,-1,SUP0017,Design,EXTRA_DATA
PRO1336,Mariah Hopkins,Books,25709.3,240,SUP0010,Key,EXTRA_DATA
PRO1337,  Brian Thompson  ,Electronics,6349.81,158,SUP0013,Clearly,EXTRA_DATA
PRO1338,Michael Frazier,Sports,44795.78,86,SUP0015,Business,EXTRA_DATA
PRO1339,  Cheryl Watson  ,Clothing,9461.38,276,SUP0019,Bill,EXTRA_DATA
PRO1340,  Jessica Murphy  ,BOOKS,9535.18,103,SUP0016,Front,EXTRA_DATA
PRO1341,Tanya Mcfarland,Clothing,18599.0,160,SUP0019,Much,EXTRA_DATA
PRO1342,Hannah Wallace,Furniture,48209.67,193,SUP0016,Fear,EXTRA_DATA
PRO1343,Rick Fuentes,SPORTS,35773.58,164,SUP0001,Stay,EXTRA_DATA
PRO1344,Tyler Smith,Sports,38646.65,120,SUP0013,Material,EXTRA_DATA
PRO1345,Kristina Tanner,Grocery,46261.94,233,SUP0003,Chair,EXTRA_DATA
PRO1346,Patrick Myers,Clothing,26428.58,211,SUP0002,Lay,EXTRA_DATA
PRO1347,Laura Bryan,Furniture,10539.71,85,SUP0010,System,EXTRA_DATA
PRO0805,Brian Flores,Sports,9586.84,215,SUP0013,Audience,EXTRA_DATA
PRO1349,Kelly Foster,Grocery,32207.44,98,SUP0020,Once,EXTRA_DATA
PRO1350,Brandi Williams,Grocery,34622.62,136,SUP0009,Understand,EXTRA_DATA
PRO1351,Amber Chan,Clothing,30127.08,138,SUP0006,Character,EXTRA_DATA
PRO1352,John Liu,Electronics,28166.7,20,SUP0015,Near,EXTRA_DATA
PRO1353,Kenneth Nelson,Electronics,9291.24,185,SUP0016,Wall,EXTRA_DATA
PRO1354,Michelle Frederick,Grocery,43822.88,13,SUP0010,Meet,EXTRA_DATA
PRO1355,Duane Howard,Clothing,40043.51,265,SUP0004,Hot,EXTRA_DATA
PRO1356,Kathy Stewart,Electronics,44068.55,148,SUP9999,Mr,EXTRA_DATA
PRO1357,Tamara Kelly,Sports,,41,SUP0017,Space,EXTRA_DATA
PRO1358,Danielle Johnson,Electronics,1548.04,151,SUP0003,Industry,EXTRA_DATA
PRO1359,Mary Klein,grocery,,163,SUP0002,Owner,EXTRA_DATA
PRO1360,Makayla Maddox,BOOKS,42884.03,169,SUP0016,Tax,EXTRA_DATA
PRO1361,Kathleen Olson,Books,23625.09,246,SUP0016,Line,EXTRA_DATA
PRO1362,Ellen Terry,Furniture,12863.76,296,SUP0008,Those,EXTRA_DATA
PRO1363,Jonathan Brooks,Sports,21579.56,137,SUP0007,Those,EXTRA_DATA
PRO1364,Jeffery Moore,furniture,37442.24,282,SUP0009,Hundred,EXTRA_DATA
PRO1365,Benjamin Garcia,Grocery,16425.88,73,SUP0006,Memory,EXTRA_DATA
PRO1366,Paul Davis,Grocery,22607.5,144,SUP0009,For,EXTRA_DATA
PRO1367,Brett Johnston,Furniture,5699.17,-1,SUP0015,It,EXTRA_DATA
PRO1368,Samantha Phillips,Electronics,2793.05,94,SUP0007,Hard,EXTRA_DATA
PRO1369,David Mckenzie,Sports,49587.44,270,SUP0020,Remain,EXTRA_DATA
PRO1370,Anthony Shaffer,Clothing,41763.77,192,SUP0019,Easy,EXTRA_DATA
PRO1371,Kristin Gross,Sports,16702.95,211,SUP0020,Left,EXTRA_DATA
INVALID_78,  Nancy Wood  ,Grocery,4905.86,116,SUP0005,Record,EXTRA_DATA
PRO1373,Margaret Logan,Sports,37041.18,97,SUP0017,Land,EXTRA_DATA
PRO1374,Deborah Spence,Clothing,2015.3,15,SUP0010,Well,EXTRA_DATA
PRO1375,Amy Holmes,Clothing,30797.14,225,SUP0004,Sea,EXTRA_DATA
PRO1376,Marcus Andrews,BOOKS,24537.97,54,SUP0002,Form,EXTRA_DATA
PRO1377,Kaitlin Johnson,Electronics,30773.31,277,SUP0007,Its,EXTRA_DATA
PRO1378,Anthony Jennings,Sports,30141.65,92,SUP0003,In,EXTRA_DATA
PRO1379,  Kimberly Leon  ,Grocery,20416.48,154,SUP0017,Draw,EXTRA_DATA
PRO1380,Rhonda Carney,Grocery,14052.68,248,SUP0013,Affect,EXTRA_DATA
PRO1381,Pamela Gomez,Books,16695.01,24,SUP0012,Interview,EXTRA_DATA
PRO1382,James Wallace,Clothing,38611.73,181,SUP0012,Military,EXTRA_DATA
PRO1383,Kelly Becker,Sports,2647.92,119,SUP0018,Mention,EXTRA_DATA
PRO1384,Barbara Montes,Grocery,28422.5,284,SUP0005,Risk,EXTRA_DATA
PRO1385,Ethan Bell,SPORTS,5710.6,53,SUP0015,Employee,EXTRA_DATA
PRO1386,Monica Anderson,Clothing,47506.27,147,SUP0008,According,EXTRA_DATA
PRO1387,Alicia Gibbs,Clothing,6031.25,264,SUP9999,White,EXTRA_DATA
PRO1341,Gabriel Huff,Grocery,1847.15,98,SUP0010,Same,EXTRA_DATA
INVALID_53,Christina Stewart,Sports,44810.52,227,SUP0019,While,EXTRA_DATA
PRO1390,George Ferrell,Electronics,22636.28,5,SUP0019,Bring,EXTRA_DATA
PRO1391,Joseph Wheeler,Furniture,3348.34,286,SUP0007,Month,EXTRA_DATA
PRO0500,Stephanie Frank,Furniture,,68,SUP9999,Simple,EXTRA_DATA
PRO1393,Carolyn Rosales,Sports,-1392.94,31,SUP0017,Material,EXTRA_DATA
PRO1394,  Betty Thomas  ,Electronics,21328.38,195,SUP0013,Student,EXTRA_DATA
PRO1395,Stephanie Wiley,Books,,240,SUP0001,It,EXTRA_DATA
PRO1396,Beverly Nichols,Clothing,43834.78,234,SUP0002,Space,EXTRA_DATA
PRO1397,  Christopher Graham  ,Furniture,10433.42,257,SUP9999,Range,EXTRA_DATA
PRO1398,Kelly Jackson,Electronics,16169.46,124,SUP0014,Voice,EXTRA_DATA
PRO1399,  Craig Reynolds  ,Clothing,Twenty Five Thousand,223,SUP0004,Its,EXTRA_DATA
PRO1400,Marissa Nelson,Clothing,27758.77,194,SUP0016,Against,EXTRA_DATA
PRO1401,Joseph Castro,Books,33651.4,60,SUP0015,Possible,EXTRA_DATA
PRO1402,Jackie Robinson,Electronics,0,198,SUP0008,On,EXTRA_DATA
PRO1403,Joshua Stewart,Sports,,19,SUP0017,Agency,EXTRA_DATA
PRO1404,  Mark Mendez  ,Books,37880.76,81,SUP0016,Still,EXTRA_DATA
INVALID_40,Bruce Smith,Furniture,17053.51,31,SUP0014,Still,EXTRA_DATA
INVALID_55,Jeffery Sutton,Sports,2360.34,205,SUP0018,Part,EXTRA_DATA
PRO1407,Jill Solis,Furniture,9861.89,259,SUP0010,Cause,EXTRA_DATA
PRO1408,Amber Johnson,Electronics,,237,SUP0010,Until,EXTRA_DATA
PRO1409,  Veronica Stout  ,Grocery,5036.2,224,SUP0003,Development,EXTRA_DATA
PRO1410,Todd Moore,Clothing,,282,SUP0015,Response,EXTRA_DATA
PRO1411,  Jacqueline Robbins  ,Books,,182,SUP0001,Only,EXTRA_DATA
PRO1412,Christopher Carter,Electronics,25885.05,283,SUP0004,Positive,EXTRA_DATA
PRO1413,Roberto Green,Furniture,21199.36,50,SUP9999,Film,EXTRA_DATA
PRO1414,  Robin Lee  ,Grocery,15016.84,151,SUP0001,Their,EXTRA_DATA
PRO1415,  Nicole Murphy  ,Clothing,19503.5,270,SUP0016,Your,EXTRA_DATA
PRO1416,Terrence Cannon,Sports,40783.12,300,SUP0016,Then,EXTRA_DATA
PRO1417,Natalie Chavez,Furniture,36656.52,52,SUP0019,Election,EXTRA_DATA
PRO1418,Katherine Cameron,Clothing,43451.42,91,SUP0006,Marriage,EXTRA_DATA
PRO1419,Stacey Pratt,Clothing,12988.23,116,SUP0007,It,EXTRA_DATA
PRO1420,  Justin Evans  ,Books,25812.91,256,SUP0015,Radio,EXTRA_DATA
PRO1421,Matthew Davis,Electronics,9562.61,249,SUP0004,Whole,EXTRA_DATA
PRO1422,Kelly Gibson,Electronics,25106.63,-1,SUP0009,Thought,EXTRA_DATA
PRO1423,Angela Miller,Electronics,19537.33,120,SUP0017,Shake,EXTRA_DATA
PRO1424,Scott Thornton,Furniture,1769.44,195,SUP0011,Recognize,EXTRA_DATA
PRO1425,Thomas Erickson,Clothing,36065.25,-1,SUP0004,Little,EXTRA_DATA
PRO1426,Andrew Price,Furniture,48986.95,58,SUP0007,Consider,EXTRA_DATA
INVALID_8,Andrea Morse,Electronics,35752.33,26,SUP0008,Her,EXTRA_DATA
PRO1428,William Pace,Sports,33707.49,134,SUP0015,Song,EXTRA_DATA
PRO1429,Rebecca Perkins,Furniture,8013.34,289,SUP0004,What,EXTRA_DATA
PRO1430,Robert Howell,Furniture,,73,SUP0020,Word,EXTRA_DATA
PRO1431,Kelly Melton,Electronics,,6,SUP0007,Myself,EXTRA_DATA
PRO1432,Alexander Perkins,Books,2550.08,109,SUP0008,Religious,EXTRA_DATA
PRO1433,  Andrew Osborne  ,Furniture,19198.35,217,SUP0003,Call,EXTRA_DATA
PRO1434,  Noah Bell  ,Clothing,42505.27,71,SUP0011,Put,EXTRA_DATA
PRO1435,Tiffany Williams,Books,41931.66,176,SUP0011,Particular,EXTRA_DATA
PRO1436,Cynthia Richardson,Grocery,43088.88,203,SUP0007,Event,EXTRA_DATA
PRO1437,Evan Long,Grocery,4760.69,21,SUP0015,Set,EXTRA_DATA
PRO1438,  Dawn King  ,Clothing,13104.37,130,SUP0001,Firm,EXTRA_DATA
PRO1439,Travis Oconnell,Furniture,15179.26,0,SUP0012,Mr,EXTRA_DATA
PRO1440,Nicholas Moore,Books,29815.92,96,SUP0009,View,EXTRA_DATA
PRO1441,Lisa Watson,Electronics,23838.89,199,SUP0009,Station,EXTRA_DATA
PRO1442,Emily Lopez,Electronics,25308.37,126,SUP0001,Another,EXTRA_DATA
PRO0964,Jaime Mccarthy,Clothing,45001.82,300,SUP0010,Book,EXTRA_DATA
PRO0210,Michael Davis,Grocery,7493.68,48,SUP0004,Give,EXTRA_DATA
PRO1445,Holly Jackson,Sports,36487.91,53,SUP0017,History,EXTRA_DATA
INVALID_88,Cody Conley,Grocery,32492.4,299,SUP0005,Appear,EXTRA_DATA
PRO1447,Trevor Rocha,Clothing,39810.29,16,SUP0020,Because,EXTRA_DATA
PRO1448,David Perez,Sports,28401.98,270,SUP0009,Attack,EXTRA_DATA
PRO1449,Teresa Vaughan,Electronics,41976.46,247,SUP0011,Him,EXTRA_DATA
PRO1450,  Gary Pierce  ,Electronics,26470.4,119,SUP0004,Everyone,EXTRA_DATA
PRO1451,Megan Frost,Grocery,43495.0,287,SUP0011,Same,EXTRA_DATA
PRO1452,Gloria Gonzalez,Grocery,49329.69,46,SUP0006,Catch,EXTRA_DATA
INVALID_9,Brian Jacobs,Grocery,22796.68,144,SUP0004,Believe,EXTRA_DATA
PRO1454,Marie Knox,Sports,19235.02,-1,SUP0011,Prepare,EXTRA_DATA
PRO1455,Rachel Tran,Clothing,34522.11,199,SUP0012,Create,EXTRA_DATA
PRO1456,Beverly Garcia,Grocery,40984.52,67,SUP0017,Just,EXTRA_DATA
PRO1457,Reginald Gomez,Grocery,25494.17,77,SUP0004,Around,EXTRA_DATA
PRO1458,Emily Patel,Furniture,47698.38,134,SUP0020,Century,EXTRA_DATA
PRO1459,Matthew Flores,Books,34461.9,126,SUP0005,Evidence,EXTRA_DATA
PRO1460,  Traci Hunt  ,Grocery,42485.63,63,SUP0003,Personal,EXTRA_DATA
PRO1461,Tiffany Hall,CLOTHING,16858.06,276,SUP0011,Of,EXTRA_DATA
PRO1462,Eric Taylor,Grocery,2866.96,286,SUP0009,End,EXTRA_DATA
PRO1463,  Ryan Zavala  ,Electronics,35999.84,269,SUP0013,Capital,EXTRA_DATA
PRO1464,Jennifer Moore,grocery,31724.32,46,SUP0007,Grow,EXTRA_DATA
PRO1465,Thomas Williams,Books,48166.96,52,SUP0020,Bit,EXTRA_DATA
INVALID_78,Kelly Ray,Electronics,12070.04,245,SUP0010,Together,EXTRA_DATA
PRO0188,Ryan Wilson,Books,20357.96,6,SUP0002,We,EXTRA_DATA
PRO1468,Benjamin Clark,Electronics,-3540.12,285,SUP0001,Technology,EXTRA_DATA
PRO1469,Victor Riley,Books,32593.96,286,SUP0018,Left,EXTRA_DATA
PRO1470,Ashley Rodriguez,Sports,-4956.49,184,SUP0005,Next,EXTRA_DATA
PRO1471,David Gonzalez,Sports,42339.65,56,SUP0014,Election,EXTRA_DATA
PRO1472,Debbie White,Grocery,23342.08,152,SUP0015,Mr,EXTRA_DATA
PRO1473,Rebekah Murray,Grocery,40698.21,88,SUP0008,Against,EXTRA_DATA
PRO1474,Angela Jenkins,Books,17852.43,283,SUP0014,Agree,EXTRA_DATA
PRO1475,  Andrew Johnson  ,Sports,6758.56,161,SUP0012,Hand,EXTRA_DATA
PRO1476,Jessica Hill,Clothing,25442.59,84,SUP0005,People,EXTRA_DATA
PRO1477,Jason Cox,Clothing,43822.84,261,SUP0016,Parent,EXTRA_DATA
PRO1478,Kelly Jordan,Furniture,44098.55,189,SUP0001,Floor,EXTRA_DATA
PRO1479,Andrew Martin,Grocery,12842.75,84,SUP0008,Continue,EXTRA_DATA
PRO1480,Teresa Hale,Clothing,5745.43,45,SUP0012,Section,EXTRA_DATA
PRO1481,Javier Christensen,Sports,4802.62,300,SUP0014,Wonder,EXTRA_DATA
PRO1482,Eric Jones,Books,9771.44,227,SUP0016,Receive,EXTRA_DATA
PRO1483,  Jonathan Smith  ,Grocery,34757.8,160,SUP0015,Whole,EXTRA_DATA
PRO1484,Douglas Graves,Clothing,15475.92,282,SUP0010,Concern,EXTRA_DATA
PRO1485,Eddie Hardy,furniture,41870.21,98,SUP0020,Interest,EXTRA_DATA
PRO1486,Anthony Dixon,Clothing,48529.04,207,SUP0001,Wrong,EXTRA_DATA
PRO1487,Christopher Reed,Sports,6066.4,-1,SUP0010,Wife,EXTRA_DATA
PRO1488,Paula Bauer,Furniture,Twenty Five Thousand,103,SUP0002,Far,EXTRA_DATA
PRO1489,Donna Boyer,CLOTHING,8994.91,171,SUP0009,Tough,EXTRA_DATA
PRO0367,Nicholas Ware,Sports,12024.61,180,SUP0002,Parent,EXTRA_DATA
PRO1491,Brenda Stevens,Furniture,35722.36,196,SUP0006,Protect,EXTRA_DATA
PRO1492,  Annette Lopez  ,Electronics,32272.51,276,SUP0013,Nearly,EXTRA_DATA
PRO1493,Victoria Lester,Electronics,32366.55,32,SUP0004,Guy,EXTRA_DATA
PRO1494,David Robinson,Sports,18862.63,9999,SUP0017,Nation,EXTRA_DATA
PRO1495,Samuel Vargas,Clothing,28539.65,124,SUP0014,Forget,EXTRA_DATA
PRO1496,Arthur Erickson,Electronics,17686.33,147,SUP0005,Ahead,EXTRA_DATA
PRO1497,  Emily Webb  ,Electronics,28950.45,100,SUP0010,Standard,EXTRA_DATA
PRO1498,Aaron James,Electronics,8097.2,202,SUP0006,Hand,EXTRA_DATA
PRO1499,Steven Alvarado,Books,42069.39,56,SUP0017,Cover,EXTRA_DATA
PRO1500,Danielle Williams,Books,37631.2,66,SUP0011,Throw,EXTRA_DATA
PRO1501,  Valerie Moon  ,Books,40768.03,62,SUP0012,Animal,EXTRA_DATA
PRO1502,Donald Baker,Electronics,14198.29,125,SUP0005,Several,EXTRA_DATA
PRO1503,Curtis Miller,Sports,8328.32,269,SUP0007,Then,EXTRA_DATA
PRO1504,Jesse Morris,Sports,7238.5,200,SUP0004,And,EXTRA_DATA
PRO1505,Tina Young,Sports,11262.01,182,SUP0001,Whom,EXTRA_DATA
PRO1506,Carrie Cook,Sports,36189.85,86,SUP0007,Page,EXTRA_DATA
PRO1387,Cory Campbell,Sports,31820.3,137,SUP0003,Animal,EXTRA_DATA
PRO1508,David Daniel,Books,Five Hundred,31,SUP0006,Fill,EXTRA_DATA
PRO1509,John Williams,Grocery,37584.44,258,SUP0004,Score,EXTRA_DATA
PRO1510,Amy Brooks,Grocery,43532.32,225,SUP0020,Sound,EXTRA_DATA
INVALID_87,Derek Thomas,CLOTHING,41735.95,176,SUP0014,Much,EXTRA_DATA
PRO1512,Marcus Lamb,BOOKS,13482.88,267,SUP0007,Sometimes,EXTRA_DATA
PRO1435,Rick White,Books,11252.14,298,SUP0004,Watch,EXTRA_DATA
PRO1514,Christine Mercado,Grocery,44162.44,300,SUP0015,President,EXTRA_DATA
PRO1515,Wesley Pratt,Sports,0,144,SUP0017,Positive,EXTRA_DATA
PRO1516,Amy Ramirez,Grocery,7329.2,276,SUP0009,Still,EXTRA_DATA
PRO1517,Alyssa Thomas,Books,13716.22,94,SUP0004,Stage,EXTRA_DATA
PRO1518,Megan Gray,furniture,26053.85,198,SUP0018,Hair,EXTRA_DATA
PRO1519,Natalie Ray,Sports,20712.12,56,SUP0012,Right,EXTRA_DATA
PRO1520,Charles Brown,Grocery,30082.27,121,SUP0009,Personal,EXTRA_DATA
PRO1521,Lisa Wells,Clothing,17383.89,142,SUP0008,Same,EXTRA_DATA
PRO1522,Tamara Chang,Sports,1504.28,168,SUP0015,Expect,EXTRA_DATA
PRO1523,Donald Nelson,Books,5298.12,182,SUP0003,Full,EXTRA_DATA
PRO1524,Tony Vega,Electronics,28724.97,68,SUP0016,Together,EXTRA_DATA
PRO1525,  Andrew Reed  ,Grocery,29946.33,68,SUP0007,Respond,EXTRA_DATA
PRO1526,Elizabeth Kline,Books,25858.84,122,SUP0002,Need,EXTRA_DATA
PRO1527,Elizabeth Kelley,Clothing,-3127.35,94,SUP0014,Official,EXTRA_DATA
PRO1528,Raymond Campbell,Sports,-2127.48,24,SUP0020,Among,EXTRA_DATA
PRO1529,  Heather Clay  ,Grocery,27954.96,144,SUP0009,Process,EXTRA_DATA
PRO1530,Christina Brown,Sports,32879.93,6,SUP0006,Hear,EXTRA_DATA
PRO1531,Martin Gentry,Grocery,15381.27,251,SUP0018,Sign,EXTRA_DATA
PRO1532,Rebecca Adams,Sports,16927.3,183,SUP0012,Drive,EXTRA_DATA
PRO1533,  Mathew Fowler  ,Furniture,12674.17,83,SUP0002,Decide,EXTRA_DATA
INVALID_39,Brian Taylor,Furniture,26308.51,209,SUP0019,Middle,EXTRA_DATA
PRO1535,Sydney Rodriguez,Sports,4167.48,277,SUP0020,Process,EXTRA_DATA
PRO1536,Seth Knight,Books,0,-1,SUP0006,Month,EXTRA_DATA
PRO1537,Tiffany Kelly,ELECTRONICS,23845.16,244,SUP0011,Executive,EXTRA_DATA
PRO1538,Kevin Fleming,Electronics,6977.3,274,SUP0017,Language,EXTRA_DATA
PRO1539,Lisa Peterson,Books,49813.73,-1,SUP0014,Brother,EXTRA_DATA
PRO1540,John Reeves,Clothing,23698.23,105,SUP0015,Work,EXTRA_DATA
PRO1541,Harold Potter,Books,30987.44,38,SUP0007,True,EXTRA_DATA
PRO1542,Anne Smith,Grocery,22742.63,35,SUP0005,Within,EXTRA_DATA
INVALID_93,Cathy Perry,Furniture,35851.56,22,SUP0019,Suddenly,EXTRA_DATA
INVALID_53,Taylor Gray,Sports,Five Hundred,83,SUP0019,Everyone,EXTRA_DATA
PRO1545,Patrick Perez,Clothing,34203.21,53,SUP0007,Station,EXTRA_DATA
PRO1546,  April Trevino  ,Electronics,16536.51,161,SUP0017,There,EXTRA_DATA
INVALID_78,Valerie Wolf,Sports,47030.65,214,SUP0007,Party,EXTRA_DATA
PRO1548,Christina Reeves,Electronics,27712.68,271,SUP0001,Beat,EXTRA_DATA
PRO1549,Kimberly Thompson,Clothing,-379.64,248,SUP0011,Back,EXTRA_DATA
PRO1550,  Lisa Wilson  ,Grocery,22364.31,0,SUP0007,Final,EXTRA_DATA
PRO1551,Carl Mendez,Sports,12671.81,282,SUP0005,Keep,EXTRA_DATA
PRO1552,  Michael Davis  ,Books,19887.14,227,SUP0005,Charge,EXTRA_DATA
PRO1553,  Isabel Robertson  ,Books,5286.94,173,SUP0013,Organization,EXTRA_DATA
PRO1554,Kari Jackson,Electronics,42004.57,-1,SUP0009,Keep,EXTRA_DATA
PRO1555,Sarah Wells,Sports,5664.4,95,SUP0012,Nice,EXTRA_DATA
PRO1556,Jacqueline Wright,electronics,Ten Thousand,180,SUP0015,Yeah,EXTRA_DATA
PRO1557,Sierra Powell,ELECTRONICS,24573.29,55,SUP0018,Ball,EXTRA_DATA
PRO1558,Ronnie Thomas,Electronics,34446.89,48,SUP0009,After,EXTRA_DATA
PRO1559,Walter Oneal,Electronics,12407.38,95,SUP0011,Agent,EXTRA_DATA
PRO1560,Jessica Sandoval,sports,43567.87,47,SUP0003,It,EXTRA_DATA
PRO1561,Frances Simmons,Sports,Five Hundred,69,SUP0004,Necessary,EXTRA_DATA
PRO1562,Tabitha Carpenter,Sports,47241.55,185,SUP0006,About,EXTRA_DATA
PRO1563,Troy Atkins,Sports,27953.62,112,SUP0017,Oil,EXTRA_DATA
PRO1564,  Tammy Scott  ,FURNITURE,6586.6,204,SUP0009,Sport,EXTRA_DATA
PRO1565,Timothy Welch,Furniture,2981.28,123,SUP0014,Writer,EXTRA_DATA
INVALID_96,Traci Bishop,Electronics,24088.63,87,SUP0006,Where,EXTRA_DATA
PRO1163,Christopher Shea,Grocery,26513.25,295,SUP0007,Letter,EXTRA_DATA
PRO1568,Jason Soto,Books,29445.62,139,SUP0014,Thing,EXTRA_DATA
PRO1569,Victor Morrison,furniture,Twenty Five Thousand,116,SUP0009,Experience,EXTRA_DATA
PRO1570,Timothy Williamson,Furniture,31341.95,137,SUP0013,Share,EXTRA_DATA
PRO1571,Jon Ramirez,Clothing,42109.91,212,SUP0006,Head,EXTRA_DATA
PRO1572,Valerie Hall,Electronics,5396.02,88,SUP0013,Stop,EXTRA_DATA
PRO1573,  Wendy Rodriguez  ,Grocery,0,255,SUP0002,Personal,EXTRA_DATA
PRO1574,Teresa Kramer,electronics,11372.59,163,SUP0007,Bed,EXTRA_DATA
PRO1575,Samuel Lewis,Grocery,39377.39,237,SUP0008,Off,EXTRA_DATA
PRO1576,  Juan Rodriguez  ,Grocery,41858.08,287,SUP0015,Staff,EXTRA_DATA
PRO1577,Ashley Sanchez,Furniture,33381.71,297,SUP0006,Health,EXTRA_DATA
PRO1578,Robert Williams,Books,16759.79,104,SUP0014,Financial,EXTRA_DATA
PRO1579,Alan Brown,Clothing,15139.25,112,SUP0012,Tv,EXTRA_DATA
PRO1580,Joseph Ray,Books,12119.72,117,SUP0017,Analysis,EXTRA_DATA
PRO1581,  John Miller  ,Furniture,47647.15,175,SUP0011,Kid,EXTRA_DATA
PRO1582,Joshua Ingram,Electronics,19430.89,254,SUP0004,May,EXTRA_DATA
PRO1583,Michael Mccoy,Clothing,15262.66,250,SUP0016,International,EXTRA_DATA
PRO1584,Melissa Maxwell,Electronics,25059.15,27,SUP0013,Trial,EXTRA_DATA
PRO1585,Troy Jones,Books,15685.72,97,SUP0005,Bag,EXTRA_DATA
PRO1586,Teresa Miller,Grocery,22498.53,61,SUP0019,Wish,EXTRA_DATA
PRO1587,  Michael Shah  ,Grocery,10479.61,83,SUP0013,Down,EXTRA_DATA
PRO1588,Tyler Allen,Grocery,2073.94,25,SUP9999,Spring,EXTRA_DATA
PRO1589,David Leach,Electronics,28987.66,19,SUP0011,East,EXTRA_DATA
