ClaimID|PolicyID|ClaimDate|ClaimAmount|ApprovedAmount|Status|Reason
CLA1307|POL0001|22/05/2023|23860.22|Property Damage|Thought|Property Damage
CLA1308|POL0005|12/06/2024|42041.91|Property Damage|Table|Accident
CLA1309|POL9999|08/14/2024|29245.92|Property Damage|Maintain|Property Damage
INVALID_97|POL0010|17/09/2023|29553.0|Death|Future|Accident
CLA1311|POL0006|2023-07-07|34883.7|Accident|It|Theft
CLA1312|POL0014|08-02-2024|22683.77|Theft|Think|Death
CLA1313|POL0002|04/25/2024|45165.94|Property Damage|Collection|Property Damage
CLA1314|POL0013|2024-11-11|12822.43|Death|Wall|Accident
CLA1315|POL0017|14-04-2022|2798.95|Accident|Mean|Death
CLA1316|POL0002|21-07-2024|39514.7||Financial|Theft
CLA1317|POL0018|04/29/2022|46150.96|Accident|Before|death
CLA1318|POL9999|2022-01-07|26612.07|Illness|Trouble|Illness
CLA1319|POL0001|08-08-2023|7934.65|Theft|Assume|DEATH
CLA1320|POL0009|2024-07-30|30757.62|Accident|Since|Accident
CLA1321|POL0020|2024-08-21|21992.2|Illness|Keep|Accident
CLA1322|POL0004|03/25/2024|1655.15|Theft|Central|Illness
CLA1323|POL0005|03/13/2024|20557.71||Network|Property Damage
CLA0734|POL0018|01/23/2022|6613.42|Death|Themselves|Theft
CLA1325|POL0016|10-03-2022|9687.82|Death|Small|Illness
CLA1326|POL0017|2022-01-27|3524.78|Accident|Success|Death
CLA1327|POL9999|2022-06-12|3696.87|Accident|Affect|Illness
CLA1328|POL0013|11/11/2023|43704.15|Theft|Study|Property Damage
CLA1329|POL0011|20-07-2022|30074.16|Theft|Fight|Property Damage
CLA1330|POL9999|31-12-2023|6601.0|Property Damage|Say|Death
CLA1331|POL0008|2024-05-25|37106.96||Air|Death
CLA1332|POL0003|23-06-2023|26460.65|Illness|Stuff|Theft
CLA1333|POL0002|13-03-2023|31220.53|Theft|Agency|Death
CLA1334|POL0002|07/03/2022|19565.37|Death|Cost|Death
CLA1335|POL0018|09/06/2022|5645.54|Death|Generation|death
CLA1336|POL0012|07-01-2022|43770.52|Accident|Receive|Accident
CLA0443|POL0009|14/04/2022|27602.55|Theft|Throughout|Property Damage
CLA1338|POL0020|07/11/2023|30707.76|Illness|Thing|Property Damage
CLA1339|POL0006|2024-01-08|39082.85|Illness|Sing|Illness
CLA1340|POL0010|26-07-2023||Accident|Into|Accident
CLA1341|POL0010|05-12-2022|7540.08|Accident|Trade|Illness
CLA1342|POL0013|06/09/2024|15918.43|Illness|Manage|Accident
CLA1343|POL0015|28-10-2024|33885.18|Property Damage|Fact|Accident
CLA1344|POL9999|04/03/2024|48447.15|Illness|Create|Accident
CLA1345|POL0006|20/05/2022|19785.74|Illness|Behavior|Property Damage
CLA1346|POL0020|19/05/2023|18450.32|Illness|Cold|Illness
CLA1347|POL0013|01/19/2023|11340.52|Death|Say|Illness
CLA1348|POL0004|04/03/2023|8525.11|Theft|This|Accident
CLA1349|POL0004|02/05/2023|46243.16|Property Damage|Vote|Illness
CLA1350|POL0011|05/06/2023|30634.46||Friend|THEFT
CLA1351|POL0012|11/14/2023|34293.03|Illness|Officer|Theft
CLA0595|POL0010|2022-09-14|17313.88|Death|Turn|Property Damage
CLA1353|POL0016|07/19/2022|7602.59|Accident|Couple|Accident
CLA1354|POL0006|30-08-2023|8643.26|Theft|Cover|Theft
CLA1355|POL0012|15-04-2022||Death|Responsibility|Theft
CLA1356|POL0017|16-05-2022|44239.04|Accident|Issue|Accident
CLA1357|POL0004|08/05/2024|17572.28|Property Damage|Want|Accident
CLA1358|POL0012|04-07-2023|33968.24|Accident|Happen|Theft
CLA1359|POL0004|22/04/2023|48302.59|Death|Seat|Illness
CLA1360|POL0009|22-11-2022|22290.91|Property Damage|Act|Theft
CLA1361|POL0005|06-04-2024|19266.87|Theft|Purpose|Property Damage
CLA1362|POL9999|2023-08-06|14522.5||Check|Illness
CLA1363|POL0012|06/22/2024|33470.64|Accident|Garden|Death
CLA1364|POL0008|11/04/2023|39470.46||Fire|Property Damage
CLA1365|POL0005|12/06/2022|30310.66|Illness|Writer|Property Damage
CLA1366|POL0014|17-09-2023|8931.5|Accident|Career|Accident
CLA1367|POL0020|11/01/2023||Property Damage|Financial|Theft
CLA1368|POL0003|23/03/2023|11292.28||Military|PROPERTY DAMAGE
CLA1369|POL0012|2023-06-05|6092.81|Death|Short|Theft
CLA1370|POL0002|07/22/2022|0|Property Damage|Skill|Illness
CLA1371|POL0008|05/19/2022|33359.83|Accident|Box|Illness
CLA1372|POL0008|2022-11-09|45435.44|Death|Ago|Theft
CLA1373|POL0017|07/20/2023|34191.02|Theft|Old|Accident
CLA1374|POL0020|2023-06-03|46077.5|Theft|Never|Death
CLA1375|POL0004|03/10/2023|18354.59||Seem|Illness
CLA1376|POL0004|2022-07-18|44386.48|Accident|Natural|Death
CLA0085|POL0005|04-10-2023|-1909.42|Illness|Carry|Accident
CLA1378|POL0019|2022-08-12|17927.06||Police|Death
CLA1379|POL0018|26/09/2024|32526.36|Illness|Rest|Property Damage
CLA1380|POL0010|2022-12-27|33919.01|Illness|Throw|Accident
INVALID_42|POL0018|01/20/2022|20770.67|Property Damage|Without|Illness
CLA1382|POL0016|02/17/2022|1430.44|Accident|Avoid|Property Damage
CLA1383|POL0009|19/03/2024|12759.2|Theft|Country|Property Damage
CLA1384|POL0008|11-01-2022|20959.39||Late|Accident
CLA0129|POL0009|01/01/2023|44878.04|Accident|Police|property damage
CLA1386|POL0002|05/20/2023|5115.95|Illness|Bar|Accident
CLA1387|POL0011|31-08-2024|16753.25||Evening|Property Damage
CLA1388|POL0005|21-11-2024|8581.88|Property Damage|School|Accident
CLA1389|POL0001|24-10-2023|14330.42|Theft|Future|Accident
CLA1390|POL0016|2022-03-31|44342.72||Executive|Property Damage
CLA1391|POL0004|03/08/2022|12321.11||Figure|Theft
CLA1392|POL0004|05/09/2023|2675.07||Camera|Accident
CLA1393|POL9999|01/11/2022|2663.88|Accident|Wall|Property Damage
CLA1394|POL0019|08/22/2022|15752.54||Population|Death
CLA1395|POL0003|2024-11-05|0|Property Damage|Whether|Property Damage
CLA1396|POL9999|2023-10-10|26448.71|Death|Language|Death
CLA1397|POL0010|2022-10-31|49938.9|Property Damage|Fine|Illness
CLA1398|POL0015|02/21/2022|41734.9|Property Damage|Young|Theft
CLA1399|POL0011|2024-02-19|-579.98|Property Damage|Investment|Illness
CLA1400|POL0002|08/20/2022|40846.64|Property Damage|Student|Death
CLA1401|POL0012|10/06/2022|9307.99|Theft|Factor|death
CLA1402|POL0004|2022-04-01|43962.56|Property Damage|Who|Illness
CLA1403|POL0014|11-03-2022|5843.86|Illness|Democrat|Illness
CLA1404|POL0013|16/10/2023|29588.73|Illness|Program|Death
CLA1405|POL9999|23-11-2024||Accident|Performance|Property Damage
CLA1406|POL0016|11-02-2023|19360.54||Popular|Illness
CLA1407|POL0018|25-08-2022|34292.99|Theft|Attorney|Death
CLA1408|POL0014|2024-07-17|19344.01|Illness|Measure|Accident
CLA1409|POL0006|16-02-2023|8477.66|Property Damage|Standard|Death
INVALID_47|POL0016|2022-09-28|21939.21|Death|Term|Accident
CLA1411|POL0009|2024-08-06|48680.67|Theft|Home|Theft
CLA1412|POL0005|07/02/2023|0|Illness|South|Accident
CLA1413|POL0015|10/21/2024|37393.73|Accident|Inside|Death
CLA1414|POL0014|2022-07-04|42709.33|Illness|Above|Accident
CLA1415|POL0019|2024-09-20||Death|Serve|Accident
CLA1416|POL0020|2023-10-26|28185.57|Accident|Return|Theft
CLA1417|POL0009|05/19/2023|28571.01|Death|State|Accident
CLA1418|POL0013|10/24/2024|47346.07|Property Damage|A|Accident
CLA1419|POL0010|11/02/2022|26062.31|Accident|Wonder|Property Damage
CLA1420|POL0009|06/26/2023|25314.5|Illness|Hand|Theft
CLA1421|POL0020|2022-08-31|16810.95|Accident|New|Death
CLA1422|POL0020|12-11-2022|48062.34|Accident|Sort|Property Damage
CLA1423|POL0007|05/26/2023|30855.51|Illness|Hundred|Property Damage
CLA0625|POL0018|2023-04-10|31517.46|Property Damage|Billion|Illness
CLA1425|POL0005|16-03-2022|46008.52||Hold|Property Damage
CLA1426|POL0007|07/04/2022|38416.49|Accident|Official|Accident
CLA1427|POL0015|19/12/2024|19690.44|Property Damage|Opportunity|Illness
CLA1428|POL0006|09-03-2023|15481.26|Illness|Begin|Property Damage
CLA1429|POL0008|16/04/2024|1238.0||Street|Theft
CLA1214|POL9999|04/08/2022|48750.05||Available|Illness
CLA1431|POL0003|05/04/2023|||Before|Accident
CLA1432|POL0018|05/11/2024|38237.8||Meeting|Accident
CLA1433|POL0011|13-07-2024|3549.51|Property Damage|Newspaper|Theft
CLA1434|POL0012|16/10/2023|21705.85|Theft|Buy|Theft
CLA1435|POL0014|2024-01-20|47976.92|Property Damage|Factor|Death
CLA1436|POL0014|05/11/2022|3527.82|Theft|Almost|Accident
CLA1437|POL0018|12/30/2023|Twenty Five Thousand|Illness|Scene|Accident
CLA1438|POL0003|24/09/2023|4145.65||Decision|Illness
CLA1439|POL0007|03-01-2023|37349.42|Death|Site|Property Damage
CLA1440|POL0010|2023-08-11|9991.11||Project|Theft
CLA1441|POL0010|08/10/2022|15512.74|Property Damage|Voice|Death
CLA1442|POL0013|11/13/2022|47222.67|Property Damage|Rest|Death
CLA1443|POL0012|13-11-2023|36970.79||Seem|Death
CLA0305|POL0006|27/03/2023|6159.76|Theft|There|Accident
CLA1445|POL9999|2024-10-25|16190.31|Death|Born|Property Damage
CLA1446|POL0014|07-09-2023|29529.54|Death|Out|Theft
CLA1447|POL0004|09-01-2023|23344.7|Death|For|theft
CLA1448|POL0020|2022-08-05|12157.57|Property Damage|Admit|Property Damage
CLA1449|POL0016|21-10-2024|28214.41|Death|Marriage|Illness
CLA1450|POL0019|18-07-2024|29377.88|Theft|Ok|Death
CLA1451|POL0002|20/04/2024|11648.99|Death|Give|Property Damage
CLA1452|POL0007|2023-05-25|26442.21|Theft|Enjoy|Theft
CLA1453|POL0001|03/25/2022|29030.61|Accident|Difficult|Illness
CLA1454|POL0015|13/06/2022|33353.1|Property Damage|Practice|property damage
CLA0817|POL0011|06/10/2022|46819.21|Theft|Fine|Property Damage
CLA1456|POL9999|31-10-2022|16237.11|Property Damage|Measure|Theft
CLA1457|POL0009|05/06/2023|15406.3|Illness|Respond|Illness
CLA1458|POL0014|25/08/2023|26799.25|Theft|Main|Death
CLA1459|POL0005|30/11/2023|30332.89|Property Damage|Clear|ACCIDENT
CLA1460|POL0007|2023-03-10|45693.03|Death|Quickly|Illness
CLA1461|POL0018|13/02/2024|45415.35|Accident|Personal|Illness
CLA1462|POL0012|08/23/2024|0|Accident|Surface|Theft
CLA1463|POL0013|17-12-2023|5947.64|Death|Our|Theft
CLA1464|POL0003|08-09-2022|46785.86|Accident|Plant|Property Damage
CLA1465|POL0002|19/12/2022|41554.27|Property Damage|Investment|Illness
CLA1466|POL0012|07-07-2024|26664.83|Accident|Mother|Death
CLA1467|POL0019|20-09-2023|40223.84||Executive|property damage
CLA1468|POL0008|06/10/2024|8120.39|Illness|Happen|Property Damage
CLA1469|POL0020|13/02/2024|29322.45|Property Damage|Travel|Death
CLA1470|POL0015|07/11/2024|26983.83|Illness|Suffer|Property Damage
CLA1471|POL0008|09/01/2022|45249.36|Illness|Sit|Accident
CLA1472|POL0020|02/03/2022|35516.02|Theft|Money|Theft
CLA1473|POL0014|2022-06-25|25773.99|Property Damage|Say|Accident
CLA1474|POL0015|12/22/2024|19119.22|Accident|Hundred|Illness
CLA1475|POL0006|14/06/2023|12533.78|Property Damage|Hospital|Death
CLA1476|POL0005|09/08/2022|34552.04||Dark|Theft
CLA1477|POL0008|26-02-2024|43369.49|Theft|Though|Accident
CLA1478|POL0008|2022-02-20|4897.64|Property Damage|Standard|Theft
CLA1479|POL0012|2023-07-10|20623.74|Accident|Keep|Death
CLA1480|POL0015|28/11/2022|3085.21|Death|Discussion|Theft
CLA1481|POL0006|2023-03-05|6530.85|Property Damage|From|Illness
CLA1482|POL0002|08/13/2024|7771.35||Remember|Property Damage
CLA0533|POL0012|2023-10-25|30536.05||Crime|Illness
CLA1484|POL0010|01/25/2022|Five Hundred|Death|Several|Property Damage
CLA1485|POL0018|24-08-2023|42886.41|Accident|Born|Property Damage
CLA1486|POL0005|10/05/2023|24302.95|Property Damage|Work|Death
CLA1487|POL0011|20/04/2023|Twenty Five Thousand|Theft|Get|Theft
CLA1488|POL0002|29/06/2023|25868.38|Illness|Man|Theft
CLA1489|POL0001|27-09-2023|24792.9|Property Damage|Good|Death
CLA1490|POL0016|28-06-2024|29130.58|Property Damage|Others|Property Damage
CLA1491|POL0006|27/08/2024|26101.53|Accident|Choice|Accident
CLA0477|POL0008|19-01-2022|43381.21|Property Damage|Idea|Theft
CLA1493|POL0009|28/12/2023|45416.64|Property Damage|Benefit|Theft
CLA1494|POL0013|17/03/2022|37837.87|Death|Shake|Theft
CLA1495|POL0002|23/01/2024|48727.46|Death|Give|Theft
CLA1496|POL0002|11-02-2022|49989.1||Better|Death
CLA1497|POL0009|09-12-2023|Ten Thousand|Theft|Despite|Accident
CLA1498|POL0011|2023-09-22|46387.41|Accident|Future|ILLNESS
CLA1499|POL0007|2023-04-07|35446.08|Property Damage|Second|Property Damage
CLA1500|POL0013|05/30/2023|1141.66|Death|Probably|Illness
CLA1501|POL0014|2022-10-03|10032.72|Death|Force|Illness
CLA1502|POL0012|2023-12-01|42189.66|Illness|Customer|Theft
CLA1503|POL0016|10/21/2023|28094.03|Accident|Require|Illness
CLA1504|POL0018|11-09-2022|13377.87||Eight|Illness
CLA1505|POL0008|2022-04-19|42585.7|Illness|Property|Accident
CLA1506|POL0016|13/11/2023|32816.3|Property Damage|Blood|Property Damage
CLA1507|POL0009|2024-10-02|36118.74|Property Damage|More|accident
CLA1508|POL0004|2022-09-14|19838.76|Theft|Team|Illness
CLA1509|POL0005|01/13/2022|6530.36|Accident|Stage|death
CLA1510|POL0009|08/11/2023|27334.05||Enough|Property Damage
CLA1511|POL0016|05-04-2024|-2724.43|Property Damage|Change|Illness
CLA1512|POL0012|05-08-2023|12421.22|Accident|Among|Illness
CLA1513|POL0012|10/05/2022|48180.68|Theft|Material|Illness
CLA1514|POL0013|09/08/2022|2620.85|Theft|Recent|Accident
CLA1515|POL0020|01/12/2023|26358.28|Death|Into|Illness
CLA0397|POL9999|2024-02-22|0|Accident|Seek|Accident
CLA1517|POL0010|2023-12-21|27338.04||Whether|Accident
CLA1518|POL0019|11-06-2022|Ten Thousand||Top|Death
CLA1519|POL0001|2024-09-21|31498.62|Illness|Force|Death
CLA1520|POL0004|08/28/2024|3115.01|Death|Line|Property Damage
CLA1521|POL0001|23-01-2023|20519.27||Left|Property Damage
CLA1522|POL0016|2023-10-05|8042.18|Death|Nearly|Theft
CLA1523|POL0011|09/20/2024|11731.01|Death|Education|Death
CLA1524|POL0014|16-05-2024||Property Damage|Institution|Theft
CLA1525|POL0005|01/09/2022|28858.29||Perhaps|property damage
CLA1526|POL0017|26-11-2022|32909.75|Theft|Open|Theft
CLA1527|POL0005|26-08-2022|46148.67||Enjoy|Illness
CLA1528|POL0013|2024-09-29|23295.42|Theft|Pull|Accident
CLA1529|POL0002|16/10/2023|40708.71|Death|Wear|Accident
CLA1530|POL0013|2024-10-12|46916.11||Field|Illness
CLA1531|POL0014|15-09-2023|38925.16|Illness|Black|Property Damage
CLA1532|POL9999|12/12/2024|12383.64|Property Damage|Budget|Illness
CLA1533|POL0010|16-05-2024|5799.9|Theft|Until|ILLNESS
CLA1534|POL0003|09-04-2024|34455.74|Accident|Blood|Accident
CLA1535|POL0014|2022-02-13|8122.48|Illness|Minute|Property Damage
CLA1536|POL0014|26-03-2024|15890.44|Death|Source|Property Damage
CLA1537|POL0020|14-01-2023|49676.54|Death|Sure|Property Damage
CLA1538|POL0009|06/25/2023|14787.91|Theft|Politics|Accident
CLA1539|POL0008|13-12-2023|44681.26|Illness|Rest|Death
CLA1540|POL0007|27-03-2022|44762.27|Illness|Identify|property damage
CLA1541|POL0001|2024-02-26|2295.8|Theft|Her|Accident
CLA1542|POL9999|2023-06-29|9654.62|Illness|Store|Death
CLA1543|POL0011|2024-09-16||Accident|Effect|Illness
CLA1544|POL0008|02/26/2022|8707.67|Accident|Discuss|Theft
CLA1545|POL0002|2024-03-12|41321.95|Accident|Financial|Accident
CLA1546|POL0002|03-02-2023|47393.84|Illness|Forget|Death
CLA1547|POL0015|2024-07-22|13504.64|Death|Other|Accident
CLA1548|POL0010|16/12/2024|4128.95||Her|Illness
CLA1549|POL0005|02/07/2023|2332.26|Theft|Miss|Illness
CLA1550|POL0013|2023-10-26|Twenty Five Thousand|Theft|Two|Theft
CLA1551|POL0010|19-04-2022|||Opportunity|Theft
CLA1552|POL0015|15-01-2022|22607.82||Some|Theft
CLA1553|POL0020|2022-07-02|Twenty Five Thousand|Theft|Live|Accident
CLA1554|POL0004|2022-12-04|33313.72|Illness|Letter|Property Damage
CLA1555|POL0012|04/26/2024||Theft|Night|Theft
CLA1556|POL0001|01/04/2023|5400.92|Accident|Although|Theft
CLA1557|POL0017|2023-03-15|11096.97|Property Damage|Owner|Illness
CLA1558|POL0006|24/06/2023|6094.96|Death|This|Illness
CLA1559|POL0017|01/07/2024|18365.6|Accident|Choose|Accident
CLA1560|POL0010|15/08/2024|Five Hundred|Illness|Small|Accident
CLA1561|POL0016|29-01-2022|13273.97|Property Damage|Own|Death
CLA1562|POL0002|2023-06-12|21320.06|Death|Effort|Death
CLA1563|POL0001|13/10/2022|44148.97|Theft|Evening|Death
CLA1564|POL0007|14-07-2023|16570.36|Death|Play|Theft
CLA1565|POL0010|09/19/2023|Ten Thousand|Illness|Watch|Theft
CLA1566|POL0006|26/03/2022|26734.71|Property Damage|Just|Property Damage
CLA1567|POL0002|05/30/2024|49982.81|Illness|Hear|Theft
CLA1568|POL0007|04-06-2023|26424.58|Theft|Themselves|Property Damage
CLA1569|POL0017|21-10-2023|29740.6|Theft|Throw|Theft
CLA1570|POL0015|12/04/2022|16472.11||Scene|Accident
CLA1571|POL0013|11-12-2023|36115.17|Accident|Argue|Death
CLA1572|POL9999|01-12-2022|46556.63|Property Damage|Smile|Theft
CLA1573|POL0020|26-09-2022|37353.8|Illness|Camera|Death
CLA1574|POL0012|2022-09-29|23373.98|Property Damage|Who|Death
CLA1575|POL0015|03/31/2023|39499.13|Property Damage|Present|Illness
CLA1576|POL0010|02/02/2023|31875.94|Property Damage|North|Accident
CLA1577|POL0004|27-07-2023|41507.55|Illness|Represent|Accident
CLA1578|POL0017|21/11/2024|30511.94|Theft|Require|Accident
CLA1579|POL0010|20/03/2022|28616.93|Illness|Professor|Illness
CLA1580|POL0012|12/19/2024|14907.84||Hit|ILLNESS
CLA1581|POL0018|12/03/2024|48531.37|Illness|Suddenly|ILLNESS
CLA1582|POL0017|12-10-2023|23168.37||Support|Death
CLA1583|POL0016|17-06-2023|49236.0|Death|Bag|Theft
CLA0940|POL0016|22-06-2023|46559.39|Accident|Record|Death
CLA1585|POL0008|16-09-2023|45697.54|Theft|Style|Death
CLA1586|POL0018|2023-09-26|12497.44|Death|Generation|Illness
CLA1587|POL0002|11/30/2024|1796.38|Death|Development|accident
CLA1588|POL0004|05/02/2024|15211.12|Death|Crime|Illness
CLA1589|POL0016|2023-08-29|46005.07|Theft|He|Illness
CLA1590|POL0004|08/11/2024|14436.36|Death|Law|Accident
INVALID_5|POL0003|04/02/2023|11979.29|Death|Brother|Illness
CLA1592|POL0008|04-10-2023|12622.77|Illness|Resource|Death
CLA1593|POL0016|07-04-2022|16457.61||Your|Property Damage
CLA1594|POL0007|15/03/2022|25362.22|Property Damage|If|Property Damage
CLA1595|POL0008|04/26/2022|19381.04|Theft|Style|Accident
CLA1596|POL0011|26-11-2023|7179.69|Theft|New|Property Damage
CLA1597|POL0018|2023-10-14|23005.9|Property Damage|These|Illness
CLA1598|POL0015|05/05/2022|45826.6|Theft|Worker|Property damage
CLA1599|POL0016|05/28/2022|32455.92|Theft|Wish|Theft
CLA1600|POL0013|2024-06-24|21492.51|Accident|Nice|Death
CLA1601|POL0014|2024-11-12|43865.31|Theft|Coach|Illness
CLA1602|POL0007|30-10-2024|-327.7|Theft|Bed|Death
CLA1603|POL0011|2022-09-04||Property Damage|Room|Illness
CLA1604|POL0002|10/24/2024|0|Death|Book|Death
CLA1605|POL0012|04/03/2023|26669.08|Theft|Term|Accident
CLA1606|POL0005|02/12/2022|49627.01|Accident|Discussion|Accident
CLA1607|POL0008|2022-01-20|15874.81||Health|Property Damage
CLA1608|POL0014|2022-04-01|Ten Thousand|Property Damage|Majority|Death
CLA1609|POL0008|2024-03-21|36563.67|Property Damage|Institution|Accident
CLA1610|POL0009|05/28/2023|Twenty Five Thousand||Man|Accident
CLA1611|POL0004|2023-05-01|39763.85|Death|Building|Death
CLA1612|POL0003|29/01/2023|25565.25|Death|Same|Property Damage
CLA1613|POL0010|2022-03-02|0|Accident|About|Property Damage
CLA1614|POL0010|10/03/2023|21155.72||Their|Accident
CLA1615|POL0003|22-03-2022|12001.61|Accident|Woman|Property Damage
CLA1616|POL0016|30-05-2022||Property Damage|Choose|Accident
CLA1617|POL0009|30-10-2024|27911.32|Illness|Tax|Theft
CLA1618|POL0019|08/23/2024|8385.77|Death|Want|property damage
CLA1619|POL0005|2022-04-25|25879.24|Illness|Provide|Illness
CLA1620|POL0004|25/05/2024|31630.23|Death|Prove|Death
CLA1621|POL0012|29/09/2023|22175.75|Illness|Fire|Illness
INVALID_42|POL0009|2023-05-26|27297.27|Death|Movement|Accident
CLA1623|POL0016|12/25/2024|7757.71||Available|Death
CLA1624|POL0018|08/22/2023|42117.79|Accident|Court|Theft
CLA1625|POL0002|01/08/2022|39368.71||Enough|Theft
CLA1626|POL0005|19/01/2023|34168.35|Property Damage|Learn|Theft
CLA1627|POL0019|29-10-2022|Twenty Five Thousand|Accident|None|Death
CLA1628|POL0006|2022-05-12|24024.12|Accident|Name|Death
CLA1629|POL0011|26/10/2023|Five Hundred|Illness|Also|Accident
CLA1630|POL0012|06/12/2023|||Assume|Illness
CLA1631|POL0005|02-03-2022|28161.69|Theft|Career|Property Damage
CLA1632|POL0009|19/10/2023|12627.96|Accident|Everybody|Property Damage
CLA1633|POL0018|20-05-2023|Five Hundred|Death|Already|Death
CLA1634|POL0014|25-07-2024|37425.52|Illness|Hospital|Death
CLA1635|POL0006|29/07/2022|41010.97|Theft|Add|Theft
INVALID_10|POL0019|08-01-2022|5598.38|Property Damage|When|Accident
CLA1637|POL0011|2023-01-22|Ten Thousand||Class|DEATH
CLA1638|POL0018|09/15/2024|9662.93|Property Damage|Conference|Theft
CLA0684|POL0016|09/17/2022|47212.42|Illness|Within|Theft
CLA1640|POL0015|2023-09-07|22739.8||Throw|Theft
CLA1641|POL0015|20/05/2022|29488.36||Discover|Property Damage
CLA1642|POL0016|17-10-2022|23944.99|Illness|Call|Death
CLA1643|POL0001|13-06-2024|34274.39|Property Damage|At|Accident
CLA1644|POL9999|12/08/2024|35094.28|Illness|Theory|Accident
CLA1645|POL0011|07/21/2022|40744.38|Illness|Foot|Property Damage
CLA1646|POL0003|07/01/2024|34579.48|Accident|Line|Death
CLA0727|POL0007|25/01/2023|5305.97|Accident|Cup|Illness
CLA1648|POL0012|2024-09-24|29723.77|Illness|Source|Illness
CLA1649|POL0008|08/10/2023|24015.77|Illness|Top|Theft
CLA1650|POL0015|04-01-2024|18654.95|Property Damage|Later|Theft
CLA1651|POL0017|2022-03-17|39566.58|Illness|Middle|ILLNESS
CLA1652|POL0010|2024-02-15|2043.8|Illness|Compare|Accident
CLA1653|POL0014|06-12-2023|47147.54|Illness|Weight|Property Damage
CLA1654|POL0016|13-04-2023||Theft|No|Property Damage
CLA1655|POL9999|22/03/2022|18624.64|Property Damage|More|Theft
CLA1656|POL0018|22-06-2023|23767.97|Property Damage|After|accident
CLA1657|POL0001|22-04-2022|33311.88|Property Damage|Sure|Accident
CLA1658|POL0016|05/29/2023|18763.63|Theft|Bad|Property Damage
CLA1659|POL0016|11/02/2022|9606.53|Property Damage|Animal|Death
CLA1660|POL0002|11/23/2024|1147.31||Morning|Accident
CLA1661|POL0010|24/08/2022|18164.87|Accident|Lay|Theft
CLA1662|POL0019|16-01-2022|17206.47|Theft|Company|property damage
CLA1663|POL0013|06-02-2022|35426.08|Death|Future|Illness
CLA1664|POL0004|15/10/2023|38657.07|Death|Sport|Property Damage
CLA1665|POL0005|26-06-2022|5529.79|Illness|Happen|Death
CLA1666|POL0001|04/05/2023||Accident|Need|Theft
CLA1667|POL0008|2023-09-19|43513.01|Death|Join|Property Damage
CLA1668|POL0005|10/08/2024|39252.56|Illness|Always|Accident
CLA1669|POL0012|04/08/2022|20603.72|Property Damage|Wait|Theft
CLA1670|POL0005|2024-11-03|3815.42|Property Damage|Sit|Theft
CLA1671|POL0001|18/07/2022|12114.29|Death|Moment|Death
CLA1672|POL0014|10/29/2022|3025.8|Illness|They|Accident
CLA1673|POL0020|12/07/2022|42330.39|Property Damage|Matter|Theft
CLA1674|POL0002|03/29/2023|7537.21|Accident|Trouble|Theft
CLA1675|POL0012|2024-05-04|7447.43|Property Damage|Tell|Death
CLA1676|POL0006|09/20/2024|22123.23||System|Theft
CLA1677|POL0019|12/31/2022|7648.09||Company|Accident
CLA1678|POL0007|11-10-2024|30723.69||Defense|Accident
CLA1679|POL0019|10/07/2024|13851.37||Western|Theft
CLA1680|POL0014|17-04-2022|1892.01|Death|Not|Theft
CLA1681|POL0015|2024-09-22|4463.62||Reach|Illness
CLA1682|POL0020|2024-05-23|29993.81|Accident|Laugh|Illness
CLA1683|POL0016|25/11/2022|33339.4|Accident|Book|Property Damage
CLA1684|POL0014|2022-05-06|35557.79|Accident|Law|Death
CLA1685|POL0017|06-05-2024|||House|Theft
CLA1686|POL0014|11/20/2024|22578.49|Death|Letter|Theft
CLA1687|POL0005|2022-08-17|33017.97|Theft|Responsibility|Property Damage
CLA1688|POL0007|12-08-2023|33698.18|Theft|Industry|Illness
CLA1689|POL0016|02/02/2024|40136.67||South|Death
CLA1690|POL0008|2024-03-07|16217.29|Illness|Between|Illness
CLA0623|POL0003|2022-11-25|15706.2|Theft|Chance|Theft
CLA1692|POL0013|13/05/2024|4116.27|Death|General|theft
CLA1693|POL0014|18-11-2024|Twenty Five Thousand|Property Damage|During|Property Damage
CLA1694|POL0020|01/17/2023|45576.44|Accident|Draw|accident
CLA1695|POL0004|2023-12-31|41749.11|Illness|Range|Accident
CLA1696|POL0011|17/12/2022|21785.51|Illness|Manager|accident
CLA1697|POL0006|03-05-2024|16869.97|Death|Total|Theft
CLA1698|POL0016|13-06-2022|29802.11||Against|Theft
CLA1699|POL0007|09/09/2022|21510.48|Accident|Good|Illness
CLA1700|POL0015|2023-03-03|1986.45|Illness|Way|Property Damage
CLA1701|POL0011|2024-11-17|42344.07|Illness|Job|Death
CLA1702|POL0015|08/26/2022|4940.81|Illness|Attack|Theft
CLA1703|POL0012|29-06-2023|41218.2|Illness|It|Death
CLA1704|POL0015|05/10/2024|49087.17|Theft|Go|Accident
CLA1705|POL0019|12-12-2022|8708.26|Property Damage|Trip|Theft
CLA1706|POL0006|09/21/2023|30728.82||Measure|Theft
CLA1707|POL0004|08/05/2024|29762.79|Illness|Outside|Death
CLA1708|POL0013|12/21/2024|34505.06||Year|Property Damage
CLA1709|POL0020|2023-03-24|21044.17|Accident|Notice|Accident
CLA1710|POL0005|08/25/2024|23172.87|Theft|Perform|Accident
CLA1711|POL0008|2024-08-10|45914.57|Illness|Most|Theft
CLA1712|POL0017|09/18/2024|32965.11|Theft|Lead|Property Damage
