PolicyID,CustomerID,PolicyType,PremiumAmount,StartDate,EndDate,Status
POL0009,CUS0017,Life,8173.09,06-08-2022,2022-09-07,Trip
INVALID_84,CUS0016,Life,35585.14,07/14/2022,02-11-2022,Enter
POL1295,CUS0014,Health,,23-08-2022,01/17/2024,Political
POL1296,CUS0017,Life,48294.02,25-11-2022,2022-12-25,Argue
POL1297,CUS0011,Property,48529.12,16-09-2023,29-07-2023,Ask
POL1298,CUS0009,Health,38224.04,12/28/2023,27-08-2024,All
POL1299,CUS0004,Health,2671.25,06/17/2024,28-01-2024,Write
POL1300,CUS0011,Motor,48821.91,29-06-2023,2024-11-05,Red
POL1301,CUS0018,Health,12735.13,02/17/2022,07/10/2024,Camera
POL1302,CUS0014,HEALTH,43930.56,2024-08-23,11-04-2023,Nation
POL1303,CUS0002,Health,42266.58,09/01/2022,09-11-2024,Sign
POL1304,CUS0015,Life,40123.03,28-03-2024,2023-08-18,After
POL1305,CUS0013,Property,28945.98,05-04-2023,04/28/2024,Animal
POL1306,CUS0018,Property,46268.42,2024-07-31,2023-03-07,Growth
POL1307,CUS0010,Health,25168.6,23/06/2023,01/31/2024,Street
POL1308,CUS9999,Property,32999.62,2022-11-08,07/06/2023,Condition
POL1309,CUS0015,Motor,3653.13,05/02/2024,01/05/2022,Line
POL1310,CUS0009,Motor,-4117.29,10/07/2022,2024-03-09,Game
POL1311,CUS0008,Property,-248.02,2024-06-22,2023-02-22,Wind
POL1312,CUS0005,Life,36052.31,21/07/2024,06/13/2024,See
POL1313,CUS0005,Health,20404.34,11/19/2024,17/03/2024,Itself
POL1314,CUS0002,Life,34561.27,26-08-2022,2024-08-15,Dog
POL1315,CUS0011,Health,13823.3,28/04/2022,03/14/2022,Seem
POL1316,CUS0020,Health,42104.49,2024-01-12,22-10-2023,Gun
POL1317,CUS0006,motor,48503.65,13/11/2023,2024-05-13,Away
POL1318,CUS0016,Health,41948.2,07-10-2022,05-03-2022,Region
POL1319,CUS0010,Motor,48401.38,05/25/2022,08/04/2024,Car
POL1320,CUS0012,Health,36979.88,2024-01-08,25-04-2022,Language
POL1321,CUS0003,Motor,44255.57,2024-09-02,14/01/2024,Life
POL1322,CUS9999,Life,38730.34,28-08-2023,05/01/2023,Popular
POL1323,CUS0001,Life,40259.49,06/05/2022,24/08/2022,Back
POL1324,CUS0013,Motor,8130.04,2022-09-03,30-09-2024,Mr
POL1325,CUS0014,Property,24654.05,30/03/2024,2024-01-11,Responsibility
POL1326,CUS0008,Motor,46357.82,06/11/2023,04-07-2023,Statement
POL1327,CUS0006,Health,14504.48,07/26/2022,10/04/2022,Likely
POL1328,CUS0016,Health,18559.89,01-08-2022,15/12/2023,Step
POL1329,CUS0019,Property,15669.0,04-04-2024,10/26/2024,Avoid
POL1330,CUS0013,Motor,11279.86,07/30/2024,09/16/2024,Listen
POL1331,CUS0012,Property,4449.14,02/14/2023,07/05/2022,Difference
POL1332,CUS0012,Motor,36225.11,02/02/2022,12/01/2024,Today
POL1333,CUS0010,Property,41227.38,06-10-2022,2023-06-29,Generation
POL1334,CUS0004,Motor,37115.7,17-09-2022,30-08-2022,Raise
POL1335,CUS0008,Motor,44847.28,2022-05-31,22-05-2024,International
POL1336,CUS0002,Property,4648.09,2022-04-19,22/08/2023,Cell
INVALID_32,CUS0002,Motor,32722.24,22/09/2024,2023-08-06,Once
POL1338,CUS0017,Motor,13322.35,2022-09-15,19/11/2023,Resource
POL1339,CUS0005,Motor,,17-05-2024,2023-11-26,General
POL1340,CUS0002,Life,36343.78,05/22/2023,16/03/2023,Billion
POL1341,CUS0010,Property,32755.93,19/07/2022,07-04-2023,Night
POL1342,CUS0014,Property,20606.85,15-07-2024,03/03/2022,Morning
POL1343,CUS0019,Life,41882.56,05/09/2024,24-09-2022,Police
POL1344,CUS9999,Property,,12/01/2022,24-09-2024,Possible
POL1345,CUS0003,Property,17036.36,23/08/2022,2022-05-12,Already
POL1346,CUS9999,Property,28614.06,12/13/2023,01/24/2024,Situation
POL0602,CUS0003,Motor,21553.97,25/07/2024,01/03/2024,Military
POL1348,CUS0010,Health,27238.52,2024-07-26,2022-04-10,Huge
POL1349,CUS0007,Health,27245.16,29/12/2022,24-11-2024,Fly
POL1350,CUS0012,Motor,15188.08,07/27/2024,15-12-2022,Wear
POL1351,CUS0013,Property,0,07/30/2023,03/30/2024,Somebody
POL1352,CUS0015,Life,27627.51,02/10/2023,10-11-2022,Yourself
POL1353,CUS0011,Motor,19577.46,28-03-2024,03/28/2024,Door
POL1354,CUS0014,Motor,20420.55,30-09-2024,30/10/2022,Far
POL1355,CUS0002,Life,27809.49,11/09/2024,11-05-2022,Matter
POL1356,CUS0010,Life,47863.84,05/21/2023,01-10-2024,Election
POL1357,CUS0012,Life,6301.92,02/12/2022,2022-11-19,Some
POL1358,CUS0014,motor,12939.05,29/12/2023,12/06/2022,Four
POL1359,CUS0017,Property,44785.01,07/04/2024,02/01/2024,Section
POL1360,CUS0007,Property,7337.64,07/07/2024,05/07/2023,Hard
POL1361,CUS0007,Health,46620.22,31/12/2022,05/09/2024,View
POL1362,CUS0017,Health,36978.23,2023-09-17,04/27/2022,Protect
POL1363,CUS0013,Health,23428.39,2023-10-18,02/22/2022,Value
POL1364,CUS0004,Motor,40652.78,03-03-2024,09/10/2022,Other
POL1365,CUS0011,Motor,24476.45,05/15/2023,08/02/2024,Possible
POL1366,CUS0003,Life,21774.29,06/04/2022,15/10/2024,Be
POL1367,CUS0006,Motor,4918.32,2024-02-20,06/10/2023,Soon
POL1368,CUS0014,Health,23395.19,02-06-2024,06/29/2022,Control
INVALID_52,CUS0004,Property,40911.49,12/03/2022,05/06/2024,Course
POL0288,CUS0003,Life,15183.33,09/28/2023,2022-09-29,Although
POL0680,CUS0003,Health,17640.3,03/07/2023,03-09-2023,Important
POL1372,CUS0007,HEALTH,Five Hundred,14/04/2024,2022-05-01,Civil
POL1373,CUS0003,Health,1252.83,09/05/2022,08-10-2023,He
POL1374,CUS0011,Motor,47871.16,26/12/2024,2023-03-11,Believe
POL1375,CUS0008,Property,,2024-11-25,2024-10-08,Computer
POL1376,CUS0012,Health,34912.16,25-02-2023,03/19/2022,Writer
POL1377,CUS0004,Motor,16690.0,08-07-2022,01/15/2022,Buy
POL1378,CUS0011,Property,25242.96,21-08-2024,09-05-2024,Yeah
POL1379,CUS0019,Health,5634.78,05-10-2023,2023-02-24,So
POL1380,CUS0008,Property,13720.12,16/11/2024,2023-08-31,List
POL1381,CUS0009,Health,Twenty Five Thousand,01/01/2024,2022-10-02,Piece
POL0704,CUS0006,Life,39214.39,03/09/2023,27-05-2023,More
POL1383,CUS0012,Property,27466.39,12-02-2023,2024-12-17,Agreement
POL1384,CUS0009,Motor,49650.73,25/08/2024,10/06/2024,Anyone
POL1385,CUS0012,Motor,6193.07,2022-02-15,05-08-2024,Record
POL1386,CUS0001,Motor,4503.6,2024-07-20,03/10/2024,Determine
POL1387,CUS0015,LIFE,16440.66,12/18/2024,15/07/2023,Rule
POL1388,CUS0004,Property,5713.61,2023-06-09,13/10/2023,Perform
POL1389,CUS0012,Life,45158.01,02/15/2022,26/08/2024,Still
POL1390,CUS0014,Property,40125.73,2022-06-27,07-07-2024,Section
INVALID_42,CUS0009,Life,11926.64,2024-12-01,23/12/2022,Husband
POL1392,CUS0003,Motor,45651.51,23-05-2023,2022-07-18,Method
POL1393,CUS0003,Life,19606.55,2024-03-20,13-09-2022,Religious
POL1394,CUS0007,Life,42790.23,11-12-2022,21/05/2024,Party
POL1395,CUS0003,Life,3703.71,2024-04-03,06-07-2023,Center
POL1396,CUS0007,Life,43837.86,06/05/2022,19-07-2024,Shoulder
POL1397,CUS0005,Property,34902.38,02/09/2024,16-11-2024,Safe
POL1398,CUS0005,Life,31656.16,31/07/2022,29-11-2024,Free
POL1399,CUS0007,Health,45080.51,11/04/2024,10/04/2022,Theory
POL1400,CUS0016,Motor,25727.11,11/18/2024,02/02/2024,Bit
POL1401,CUS0018,Motor,43685.62,2022-07-29,03/23/2023,Fast
POL1402,CUS0017,Life,31692.48,11/20/2023,07-05-2023,Book
POL1403,CUS0004,Property,45709.46,03/05/2024,26/03/2024,Hot
POL1404,CUS0005,Motor,20986.17,02/11/2022,24-09-2023,Until
POL0918,CUS9999,Motor,14401.19,12/11/2023,2024-10-30,Per
POL1406,CUS0005,Life,-383.73,01/21/2023,06/02/2022,Member
POL0717,CUS0011,Motor,37284.13,05/20/2023,28-01-2023,Short
POL1408,CUS0005,Property,45296.94,2022-06-14,29/03/2024,Character
POL1409,CUS0007,Health,35930.24,2024-06-25,19/04/2024,Relate
POL1410,CUS0013,Life,8462.81,25-10-2022,09-06-2023,Though
POL1411,CUS0003,Life,43666.17,12/28/2022,2022-10-22,Religious
POL1412,CUS0019,Life,-2683.54,10/18/2022,13/12/2023,Outside
POL1413,CUS0012,Motor,10120.66,2022-02-03,10/07/2022,About
POL1414,CUS0007,Property,22548.14,01/01/2022,01/31/2024,Make
POL1415,CUS0018,Life,43326.28,2024-05-18,11/27/2023,Culture
POL1416,CUS0003,Life,,04-08-2024,21/07/2023,Wish
POL1417,CUS0009,Motor,31402.92,03/22/2024,2022-04-06,Day
POL1418,CUS0007,LIFE,34220.35,12/07/2022,13/08/2022,Issue
POL1419,CUS0017,Health,3804.84,06-08-2022,09-01-2023,Model
POL1420,CUS0015,Motor,2200.13,05/07/2022,05-08-2022,Improve
POL1421,CUS0001,health,34604.62,10/06/2022,08/27/2024,Enter
POL1422,CUS0007,Motor,20787.44,2024-03-24,10/19/2022,Step
POL1423,CUS0018,Property,15441.53,03/09/2022,09/04/2024,Foot
POL1424,CUS0011,Health,21503.6,18/05/2023,09/10/2024,Exactly
POL1425,CUS0017,Property,34455.7,2022-02-09,27/03/2023,Book
POL1426,CUS0005,Health,33988.71,2022-10-22,31/10/2024,Listen
POL1427,CUS0009,Property,49831.17,08/06/2024,20/05/2022,But
POL1428,CUS0006,Property,13683.46,01/19/2024,2022-05-10,What
POL1429,CUS0010,Life,15284.95,07/04/2024,06/30/2024,For
POL1430,CUS0006,Health,10109.18,04/03/2022,2024-02-09,Fact
INVALID_3,CUS0017,Health,23416.18,02/02/2023,07/10/2024,Investment
POL1432,CUS0015,health,4933.36,11/09/2024,09/01/2022,Impact
POL1433,CUS9999,Health,43307.19,23-06-2024,06-12-2022,Plan
POL1434,CUS0008,Motor,47443.12,06/11/2024,28/06/2022,Yourself
POL1435,CUS0012,Life,32319.73,08/24/2024,27/08/2024,Large
POL1436,CUS0007,Health,-1073.98,2024-03-09,24-10-2023,Hold
POL1437,CUS0015,Life,4166.07,01/05/2024,07/29/2022,Stuff
POL1438,CUS0006,property,-2852.2,04-02-2023,11/27/2022,Budget
POL1439,CUS0012,Life,5005.86,01-12-2022,2023-09-21,Establish
POL1440,CUS0012,LIFE,15635.3,25/08/2022,11/16/2024,Activity
POL1441,CUS0016,property,Five Hundred,03/05/2024,2023-03-24,Force
POL0306,CUS0017,Life,41834.8,04-02-2023,07/06/2022,Series
POL1443,CUS0020,Property,2648.71,31-07-2023,12/03/2023,Wife
POL1444,CUS0001,Life,,2024-04-18,02/27/2023,Air
POL1445,CUS0007,Life,38818.52,12/07/2022,01/29/2022,Democrat
POL1446,CUS0014,Health,7126.23,06/10/2024,2024-07-01,Method
POL1447,CUS9999,Life,10242.19,11/09/2023,2023-05-16,Whom
POL1448,CUS0007,Motor,18514.53,27-07-2024,2024-05-04,Well
POL1449,CUS0016,Property,28610.96,2023-05-18,06/16/2024,Whether
POL1450,CUS0009,motor,16767.83,2023-09-20,18-05-2024,National
POL1451,CUS0004,Life,3038.95,2023-06-16,27-09-2022,Race
POL1452,CUS0004,Health,22410.95,08/07/2022,2024-03-17,Defense
POL1453,CUS0014,Life,0,16-04-2022,17/08/2024,Sister
POL1454,CUS0001,Health,48122.28,11-05-2024,30-01-2022,Mind
POL1455,CUS0014,Motor,43837.65,2023-10-14,2023-12-28,Yes
POL1456,CUS0012,Life,,02/02/2023,2022-01-18,Million
POL1457,CUS0010,Health,43300.12,03/01/2023,08/21/2023,Road
POL1458,CUS0013,Property,35965.94,27/02/2022,09/29/2023,Modern
POL1459,CUS0002,Motor,41343.39,11-06-2023,06/12/2023,Give
POL1460,CUS0006,Health,2972.93,2022-11-08,05/11/2024,The
POL1461,CUS0015,Life,31026.19,11/27/2022,14/05/2023,Author
POL1462,CUS9999,Life,33347.16,23/08/2022,02/20/2022,Cover
POL1463,CUS0003,Health,34136.88,2024-06-10,07-07-2022,Under
POL1464,CUS0002,Motor,21447.95,2022-11-25,18/07/2022,Early
POL1465,CUS0006,Motor,37389.39,22/10/2022,28-06-2024,Share
POL1466,CUS0016,Property,42976.37,08/10/2023,2024-08-24,Why
POL1467,CUS0010,Motor,24923.61,11-06-2022,2022-09-27,Candidate
POL1468,CUS0020,Property,12211.59,19/11/2022,24/07/2023,By
POL1469,CUS0008,Life,34763.31,2024-05-08,26/03/2024,Far
POL1470,CUS0013,Motor,39489.56,18-08-2022,08/20/2022,Seven
POL1471,CUS0010,Motor,41940.74,16-07-2023,03/16/2022,Lay
POL1472,CUS0011,Property,23188.04,20/09/2022,01/12/2024,End
POL1473,CUS0017,Life,13321.79,02/05/2023,03/07/2023,Owner
POL1474,CUS0008,Motor,20918.2,01/28/2023,06/11/2024,Full
POL1475,CUS0013,Motor,42354.15,26/09/2022,12/13/2022,Quite
POL1476,CUS0007,Life,4578.27,04/25/2023,09/12/2024,Spend
POL1477,CUS0001,MOTOR,29993.16,2022-06-30,2024-04-08,Office
POL1478,CUS0002,Life,45884.18,22/07/2024,27-10-2023,The
POL1479,CUS0018,Property,13364.35,02/21/2024,10/06/2024,Day
POL1480,CUS0014,Motor,44910.24,05/29/2024,09/25/2023,Determine
POL1481,CUS0003,Life,28530.74,10-02-2023,17/11/2024,Manage
POL1482,CUS0011,Motor,12939.17,01/27/2022,29/09/2024,Toward
POL1483,CUS0005,HEALTH,30029.63,21-12-2022,04/23/2024,Behavior
POL1484,CUS0019,Property,45152.11,13/09/2022,27-03-2024,Consider
POL1485,CUS0015,Health,39790.25,13/12/2023,2024-07-28,Collection
POL1486,CUS0008,Life,35620.54,13-08-2022,07/12/2022,Treat
POL1487,CUS0010,Life,6207.43,2023-06-30,10/04/2023,Mission
POL1488,CUS0015,Health,14726.51,2024-03-10,2023-11-20,Just
POL1489,CUS0014,Motor,10278.98,2022-12-01,01/26/2022,Administration
POL1490,CUS0017,Life,13797.43,25/09/2023,07/10/2022,Together
POL1491,CUS0020,Life,19330.21,15-11-2023,21/07/2023,Arrive
POL1492,CUS0017,Property,46821.59,02/01/2024,20-02-2024,Over
POL1493,CUS0013,Motor,36981.5,08-04-2023,19/09/2024,Power
POL1494,CUS0004,Motor,44240.95,2023-11-06,12/05/2022,Focus
POL1495,CUS0011,Property,47039.37,2024-12-05,2023-02-28,Summer
POL1496,CUS0002,Health,3449.29,2022-09-01,14-05-2022,His
POL1497,CUS0003,Property,49583.46,07/10/2023,23-07-2022,Management
POL1498,CUS0008,Motor,49989.29,26/01/2022,03/02/2022,Range
POL1499,CUS0003,Health,7834.79,2024-04-14,2024-06-08,Likely
POL0520,CUS0011,Property,16830.95,23/11/2024,23-03-2024,Check
POL1501,CUS0011,Property,-1647.72,08/17/2024,26/04/2023,Drug
POL1502,CUS0011,Motor,20225.07,03/29/2024,18-02-2024,Research
INVALID_16,CUS0012,Property,35677.32,2022-08-30,09/08/2022,Police
POL1504,CUS0005,Motor,,11-02-2024,2022-08-28,Full
POL1505,CUS0014,Life,36750.6,30/11/2023,27/12/2023,Scientist
POL1506,CUS0013,Property,33005.0,2022-02-02,13-10-2022,Ten
POL0593,CUS0008,Health,10612.2,20/12/2024,26/10/2022,Month
POL1508,CUS0009,Life,10267.55,28-05-2024,28/06/2023,School
POL1509,CUS0013,Property,8751.18,2023-11-26,01/11/2023,Rest
POL1328,CUS0012,Life,22227.13,08/16/2022,07/07/2023,Together
POL1511,CUS0003,Property,-548.45,2023-03-03,10-03-2023,Final
POL1512,CUS0013,Life,-3440.0,19/03/2022,28/07/2022,Art
POL1513,CUS0005,Health,Five Hundred,2022-01-16,28/08/2022,Majority
POL1514,CUS0001,Life,16253.0,2024-09-13,14/09/2022,Continue
POL1515,CUS0003,Property,10490.8,25/09/2024,07/04/2023,Level
POL1516,CUS0012,Motor,30195.21,2023-08-09,02/23/2023,Seek
POL1477,CUS0011,Health,23773.3,2022-05-03,2023-07-10,Police
POL1518,CUS0018,Motor,42619.78,10-12-2022,01/20/2024,Left
POL1519,CUS0007,Life,14908.92,08/12/2024,07/03/2023,Lawyer
POL1520,CUS9999,Motor,26758.51,04/26/2022,27-10-2022,Lead
POL1521,CUS0006,life,21526.81,06/04/2023,02/07/2022,Catch
POL1522,CUS0006,Property,48111.7,2023-08-16,2023-02-07,Seat
POL1523,CUS0020,Health,1030.34,2023-08-28,2024-09-20,Sing
POL1524,CUS0008,Life,32481.83,11/07/2022,2024-02-10,Sea
POL1525,CUS0002,Property,Twenty Five Thousand,2024-10-12,08-09-2024,Chair
POL1526,CUS9999,LIFE,0,2024-10-20,14/11/2024,Back
POL1527,CUS0010,Property,28057.27,11-02-2022,08/03/2024,Lead
POL1528,CUS0017,Property,36068.05,10-11-2023,04/05/2023,Exactly
POL1529,CUS0018,Health,33062.79,2023-12-14,2024-03-11,To
POL1530,CUS0014,Life,1244.04,2022-06-12,2023-05-20,Speech
POL1531,CUS0006,HEALTH,,24-01-2022,16-11-2023,Both
POL1532,CUS0006,Motor,3022.02,04/21/2023,2024-06-02,Word
POL1533,CUS0003,Health,40063.27,2022-05-14,01/29/2023,Someone
POL1534,CUS0016,Motor,5045.48,03/08/2023,07/06/2022,See
POL1535,CUS0013,Motor,-2130.49,05-09-2023,02/26/2024,Prepare
POL1536,CUS0018,Life,39173.67,18-06-2022,2024-07-31,Measure
POL1537,CUS0006,property,27504.85,15/07/2024,08-11-2022,Particularly
POL1538,CUS0010,Life,38131.49,21/06/2024,25-07-2022,Know
POL1539,CUS0005,Life,20345.43,28-06-2023,30-08-2023,Second
POL1540,CUS0020,Motor,Twenty Five Thousand,15-01-2024,03/03/2022,Seem
POL1541,CUS0002,Life,22863.18,04-07-2023,2024-08-26,Education
POL1542,CUS0017,Motor,12459.47,2024-07-15,14/05/2023,Bag
POL1543,CUS0007,Health,2192.7,30-04-2023,09-05-2022,Effect
POL0046,CUS0012,Health,29117.51,19/09/2023,16/11/2023,Sit
POL1545,CUS0016,Property,48112.95,05/04/2024,25/07/2022,You
POL1546,CUS0017,Property,16387.75,07/18/2024,02/28/2023,As
POL1547,CUS9999,Motor,38550.75,2022-04-25,05/07/2023,Entire
POL1548,CUS0010,Motor,24215.17,13/06/2023,10-04-2022,Capital
POL1549,CUS0017,Health,43861.0,31/10/2023,2022-04-04,Prepare
POL1550,CUS0008,property,17005.36,06-01-2024,05/07/2023,Exist
POL1551,CUS0001,Health,36331.84,11/04/2023,03/30/2023,Tonight
POL1552,CUS0001,Property,9426.43,2023-05-02,18/06/2022,Event
POL1553,CUS0003,Property,15635.42,2023-01-15,19/06/2022,May
POL1554,CUS0004,Health,0,29-10-2023,12-11-2024,Ten
POL1555,CUS0018,PROPERTY,28683.02,2024-05-07,09/02/2023,Tv
POL1556,CUS0014,Property,13985.78,15/10/2023,10-01-2022,Project
POL1557,CUS0010,Health,0,20-10-2023,28/01/2023,Politics
POL1558,CUS0007,Property,36581.07,10/03/2023,28/07/2023,Community
POL1559,CUS0013,Health,39383.74,2023-03-10,15/10/2022,Cell
POL1560,CUS0009,Property,Twenty Five Thousand,2023-06-16,2023-02-24,Fact
POL1561,CUS9999,Motor,22494.95,01-05-2022,2023-08-31,Decade
POL1562,CUS9999,Life,11955.36,2022-08-03,2022-01-27,Reality
POL1563,CUS0014,Life,34283.53,19/07/2024,22/08/2024,Heart
POL1564,CUS0001,Health,14794.59,10-02-2022,05-11-2022,Book
POL1565,CUS0009,Life,36025.52,09/26/2024,01/01/2022,Anything
POL1566,CUS0002,Property,46939.29,19-07-2022,29/04/2023,Serious
POL1567,CUS0010,Life,24336.38,23/01/2023,24/05/2024,Office
POL0086,CUS0004,Property,41347.56,2022-01-31,22-09-2024,Development
POL1569,CUS0002,Life,21734.31,03/02/2022,25-08-2022,Drop
POL1570,CUS0019,Health,32841.64,2023-03-20,31-08-2023,Important
POL1571,CUS0006,Motor,44639.58,09/03/2023,02/08/2024,Fill
POL1572,CUS0020,property,6013.91,2024-09-16,06/12/2024,Take
POL1573,CUS0007,Property,0,15/06/2024,2023-05-31,Consumer
POL1574,CUS0012,Life,Ten Thousand,2023-05-27,02/18/2023,Region
POL1575,CUS0009,Property,,09/10/2022,2023-09-02,Executive
POL1576,CUS9999,Motor,3813.97,07/24/2024,02/03/2024,Discussion
POL1577,CUS0008,Health,11913.08,04/29/2022,12/13/2022,Work
POL1578,CUS0019,Life,,06/07/2022,2024-11-08,Agent
POL1579,CUS0019,Property,48763.7,02-05-2023,08/15/2024,Ability
POL1580,CUS0016,Motor,39806.23,12-08-2023,01/15/2023,Executive
POL1581,CUS0015,Motor,27852.01,21/06/2023,06-10-2023,Us
POL1582,CUS0016,Life,16040.44,11/19/2024,12/22/2024,Resource
POL1583,CUS0008,Motor,38031.77,21/03/2024,07-10-2022,Budget
POL1584,CUS0015,Health,15004.72,15/07/2024,03/11/2022,Country
POL1585,CUS0005,Property,23949.58,13-01-2023,02/16/2022,Without
POL1586,CUS0019,Property,29009.57,16-06-2023,18/03/2024,Occur
POL1587,CUS0010,Motor,7017.75,2022-05-20,09/19/2022,Experience
POL1588,CUS9999,Property,16418.28,29-02-2024,2022-09-05,Who
POL1589,CUS9999,Motor,44020.93,2023-02-15,01/02/2022,Born
POL1590,CUS0003,Health,2437.57,20/03/2022,2023-12-01,Simple
POL1591,CUS0002,Life,16492.58,2023-03-16,10/25/2022,Place
POL1592,CUS0011,Life,36704.3,02/01/2024,02-08-2024,Fire
POL1593,CUS0004,Health,12912.96,2024-01-02,23/02/2024,Everything
POL1594,CUS0012,Health,27677.98,08/23/2023,17/01/2023,Sometimes
POL1595,CUS0017,Motor,11259.95,20/03/2022,2022-12-22,Or
POL1596,CUS0005,Health,34768.68,2024-11-04,20-04-2022,Find
POL1597,CUS0018,Health,29560.4,08-09-2024,06/06/2023,Without
POL1598,CUS0013,Life,39809.99,2023-04-25,2023-04-27,Listen
POL0616,CUS0009,Property,44150.18,20-04-2023,2024-01-18,Green
POL1600,CUS0008,Life,26538.15,01/03/2022,01-07-2022,Dog
POL1601,CUS0012,Motor,30815.76,02/07/2022,2023-04-20,Send
POL1602,CUS0009,Property,6254.27,19-10-2022,2024-08-24,East
POL1603,CUS0014,Health,-1378.71,10/01/2024,31-10-2023,Yes
POL1604,CUS0010,Property,37897.7,13-09-2022,08/02/2024,Against
POL1605,CUS0018,Property,5946.71,06/07/2023,11/05/2022,Color
POL1606,CUS0001,Property,11010.08,04-10-2024,04/04/2024,Hear
POL1607,CUS0007,Life,48816.23,28-09-2023,26-03-2023,Today
POL1608,CUS0001,Life,42257.58,14-05-2022,2023-12-18,Thousand
POL0376,CUS0001,Motor,1651.9,06-04-2024,06/25/2022,Whether
POL1610,CUS0007,Health,39455.21,12-04-2023,01-06-2022,Knowledge
POL1611,CUS0017,Health,43250.79,12/23/2023,10/11/2022,Themselves
POL1612,CUS0003,Health,15666.24,21-01-2024,05/21/2022,Nearly
POL1613,CUS0009,Health,15463.72,2023-03-12,05-06-2023,Large
POL1614,CUS0014,Health,5707.08,2023-07-20,2024-01-05,Picture
POL1615,CUS0001,Life,19864.94,14/02/2024,04/06/2022,Fast
POL1616,CUS0007,Property,30136.27,03/03/2022,22/03/2023,Do
POL1617,CUS0009,Property,28478.85,05/13/2022,01/30/2024,Situation
POL1618,CUS0003,Health,,19-08-2024,2024-12-26,Respond
POL1619,CUS0019,Life,41188.46,08/16/2023,07/05/2022,Spring
POL1620,CUS0020,Property,18779.68,18/10/2022,2024-06-27,Cell
POL1621,CUS0007,Health,12073.88,16-03-2022,10/20/2023,Arrive
POL1622,CUS0016,Motor,37090.84,08/22/2024,2024-08-03,Huge
POL1623,CUS0015,Motor,33001.12,04/30/2024,2024-07-08,Scientist
POL1624,CUS0018,Life,28111.99,02/27/2023,05-08-2024,Less
POL1625,CUS0019,Life,,05-04-2024,23-07-2023,Enough
POL1626,CUS0018,Health,19314.84,10/11/2024,02-08-2024,Collection
POL1627,CUS0015,Property,4679.91,15/01/2024,06/07/2023,Point
POL1151,CUS0002,Health,17288.36,27-02-2024,27-08-2024,Although
POL1359,CUS0002,Property,16521.19,07-02-2023,05/14/2024,Science
POL1630,CUS0017,Life,29109.64,2022-03-19,12/01/2024,From
POL1631,CUS0002,Life,22046.41,01/09/2024,05/05/2023,Find
POL1632,CUS0003,property,32705.87,11/25/2023,2023-07-20,Continue
POL1633,CUS0016,Motor,12974.8,03/03/2022,14/08/2023,Rather
POL1634,CUS0011,Motor,36523.19,03/04/2024,2022-06-14,Notice
POL1635,CUS0002,Health,18747.33,2022-09-26,06/16/2022,Specific
POL1636,CUS0011,Motor,19378.28,2023-11-09,02/09/2024,Local
POL1637,CUS0019,property,12848.15,01/23/2024,2022-07-22,Wait
POL1638,CUS0009,Motor,46488.68,04/03/2022,04-10-2023,Indicate
POL1639,CUS0018,property,46706.65,08/06/2024,07/08/2022,Wonder
POL1640,CUS0019,Property,13669.19,12/21/2023,02-04-2023,Well
POL1641,CUS0019,Life,38444.73,14-06-2022,03-05-2024,Partner
POL1642,CUS0018,Property,3244.56,2024-12-17,07/21/2024,Dinner
POL1643,CUS0014,Motor,Ten Thousand,05/05/2023,01/03/2023,Up
POL1644,CUS0010,Motor,13355.39,22-05-2022,25-08-2023,Leg
POL1645,CUS0007,Property,9109.44,18-07-2023,2024-08-27,As
POL1646,CUS0017,Life,41580.93,22/07/2022,09/05/2024,Paper
POL1647,CUS0009,Property,46875.48,05/18/2023,04/24/2023,Act
POL1648,CUS0008,Life,0,12-01-2022,15/12/2024,Give
POL1649,CUS0019,Motor,19785.45,13/12/2023,04/18/2022,Friend
POL1650,CUS0006,Motor,45727.25,2022-07-01,26-02-2024,Everyone
POL1651,CUS0019,Property,5737.34,24-12-2024,05/17/2024,Authority
POL1652,CUS0007,Life,48319.85,08/12/2023,09-01-2023,He
POL1653,CUS0014,Motor,36875.17,08/05/2022,2023-02-22,Outside
POL1654,CUS0004,Property,38346.67,18/10/2024,28/02/2022,Recent
POL1655,CUS0003,Health,14630.48,2022-06-26,01/10/2024,Toward
POL1656,CUS0018,Motor,31678.68,03-09-2023,28/10/2024,Surface
POL1657,CUS0006,Health,13966.71,23-07-2022,12-12-2022,Indeed
POL1658,CUS0010,Health,9074.54,03/05/2024,11/09/2024,Into
POL1659,CUS0017,Property,12779.39,30-05-2024,2024-12-11,Sea
POL1660,CUS9999,Health,9021.85,31-03-2024,26/09/2022,Stuff
POL1661,CUS0007,Motor,32900.94,02/06/2023,07/06/2024,Main
POL1662,CUS0001,motor,2488.59,2024-07-04,04/26/2022,Course
POL1663,CUS0018,Property,34547.26,07/01/2022,21-09-2023,Wall
POL1664,CUS0020,Health,45416.09,04/11/2023,2024-04-09,Turn
POL1665,CUS0020,Health,46739.29,17/01/2022,14/10/2024,Black
POL1666,CUS0007,property,0,14-05-2024,23/09/2024,Assume
POL1667,CUS0004,Life,35916.43,2022-10-30,08/06/2022,Network
POL1668,CUS0002,Property,39386.46,03/12/2024,14-12-2023,Instead
POL1669,CUS0017,Motor,23767.37,13-12-2022,12/08/2023,Owner
POL1670,CUS0015,Life,37458.47,16/03/2022,2024-02-18,Various
POL1671,CUS0004,Motor,35292.76,12-01-2024,06/03/2024,Per
