RouteID|Origin|Destination|DistanceKM|EstimatedHrs|RouteType
ROU1089|Father|Raise|34352.16|23263.62|Mixed
ROU1090|Should|Compare|9434.91|46748.77|Mixed
INVALID_33|Still|Cost|34981.07|4908.04|Highway
ROU1092|Scene|West|34640.27|19430.24|Mixed
ROU1093|Political|Race|45431.95|20569.29|City
ROU1094|Ability|Method|41574.86|Five Hundred|Mixed
ROU0956|Investment|Large|28017.26|Twenty Five Thousand|City
ROU1096|Test|Result|39529.87||Highway
ROU1097|Baby|Sense|14893.16|46411.57|Mixed
ROU1098|Visit|Action|1928.14|25378.16|Highway
ROU1099|Speak|Necessary|30281.73|40206.11|Highway
ROU1100|Enter|Back|46043.06||Mixed
ROU1101|Rich|Candidate|9566.35|19339.72|Highway
ROU1102|Tell|Onto|15436.82|2531.3|Highway
ROU1103|Manage|Throughout|8036.13|38838.29|Highway
ROU1104|Me|Hear|11050.89|43542.5|City
ROU1105|Win|Hair|28892.31|28236.39|Mixed
ROU1106|Kid|Affect|0|11973.78|Highway
ROU1107|Top|Answer|34573.53|15457.24|City
ROU1108|Computer|Animal|5536.3|30280.48|Mixed
ROU1109|Idea|Involve||30514.13|City
ROU1110|Act|Including|20496.19|36346.55|City
ROU1111|Customer|Politics|39982.98|44226.05|City
ROU1112|Camera|Want|16041.43|377.73|Highway
ROU1113|Mouth|Treatment|37554.65|19044.67|City
ROU1114|Remember|Present|37944.99|17342.94|Highway
ROU1115|Kid|Movement|47024.01|41058.46|Highway
ROU1116|Own|Ground||49374.33|Highway
ROU1117|Go|Season|33459.31|16198.54|Highway
ROU1118|Success|Bad|8824.3|48187.73|Highway
ROU1119|Sit|Republican|41224.49|12839.45|City
ROU1120|Natural|Game|25393.95|47928.01|City
ROU1121|Ground|These|40319.66|42917.87|City
ROU1122|Voice|Until|7470.92|38418.53|City
ROU1123|Language|Myself|48181.41|0|city
INVALID_59|Article|Piece|||Mixed
ROU1125|Weight|Join|12323.77|31139.55|Mixed
ROU1126|Debate|Consumer|46374.67|35660.26|Mixed
ROU1127|Market|Wish|13785.13|10575.67|Mixed
ROU1128|Customer|Affect|7595.9|7918.67|Highway
ROU1129|Data|Shake|19394.7|29943.32|Mixed
ROU1130|Best|Clearly|3266.96|47601.82|City
ROU1131|During|Different||3329.58|Mixed
ROU1132|Military|Too|47565.14|-4168.7|Highway
ROU1133|Follow|Alone|20954.35|1820.87|Highway
ROU1134|Table|Know|43854.35|30624.47|Highway
ROU1135|Never|Marriage|9576.75|6648.73|City
ROU1136|Condition|Long|6424.25|28698.31|HIGHWAY
ROU1137|Campaign|Actually|11812.78|44627.46|Mixed
ROU1138|Office|Generation|34795.94|17342.54|City
ROU1139|Near|Compare|35073.58|22675.46|City
ROU1140|Without|Thing|7426.17|16445.65|Mixed
ROU1141|Year|Fight|30347.59|37013.36|City
ROU1142|Type|Recently|16086.08|18651.93|City
ROU1143|Sell|Know|36761.2|21389.83|Mixed
ROU1144|Better|Subject|17504.54|16282.85|Mixed
ROU1145|Hospital|Mind|37130.25|14698.04|City
ROU1146|Name|Number|5768.54|33250.33|Highway
ROU1147|According|Onto|0|37462.01|Mixed
INVALID_37|Help|Born|18568.41|24418.89|Mixed
ROU1149|Response|Reality||21081.58|HIGHWAY
ROU1150|Couple|Accept|20251.39|13493.14|Highway
ROU1151|Which|Day|28427.66|14875.27|City
ROU1152|Card|Upon|43194.92|36444.01|Mixed
ROU1153|Down|Local|34231.99|5409.8|Mixed
ROU1154|Effect|Many|45450.15|24353.1|Highway
ROU1155|Enter|House|39818.78|29678.48|Mixed
ROU1156|Market|Process|5449.73|Five Hundred|City
ROU1157|Name|Choice|20132.72|45397.96|Mixed
ROU1158|Former|Kid|11001.28|1669.75|Highway
ROU1159|Most|Some|Ten Thousand|12707.31|City
ROU1160|Serve|Prove|32346.88|-354.02|City
ROU1161|Discover|Relationship|23617.93|16461.29|Highway
ROU1162|Stop|Decade||17842.22|City
ROU0069|Yeah|Cover||41523.69|city
INVALID_81|Enter|Activity|30339.27|18104.81|Highway
ROU1165|Tree|Middle|42629.87|8730.87|Mixed
ROU1166|Song|According|7507.67|23061.97|City
ROU1167|Government|Technology|26475.5|14896.81|City
ROU1168|Close|Animal|14273.0|17296.19|Mixed
ROU1169|Half|Another|4778.95|10505.31|City
ROU1170|Seek|Term|23787.77|49953.2|Mixed
ROU1171|But|Method|7317.18||Highway
ROU0847|Rest|Check|32369.02|49892.14|Mixed
ROU1173|Thank|Wait|33448.06|16267.6|City
ROU1174|Tell|Standard|8341.98|39855.93|City
ROU1175|Special|Wide|21458.03|36640.01|Mixed
ROU1176|Subject|Shoulder|49558.75|49122.75|Highway
ROU0829|Run|Budget|6477.17|6270.66|Highway
ROU1178|Wait|Issue|44397.38|3108.61|City
ROU1179|We|Within|45258.1|12590.74|Highway
ROU1180|Ago|Among|17450.12|40574.31|City
ROU1181|Watch|Eat|40385.32|14873.61|Highway
ROU1182|Time|Able|16332.79|27539.97|Mixed
ROU0218|Same|Let|48926.05|2363.15|HIGHWAY
ROU1184|Help|Nation|13166.77|2360.69|Mixed
ROU1185|Certainly|Finally|22658.76|30381.04|MIXED
ROU1186|Consider|Talk|-4910.82|12050.14|City
ROU1187|Back|Remain|46798.35|45486.36|City
ROU1188|Low|Why|28650.37|2945.01|Highway
ROU1189|Record|Office|44644.67|7174.94|City
ROU1190|Film|Trade|2585.87|321.18|City
ROU1191|Chair|Technology|23106.75|27188.92|Highway
ROU1192|Together|Culture|44378.49|49887.15|City
ROU1193|Just|New|47653.95|34825.8|City
ROU1194|Because|Trial|47758.39|Five Hundred|Highway
ROU1195|Foot|Population|0|28227.98|City
ROU1196|Visit|Job|4398.64|8515.47|Highway
ROU1197|Those|Lay|46511.64|11273.59|Highway
ROU1198|Its|Fact|10727.72|25814.24|City
ROU1199|Political|Government|45143.51|31229.49|Mixed
ROU1200|Almost|President|16506.73|7541.5|Highway
ROU1201|Pattern|War|39568.7|6565.21|City
ROU1202|Research|Stay|27263.38|28755.74|City
ROU1203|Environmental|Sort|28468.4|29691.43|Highway
ROU1204|Him|Prevent|18719.37|0|Highway
ROU1205|Gun|Along|45314.38|7224.06|Mixed
ROU1206|Hour|Him|29757.27|37570.54|HIGHWAY
ROU1207|Success|Break|47943.97|38108.1|Mixed
ROU1208|Idea|Week|26598.0|7746.18|Highway
ROU1209|Analysis|Prevent||40782.97|Mixed
INVALID_15|Inside|Southern|10686.0|23394.7|MIXED
ROU1211|Right|Activity|41682.75|37426.18|Highway
ROU1212|Tax|Above|43820.31|1816.69|Mixed
ROU1213|Life|They|29917.29|36916.44|Mixed
ROU1214|Join|Republican|20085.59|9499.91|City
ROU1215|Describe|Remain|Twenty Five Thousand|11942.17|City
ROU1216|Attack|Born|1932.54|2416.72|Highway
ROU1217|Away|Study|-325.42|40957.7|highway
ROU1218|Hospital|See||1782.96|Mixed
ROU1219|Ask|Sell|42765.54|24888.25|Highway
ROU1220|Wish|Actually|7060.33|34996.78|Highway
ROU1221|Able|Several|12238.28|49623.23|Mixed
ROU1222|Cost|Born|9410.36|41383.96|Highway
ROU0443|Head|Red|33898.21|13429.69|City
ROU1224|There|Citizen|29060.68|40738.08|mixed
ROU1225|Their|Close|49759.42|9764.26|City
ROU1226|Free|Eat|6796.31|49395.88|Highway
ROU1227|Picture|Change||27930.25|Mixed
ROU1228|Actually|Director|44815.82|2301.89|City
ROU0294|Share|Without|39628.48|-745.11|Mixed
ROU1230|Piece|Hair|45348.85|32952.83|Mixed
ROU1231|Know|Fall|25912.38|19367.24|City
ROU1232|Article|Industry|-1946.85|22638.75|City
ROU1233|Find|Word|25448.26|36053.93|Mixed
ROU1234|Provide|Deal|24139.32|39893.62|Mixed
ROU1235|Air|Leader|46196.46|45908.1|City
ROU1236|Support|Ground|-1926.72|0|Highway
ROU1237|Start|Development|13190.97|0|Highway
ROU1238|Material|Cold|21738.08||Mixed
ROU1239|Campaign|Leave|44973.78|37023.48|City
ROU1240|Blue|Evidence|36369.71|32051.7|City
ROU1241|Two|Natural|6707.17|20475.15|Mixed
ROU1242|Western|Contain|21935.79|45275.39|Highway
ROU1243|Term|Region|1342.46|24221.78|Highway
ROU1244|Number|Our|12721.39|22312.02|City
ROU1245|Woman|Coach|46992.5|48748.72|City
ROU1246|Relationship|There|38421.35|36071.28|Highway
ROU1247|First|At|48007.6|25041.38|Mixed
ROU1248|Watch|Scene|24885.64|17228.73|Mixed
ROU1249|Indeed|Plan|1657.76|41430.45|Highway
ROU1250|Former|Doctor|11060.8|24079.88|Highway
ROU1251|Professor|Agreement|28379.85|27249.08|Mixed
ROU1252|Point|Politics|15954.44|7292.14|Mixed
ROU1253|Him|Century|32090.06|47912.89|City
ROU1254|Plant|Share|15323.02|39785.08|Mixed
ROU1255|Cell|Try|-217.3|39274.37|Highway
ROU1256|Plan|Reach|16381.87|14735.29|Mixed
ROU1257|Role|Well|30134.3|3874.67|City
ROU1258|Meeting|Growth|26961.23|16664.14|Mixed
ROU1259|Deal|Whose|6369.6|9891.98|Mixed
ROU1260|The|Together|Twenty Five Thousand|48077.04|City
ROU1261|Finish|Argue|44818.62|-3075.27|Highway
ROU1262|Easy|Road|6269.0|3469.37|Mixed
ROU1263|Laugh|Serious|7386.31|42734.26|City
ROU1264|Until|We|9085.09|26015.5|Mixed
ROU1265|Officer|Argue|4666.27|4318.3|City
ROU1266|Discussion|Represent|Ten Thousand|25190.18|Mixed
INVALID_32|Finish|Word|Ten Thousand|31466.42|Mixed
ROU1268|Near|Table|13401.56|Twenty Five Thousand|Highway
ROU1269|Reality|Service|49485.61|37705.16|Mixed
ROU1270|Together|Production|14007.83|26403.03|Mixed
ROU1271|Stand|Piece|5253.94|34743.88|Highway
ROU1272|Might|Ok|22504.14|16496.92|Mixed
ROU1273|Ground|End|24778.13|1330.44|Highway
ROU1274|Effort|Raise|4644.45|4029.07|City
ROU1275|Once|Spend|2131.85|13639.45|Highway
ROU1276|Standard|Government|23289.06|21359.72|City
ROU1277|Design|Expert|Twenty Five Thousand|30555.91|CITY
ROU1278|Well|Decision|10887.14|16390.2|City
ROU1279|Player|Leave|43295.58|6499.17|Mixed
ROU1280|Weight|Child|39517.89|-4644.14|City
ROU1281|Bank|Avoid|47581.64|44184.03|Highway
ROU1282|Quickly|Thus|-4022.9|12257.94|Highway
ROU1283|Support|Check|14609.98|2437.55|Highway
INVALID_51|Particular|Fill||27350.88|City
ROU1285|Increase|We|46462.55|47683.86|Highway
ROU1286|Benefit|Green|6526.56|24770.44|Highway
ROU1287|Floor|Think|5997.93|10361.02|Highway
ROU1288|Move|Be|33324.69|28142.74|Mixed
ROU1289|Deep|Manager|47754.46|-2831.28|Highway
ROU1290|Today|Though|41632.99|20948.14|Mixed
ROU1291|Public|Gas|Twenty Five Thousand|13997.7|City
ROU1292|Baby|Me||28815.46|City
ROU1293|Similar|Whether|21510.16|2545.05|City
ROU1294|Billion|Campaign|34715.49|-4969.36|City
ROU1295|South|Always|33923.27|43377.62|Highway
ROU1296|So|Although|39311.34|42186.4|Mixed
ROU1297|Order|Cost|1083.32|44176.31|City
ROU1298|Sure|Wind|40236.22|42632.72|Mixed
ROU1299|Keep|Necessary||35688.74|Mixed
ROU1300|Represent|Yard|5911.97|18739.97|Mixed
ROU1301|Her|Kid|49715.31|Five Hundred|Mixed
ROU1302|Society|House|15670.45|22768.12|Mixed
ROU1303|Open|Program|23170.23|38370.51|City
ROU1304|Hour|Raise|44397.9|33245.63|Highway
ROU1305|Apply|Bed|25507.83|48365.14|Mixed
ROU1306|Admit|Seat|17432.29|42991.69|City
ROU1307|Production|Car|27003.65|4530.03|Mixed
ROU1308|Sing|There||9500.33|Mixed
ROU1309|Between|Win|43444.07|6056.52|City
ROU1310|Board|Color|3317.4|28875.99|Mixed
ROU1311|Music|Picture|45316.31|42722.19|Mixed
ROU1312|Building|Plan|12626.81|Twenty Five Thousand|MIXED
ROU1313|Walk|Improve|36061.44|32081.58|Highway
ROU1314|Very|Store|21956.75||Highway
ROU1315|Heavy|Somebody|42844.39||City
ROU1316|Answer|Important|30218.32|27247.49|Highway
ROU1317|Generation|Heart|45652.02|30112.51|Mixed
ROU1318|Gun|Explain|0|31945.46|City
ROU1319|Store|Often|0|14338.61|Mixed
ROU1320|Run|Southern||45427.91|Mixed
ROU1321|Give|Book|30890.96|37821.34|Highway
ROU1322|Huge|National|14670.73|46807.81|City
ROU1323|Simple|Her|9103.06|2249.31|City
ROU1324|Letter|Animal|33876.06|23845.57|Highway
ROU1325|Address|Good|36858.67|29052.36|City
ROU1326|Ability|Wish|5111.52|38795.62|Mixed
ROU0807|Need|Available|14210.59|45567.48|Highway
ROU1328|Focus|Yeah|20653.42|46406.63|City
ROU1329|High|Fast|30287.88|39111.74|City
ROU1330|Onto|Great|Ten Thousand|5157.59|city
ROU1331|Get|Republican|10660.83|38164.7|Highway
ROU1332|Sit|Pretty|28183.53|0|Mixed
ROU1333|Baby|Forget|8119.83|44299.84|City
ROU1334|Moment|Move|6959.08|9285.77|Mixed
ROU1335|End|Agency|39353.51|227.48|Mixed
ROU1336|Herself|Deep|Twenty Five Thousand|44382.83|Mixed
ROU1337|Not|Property|38634.35|45971.22|City
ROU1338|Hundred|Moment|6248.55|2747.75|City
ROU1339|Pass|Everybody|42431.01|39403.68|Mixed
ROU1340|How|Avoid|44686.35|3403.31|City
ROU1341|Blue|Fire|32036.13||Mixed
ROU1342|Add|Successful|20323.35|48225.21|highway
ROU1343|Lot|Every|33225.78|49943.89|City
ROU1344|May|Although|10056.61|30450.77|Highway
ROU1345|Administration|Computer|35829.03|12308.41|City
ROU1346|Exist|Oil|2789.36|Ten Thousand|Mixed
ROU1347|War|Experience|26417.3|31141.49|City
ROU1348|Federal|Just|0|18700.78|City
ROU1349|Write|Front|43745.77|14547.18|Highway
ROU1350|Require|Argue|24995.53|29875.26|Mixed
ROU1052|Off|Write|19807.62|35894.85|Highway
ROU1352|Board|Realize|33421.88|18509.74|Highway
ROU1353|Best|Know|-1962.19|13361.33|City
ROU1354|Loss|Recognize|40680.31|Ten Thousand|Highway
ROU1355|Tough|Heavy|23265.99|42656.0|CITY
ROU1356|Result|Management|26137.55|1304.93|city
ROU1357|Dream|Who|19445.92|37719.17|Mixed
ROU1358|Long|Environmental|5759.26|5431.36|City
ROU1359|Let|Travel|2604.83|6492.03|Highway
ROU1360|Nation|Side|36329.52|6173.97|City
INVALID_32|Listen|Another|12635.1|37533.67|Highway
ROU1362|It|Per|5596.81|39765.11|City
ROU1363|Again|Father|39721.66|11879.8|mixed
ROU1364|What|Practice|23698.05|0|Mixed
ROU1365|Rule|Far|33416.75|7990.07|Mixed
ROU1366|Population|Read||11835.23|Mixed
ROU1367|Order|Four|25566.79|7735.91|Highway
ROU1368|Action|Serve|21934.91|17808.81|Highway
ROU1369|Affect|Turn|25867.0|27959.8|Mixed
ROU1370|Through|True|47363.12|35054.52|Mixed
ROU1371|Pm|Key|29915.18|37957.73|City
ROU1372|Water|Truth|-1741.13|28788.43|Mixed
ROU1373|Human|Ten|41968.62|29360.31|mixed
ROU1374|Quite|From|44707.12|29608.18|Mixed
ROU1375|Weight|Music|41879.37|32540.65|City
ROU1376|Least|War|35230.74|49558.05|City
ROU1377|Fall|Certainly|23661.09|526.26|City
ROU1378|Draw|Half|49224.84|8777.89|City
ROU1379|Language|Fall|40857.24|26324.75|Highway
ROU1380|Actually|Face|32854.53|22615.52|Highway
ROU1381|Pretty|Population|23787.86|14243.76|Highway
ROU1382|Scene|Husband|33146.61|30448.11|City
ROU1383|Significant|With|41956.87|32936.33|City
ROU1384|Official|Possible|1712.92|10574.74|Highway
ROU1385|Our|Kind|31360.38|10102.95|Mixed
ROU1386|Moment|Foot|27701.39|14434.32|Mixed
ROU0445|Learn|Whom|2716.55|17118.28|City
ROU1388|Under|Six|35720.97|46187.69|City
ROU1389|Cold|Sign|29514.61|38786.59|Mixed
ROU1390|Word|Save|3195.93|16051.79|City
ROU1391|Blood|Teach|42970.2|29793.99|Mixed
ROU1392|Art|Member|15577.08|8316.68|City
INVALID_48|Effect|Employee|17446.51|453.3|City
ROU1394|Federal|Fast|30317.29|26781.39|Mixed
ROU1395|Owner|Our||45343.65|City
ROU1396|Among|What|40885.81||Highway
ROU1397|Recent|Enough|44259.08|40261.21|City
ROU1398|Blue|None|11543.33|22353.05|Highway
ROU1399|Course|Pressure||10387.26|City
ROU1400|Even|Edge|16588.64|48386.4|Highway
ROU1401|Everything|Bank|23818.2|39380.64|Highway
ROU1402|Scene|Former|33160.7|28567.05|Mixed
ROU1403|Or|I|48289.38|32960.46|City
ROU1404|Country|Cold|27878.97||MIXED
ROU1405|Team|Other|Twenty Five Thousand|18628.94|Mixed
ROU1406|Physical|Start|42042.25|4470.74|City
ROU1407|Executive|Which|0|17463.42|City
ROU1408|Big|Southern|30309.84|40650.8|Highway
ROU1409|Material|Face|24337.85|33592.15|Highway
ROU1410|Scene|Write|30860.64|42902.2|Mixed
ROU1411|Serious|Party|2333.37|40873.13|Highway
ROU1412|Offer|Impact|46393.0|3902.31|Mixed
ROU1413|Lot|Laugh|19014.02|7559.78|City
ROU1414|Our|Side|33745.79|6996.11|Highway
ROU1415|Movie|Now|33144.77|29854.76|City
ROU1416|Hair|Daughter|38901.86|12280.32|Mixed
ROU1417|Door|Force|8743.67||Mixed
ROU1418|Fund|Near|34831.08|36051.16|Highway
INVALID_79|Themselves|Clear|3607.14|14415.14|City
ROU1044|Agree|Keep|40831.82|37431.34|mixed
ROU1421|Song|Adult|10210.34|3285.42|Highway
ROU1422|Gas|Police|46234.71|882.77|Highway
ROU1423|Strategy|Successful|Five Hundred|15439.03|Highway
ROU1424|Author|Field|42536.35|32969.89|Mixed
ROU1425|Local|Avoid|23500.54|20072.68|Highway
ROU1426|General|Thousand|5864.03|24508.45|City
ROU1427|Film|Quality|46765.72|39787.23|City
ROU1428|Heart|His|27797.99|20598.33|Highway
ROU1429|Meeting|Either|28127.48|46287.54|highway
ROU1430|Environmental|Nation|13418.6|31515.19|City
ROU1431|Quality|Often|19669.85|8254.47|Highway
ROU1432|Send|Follow|7182.31|11832.09|MIXED
ROU1433|Receive|Speech|Five Hundred|2930.78|Mixed
ROU1434|International|Move|21276.57|20185.0|Highway
ROU1435|It|Draw|42087.22|26810.22|City
ROU1436|Fear|Phone|13006.98|37513.28|Mixed
ROU1437|Federal|School|10044.79|19437.14|Highway
ROU1438|Drive|Investment|44091.05|48312.24|Highway
ROU1439|Politics|Become|29551.5||City
ROU1440|Behavior|Take|47207.33|22155.47|City
ROU1441|Physical|Anyone|32832.44|19418.68|Highway
ROU1442|Beyond|Out|47623.08|-4188.7|Highway
ROU1443|Authority|Interest|11153.69|35270.16|Mixed
ROU1444|Collection|Expert|44682.71|1393.26|Highway
ROU1445|Seven|Commercial|5230.38|6175.07|City
ROU1446|Security|Hundred|Five Hundred|25229.21|City
ROU0118|Production|I|15063.7|24890.64|Mixed
ROU1448|Offer|Religious|30409.52|42257.3|Mixed
ROU1449|Debate|Water|3850.33|43719.27|Mixed
INVALID_25|Down|Here|16098.3|4300.89|Mixed
ROU1451|Notice|Range|26084.77|13124.69|Mixed
ROU1452|Some|Natural|9238.9|31062.43|Mixed
ROU1453|Something|National|35973.49|26410.36|City
ROU1454|Street|Learn|49343.21|28824.07|Mixed
ROU1455|Official|Manager|22694.01|11717.53|Highway
ROU1456|How|Argue|3763.17|30724.3|City
ROU1457|Democrat|Friend|32772.08|21362.16|highway
ROU1458|Discuss|Present|31943.54|4064.7|CITY
ROU1459|Wear|Budget|47642.72|10553.14|City
ROU1460|Risk|Series|24623.2|22494.69|City
ROU0999|Democratic|Pressure||23072.46|City
ROU1462|Type|Soon|12886.23|21307.32|City
ROU1429|Paper|Address|22108.8|40301.82|City
ROU1464|Give|Sport|10436.86|44589.53|Mixed
ROU1465|Process|Form|4285.2|461.49|highway
ROU1466|Human|Perform|42363.57|16521.19|Mixed
ROU1467|Top|Measure|6733.09|11762.65|Mixed
ROU1468|Entire|Garden|9831.86|9698.41|Highway
INVALID_54|Consumer|Deep|1203.51|36346.45|Highway
ROU1470|Contain|Today|21266.9|10926.49|Mixed
ROU1471|Method|Card|19940.23|35523.81|Mixed
ROU0990|A|Us|36371.48|21887.74|Highway
ROU1473|Sing|Design|15525.77|17165.69|mixed
ROU1474|Purpose|Boy|30553.02|41878.05|Highway
ROU1475|Minute|Civil|16283.22||Highway
ROU1476|Still|Key|39160.65|49423.2|Highway
ROU1477|Improve|Record|0|32778.76|Highway
ROU1478|Bed|Ahead|12690.01|3794.21|Highway
ROU1479|Student|Mr|2477.9|21441.17|Highway
ROU1480|Over|Professional|27401.76|32399.85|highway
ROU1481|Animal|Interesting|8717.14|42799.36|City
ROU1482|See|Authority|0|37102.97|City
ROU1483|Center|You|15144.95|37294.31|Highway
ROU1484|Level|Must|18112.17|31166.16|Mixed
ROU1485|Series|While|3771.0|34674.09|Highway
ROU1486|Animal|Bring|41059.36|44048.18|City
ROU1487|Television|Region|27829.67|0|Mixed
ROU1488|Public|Budget|47515.59|0|Mixed
ROU1489|Care|Future|40331.99|36540.84|City
ROU1490|Hard|According|7922.62|18463.38|city
INVALID_12|Brother|Poor|14063.42|35098.31|Highway
ROU1492|Represent|Front|15374.17|38322.36|Mixed
ROU1493|Last|Site|15985.53|-3416.74|Highway
ROU1494|Seem|Name|20055.03|40433.55|Mixed
ROU1495|Level|Scene|9681.5|10868.97|Highway
ROU1496|Area|Half|43786.19|25287.02|City
ROU1497|Worry|Continue|44283.25|40747.7|Highway
ROU1498|Deep|Sell|30240.42|27587.83|Mixed
ROU1499|Worker|Dinner|18175.3|18708.77|Highway
ROU1500|Knowledge|Turn|29562.14|2600.52|Highway
ROU1501|Be|Capital|13940.83|35463.81|Mixed
ROU1502|Relate|You|28577.2|28302.64|HIGHWAY
ROU1503|Congress|Attorney|49693.08|27282.6|HIGHWAY
ROU1504|Adult|Save|Twenty Five Thousand|18690.12|City
ROU1505|Trip|Certainly|21434.71|17425.93|City
ROU0577|Human|Series|12776.81|34704.12|Mixed
ROU1507|Respond|Pull|-2882.7||Highway
ROU1508|Modern|Those|5857.74|7163.7|Highway
INVALID_21|Plant|Prove|18593.17|2255.94|Mixed
ROU1510|Low|Three|7639.81|26894.37|Mixed
ROU1511|Staff|Training|39050.2|26771.37|City
ROU1512|Cultural|Continue||37838.23|Highway
ROU1513|Pattern|Use|39462.29|3123.34|city
ROU1514|Decision|At|25912.94|-1539.68|City
ROU1515|Certain|Teacher|31804.73|9635.2|City
ROU1516|Young|Religious|5751.85|41198.99|Highway
ROU1517|Night|Must|11735.07|4294.31|Mixed
ROU1518|Production|Or|28520.69||Mixed
ROU1519|Owner|Everything|10929.49|32685.29|Mixed
ROU1520|Prevent|Response|0|11171.19|City
ROU1521|Agreement|Alone|5099.65|33287.91|City
ROU1522|City|Into|14197.21|34981.75|City
ROU1523|Factor|Fire|43216.29|46172.96|Highway
ROU1524|Response|Central|0|29981.58|City
ROU1525|Front|Stage|3704.87|47806.26|Mixed
INVALID_3|Wear|Worker|3556.77|41019.76|City
ROU1527|Treat|After|40258.86|41809.23|Highway
ROU0417|Check|Quality|32344.63|10906.86|Mixed
ROU1529|Try|Realize|1237.24|28590.69|CITY
ROU1530|Exactly|Out|47951.48|17205.0|City
ROU1531|Miss|Table|24613.31|Ten Thousand|HIGHWAY
ROU1532|Network|Probably|30960.14|38294.96|Highway
ROU1533|Little|Carry|43095.33|3498.78|Highway
ROU1534|Sing|Respond|16568.51|11224.01|City
ROU1535|Just|Bag|32117.69|16440.92|Mixed
ROU1536|Create|Practice|21268.42|21739.84|Mixed
INVALID_93|Population|Year|0|36879.07|Highway
ROU1538|These|Future|46184.6|22956.24|City
ROU1539|Administration|Remember|45196.98|34421.0|Highway
ROU1540|Listen|Of|16126.98|41735.02|City
ROU1541|Military|Or|18676.59|20726.07|City
ROU1542|Social|Here|4119.13|47538.79|Highway
ROU1543|Always|Personal|27840.25|18741.82|Highway
ROU1544|Day|Environment||7767.76|City
ROU1545|Short|Ahead|48022.33|18228.46|Highway
ROU1546|Mouth|Even|39258.28|12817.34|City
ROU0512|Either|Kind|7543.47|9412.19|Mixed
ROU1548|Behind|Ever|27377.55|21446.8|City
ROU1549|Attention|Program|42356.65|-237.24|Mixed
ROU1550|General|Responsibility|28917.78||City
ROU1551|Price|Agreement|5934.64||Highway
ROU0103|Carry|Few|19232.1|6531.02|Mixed
ROU1553|Suddenly|Job|2372.51|15938.46|City
ROU1554|Lot|Yard|36604.26|26055.19|Highway
ROU1555|Here|Risk|25529.74|13299.77|Mixed
ROU1556|Mrs|Purpose|38143.03|48651.17|City
ROU1557|Religious|The|41212.41|8582.06|Mixed
ROU1558|Word|After|26684.43|19720.9|City
ROU1559|Position|Cause|31302.01|4048.94|City
ROU1560|Generation|Wear|47153.19|0|Highway
ROU1561|Final|Hold|4295.65|24974.22|Mixed
ROU1562|Dark|Candidate|22087.13|20836.25|HIGHWAY
ROU1563|Future|Deal|30513.21|36222.76|City
ROU1564|World|Event|38831.18|41924.66|Mixed
ROU1565|Back|Simply|48942.99|44068.31|City
ROU1566|Necessary|Point|12123.22|41583.45|City
ROU1567|Build|Art|18899.9|36897.85|Highway
ROU1568|Stuff|Vote|18553.02|42388.75|Mixed
ROU1569|Information|Pull|36532.01|36672.0|City
ROU1570|Thank|Travel|42754.43||Mixed
ROU1571|Model|Seem|2892.61|17603.01|Mixed
ROU1572|Cut|Product|13757.45|23687.31|City
ROU1573|Scientist|On|-870.51|21319.12|City
ROU0430|And|Factor|38138.72|23329.98|CITY
ROU1575|Need|Fill|12142.61|14930.86|City
ROU1576|Myself|Ok|40742.76|19770.27|City
ROU1577|Half|Interview|29303.41|44489.79|Highway
ROU1578|Medical|Yourself|15114.97|48016.88|Highway
ROU1579|Charge|Deep|26904.98|46367.06|Highway
ROU1580|Explain|Thousand|32645.18|32984.69|MIXED
ROU1581|Pretty|Inside|13427.96|48814.36|City
ROU1582|Air|But|-1382.51|31209.71|Mixed
ROU1583|Realize|Teacher|35268.14|45861.98|Highway
ROU1584|Spend|Whatever|44049.18|41065.08|Highway
ROU1585|Value|Like|21929.43|Twenty Five Thousand|Highway
ROU1586|Deal|Particularly|31838.26|45236.13|Mixed
ROU1587|Operation|Around|16790.89|11149.77|City
ROU1588|Body|Picture|37401.39|39182.84|Highway
ROU1589|Military|Real|44920.26|-1225.97|Highway
ROU1590|True|Animal|41745.01|32224.36|Highway
ROU1591|Professional|Song|24162.82|6972.85|Mixed
ROU1592|Particularly|Wife|37250.76|19235.24|Mixed
ROU1593|Dog|Trial|26660.04|38410.73|Mixed
ROU1594|She|Develop|12301.75|44270.9|Highway
ROU1595|Sit|Show|8522.48|9625.46|Highway
ROU1596|Fund|Public|Twenty Five Thousand|11895.51|Mixed
ROU1597|Student|Population|36802.01|2667.49|Mixed
ROU1598|Watch|Like|12159.65|30478.01|City
ROU1599|President|Point|2187.25|33916.11|MIXED
ROU1600|Whatever|Stand|14988.55|28060.66|Highway
ROU1601|Billion|Tonight|0|39735.96|Mixed
ROU1602|Several|Street||44980.1|City
ROU1603|Event|Camera|39175.95|8436.58|City
ROU1604|Test|Few|26488.59|5947.05|Highway
ROU1605|Building|Prepare|20106.6|39724.34|Highway
ROU1606|Themselves|Century|22451.04|8098.98|City
ROU1607|View|Place|43770.66|Ten Thousand|City
ROU1608|Remember|Great|1321.85|21307.42|Mixed
ROU1609|Trouble|Middle|37357.28|40132.81|Mixed
ROU1610|Actually|Could|29366.89|8977.36|MIXED
ROU1611|Ability|Quality|37566.93|Ten Thousand|Highway
ROU1612|On|Because|32839.77|33248.95|City
