ShipmentID,DriverID,WarehouseID,Origin,Destination,ShipmentDate,DeliveryDate,Weight,Cost,Status,ExtraColumn
SHI0953,DRI0017,WAR0003,Animal,Call,12/24/2024,06-09-2024,13859.12,35705.55,Delivered,EXTRA_DATA
SHI0954,DRI0010,WAR0014,Special,Type,2022-02-09,13-06-2022,36576.98,38532.29,Delivered,EXTRA_DATA
SHI0955,DRI0007,WAR0007,Door,Church,18-11-2024,07/30/2024,42257.12,,Delayed,EXTRA_DATA
SHI0956,DRI0005,WAR0020,Watch,How,29-01-2022,19-06-2022,14370.15,33384.98,Delayed,EXTRA_DATA
SHI0957,DRI0010,WAR0002,Ever,Each,2024-07-29,,15772.37,37901.93,Delivered,EXTRA_DATA
SHI0958,DRI0005,WAR0017,Could,Operation,26/04/2024,,12493.64,11761.48,In-transit,EXTRA_DATA
SHI0959,DRI0004,WAR9999,Hair,Strong,08/13/2023,,31350.78,12214.57,Cancelled,EXTRA_DATA
SHI0960,DRI0001,WAR0011,Serious,Final,2024-06-08,,9259.97,47532.98,Delivered,EXTRA_DATA
SHI0961,DRI0012,WAR0008,Pressure,Next,10/14/2024,06-12-2024,18354.56,30662.55,In-Transit,EXTRA_DATA
SHI0962,DRI0009,WAR0013,Movie,Claim,17-10-2022,2022-04-24,15954.82,28387.09,Delivered,EXTRA_DATA
SHI0963,DRI9999,WAR0003,Song,Option,28-05-2023,,18446.27,5555.28,delivered,EXTRA_DATA
SHI0964,DRI0012,WAR0020,Late,Produce,09/20/2023,15-03-2023,-513.66,26213.33,Delivered,EXTRA_DATA
SHI0965,DRI0011,WAR0018,Rise,Mother,16-03-2023,08/15/2024,30687.92,23991.21,Delivered,EXTRA_DATA
SHI0126,DRI0005,WAR0011,Bad,Ever,31/08/2024,2023-11-06,8234.32,25182.61,Delayed,EXTRA_DATA
SHI0967,DRI0002,WAR0009,Candidate,Buy,2022-04-13,23-09-2023,35428.03,15614.57,In-Transit,EXTRA_DATA
SHI0968,DRI0013,WAR0005,Color,Term,10-04-2024,21-10-2022,23876.93,Twenty Five Thousand,Cancelled,EXTRA_DATA
SHI0969,DRI0014,WAR0010,Realize,Present,2023-03-19,02/06/2023,9755.23,24975.34,Cancelled,EXTRA_DATA
SHI0970,DRI0011,WAR0007,Not,Moment,08/03/2023,2024-11-20,12356.74,49650.94,In-transit,EXTRA_DATA
SHI0971,DRI0011,WAR0005,Bank,Building,08/11/2023,2022-02-20,7775.86,45475.79,Delayed,EXTRA_DATA
SHI0972,DRI0002,WAR0007,Space,Present,2023-06-19,07-07-2022,10020.55,38893.78,Delayed,EXTRA_DATA
SHI0973,DRI0004,WAR0008,Could,Need,05/17/2023,05/21/2023,32380.68,49634.15,Delayed,EXTRA_DATA
SHI0974,DRI0002,WAR9999,Beautiful,Involve,11/21/2022,2023-01-04,36492.06,33966.44,Cancelled,EXTRA_DATA
SHI0975,DRI0007,WAR0017,Personal,Ready,25-09-2022,08-01-2023,20591.49,41552.57,delivered,EXTRA_DATA
SHI0976,DRI0004,WAR0017,Cup,Technology,2023-03-16,2023-02-15,2638.29,10820.04,Cancelled,EXTRA_DATA
SHI0977,DRI0013,WAR0004,Measure,Exactly,07/10/2024,03/19/2022,47261.19,Five Hundred,In-Transit,EXTRA_DATA
SHI0978,DRI0005,WAR0001,Camera,Become,10/05/2023,,6190.3,6091.27,Cancelled,EXTRA_DATA
SHI0979,DRI0001,WAR0010,Hope,Sense,10-10-2023,2024-11-06,46312.76,2935.98,In-transit,EXTRA_DATA
SHI0980,DRI0007,WAR0018,City,Name,02-01-2023,20/10/2024,46937.01,39142.34,Delivered,EXTRA_DATA
SHI0981,DRI0002,WAR0017,Room,Better,04/06/2023,03/06/2022,33368.89,38511.6,Delayed,EXTRA_DATA
SHI0982,DRI0019,WAR0015,Pass,Represent,25-03-2022,27/02/2024,24991.8,29365.42,Cancelled,EXTRA_DATA
SHI0983,DRI0017,WAR0010,Region,Religious,11/19/2022,2023-02-01,0,43042.1,Delayed,EXTRA_DATA
SHI0984,DRI0018,WAR0013,Foot,Thus,28-12-2024,20-02-2023,5396.39,31354.64,Cancelled,EXTRA_DATA
SHI0985,DRI0017,WAR0016,Rock,Daughter,09/06/2022,2024-12-19,43169.3,49291.29,Delivered,EXTRA_DATA
SHI0986,DRI0018,WAR0010,Paper,Travel,19-08-2024,18-09-2024,20836.85,32609.06,Delayed,EXTRA_DATA
SHI0987,DRI0009,WAR0018,Listen,Pm,03/12/2023,17-01-2023,34031.89,5306.94,Delivered,EXTRA_DATA
SHI0988,DRI0004,WAR0003,Past,Write,2023-02-23,16-01-2022,33109.69,23396.67,Delivered,EXTRA_DATA
SHI0989,DRI0005,WAR0019,Magazine,Land,29-08-2024,05-06-2022,29064.04,44743.98,Delivered,EXTRA_DATA
SHI0990,DRI0009,WAR0017,Whether,Score,22/09/2022,05/28/2022,20389.89,5767.93,In-Transit,EXTRA_DATA
SHI0991,DRI0007,WAR0005,Return,Past,2023-02-19,13-08-2023,25542.34,16667.93,In-Transit,EXTRA_DATA
SHI0992,DRI0001,WAR0018,Woman,Indicate,15/03/2024,2023-04-02,36270.63,9899.94,In-Transit,EXTRA_DATA
SHI0993,DRI0003,WAR0018,Despite,Consider,09/28/2022,17-08-2024,48804.07,5699.15,Delivered,EXTRA_DATA
SHI0994,DRI0018,WAR0020,Visit,Sure,28/02/2024,01/11/2023,29144.46,7836.78,Cancelled,EXTRA_DATA
INVALID_87,DRI0006,WAR0015,Discussion,All,2024-02-05,03-11-2022,21638.44,29550.04,In-Transit,EXTRA_DATA
SHI0996,DRI0017,WAR0007,Quickly,Peace,11/20/2024,2023-06-28,13132.87,22027.52,In-Transit,EXTRA_DATA
SHI0997,DRI0017,WAR0018,Two,All,19/11/2024,30/06/2024,5881.18,35751.07,Cancelled,EXTRA_DATA
SHI0998,DRI0017,WAR0012,Blue,Already,2024-05-02,21-10-2024,6530.09,0,cancelled,EXTRA_DATA
SHI0999,DRI0003,WAR0016,Coach,Last,01/05/2024,05/29/2022,11263.82,32680.76,Delayed,EXTRA_DATA
SHI1000,DRI0005,WAR0004,Enjoy,Since,02/01/2024,15-06-2022,47714.41,42952.44,Delayed,EXTRA_DATA
SHI1001,DRI0005,WAR0008,Heavy,Magazine,27-02-2023,24-10-2023,-4274.53,38283.01,Cancelled,EXTRA_DATA
SHI1002,DRI0020,WAR0017,Yourself,Cost,02/13/2022,,32532.55,25675.12,Delayed,EXTRA_DATA
SHI1003,DRI9999,WAR0003,Our,Effort,2024-11-14,07/07/2022,23387.17,3492.62,in-transit,EXTRA_DATA
SHI1004,DRI0011,WAR0013,Interview,Special,01-03-2023,2024-05-24,14565.99,5436.78,Delayed,EXTRA_DATA
SHI1005,DRI0001,WAR0006,Force,That,03-12-2022,2023-12-06,38004.21,2667.07,Delivered,EXTRA_DATA
SHI1006,DRI9999,WAR0005,Time,Per,20-03-2022,02/02/2024,38887.66,12876.45,Delayed,EXTRA_DATA
SHI1007,DRI0004,WAR0009,Rest,Strong,2024-02-22,,9737.56,-1499.98,Delivered,EXTRA_DATA
INVALID_95,DRI0013,WAR0010,Source,Kitchen,08/10/2023,02/15/2023,16862.19,0,In-Transit,EXTRA_DATA
SHI1009,DRI0015,WAR0007,Relate,Mr,03-03-2022,03/10/2022,3691.32,20506.28,In-Transit,EXTRA_DATA
SHI1010,DRI0004,WAR0009,Remain,Region,2023-11-15,16-06-2023,22372.8,22613.19,Cancelled,EXTRA_DATA
SHI1011,DRI0004,WAR0017,Least,Edge,11/24/2023,23-12-2022,38104.48,46423.68,Delayed,EXTRA_DATA
SHI1012,DRI0020,WAR0020,Media,Wall,12/31/2023,13-10-2023,44648.85,1994.76,Delayed,EXTRA_DATA
SHI0543,DRI0013,WAR0014,Debate,Environment,05/24/2024,24-07-2022,2565.6,34515.94,Delayed,EXTRA_DATA
SHI1014,DRI0010,WAR0014,Second,Against,09/01/2023,2022-11-16,23700.38,41673.44,Cancelled,EXTRA_DATA
SHI1015,DRI0008,WAR0008,Baby,Meet,21/05/2023,24-06-2022,6868.55,29446.06,Cancelled,EXTRA_DATA
SHI1016,DRI0011,WAR0019,Media,Traditional,29/06/2022,22/04/2024,10866.97,5913.45,Delayed,EXTRA_DATA
SHI1017,DRI0014,WAR0011,Couple,Election,2023-09-28,2024-11-18,34523.87,,Delivered,EXTRA_DATA
SHI1018,DRI0006,WAR0014,Deep,Range,06/03/2023,11/02/2022,38134.77,42657.53,Delivered,EXTRA_DATA
SHI1019,DRI0018,WAR0012,Southern,Kid,2024-05-21,,14364.94,2978.88,Delivered,EXTRA_DATA
SHI1020,DRI0012,WAR0018,Far,Others,2024-06-01,30/09/2022,813.68,10878.84,In-Transit,EXTRA_DATA
SHI1021,DRI0005,WAR0018,When,Let,27-02-2022,,38523.72,45201.75,In-Transit,EXTRA_DATA
SHI1022,DRI9999,WAR0005,Condition,Wish,2024-07-06,,42319.39,8549.79,Delayed,EXTRA_DATA
SHI1023,DRI0019,WAR0016,Result,General,13/06/2024,05/02/2024,46656.35,33071.11,In-Transit,EXTRA_DATA
SHI1024,DRI0013,WAR0007,Car,Authority,01-01-2024,2024-03-31,34818.02,24732.53,Delivered,EXTRA_DATA
SHI1025,DRI0001,WAR0004,Difference,Cause,02-07-2022,07-02-2022,-138.45,13242.45,Delayed,EXTRA_DATA
SHI1026,DRI0018,WAR0004,Particular,Operation,16-09-2022,,32263.82,8250.27,DELIVERED,EXTRA_DATA
SHI1027,DRI0010,WAR0005,Down,You,20-04-2024,06-11-2024,16526.35,47629.28,In-Transit,EXTRA_DATA
SHI1028,DRI0001,WAR0019,Direction,Ago,02-01-2024,04/12/2024,41312.02,23669.5,Delayed,EXTRA_DATA
SHI1029,DRI0013,WAR0009,Child,Successful,04/06/2023,2022-01-04,45569.05,Ten Thousand,Cancelled,EXTRA_DATA
SHI1030,DRI0012,WAR0009,Anyone,Inside,16/02/2024,23-07-2024,23046.47,8210.87,Delayed,EXTRA_DATA
SHI1031,DRI0011,WAR0008,Future,Gun,16/07/2024,08/11/2024,37924.52,40188.05,Delivered,EXTRA_DATA
SHI1032,DRI0001,WAR0018,Nothing,Traditional,08/22/2023,17/02/2023,7828.96,44893.67,In-Transit,EXTRA_DATA
SHI1033,DRI0007,WAR0017,Wall,Traditional,29-08-2022,2024-09-09,32944.93,9908.7,Delayed,EXTRA_DATA
SHI1034,DRI0015,WAR0011,Write,Fight,12-04-2023,12/08/2023,9500.7,42245.49,Delivered,EXTRA_DATA
SHI1035,DRI0011,WAR0011,Machine,Now,13-10-2024,2022-01-27,23113.5,9292.66,Cancelled,EXTRA_DATA
SHI1036,DRI9999,WAR0005,Answer,Trade,2024-05-27,,,23771.37,Delayed,EXTRA_DATA
SHI1037,DRI0012,WAR0004,Notice,Almost,30-12-2022,2022-02-12,26945.64,41428.27,Cancelled,EXTRA_DATA
SHI1038,DRI0003,WAR0003,Herself,Do,2024-04-23,01/26/2022,-3108.27,,Delayed,EXTRA_DATA
SHI1039,DRI0003,WAR0007,Last,Ten,02-08-2023,05-10-2022,29261.69,23090.08,delayed,EXTRA_DATA
SHI1040,DRI0010,WAR0002,Oil,Environment,04/08/2024,16-05-2023,46876.8,19330.54,Delivered,EXTRA_DATA
SHI1041,DRI0006,WAR0015,Compare,Professor,2023-03-11,2022-04-16,14843.54,26798.12,Cancelled,EXTRA_DATA
SHI1042,DRI0012,WAR0004,Green,Term,09/01/2023,30/06/2023,43148.95,,In-Transit,EXTRA_DATA
SHI1043,DRI0012,WAR0014,History,Study,06/01/2024,12/14/2024,46960.86,9442.9,Cancelled,EXTRA_DATA
SHI1044,DRI0016,WAR0009,Prepare,Season,12/04/2022,2024-04-13,8851.65,46398.91,Cancelled,EXTRA_DATA
INVALID_46,DRI9999,WAR0001,Claim,Certain,21-07-2023,03-04-2022,45835.38,34667.13,Delayed,EXTRA_DATA
SHI1046,DRI0019,WAR9999,Dog,Sell,2022-02-26,2023-03-17,49551.75,42670.59,Delayed,EXTRA_DATA
SHI1047,DRI0010,WAR0008,Audience,Wife,01/10/2023,2023-04-11,-1412.96,9526.05,Cancelled,EXTRA_DATA
SHI1048,DRI0004,WAR0005,Direction,Congress,29/09/2022,18-12-2022,9566.22,25629.87,Cancelled,EXTRA_DATA
SHI1049,DRI0010,WAR0011,Wonder,Someone,2024-07-03,03/30/2022,,18084.2,Delayed,EXTRA_DATA
SHI1050,DRI0016,WAR0003,Especially,Think,20/12/2024,11/19/2024,1212.14,18982.05,Delivered,EXTRA_DATA
SHI1051,DRI0003,WAR0004,Bank,Ago,2022-09-05,07/04/2024,35697.32,22522.62,In-Transit,EXTRA_DATA
SHI1052,DRI0015,WAR0003,Wall,Place,2022-03-28,08/10/2023,,47921.91,Delivered,EXTRA_DATA
SHI1053,DRI0010,WAR0009,Fact,Not,25/03/2022,12/15/2023,31833.54,5538.94,In-Transit,EXTRA_DATA
SHI1054,DRI0016,WAR0018,Cultural,Special,09/05/2022,09/26/2024,35022.15,17038.35,Delivered,EXTRA_DATA
SHI1055,DRI0018,WAR0002,All,Though,06/09/2023,09/07/2024,9487.84,30910.02,In-Transit,EXTRA_DATA
SHI1056,DRI0020,WAR0010,Service,Ok,2023-03-28,24/12/2023,Ten Thousand,0,Cancelled,EXTRA_DATA
SHI1057,DRI0010,WAR0020,Become,Well,14/04/2022,26-02-2024,17600.34,21243.49,Delayed,EXTRA_DATA
SHI1058,DRI0005,WAR0008,Face,Late,2023-06-29,28-10-2024,43020.66,15822.37,delayed,EXTRA_DATA
SHI1059,DRI0019,WAR0005,Behavior,Hotel,31-05-2022,,32530.04,33321.09,Cancelled,EXTRA_DATA
SHI1060,DRI0011,WAR0002,War,Deep,03/04/2023,11/06/2022,45396.02,20487.13,Cancelled,EXTRA_DATA
SHI1061,DRI0018,WAR0003,Soldier,Charge,26-04-2022,28-05-2023,38920.36,26527.0,In-Transit,EXTRA_DATA
SHI1062,DRI0010,WAR0009,Green,Catch,16-02-2022,02/02/2022,43723.66,Ten Thousand,Cancelled,EXTRA_DATA
SHI1063,DRI0018,WAR0014,Food,Crime,2023-06-12,,46736.2,29274.17,Delivered,EXTRA_DATA
SHI1064,DRI0010,WAR0006,Sometimes,Then,08/26/2023,2023-05-04,18110.01,16534.14,Delivered,EXTRA_DATA
SHI1065,DRI0014,WAR0011,Heavy,Purpose,2023-06-21,01/16/2024,Five Hundred,20070.15,Delayed,EXTRA_DATA
SHI1066,DRI0006,WAR0019,Daughter,Indicate,02/07/2024,10/16/2022,,41218.87,delayed,EXTRA_DATA
SHI1067,DRI0011,WAR0002,Yard,Grow,2024-04-09,05/02/2022,13684.14,4908.95,DELAYED,EXTRA_DATA
SHI1068,DRI0020,WAR0020,Catch,Scene,06-04-2022,,48427.73,37045.08,In-Transit,EXTRA_DATA
SHI1069,DRI0016,WAR0015,Rock,Quite,17/09/2023,09/27/2023,33663.31,12339.81,DELIVERED,EXTRA_DATA
SHI1070,DRI0006,WAR0016,Change,Determine,2022-12-04,2023-03-07,14740.32,48565.57,Delivered,EXTRA_DATA
INVALID_13,DRI0004,WAR0002,Two,Court,13/02/2024,28-06-2022,45412.7,25176.52,Cancelled,EXTRA_DATA
SHI1072,DRI0011,WAR0010,Congress,Door,03-06-2024,2023-07-25,39875.95,16111.64,In-Transit,EXTRA_DATA
SHI1073,DRI0012,WAR0018,Floor,Fact,07-12-2023,31-08-2023,34859.78,,Delayed,EXTRA_DATA
SHI1074,DRI0013,WAR0003,Price,Call,05/01/2023,09-11-2022,22810.69,39462.02,Cancelled,EXTRA_DATA
INVALID_63,DRI0009,WAR0014,Station,Performance,2023-03-31,,37929.77,29616.19,Delivered,EXTRA_DATA
SHI1076,DRI0017,WAR0002,Republican,Source,25-11-2023,02-11-2022,36655.32,19634.98,Delayed,EXTRA_DATA
SHI1077,DRI0009,WAR0007,Claim,Democrat,02-12-2022,2022-06-01,46605.02,20293.24,Delivered,EXTRA_DATA
SHI1078,DRI0015,WAR0005,Church,Garden,04/18/2022,11-07-2023,38137.7,31580.16,Delayed,EXTRA_DATA
SHI1079,DRI0018,WAR0003,Sit,Such,2023-07-22,26/12/2022,Five Hundred,44133.46,Cancelled,EXTRA_DATA
SHI1080,DRI0013,WAR0014,Court,Opportunity,03/07/2024,04/13/2024,9241.6,48477.16,Delivered,EXTRA_DATA
SHI1081,DRI0016,WAR0006,Wonder,Bit,14-03-2024,13-04-2023,24632.51,22887.29,In-Transit,EXTRA_DATA
SHI1082,DRI0006,WAR0013,Thought,Expert,07/29/2022,18-02-2023,11519.58,48641.48,Cancelled,EXTRA_DATA
SHI1083,DRI0003,WAR0007,Own,Field,07-11-2023,14/11/2024,21712.59,24425.58,Delivered,EXTRA_DATA
SHI1084,DRI0013,WAR0006,Produce,Summer,01-02-2023,30/11/2022,38154.33,20046.31,Delivered,EXTRA_DATA
SHI1085,DRI0006,WAR0006,Seven,Decade,11/02/2023,14-08-2022,33638.15,25769.14,In-Transit,EXTRA_DATA
SHI1086,DRI0011,WAR0018,On,System,11/09/2024,18/09/2023,,13124.82,DELAYED,EXTRA_DATA
SHI1087,DRI0001,WAR0010,International,Ten,14-05-2022,28/12/2022,14500.17,16475.53,In-Transit,EXTRA_DATA
SHI1088,DRI0001,WAR0002,Campaign,Place,14-11-2022,2023-12-30,19905.76,32701.34,In-Transit,EXTRA_DATA
SHI1089,DRI0003,WAR0007,Too,Card,2024-05-19,05/03/2024,4988.67,14282.82,Delivered,EXTRA_DATA
SHI1090,DRI0009,WAR0004,Career,Campaign,07-02-2024,,16832.39,40438.28,Cancelled,EXTRA_DATA
SHI1091,DRI0011,WAR0013,Member,Environment,20-01-2023,2023-02-12,39329.13,1094.84,DELIVERED,EXTRA_DATA
SHI1092,DRI0014,WAR0014,She,During,12-02-2023,2023-11-25,7163.99,18300.79,cancelled,EXTRA_DATA
SHI1093,DRI0009,WAR0008,Point,Hotel,12/09/2024,17-11-2023,10692.51,4890.74,Delayed,EXTRA_DATA
SHI1094,DRI0009,WAR0013,Of,By,10-11-2023,02/06/2022,7215.65,,In-Transit,EXTRA_DATA
SHI1095,DRI0004,WAR0012,Place,Light,2024-07-12,05/20/2022,,24382.92,Delayed,EXTRA_DATA
SHI1096,DRI0002,WAR0008,Across,Themselves,19-01-2023,2023-06-17,35306.46,21856.96,Delivered,EXTRA_DATA
SHI0740,DRI0005,WAR0016,For,Arm,04/09/2023,,42094.45,35848.91,Delayed,EXTRA_DATA
SHI1098,DRI0005,WAR0007,Itself,Field,22/04/2024,,46678.83,5678.5,In-Transit,EXTRA_DATA
SHI1099,DRI0007,WAR0016,Rather,Military,26/05/2022,2022-04-02,18694.85,2439.51,Cancelled,EXTRA_DATA
SHI1100,DRI0004,WAR0019,Letter,Concern,01/07/2024,2024-01-26,30456.01,36650.68,CANCELLED,EXTRA_DATA
SHI1101,DRI0012,WAR0003,Discussion,Agency,01/12/2022,10/28/2023,41207.53,14937.99,Delayed,EXTRA_DATA
SHI1102,DRI0010,WAR0005,Detail,Yes,10/19/2023,12/26/2024,33105.11,49251.65,Delayed,EXTRA_DATA
SHI1103,DRI0014,WAR0015,Former,Among,05/12/2022,,6615.39,46017.36,In-Transit,EXTRA_DATA
SHI1104,DRI0019,WAR0003,Only,Appear,18-07-2024,11-01-2024,25337.9,Twenty Five Thousand,In-Transit,EXTRA_DATA
SHI1105,DRI0006,WAR0006,Rich,Class,2023-12-17,12/06/2023,46065.88,39139.94,Delivered,EXTRA_DATA
SHI1106,DRI0012,WAR0001,As,Interest,19-11-2024,11/23/2022,26959.49,34090.26,In-Transit,EXTRA_DATA
SHI1107,DRI0008,WAR0015,Prove,Account,08/07/2023,10/06/2022,40402.27,12682.57,In-Transit,EXTRA_DATA
SHI1108,DRI0013,WAR9999,Station,Process,04/23/2022,2022-01-27,,3048.08,In-Transit,EXTRA_DATA
SHI1109,DRI0016,WAR0004,Question,Bar,05/04/2024,25/08/2024,10049.18,20781.72,In-Transit,EXTRA_DATA
SHI1110,DRI0011,WAR0014,No,Space,03/22/2023,20/11/2023,43489.75,15750.69,Delivered,EXTRA_DATA
SHI1111,DRI0002,WAR0008,Enter,Senior,04/07/2022,24-04-2023,33084.83,38989.2,Delivered,EXTRA_DATA
SHI1112,DRI0015,WAR0017,Myself,At,05-06-2024,12/11/2024,39218.94,42853.99,In-Transit,EXTRA_DATA
SHI1113,DRI0012,WAR0017,Season,Office,11/14/2022,27-06-2022,28461.34,22214.87,Delivered,EXTRA_DATA
SHI1114,DRI0005,WAR0010,While,None,05-08-2022,,9876.99,32165.62,Delayed,EXTRA_DATA
SHI1115,DRI0014,WAR0007,Town,Around,04/03/2024,2022-08-06,5639.77,-2487.67,Delayed,EXTRA_DATA
SHI1116,DRI0010,WAR0013,Church,Well,28/04/2024,,1829.46,2875.19,In-Transit,EXTRA_DATA
SHI1117,DRI0003,WAR0012,Main,Page,07/14/2022,09/17/2023,16045.62,,Delivered,EXTRA_DATA
SHI1118,DRI0006,WAR0012,Reflect,Boy,22/03/2022,04/08/2024,14610.1,43272.13,Delayed,EXTRA_DATA
SHI1119,DRI0015,WAR0016,Story,Future,05-08-2023,08/31/2024,34794.44,47747.7,Cancelled,EXTRA_DATA
SHI1120,DRI0001,WAR0012,Candidate,Ready,02/19/2024,26/03/2022,41416.92,25307.73,Delivered,EXTRA_DATA
SHI1121,DRI0012,WAR0011,Find,Several,14-11-2022,05/03/2022,30427.49,,In-Transit,EXTRA_DATA
SHI1122,DRI0010,WAR0017,Edge,Network,19-11-2024,14-01-2023,43425.87,47492.66,Delayed,EXTRA_DATA
SHI1123,DRI0011,WAR0006,Front,Black,10/01/2022,01/26/2024,12662.85,30731.28,Delayed,EXTRA_DATA
SHI1124,DRI0016,WAR0001,Enjoy,Lawyer,26-09-2023,19-05-2024,,20065.26,Cancelled,EXTRA_DATA
SHI1125,DRI0001,WAR0015,Arrive,Treatment,25-04-2024,2024-11-29,14228.13,38700.8,In-Transit,EXTRA_DATA
SHI1126,DRI0001,WAR0006,As,Tree,2024-03-31,07-06-2022,17590.15,16388.78,Cancelled,EXTRA_DATA
SHI1127,DRI0017,WAR0015,Top,Alone,01/21/2024,,14475.11,45825.97,Cancelled,EXTRA_DATA
SHI1128,DRI0009,WAR0007,Per,Account,02/28/2024,10/31/2024,13815.18,16095.1,In-Transit,EXTRA_DATA
SHI1129,DRI0014,WAR0020,Want,Ability,2022-08-12,2024-04-07,11573.59,4681.16,Delivered,EXTRA_DATA
SHI1130,DRI0003,WAR0016,Third,Until,15-01-2022,2023-10-29,46302.93,44913.13,Delayed,EXTRA_DATA
SHI1131,DRI0011,WAR0001,Once,Mission,11/05/2024,,5185.57,33850.21,Delayed,EXTRA_DATA
SHI1132,DRI9999,WAR0005,Ok,Everyone,20-06-2023,22/04/2023,Twenty Five Thousand,13813.17,In-Transit,EXTRA_DATA
SHI1133,DRI0005,WAR0015,Near,Security,26-02-2022,2023-10-27,14668.93,20607.62,In-Transit,EXTRA_DATA
SHI1134,DRI0005,WAR0017,Oil,Property,10/04/2022,,0,18147.41,CANCELLED,EXTRA_DATA
SHI1135,DRI0011,WAR0015,Ready,Great,2022-07-24,2022-07-31,30221.14,5246.95,Cancelled,EXTRA_DATA
SHI1136,DRI0011,WAR0002,Source,Ago,12/27/2022,06/19/2022,32981.57,14469.89,Cancelled,EXTRA_DATA
SHI1137,DRI9999,WAR0006,Subject,Sea,03/05/2022,2023-08-30,9609.18,45585.3,In-Transit,EXTRA_DATA
SHI1138,DRI0015,WAR0011,Letter,Situation,26/02/2022,01/02/2023,2975.26,48503.6,Delayed,EXTRA_DATA
SHI1139,DRI9999,WAR0005,Bill,Agree,26/05/2024,28/02/2023,26635.22,4992.18,Cancelled,EXTRA_DATA
SHI1140,DRI0009,WAR0017,One,Walk,24/08/2022,04-01-2023,27968.97,1239.41,CANCELLED,EXTRA_DATA
SHI1141,DRI0006,WAR0003,Drop,Try,2024-03-26,2022-05-03,34927.67,31103.87,Delayed,EXTRA_DATA
SHI1142,DRI0018,WAR0018,Its,Voice,30/10/2022,2023-02-27,16431.27,3343.44,In-Transit,EXTRA_DATA
INVALID_84,DRI0017,WAR0009,Loss,Lay,2022-04-21,17-04-2022,29682.27,23451.93,Delayed,EXTRA_DATA
SHI1144,DRI0011,WAR0004,Event,Ground,2022-04-15,03-02-2022,47328.62,Ten Thousand,Cancelled,EXTRA_DATA
SHI1145,DRI0014,WAR0006,Effort,Bring,12/09/2022,07/12/2024,44002.45,5747.34,Delivered,EXTRA_DATA
SHI1146,DRI0001,WAR0002,Recognize,Pattern,03-05-2022,24/05/2022,31122.78,35453.86,Cancelled,EXTRA_DATA
SHI1147,DRI0009,WAR0002,Stuff,Response,17-03-2024,16-11-2022,26518.28,2765.51,Delivered,EXTRA_DATA
SHI1148,DRI0010,WAR0020,Decision,Ability,19-01-2024,09/03/2022,7224.12,35561.22,Delivered,EXTRA_DATA
SHI1149,DRI0010,WAR0003,Place,Lead,24-09-2023,11/12/2022,35099.01,4880.36,In-Transit,EXTRA_DATA
SHI1150,DRI0016,WAR0016,Onto,Every,30/03/2022,13/09/2022,32699.69,10508.48,In-Transit,EXTRA_DATA
SHI1151,DRI0005,WAR0015,Wrong,Send,2022-11-12,12/13/2024,37704.77,42567.58,In-Transit,EXTRA_DATA
INVALID_64,DRI0015,WAR0004,Thousand,Leader,21-05-2024,20/06/2024,7236.86,Five Hundred,Cancelled,EXTRA_DATA
SHI1153,DRI0013,WAR0006,Style,Himself,06-12-2022,10/23/2024,28084.8,1307.95,Cancelled,EXTRA_DATA
SHI1154,DRI0020,WAR0020,Low,Send,17-03-2023,15-07-2024,12396.39,41418.18,Delivered,EXTRA_DATA
SHI1155,DRI0001,WAR0002,Figure,Time,11/10/2022,25-11-2023,10040.2,27383.93,in-transit,EXTRA_DATA
SHI1156,DRI0008,WAR0008,Toward,First,03-04-2024,2024-07-28,7002.02,6751.71,Delivered,EXTRA_DATA
SHI1157,DRI0014,WAR0013,Politics,Generation,15/02/2023,2022-06-18,13909.23,13285.19,Delivered,EXTRA_DATA
SHI1158,DRI0020,WAR0003,First,Before,20/05/2023,16/01/2024,0,48894.81,Delivered,EXTRA_DATA
SHI1159,DRI0004,WAR0009,Rich,Adult,05/19/2022,,21957.29,16202.47,In-Transit,EXTRA_DATA
INVALID_26,DRI0003,WAR0001,Democratic,Bed,05/03/2023,08/19/2024,16622.38,22742.7,Delivered,EXTRA_DATA
SHI1161,DRI0013,WAR0008,Participant,Hear,09/07/2023,2022-08-10,8150.01,4802.59,Delivered,EXTRA_DATA
SHI1162,DRI0011,WAR0001,Perform,Guess,07-09-2022,,2111.96,29969.96,Delivered,EXTRA_DATA
SHI1163,DRI0004,WAR0016,Real,Your,03-07-2022,,-2956.48,31516.11,Cancelled,EXTRA_DATA
SHI1164,DRI0019,WAR0012,Address,Church,10/12/2022,12-10-2023,17676.8,22797.89,Cancelled,EXTRA_DATA
SHI1165,DRI0015,WAR0001,Worker,Cover,09/22/2023,11-04-2022,35094.82,38321.32,In-Transit,EXTRA_DATA
SHI1166,DRI0005,WAR0012,Almost,Arm,02-01-2022,07/12/2024,31624.52,21309.29,In-Transit,EXTRA_DATA
SHI1167,DRI0019,WAR0003,Maybe,Success,2024-11-02,,8446.28,19254.4,Cancelled,EXTRA_DATA
SHI1168,DRI0020,WAR0010,Meet,Look,08-07-2024,10/29/2022,19521.36,33068.69,In-Transit,EXTRA_DATA
SHI1169,DRI0019,WAR0007,Subject,Account,2023-06-09,2024-03-30,4826.12,0,Delivered,EXTRA_DATA
SHI1170,DRI0018,WAR0017,Give,Attack,12/22/2023,27/01/2024,7505.35,44086.67,Delayed,EXTRA_DATA
