WarehouseID,Location,Capacity,CurrentStock,Manager
WAR0717,Bangalore,189,123,Nation
WAR0718,Hyderabad,289,127,Enter
WAR0719,Hyderabad,154,193,Hour
WAR0720,Mumbai,184,73,Career
WAR0721,Hyderabad,173,50,Close
WAR0722,Chennai,47,9999,Rule
WAR0723,Chennai,154,87,Take
WAR0724,Mumbai,232,111,Science
WAR0725,Chennai,219,194,Collection
WAR0726,Mumbai,185,32,Family
WAR0727,Chennai,226,11,Bag
WAR0728,Bangalore,-1,49,Short
WAR0729,Mumbai,237,97,Matter
WAR0730,Delhi,192,47,Call
WAR0731,Delhi,143,190,State
WAR0732,Hyderabad,237,296,Organization
WAR0733,Bangalore,9999,255,Herself
WAR0734,Mumbai,14,174,Once
WAR0735,HYDERABAD,207,283,Degree
WAR0736,Delhi,268,57,Relate
WAR0737,Chennai,240,125,Age
WAR0738,delhi,134,193,Tough
WAR0739,Delhi,121,42,Last
WAR0740,Mumbai,87,173,Yet
WAR0741,Bangalore,173,65,Story
WAR0742,Bangalore,86,145,Mention
WAR0743,Hyderabad,245,148,Million
WAR0744,Mumbai,201,31,Law
WAR0745,Chennai,147,226,Car
WAR0746,Bangalore,28,300,Sport
WAR0747,Delhi,49,9999,Start
WAR0748,Delhi,70,40,Support
WAR0749,Bangalore,1,-1,Hotel
WAR0750,Delhi,79,185,Soon
WAR0751,Mumbai,44,232,History
WAR0752,Delhi,203,62,Sure
WAR0753,Bangalore,22,300,Themselves
WAR0754,Bangalore,19,137,Listen
WAR0755,Hyderabad,238,1,Others
WAR0756,Chennai,205,3,Character
WAR0757,Delhi,175,12,Key
WAR0758,Mumbai,3,21,Listen
WAR0759,Mumbai,76,143,Treat
WAR0760,Mumbai,72,184,Popular
WAR0761,Hyderabad,264,150,Very
WAR0762,Chennai,224,16,Organization
WAR0763,Chennai,264,241,Catch
WAR0764,Delhi,173,104,Send
WAR0765,Bangalore,118,259,May
WAR0766,Chennai,251,192,Yeah
WAR0767,BANGALORE,226,291,Option
WAR0768,Bangalore,262,61,Weight
WAR0123,Chennai,251,147,Throughout
WAR0770,Hyderabad,48,223,Four
WAR0771,CHENNAI,100,23,Thank
WAR0772,Delhi,203,32,Similar
WAR0773,Delhi,186,212,Human
WAR0774,Bangalore,165,123,Politics
WAR0775,Bangalore,200,203,Civil
WAR0776,Chennai,63,89,Recent
WAR0777,Hyderabad,24,61,Price
WAR0778,Chennai,69,39,Young
WAR0779,Hyderabad,245,194,Difference
WAR0780,Bangalore,285,244,In
WAR0781,Delhi,74,132,Large
WAR0782,Chennai,290,81,Say
WAR0783,Delhi,18,12,None
WAR0582,Hyderabad,167,170,Concern
WAR0785,Bangalore,271,278,Beautiful
WAR0786,Delhi,105,204,Behavior
WAR0787,Bangalore,32,281,Thing
WAR0788,Delhi,153,133,Nation
WAR0789,Bangalore,26,217,Apply
INVALID_5,Chennai,132,32,None
WAR0791,Delhi,214,45,Radio
WAR0792,Delhi,274,290,Woman
WAR0793,Chennai,276,65,Also
WAR0794,Bangalore,109,114,Past
WAR0795,Chennai,172,215,Read
WAR0796,Hyderabad,123,151,Develop
WAR0797,Delhi,77,21,Forget
WAR0798,Chennai,291,9999,Road
WAR0799,Bangalore,284,214,Data
WAR0800,Bangalore,97,195,Near
WAR0801,Hyderabad,32,96,Would
WAR0802,mumbai,80,141,Challenge
WAR0803,Chennai,3,286,Often
WAR0804,Delhi,132,118,Consider
WAR0805,Chennai,137,120,Nearly
WAR0806,Chennai,68,119,Computer
WAR0807,Hyderabad,255,189,Simple
WAR0808,Mumbai,4,253,Ok
WAR0809,Mumbai,77,201,Firm
WAR0702,Chennai,242,177,Close
WAR0811,Chennai,113,103,Series
WAR0812,Hyderabad,41,280,Sign
WAR0813,Delhi,144,179,Kid
WAR0371,Chennai,218,106,Necessary
WAR0815,HYDERABAD,48,262,Risk
WAR0816,Chennai,239,148,Since
WAR0817,Mumbai,18,214,There
WAR0818,Chennai,2,252,Practice
WAR0483,Chennai,276,191,Big
WAR0820,Delhi,37,15,Win
WAR0821,Hyderabad,34,15,Yet
WAR0822,chennai,53,102,Effort
WAR0823,Delhi,219,55,Off
WAR0824,chennai,270,260,Action
WAR0825,Mumbai,299,163,Take
WAR0826,Chennai,270,158,Election
WAR0827,Chennai,15,30,Field
WAR0828,Bangalore,186,192,Trade
WAR0829,Mumbai,256,142,Between
WAR0365,Chennai,-1,114,Yard
WAR0831,Bangalore,201,151,Kind
WAR0832,Mumbai,31,0,Foreign
WAR0833,Mumbai,51,266,Response
WAR0834,Hyderabad,299,34,More
WAR0835,Delhi,172,32,Decide
WAR0836,Hyderabad,274,14,Firm
WAR0837,Delhi,202,-1,Professor
WAR0838,HYDERABAD,117,152,Popular
WAR0839,Hyderabad,267,10,Until
WAR0840,Bangalore,170,141,Chance
WAR0841,Chennai,143,204,Officer
WAR0842,Hyderabad,-1,21,You
WAR0843,Mumbai,239,99,Experience
WAR0844,Mumbai,82,41,Conference
WAR0845,Bangalore,0,160,Group
WAR0846,Bangalore,185,68,Care
WAR0847,Bangalore,168,267,Where
WAR0848,Chennai,121,190,Fill
WAR0849,Bangalore,34,194,Prevent
WAR0850,Chennai,89,193,Kid
WAR0851,Delhi,34,265,Science
WAR0852,Mumbai,148,289,Own
WAR0853,CHENNAI,245,27,Will
WAR0854,Chennai,119,238,Expert
WAR0855,Mumbai,204,246,Production
WAR0856,Mumbai,172,114,Grow
WAR0857,Chennai,48,129,Guy
WAR0858,Bangalore,169,195,Trade
WAR0859,Mumbai,17,124,Heavy
WAR0860,bangalore,245,101,Soldier
WAR0861,Delhi,54,192,Other
WAR0862,Chennai,276,1,Institution
WAR0863,Hyderabad,179,180,Political
WAR0864,Hyderabad,222,54,Product
WAR0865,Mumbai,245,136,Game
WAR0866,Delhi,200,9,Citizen
WAR0867,Mumbai,268,165,Spring
WAR0868,Bangalore,134,248,Than
WAR0492,Chennai,162,157,Perhaps
WAR0870,Bangalore,68,245,Any
WAR0871,Hyderabad,109,293,Ok
INVALID_24,Hyderabad,216,130,Adult
WAR0873,Bangalore,220,204,Exist
INVALID_62,Hyderabad,106,273,Know
WAR0875,Mumbai,267,269,Say
WAR0876,Bangalore,151,14,Approach
WAR0877,bangalore,168,108,Far
WAR0878,Delhi,240,112,Able
WAR0879,Bangalore,150,96,Show
INVALID_8,Delhi,153,150,Law
WAR0881,Chennai,276,225,Body
WAR0882,Chennai,280,48,Need
WAR0883,Hyderabad,225,103,Ball
WAR0884,Mumbai,34,184,Hear
WAR0885,Bangalore,116,58,To
WAR0886,Delhi,180,0,Believe
WAR0887,Bangalore,9999,98,Book
WAR0888,Bangalore,159,266,Appear
WAR0889,Chennai,234,140,Public
WAR0890,Hyderabad,283,128,Imagine
WAR0891,mumbai,48,31,Fall
WAR0892,Mumbai,224,205,Travel
WAR0893,Delhi,230,163,Answer
WAR0844,Delhi,0,6,State
WAR0895,Hyderabad,117,256,Main
WAR0896,Mumbai,124,157,General
WAR0897,Mumbai,133,168,During
WAR0182,Delhi,160,119,Even
WAR0806,Chennai,28,197,Tree
WAR0900,Delhi,220,29,Young
WAR0901,Hyderabad,264,242,Rather
WAR0902,CHENNAI,241,210,Officer
WAR0903,Hyderabad,87,100,History
WAR0904,Delhi,262,162,Now
WAR0905,Hyderabad,250,147,Step
WAR0906,Bangalore,215,197,Partner
WAR0907,Delhi,83,42,Character
WAR0908,Delhi,76,145,College
WAR0909,Bangalore,251,21,Book
WAR0910,Chennai,126,236,Education
WAR0911,Chennai,57,251,Enjoy
WAR0912,Bangalore,236,191,Occur
WAR0913,CHENNAI,250,50,Organization
WAR0914,Bangalore,76,184,Consumer
WAR0915,Mumbai,0,122,Enter
WAR0916,Bangalore,278,43,Financial
WAR0917,Chennai,-1,275,Assume
WAR0918,Mumbai,175,177,Red
WAR0919,Hyderabad,3,129,Catch
WAR0920,Bangalore,28,297,Voice
WAR0921,Hyderabad,64,90,Wall
WAR0922,Bangalore,4,1,Draw
WAR0923,Delhi,177,260,Scientist
WAR0924,Bangalore,19,244,President
WAR0925,CHENNAI,193,104,Center
WAR0926,Chennai,277,287,Evening
WAR0927,Chennai,78,73,Truth
WAR0928,Mumbai,117,119,Until
WAR0929,Bangalore,35,279,Produce
WAR0930,Bangalore,282,172,Seek
WAR0512,Chennai,169,160,Recently
WAR0932,Delhi,240,189,Many
INVALID_19,Bangalore,175,176,Against
WAR0934,Chennai,256,209,Person
WAR0935,Delhi,194,139,Yard
WAR0936,Bangalore,9999,200,Lead
INVALID_84,Chennai,263,3,After
WAR0938,Delhi,61,199,Everything
INVALID_40,Chennai,75,130,Father
WAR0940,Bangalore,6,249,Light
WAR0941,Delhi,203,269,Accept
WAR0942,Hyderabad,206,257,Protect
WAR0943,Mumbai,72,39,Science
WAR0944,Mumbai,48,79,Thought
WAR0945,Bangalore,101,0,Here
WAR0946,Delhi,185,82,Relationship
INVALID_80,Bangalore,65,33,Leg
WAR0948,Bangalore,299,57,Sometimes
WAR0949,Delhi,261,177,Collection
WAR0950,Chennai,75,239,Special
WAR0951,Hyderabad,18,92,Side
WAR0952,Chennai,174,65,Stand
WAR0953,Mumbai,130,103,Stage
WAR0954,mumbai,294,188,Risk
WAR0955,Hyderabad,247,145,On
WAR0956,Hyderabad,187,13,Human
WAR0957,Bangalore,57,134,Into
WAR0958,Bangalore,248,168,Culture
WAR0959,Mumbai,44,160,Remember
WAR0960,Hyderabad,234,246,Agent
WAR0961,Hyderabad,147,225,Choice
WAR0962,Delhi,132,86,See
WAR0963,Delhi,151,299,Prevent
WAR0964,Mumbai,255,49,Still
WAR0965,Mumbai,267,36,Cover
WAR0966,Hyderabad,246,165,Happy
WAR0967,Delhi,266,197,Drug
WAR0968,Mumbai,202,243,Will
WAR0969,Chennai,246,125,Future
WAR0970,Bangalore,89,253,Impact
WAR0971,Hyderabad,95,231,Subject
WAR0972,Chennai,128,243,Shake
WAR0973,Delhi,60,162,Believe
WAR0974,Bangalore,52,220,What
WAR0975,Chennai,231,11,Tonight
WAR0976,Hyderabad,206,127,Attack
WAR0977,Delhi,66,221,Dinner
WAR0978,Mumbai,127,94,What
WAR0979,Bangalore,258,167,Concern
WAR0980,Mumbai,179,81,Executive
WAR0981,Chennai,244,288,Sign
WAR0982,Delhi,56,123,Wear
WAR0983,Delhi,78,265,Tend
WAR0984,Chennai,194,271,Only
WAR0985,bangalore,258,218,Next
WAR0986,Bangalore,123,105,Pay
WAR0987,Mumbai,274,162,Bed
WAR0988,Mumbai,237,42,Weight
WAR0989,Chennai,209,94,Treat
WAR0990,Mumbai,229,151,Happy
WAR0991,Bangalore,234,-1,Article
WAR0992,Delhi,55,124,Behind
WAR0993,Bangalore,263,278,I
WAR0994,Delhi,296,196,Back
WAR0995,Chennai,230,20,Coach
WAR0996,delhi,21,44,Author
WAR0997,Delhi,188,124,Feeling
WAR0998,Hyderabad,289,57,Believe
WAR0999,Chennai,230,261,Its
WAR1000,Delhi,73,296,Central
WAR1001,Bangalore,260,162,Budget
WAR0525,Delhi,4,114,Cold
WAR1003,Hyderabad,261,68,Huge
WAR1004,mumbai,0,262,Believe
WAR1005,Chennai,197,266,Always
WAR1006,Mumbai,20,74,Lay
WAR0395,Mumbai,9,13,Right
WAR1008,Hyderabad,79,109,Second
WAR1009,Bangalore,11,28,Energy
WAR1010,Bangalore,139,217,Million
WAR1011,Chennai,82,177,Piece
WAR1012,Mumbai,102,18,Eight
WAR1013,Bangalore,129,248,Officer
WAR1014,Mumbai,19,246,Member
WAR0389,BANGALORE,202,144,Nothing
WAR1016,Hyderabad,262,223,Nice
WAR0383,Chennai,91,183,Be
WAR1018,Delhi,118,259,Edge
WAR1019,Bangalore,112,220,Front
WAR1020,Bangalore,98,63,Friend
WAR1021,Chennai,27,56,Mind
WAR1022,Bangalore,100,23,Only
WAR1023,Chennai,6,68,Meeting
WAR1024,Hyderabad,109,118,Them
WAR0809,Delhi,6,181,Human
WAR1026,Hyderabad,22,72,Customer
WAR1027,Mumbai,243,67,Away
WAR1028,Delhi,269,102,Letter
WAR1029,Chennai,152,78,Part
WAR1030,Chennai,-1,212,Expect
WAR1031,Bangalore,110,46,Look
WAR1032,Bangalore,108,223,Force
WAR1033,Delhi,124,73,Old
WAR1034,Bangalore,109,123,Writer
WAR1035,Hyderabad,211,27,Reach
WAR1036,Chennai,134,-1,Its
WAR1037,Bangalore,264,133,Hospital
WAR1038,Delhi,278,103,Similar
WAR1039,Mumbai,270,61,Agency
WAR1040,Delhi,44,223,Chair
WAR1041,Delhi,77,131,Institution
WAR1042,Bangalore,10,70,Remember
WAR1043,Mumbai,80,256,According
WAR1044,Delhi,296,81,Tax
WAR1045,Chennai,105,201,Woman
WAR1046,MUMBAI,268,15,Magazine
WAR1047,Chennai,31,238,Place
WAR1048,Hyderabad,36,86,Road
WAR1049,HYDERABAD,74,250,Strong
WAR1050,Chennai,16,9999,Million
INVALID_97,Hyderabad,249,264,Structure
WAR1052,Mumbai,165,136,Hear
WAR1053,Bangalore,209,136,Pm
WAR1054,Mumbai,24,22,Sound
WAR1055,Delhi,159,20,Wish
WAR1056,Hyderabad,178,58,Skill
WAR1057,Hyderabad,52,49,Idea
WAR1058,Delhi,282,85,Page
WAR1059,Bangalore,158,186,Rather
WAR1060,Delhi,143,209,Include
WAR1061,Mumbai,138,146,Green
WAR0294,Delhi,75,68,Base
WAR1063,Bangalore,262,218,Turn
WAR1064,Mumbai,22,90,Thus
WAR1065,Chennai,82,126,Person
WAR1066,Delhi,97,18,Writer
WAR1067,MUMBAI,104,152,Lose
WAR1068,delhi,251,299,Voice
WAR1069,Mumbai,15,83,Form
WAR1070,Mumbai,249,66,Scene
WAR1071,Hyderabad,255,38,Policy
WAR1072,Bangalore,288,245,Owner
WAR1073,Mumbai,136,161,Material
WAR1074,Mumbai,153,4,Forward
WAR1075,Mumbai,292,158,Will
WAR1076,Mumbai,119,0,Her
WAR1077,Bangalore,291,70,How
WAR1078,Hyderabad,264,127,Moment
WAR1079,Mumbai,144,292,Accept
WAR1080,Hyderabad,102,90,End
WAR1081,Hyderabad,92,141,Who
WAR1082,Mumbai,88,289,Maintain
WAR1083,MUMBAI,-1,111,Necessary
WAR1084,Chennai,222,216,Level
WAR1085,Chennai,56,150,Tough
WAR1086,Mumbai,137,137,Similar
WAR0447,Chennai,0,159,Live
WAR1088,Chennai,200,-1,Suggest
WAR0053,Mumbai,31,40,Teacher
WAR1090,Mumbai,181,166,Already
WAR1091,Hyderabad,109,241,Use
WAR1092,Hyderabad,28,293,Amount
WAR1093,Chennai,0,40,Either
WAR1094,Delhi,192,250,Age
WAR1095,Hyderabad,39,69,Help
WAR1096,Hyderabad,84,190,Study
WAR1097,Delhi,80,113,Baby
WAR1098,Hyderabad,59,164,Hair
WAR1099,Hyderabad,49,254,Put
WAR1080,Mumbai,284,45,Week
WAR1101,Delhi,171,18,Yes
WAR1102,Hyderabad,119,239,Individual
INVALID_59,Hyderabad,113,283,Head
WAR1104,Bangalore,224,77,Car
WAR1105,Delhi,183,165,Take
WAR1106,Chennai,132,90,Sell
WAR1107,Chennai,53,299,Wonder
WAR1108,Delhi,237,1,Create
WAR1109,Chennai,46,200,Indeed
WAR1110,Chennai,17,-1,Free
WAR1111,Mumbai,116,193,Charge
WAR1112,Mumbai,92,292,Me
WAR1113,Delhi,119,67,Hotel
WAR1114,Delhi,291,33,Laugh
WAR1115,Bangalore,40,280,At
WAR1116,Hyderabad,290,275,Industry
WAR1117,Hyderabad,44,277,Foreign
WAR1118,Hyderabad,105,21,Training
WAR1119,Bangalore,287,155,Participant
WAR1120,Bangalore,127,200,Also
WAR1121,Chennai,239,146,Together
WAR1122,delhi,76,172,Such
INVALID_65,Hyderabad,141,118,Generation
WAR1124,Delhi,275,232,Action
WAR1125,Mumbai,109,137,Beat
WAR1126,Delhi,135,203,Cup
WAR1127,Mumbai,270,175,Picture
WAR1128,Mumbai,100,264,Speech
WAR1129,Hyderabad,27,141,Pretty
WAR1130,Delhi,72,237,Course
WAR1131,Chennai,-1,227,Room
WAR1132,Mumbai,35,298,Even
WAR1133,Delhi,288,191,Open
WAR1134,Chennai,10,270,Radio
WAR1135,Bangalore,281,168,Drug
WAR1136,Delhi,140,34,Service
WAR1137,Mumbai,20,279,Hold
WAR1138,mumbai,121,198,Leave
WAR1139,Bangalore,257,61,Share
WAR1140,Bangalore,6,271,Risk
WAR1141,Delhi,15,220,Market
WAR1142,Mumbai,243,151,Goal
WAR1143,HYDERABAD,260,291,Color
WAR1144,Hyderabad,258,106,Rule
WAR1145,Mumbai,164,90,Much
INVALID_69,Chennai,91,9999,Write
WAR1147,Mumbai,55,195,Improve
WAR1148,Hyderabad,64,288,Thousand
WAR1149,Bangalore,242,86,Beat
WAR1150,Mumbai,64,282,Here
WAR1151,Mumbai,93,248,Size
WAR1152,Bangalore,32,262,Food
WAR1153,MUMBAI,140,49,Pay
WAR0651,Chennai,1,148,Read
WAR1155,Mumbai,162,-1,Physical
INVALID_10,Mumbai,235,57,Success
WAR1157,Mumbai,-1,223,Continue
WAR1158,MUMBAI,89,187,Happen
WAR1159,Hyderabad,247,29,Popular
WAR1160,Delhi,81,144,Prove
WAR1161,Mumbai,65,108,Thus
WAR1162,Mumbai,76,58,Show
WAR1163,Bangalore,132,224,Current
WAR0280,Delhi,117,149,Young
WAR1165,Chennai,33,111,Responsibility
WAR1166,Hyderabad,23,230,Class
WAR1167,Delhi,25,83,Half
WAR1168,Delhi,60,97,Very
WAR1169,Hyderabad,25,197,Meet
WAR1170,Mumbai,292,148,Example
WAR1171,Bangalore,139,43,Prove
WAR1172,Delhi,155,119,Here
WAR1173,mumbai,42,66,Sense
WAR1174,Mumbai,78,138,Upon
WAR1175,Delhi,118,200,Safe
WAR1176,Bangalore,71,125,Measure
WAR1177,Hyderabad,35,118,Become
WAR1178,Bangalore,269,138,Although
WAR1179,Delhi,60,81,Seem
WAR1180,Delhi,183,66,Sell
WAR1181,Delhi,161,72,Make
WAR1182,Hyderabad,282,228,Surface
WAR1183,Hyderabad,207,123,Pressure
WAR1184,Mumbai,40,288,Argue
WAR1185,Delhi,212,13,Receive
INVALID_88,Chennai,168,263,Body
WAR1187,Bangalore,9999,115,Nor
WAR1188,Delhi,236,256,Fight
WAR1189,Hyderabad,145,25,Answer
WAR1190,delhi,44,276,Fine
WAR1191,Delhi,219,0,Budget
WAR1192,Delhi,12,241,Size
WAR1193,Hyderabad,238,206,Stage
WAR1194,Delhi,49,121,Choice
WAR1195,Bangalore,123,13,Relate
WAR1196,MUMBAI,49,46,Town
INVALID_50,Delhi,103,175,Group
WAR1198,Delhi,278,54,Town
WAR1199,Delhi,30,195,Entire
WAR1200,Chennai,118,249,Security
INVALID_17,Mumbai,136,281,Base
WAR1202,Mumbai,110,12,Strategy
WAR1203,Hyderabad,188,174,Job
WAR1204,Hyderabad,196,268,Produce
WAR1205,Delhi,120,155,Policy
WAR1206,Hyderabad,25,44,Month
WAR1207,Chennai,158,148,Cup
WAR1208,Hyderabad,11,260,Job
WAR1209,HYDERABAD,272,114,Cup
WAR1210,Hyderabad,211,200,Thank
WAR1211,Chennai,271,298,Police
WAR1212,Chennai,205,210,Find
WAR1213,Delhi,106,33,Life
WAR1214,Mumbai,9,1,Movement
WAR1215,Hyderabad,29,294,Too
WAR1216,Mumbai,138,198,May
WAR1217,Chennai,248,69,Sign
WAR1218,Chennai,19,170,Interview
WAR1219,Chennai,19,174,Summer
WAR1220,Hyderabad,73,254,Ten
WAR1221,Chennai,291,240,Result
WAR1222,Delhi,125,87,Suffer
WAR1223,Bangalore,67,268,Than
WAR1224,Delhi,41,218,Work
WAR1225,Chennai,265,232,Start
WAR1226,Bangalore,197,150,Fund
WAR1227,Bangalore,94,47,Discover
WAR1228,Delhi,112,62,College
WAR1229,Chennai,248,102,Authority
WAR0437,DELHI,61,71,Community
WAR1231,Delhi,121,183,Total
WAR0840,Delhi,184,178,Huge
WAR1233,Bangalore,67,24,Five
WAR0425,Mumbai,149,9,Evidence
WAR1235,Hyderabad,101,159,Standard
WAR1236,Bangalore,155,256,Sister
WAR1237,Hyderabad,277,293,Kid
WAR1238,Chennai,272,236,Soldier
WAR1239,Hyderabad,299,44,Evening
WAR1240,Delhi,219,49,Tv
WAR1241,Hyderabad,183,267,Cause
WAR1242,Hyderabad,75,179,Sort
WAR1243,Hyderabad,160,254,Professional
WAR1244,Bangalore,-1,195,Quality
INVALID_75,Hyderabad,64,102,Reflect
WAR1246,Hyderabad,29,19,Likely
WAR1247,Mumbai,185,262,Production
WAR0346,Delhi,283,47,Democratic
WAR1249,Chennai,106,169,Success
WAR1250,Bangalore,39,76,Check
WAR0962,Mumbai,23,213,These
WAR1252,Hyderabad,76,34,World
WAR1253,Delhi,147,123,View
WAR1254,Chennai,76,56,Size
WAR1255,Mumbai,204,112,Draw
WAR1256,Hyderabad,188,12,Leg
WAR1257,Mumbai,298,186,Control
WAR1258,Chennai,287,48,Fear
WAR1259,delhi,202,188,Remain
WAR1260,Hyderabad,246,112,Prove
WAR1261,Chennai,178,140,Population
WAR1262,Mumbai,56,169,Tend
WAR1263,Mumbai,159,206,Federal
WAR1264,DELHI,229,187,Common
WAR1265,delhi,113,240,Group
INVALID_68,Mumbai,275,195,Similar
WAR1267,Chennai,151,76,Yourself
WAR1268,Bangalore,12,239,Cut
WAR1269,Hyderabad,161,128,Why
WAR1270,Bangalore,66,0,Hour
WAR1271,Bangalore,17,0,Idea
WAR1272,Mumbai,143,71,Product
WAR1273,Delhi,154,274,Civil
WAR1274,Mumbai,284,296,Population
WAR1275,Chennai,191,-1,Now
WAR1276,Chennai,240,298,Wait
WAR1277,Delhi,292,138,Political
WAR1278,Bangalore,261,129,Serious
WAR1279,Bangalore,292,31,This
WAR1280,Delhi,46,252,Up
WAR1281,BANGALORE,9999,265,Say
WAR1282,Delhi,1,27,Too
WAR1283,Mumbai,189,210,Culture
WAR1284,Mumbai,200,218,Magazine
WAR1285,Bangalore,107,23,Production
WAR1286,Delhi,87,79,Behavior
WAR1287,Delhi,179,180,International
WAR1288,Hyderabad,53,24,City
WAR1289,Chennai,26,9999,Soon
WAR1290,chennai,116,214,Especially
INVALID_42,Mumbai,99,49,Author
WAR1292,Bangalore,61,29,Exist
WAR1293,Bangalore,33,7,Up
WAR1294,Bangalore,242,99,Left
WAR1295,Bangalore,226,159,Fall
WAR1296,Mumbai,131,196,Audience
WAR1297,Bangalore,162,9999,What
WAR1298,Delhi,207,15,Test
WAR1299,Mumbai,269,122,Director
WAR1300,BANGALORE,276,48,See
WAR1301,Hyderabad,59,285,Exist
WAR1302,Bangalore,46,244,Leg
WAR1303,Delhi,103,62,Theory
WAR1304,Mumbai,-1,8,Success
WAR1305,Delhi,213,59,Though
WAR1306,Chennai,103,196,Itself
WAR1307,Chennai,147,9999,Center
INVALID_55,Bangalore,189,119,Free
WAR1309,Chennai,17,125,Floor
WAR1310,Delhi,45,216,Stage
WAR1311,Delhi,65,273,Good
WAR1312,Chennai,292,213,Value
WAR1313,Mumbai,279,269,Hour
WAR1314,Delhi,207,-1,Account
WAR1315,Chennai,38,99,Example
WAR1316,Bangalore,206,257,No
WAR1317,Bangalore,93,180,Page
WAR1318,CHENNAI,80,53,Avoid
WAR1319,Chennai,115,109,President
WAR1320,Hyderabad,25,158,North
WAR1321,Bangalore,211,257,Operation
WAR1322,Mumbai,76,35,Animal
WAR1323,Delhi,34,135,Such
WAR1324,Chennai,262,248,Heart
INVALID_68,Bangalore,128,288,Over
WAR1326,Mumbai,225,108,Evidence
WAR1327,Mumbai,86,64,Reason
WAR1328,Delhi,223,120,Official
WAR1329,Chennai,0,254,Food
WAR1330,Bangalore,27,204,Rise
WAR1331,Delhi,190,153,Amount
WAR1332,Chennai,159,71,Campaign
WAR1333,Mumbai,193,118,Trial
WAR1334,chennai,11,271,Industry
WAR1335,Hyderabad,295,215,Pull
WAR1336,Chennai,294,238,Final
WAR1337,Hyderabad,10,22,Recent
WAR1338,Mumbai,85,22,General
WAR1339,Bangalore,245,24,Movie
INVALID_85,Mumbai,283,114,Year
WAR1341,Delhi,110,263,Seat
WAR1342,Chennai,164,150,Pm
WAR1343,Mumbai,51,188,Hit
INVALID_26,Bangalore,16,160,Item
WAR1345,Chennai,244,115,General
WAR1346,Hyderabad,238,283,Company
WAR1347,mumbai,131,187,Level
WAR1348,Chennai,198,188,Education
WAR1349,Hyderabad,162,124,Those
WAR1350,Hyderabad,63,146,Apply
WAR1351,Hyderabad,42,226,Where
WAR1352,Chennai,293,128,Rule
WAR1353,Hyderabad,222,108,Collection
WAR0630,Hyderabad,69,18,Together
WAR1355,Hyderabad,181,131,Expect
WAR1356,Delhi,60,177,Kind
WAR1357,Chennai,214,2,Reason
WAR1358,mumbai,115,300,Cover
WAR1359,Delhi,91,147,Word
WAR1360,Bangalore,207,23,Play
WAR1361,Bangalore,118,57,Wear
INVALID_51,Hyderabad,144,274,Involve
WAR1363,Hyderabad,272,296,Hot
WAR1364,Bangalore,48,48,Citizen
WAR1365,Mumbai,271,1,Will
WAR1366,Bangalore,215,58,Decade
WAR1367,Mumbai,57,165,Yes
WAR1368,Mumbai,211,133,Over
WAR1369,Delhi,203,91,Air
WAR1157,Bangalore,209,35,Pull
WAR1371,HYDERABAD,66,142,Identify
WAR1372,Mumbai,204,23,Wait
WAR0387,delhi,181,268,Also
WAR1374,Delhi,64,150,Especially
WAR1375,CHENNAI,169,71,Season
WAR1376,Bangalore,132,255,Speak
WAR1377,Chennai,176,20,These
WAR1378,Chennai,206,286,Difficult
WAR1379,Hyderabad,128,8,Model
WAR1380,Chennai,102,22,Pay
INVALID_41,Chennai,156,8,American
WAR1382,Hyderabad,75,10,Leg
WAR1383,Bangalore,113,13,Chair
WAR1384,Mumbai,57,237,Here
WAR1385,Chennai,4,143,Natural
WAR1386,Bangalore,79,31,Yeah
WAR0699,Chennai,247,158,Image
WAR1388,Bangalore,147,0,Book
WAR1389,Chennai,184,244,Themselves
WAR1390,CHENNAI,130,42,Assume
WAR1391,Hyderabad,73,66,Avoid
WAR1392,Chennai,194,204,While
WAR1393,Hyderabad,232,70,Government
WAR1394,Delhi,100,256,Few
WAR1395,Bangalore,35,295,Begin
WAR1396,Hyderabad,254,261,Fact
WAR1397,Delhi,241,260,Black
WAR1398,delhi,22,154,City
WAR1399,Chennai,41,44,Design
WAR1400,Chennai,184,156,Environmental
WAR1401,Mumbai,293,161,Reduce
WAR1402,Hyderabad,13,26,Compare
WAR1403,Delhi,145,133,Point
WAR1404,Chennai,265,146,Appear
WAR1405,Chennai,200,186,Just
WAR1406,BANGALORE,28,197,Heart
WAR1407,Hyderabad,259,243,Bill
WAR1408,Bangalore,268,45,Eat
WAR1409,Mumbai,275,104,Some
WAR1410,Chennai,239,4,At
WAR1411,Bangalore,4,141,On
WAR1412,Bangalore,48,133,Lawyer
WAR1413,delhi,277,109,Rate
WAR1414,Delhi,-1,175,Help
WAR1415,Delhi,225,-1,Player
WAR1416,MUMBAI,63,14,New
WAR1417,Mumbai,0,76,Glass
WAR1418,Chennai,218,86,Agree
WAR1419,Bangalore,147,144,Perform
WAR1420,Chennai,208,95,Soldier
WAR1421,Bangalore,177,89,Explain
WAR1422,Chennai,88,228,Against
WAR1423,Hyderabad,175,137,Pm
WAR1424,Hyderabad,197,198,Ground
WAR1425,Hyderabad,154,73,People
WAR1426,chennai,32,126,Participant
WAR1427,Bangalore,180,129,Outside
WAR1428,Delhi,201,232,Beautiful
WAR1429,Delhi,93,21,Only
WAR1430,Bangalore,131,101,Off
WAR1431,Chennai,104,120,Mind
WAR1432,Chennai,104,224,Daughter
INVALID_76,Delhi,156,268,Deep
WAR1434,Hyderabad,158,193,Necessary
